League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under05_HT_Back,Odd_Under05_HT_Lay,Odd_Over05_HT_Back,Odd_Over05_HT_Lay,Odd_Under15_HT_Back,Odd_Under15_HT_Lay,Odd_Over15_HT_Back,Odd_Over15_HT_Lay,Odd_Under25_HT_Back,Odd_Under25_HT_Lay,Odd_Over25_HT_Back,Odd_Over25_HT_Lay,Odd_Under05_FT_Back,Odd_Under05_FT_Lay,Odd_Over05_FT_Back,Odd_Over05_FT_Lay,Odd_Under15_FT_Back,Odd_Under15_FT_Lay,Odd_Over15_FT_Back,Odd_Over15_FT_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_Under35_FT_Back,Odd_Under35_FT_Lay,Odd_Over35_FT_Back,Odd_Over35_FT_Lay,Odd_Under45_FT_Back,Odd_Under45_FT_Lay,Odd_Over45_FT_Back,Odd_Over45_FT_Lay,Odd_Under55_FT_Back,Odd_Under55_FT_Lay,Odd_Over55_FT_Back,Odd_Over55_FT_Lay,Odd_Under65_FT_Back,Odd_Under65_FT_Lay,Odd_Over65_FT_Back,Odd_Over65_FT_Lay,Odd_Under75_FT_Back,Odd_Under75_FT_Lay,Odd_Over75_FT_Back,Odd_Over75_FT_Lay,Odd_Under85_FT_Back,Odd_Under85_FT_Lay,Odd_Over85_FT_Back,Odd_Over85_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_First_Half_Goals_05,IDMercado_First_Half_Goals_15,IDMercado_First_Half_Goals_25,IDMercado_Over/Under_05_Goals,IDMercado_Over/Under_15_Goals,IDMercado_Over/Under_25_Goals,IDMercado_Over/Under_35_Goals,IDMercado_Over/Under_45_Goals,IDMercado_Over/Under_55_Goals,IDMercado_Over/Under_65_Goals,IDMercado_Over/Under_75_Goals,IDMercado_Over/Under_85_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score
Mexican Ascenso MX,2024-01-25,00:05:00,Venados FC,Universidad Guadalajara,2.34,2.72,2.76,3.35,3.2,4.2,1.01,3.6,1.39,1.53,1.41,1.57,1.01,1000.0,1.11,1.15,1.01,10.5,3.55,990.0,1.04,1.39,3.55,4.6,1.28,1.39,1.87,2.2,1.84,2.14,1.34,1.47,3.1,3.95,1.11,1.47,3.1,12.5,1.03,1.47,3.1,36.0,1.01,1.47,3.1,1000.0,1.01,1.47,3.15,1000.0,1.01,1.47,3.15,1000.0,1.68,1.93,2.06,2.46,3.1,980.0,3.0,980.0,2.24,980.0,3.9,1000.0,3.2,980.0,3.85,980.0,3.05,980.0,5.8,980.0,3.15,980.0,3.2,980.0,2.92,980.0,3.3,1000.0,1.58,1000.0,1.79,980.0,2.36,1000.0,2.2,1000.0,1.67,980.0,1.7,980.0,6.8,1000.0,32948903,9988658.0,6533140.0,58805.0,1.223712323,1.223712326,1.223712328,1.223712321,1.223712327,1.223712371,1.223712368,1.223712372,1.223712369,1.223712331,1.223712329,1.223712322,1.223712320,1.223712407,1.223712332
Mexican Liga MX,2024-01-25,00:06:00,FC Juarez,CF America,5.0,5.6,1.67,1.71,4.3,4.6,3.15,4.3,1.3,1.47,1.54,1.62,2.6,2.86,1.13,1.18,5.7,8.6,4.0,980.0,1.01,1.34,4.0,5.6,1.21,1.34,2.22,2.38,1.73,1.82,1.49,1.59,2.7,3.05,1.14,1.59,2.7,8.8,1.05,1.59,2.7,26.0,1.01,1.59,2.7,1000.0,1.01,1.59,2.7,1000.0,1.01,1.59,2.7,1000.0,1.78,1.95,2.06,2.3,14.5,22.0,7.8,11.5,8.6,13.0,12.5,19.0,16.5,25.0,8.0,12.0,7.8,12.0,13.0,20.0,4.8,48.0,16.5,25.0,15.5,24.0,5.0,36.0,5.0,980.0,4.8,980.0,4.8,980.0,5.0,980.0,4.8,980.0,3.4,9.8,5.1,1000.0,32949729,10002706.0,328952.0,58805.0,1.223725060,1.223725063,1.223725065,1.223725058,1.223725064,1.223725108,1.223725105,1.223725109,1.223725106,1.223725068,1.223725066,1.223725059,1.223725057,1.223725144,1.223725069
Australian A-League Women,2024-01-25,03:00:00,Melbourne City (W),Western United (W),1.58,1.79,1.22,7.8,1.03,950.0,1.01,4.8,1.26,1.37,1.61,1000.0,1.01,1000.0,1.18,1.25,1.01,6.6,1.01,990.0,1.01,1.06,1.02,110.0,1.01,110.0,2.44,3.0,1.5,1.69,1.58,1.81,2.24,2.74,1.24,1.34,1.01,26.0,1.03,1000.0,1.01,110.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.61,1.84,2.2,2.64,1.59,980.0,1.59,980.0,1.59,1000.0,4.8,1000.0,1.43,980.0,1.75,980.0,5.3,980.0,4.6,1000.0,1.77,980.0,1.73,980.0,5.4,980.0,6.2,1000.0,4.5,980.0,1.46,980.0,1.59,1000.0,1.42,1000.0,1.59,980.0,1.29,1000.0,6.6,1000.0,32957550,10475264.0,50440795.0,58805.0,1.223910509,1.223910595,1.223910596,1.223910597,1.223910511,1.223910512,1.223910513,1.223910514,1.223910515,1.223910516,1.223910517,1.223910518,1.223910519,1.223910588,1.223910510
Australian A-League Men,2024-01-25,05:45:00,Melbourne City,Adelaide United,1.88,1.9,3.8,3.85,4.8,5.0,4.5,5.3,1.23,1.29,1.83,2.02,1.99,2.22,1.26,1.31,4.2,4.9,29.0,55.0,1.02,1.04,8.2,9.4,1.12,1.14,3.45,3.65,1.38,1.41,1.99,2.06,1.95,2.02,1.4,1.49,3.0,3.5,1.17,1.22,5.6,7.0,1.06,1.1,11.5,18.0,1.02,1.03,26.0,110.0,1.01,1.02,60.0,1000.0,1.47,1.49,3.05,3.15,32.0,38.0,29.0,32.0,36.0,40.0,15.0,95.0,18.0,20.0,11.5,12.5,16.5,17.5,32.0,36.0,16.5,18.5,10.5,11.5,13.5,14.5,30.0,34.0,22.0,25.0,15.0,16.5,19.0,21.0,38.0,44.0,5.6,6.2,14.0,18.0,16.5,980.0,32940519,8586946.0,571273.0,58805.0,1.223603290,1.223603376,1.223603377,1.223603378,1.223603292,1.223603293,1.223603294,1.223603295,1.223603296,1.223603297,1.223603298,1.223603299,1.223603300,1.223603369,1.223603291
AFC Asian Cup,2024-01-25,08:30:00,Jordan,Bahrain,2.44,2.52,3.6,3.75,3.05,3.15,2.44,2.94,1.51,1.8,1.3,1.41,3.45,4.4,1.05,1.1,11.0,18.0,7.0,9.4,1.12,1.16,2.7,2.86,1.54,1.59,1.55,1.6,2.68,2.82,1.19,1.22,5.4,6.6,1.05,1.08,13.5,21.0,1.01,1.03,34.0,110.0,1.01,1.01,55.0,1000.0,1.01,1.01,120.0,1000.0,1.01,1.01,100.0,1000.0,2.16,2.22,1.82,1.87,7.8,8.4,9.4,11.0,20.0,23.0,32.0,75.0,7.2,7.8,6.2,7.0,14.5,16.0,28.0,60.0,13.0,14.5,11.0,12.5,22.0,24.0,36.0,90.0,30.0,36.0,21.0,36.0,32.0,70.0,46.0,200.0,21.0,38.0,34.0,80.0,16.0,1000.0,32945539,866340.0,51307.0,58805.0,1.223672453,1.223672456,1.223672458,1.223672451,1.223672457,1.223672501,1.223672498,1.223672502,1.223672499,1.223672461,1.223672459,1.223672452,1.223672450,1.223672537,1.223672462
AFC Asian Cup,2024-01-25,08:30:00,South Korea,Malaysia,1.15,1.17,25.0,34.0,8.6,9.6,4.4,5.8,1.21,1.29,1.77,2.04,1.96,2.3,1.22,1.31,4.2,5.6,21.0,110.0,1.02,1.05,6.4,8.8,1.13,1.19,2.96,3.3,1.44,1.52,1.79,1.91,2.1,2.28,1.33,1.37,3.7,4.1,1.13,1.17,6.8,9.4,1.05,1.07,15.5,26.0,1.01,1.03,36.0,110.0,1.01,1.02,50.0,1000.0,2.4,2.58,1.64,1.72,7.2,980.0,34.0,980.0,9.8,1000.0,9.0,1000.0,10.5,12.5,18.5,24.0,36.0,980.0,9.0,1000.0,6.8,8.4,12.5,15.5,28.0,980.0,8.8,1000.0,7.0,8.4,11.5,15.5,28.0,980.0,9.2,1000.0,2.92,3.3,9.0,1000.0,9.0,1000.0,32945530,47965.0,153923.0,58805.0,1.223667990,1.223667993,1.223667995,1.223667988,1.223667994,1.223668004,1.223668000,1.223667946,1.223668001,1.223667998,1.223667996,1.223667986,1.223667987,1.223667989,1.223667999
Turkish Super League,2024-01-25,11:00:00,Samsunspor,Kayserispor,2.04,2.08,4.0,4.4,3.5,3.7,3.4,4.0,1.33,1.42,1.46,1.66,2.52,3.2,1.13,1.16,6.4,9.4,13.0,26.0,1.04,1.08,4.2,4.6,1.28,1.32,2.06,2.22,1.82,1.95,1.42,1.49,3.05,3.4,1.14,1.19,6.0,8.8,1.05,1.08,13.5,26.0,1.01,1.03,34.0,1000.0,1.01,1.01,36.0,1000.0,1.01,1.01,100.0,1000.0,1.73,1.81,2.24,2.36,13.5,15.0,15.0,17.5,10.0,30.0,13.0,85.0,9.6,10.5,7.6,8.6,15.0,16.5,12.0,55.0,12.0,13.0,9.8,10.5,8.2,17.5,12.0,55.0,21.0,24.0,18.0,21.0,29.0,34.0,13.5,95.0,11.0,13.5,11.5,46.0,6.8,1000.0,32957976,113124.0,508789.0,58805.0,1.223855110,1.223855113,1.223855115,1.223855108,1.223855114,1.223855124,1.223855120,1.223855066,1.223855121,1.223855118,1.223855116,1.223855106,1.223855107,1.223855109,1.223855119
AFC Asian Cup,2024-01-25,12:00:00,Kyrgyzstan,Oman,8.0,9.2,1.57,1.6,3.95,4.3,2.62,2.98,1.51,1.62,1.33,1.45,3.2,4.1,1.08,1.12,9.8,13.5,8.8,12.5,1.09,1.13,3.0,3.3,1.44,1.5,1.67,1.76,2.32,2.5,1.24,1.29,4.1,5.1,1.07,1.13,9.2,15.5,1.02,1.05,22.0,110.0,1.01,1.02,22.0,1000.0,1.01,1.01,100.0,1000.0,1.01,1.01,100.0,1000.0,2.42,2.58,1.64,1.71,9.6,11.0,5.8,6.6,7.2,7.8,12.5,14.5,17.5,21.0,8.4,9.6,9.6,10.5,17.5,20.0,32.0,70.0,28.0,34.0,27.0,36.0,30.0,60.0,13.0,1000.0,12.5,170.0,12.5,180.0,13.5,1000.0,13.0,1000.0,10.5,13.0,13.5,1000.0,32950148,920031.0,51305.0,58805.0,1.223734358,1.223734361,1.223734363,1.223734356,1.223734362,1.223734372,1.223734368,1.223734314,1.223734369,1.223734366,1.223734364,1.223734354,1.223734355,1.223734357,1.223734367
AFC Asian Cup,2024-01-25,12:00:00,Saudi Arabia,Thailand,1.68,1.7,6.2,7.0,3.75,4.0,2.54,3.35,1.44,1.65,1.32,1.49,3.0,4.2,1.08,1.13,8.6,15.5,8.8,12.5,1.09,1.13,3.05,3.35,1.43,1.49,1.68,1.8,2.26,2.5,1.25,1.31,4.3,5.2,1.08,1.13,8.8,13.5,1.02,1.05,22.0,55.0,1.01,1.02,22.0,1000.0,1.01,1.01,36.0,1000.0,1.01,1.01,50.0,1000.0,2.22,2.36,1.74,1.82,9.2,11.0,15.5,19.0,27.0,55.0,10.0,230.0,6.0,6.8,8.0,10.0,10.0,28.0,40.0,130.0,8.0,9.2,9.6,10.5,24.0,29.0,12.5,150.0,14.5,17.0,16.0,22.0,28.0,55.0,48.0,230.0,11.5,14.5,10.0,210.0,10.5,1000.0,32950149,51092.0,51091.0,58805.0,1.223734250,1.223734253,1.223734255,1.223734248,1.223734254,1.223734264,1.223734260,1.223734206,1.223734261,1.223734258,1.223734256,1.223734246,1.223734247,1.223734249,1.223734259
Bahraini FA Cup,2024-01-25,13:00:00,Al Ahli (BRN),Busaiteen Club,2.02,9.0,1.52,3.0,1.86,6.4,1.01,980.0,1.17,1.59,1.02,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.02,970.0,1.05,1.08,1.5,980.0,1.05,1.38,1.35,990.0,1.52,3.95,1.33,2.9,1.52,6.0,1.2,1.23,4.6,6.0,1.04,1.08,1.01,26.0,1.01,1.03,5.7,110.0,1.01,1.03,12.0,980.0,1.01,1.01,13.5,1000.0,1.01,1000.0,1.01,1000.0,1.49,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,4.5,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,32959983,10535980.0,10553538.0,58805.0,1.223887946,1.223887949,1.223887951,1.223887944,1.223887950,1.223887994,1.223887991,1.223887995,1.223887992,1.223887954,1.223887952,1.223887945,1.223887943,1.223888030,1.223887955
