IDMercado_MO,IDMercado_OU,IDMercado_BTTS,IDMercado_CS,League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_Goleada_H,CS_Goleada_A
1.215438943,1.215439078,1.215439027,1.215438952,English League 1,2023-08-05,11:00:00,Northampton,Stevenage,2.64,3.25,3.0,2.58,1.62,2.0,1.87,11.5,11.5,22.0,60.0,10.5,7.8,16.0,50.0,19.0,15.0,23.0,80.0,48.0,44.0,75.0,180.0,46.0,60.0
1.215438492,1.215438537,1.215438576,1.215438501,English League 2,2023-08-05,11:00:00,Crawley Town,Bradford,4.2,3.65,2.0,2.06,1.78,1.86,1.97,13.5,8.8,12.0,23.0,15.5,8.2,11.0,34.0,32.0,28.0,20.0,50.0,110.0,100.0,75.0,130.0,70.0,16.5
1.216378637,1.216378682,1.216378721,1.216378646,Estonian Premier League,2023-08-05,11:00:00,Nomme Kalju,Trans Narva,1.87,3.75,4.3,1.86,2.0,1.82,2.06,16.5,18.0,36.0,1.01,10.5,9.6,19.0,60.0,12.0,11.0,21.0,65.0,21.0,19.5,36.0,1.01,11.5,60.0
1.215438582,1.215438627,1.215438666,1.215438591,English League 2,2023-08-05,11:00:00,Sutton Utd,Notts Co,4.8,4.1,1.81,1.78,2.16,1.71,2.16,19.0,11.0,12.5,21.0,23.0,9.6,11.0,27.0,34.0,19.0,18.5,32.0,110.0,60.0,990.0,90.0,55.0,10.5
1.215818135,1.215818180,1.215818219,1.215818144,English National League,2023-08-05,11:00:00,Solihull Moors,Eastleigh,2.5,3.7,2.78,1.81,2.14,1.62,2.18,19.0,15.0,22.0,46.0,15.0,10.0,14.0,32.0,20.0,14.0,18.5,40.0,38.0,29.0,40.0,85.0,20.0,23.0
1.215818475,1.215818478,1.215818522,1.215818523,English National League,2023-08-05,11:00:00,Aldershot,Oxford City,1.98,3.9,3.95,1.73,2.26,1.6,2.12,21.0,21.0,34.0,80.0,13.5,11.0,19.5,50.0,16.0,12.5,20.0,55.0,26.0,24.0,36.0,90.0,13.5,42.0
1.216566684,1.216566668,1.216566683,1.216566693,Icelandic Urvalsdeild,2023-08-05,11:00:00,IBV,Stjarnan,2.7,3.7,2.48,1.6,2.44,1.62,2.3,25.0,17.5,22.0,38.0,18.5,12.0,14.5,28.0,24.0,15.5,18.5,36.0,44.0,32.0,38.0,70.0,19.5,16.5
1.215442087,1.215442097,1.215442086,1.215442096,English Championship,2023-08-05,11:00:00,Bristol City,Preston,2.16,3.55,3.8,2.2,1.8,1.95,2.0,12.0,13.0,26.0,80.0,8.4,8.0,16.0,50.0,11.5,11.0,20.0,65.0,26.0,24.0,44.0,130.0,19.5,60.0
1.216723971,1.216724016,1.216724055,1.216723980,Finnish Kakkonen,2023-08-05,11:00:00,FC Kiffen,NJS,1.79,3.75,4.0,1.66,2.28,1.67,2.28,1.01,1.01,1.01,1.01,12.0,13.5,1.01,1.01,13.5,11.0,1.01,1.01,1.01,1.01,1.01,1.01,14.0,1.01
1.216554741,1.216554786,1.216554825,1.216554750,Danish Superliga,2023-08-05,11:00:00,FC Copenhagen,Randers,1.36,5.8,10.0,1.58,2.56,1.94,2.04,26.0,42.0,100.0,340.0,11.0,14.5,42.0,150.0,9.4,11.0,30.0,130.0,11.5,15.0,38.0,140.0,5.5,170.0
1.216579303,1.216579348,1.216579387,1.216579312,Scottish League Two,2023-08-05,11:00:00,East Fife,Peterhead,1.89,3.7,3.95,1.86,1.92,1.68,2.1,17.5,18.5,36.0,100.0,11.0,10.5,20.0,60.0,13.0,12.0,22.0,65.0,23.0,22.0,40.0,120.0,13.5,60.0
1.216579394,1.216579439,1.216579478,1.216579403,Scottish League Two,2023-08-05,11:00:00,Bonnyrigg,Dumbarton,2.98,3.2,2.58,1.98,1.79,1.8,2.0,13.5,11.5,18.0,42.0,13.0,8.4,13.5,34.0,22.0,15.0,21.0,50.0,55.0,40.0,55.0,1.01,36.0,28.0
1.216579033,1.216579078,1.216579117,1.216579042,Scottish League Two,2023-08-05,11:00:00,Elgin City FC,Stranraer,2.86,3.6,2.46,1.83,2.1,1.69,2.18,16.5,12.5,18.0,38.0,13.5,9.0,12.5,28.0,21.0,13.5,18.5,40.0,46.0,32.0,44.0,1.01,25.0,21.0
1.215441871,1.215441881,1.215441870,1.215441880,English Championship,2023-08-05,11:00:00,Middlesbrough,Millwall,2.04,3.55,4.2,2.16,1.84,1.94,2.0,11.5,14.0,28.0,90.0,8.4,7.8,17.0,60.0,11.0,10.5,19.5,70.0,23.0,22.0,40.0,110.0,17.0,65.0
1.216579123,1.216579168,1.216579207,1.216579132,Scottish League Two,2023-08-05,11:00:00,Stenhousemuir,Forfar,2.4,3.5,2.9,1.89,2.02,1.72,2.14,16.0,14.0,22.0,50.0,12.0,9.0,14.0,36.0,16.5,12.5,18.5,44.0,32.0,27.0,40.0,1.01,19.0,30.0
1.216578846,1.216578891,1.216578930,1.216578855,Scottish League One,2023-08-05,11:00:00,Stirling,Edinburgh City,1.73,4.3,4.7,1.67,2.08,1.65,2.02,21.0,23.0,46.0,130.0,13.0,11.5,22.0,70.0,13.5,12.0,23.0,70.0,22.0,19.0,38.0,110.0,10.5,65.0
1.216578937,1.216578982,1.216579021,1.216578946,Scottish League One,2023-08-05,11:00:00,Hamilton,Cove Rangers,2.04,3.75,3.7,1.75,2.22,1.64,2.14,19.5,19.0,34.0,85.0,12.0,10.0,18.0,50.0,14.5,11.5,19.5,55.0,25.0,21.0,36.0,95.0,12.5,44.0
1.216578546,1.216578591,1.216578630,1.216578555,Scottish League One,2023-08-05,11:00:00,Montrose,Kelty Hearts,2.18,3.5,3.35,1.81,1.83,1.64,2.06,16.0,17.0,29.0,75.0,12.5,9.0,17.5,46.0,17.5,13.5,19.5,60.0,36.0,28.0,44.0,110.0,20.0,42.0
1.216578665,1.216578710,1.216578749,1.216578674,Scottish League One,2023-08-05,11:00:00,Falkirk,Annan,1.46,4.9,6.8,1.6,2.52,1.83,2.0,26.0,32.0,70.0,1.01,12.0,14.0,32.0,110.0,11.0,11.5,27.0,90.0,14.0,16.5,36.0,1.01,6.2,110.0
1.216578756,1.216578801,1.216578840,1.216578765,Scottish League One,2023-08-05,11:00:00,Queen of South,Alloa,2.0,3.75,3.65,1.74,2.16,1.67,2.22,18.5,18.0,30.0,1.01,12.0,10.0,16.0,42.0,15.0,11.5,17.5,48.0,24.0,22.0,30.0,1.01,13.0,36.0
1.216579213,1.216579258,1.216579297,1.216579222,Scottish League Two,2023-08-05,11:00:00,Spartans,Clyde,1.85,3.7,4.0,1.82,2.12,1.71,2.04,15.0,19.0,38.0,100.0,11.0,8.8,19.5,1.01,13.5,11.5,21.0,65.0,25.0,23.0,38.0,100.0,13.5,60.0
1.216578167,1.216578212,1.216578251,1.216578176,Scottish Championship,2023-08-05,11:00:00,Inverness CT,Queens Park,2.22,3.6,3.25,1.75,2.08,1.64,2.3,18.5,17.5,28.0,65.0,13.0,9.4,16.5,40.0,17.0,12.0,18.0,48.0,32.0,25.0,36.0,85.0,16.5,32.0
1.216578437,1.216578482,1.216578521,1.216578446,Scottish Championship,2023-08-05,11:00:00,Partick,Raith,1.86,3.8,4.5,1.94,1.91,1.86,2.04,15.5,18.0,42.0,130.0,9.8,9.8,21.0,70.0,12.0,11.5,23.0,80.0,22.0,22.0,42.0,140.0,13.5,80.0
1.216578347,1.216578392,1.216578431,1.216578356,Scottish Championship,2023-08-05,11:00:00,Morton,Ayr,2.52,3.4,2.92,1.99,1.92,1.76,2.14,14.0,12.5,21.0,48.0,11.5,8.4,14.0,36.0,17.5,13.0,19.0,48.0,40.0,30.0,44.0,110.0,24.0,30.0
1.216578257,1.216578302,1.216578341,1.216578266,Scottish Championship,2023-08-05,11:00:00,Dunfermline,Airdrieonians,2.12,3.55,3.65,1.91,1.94,1.81,2.08,15.5,15.5,32.0,85.0,11.0,9.2,17.5,50.0,14.5,12.5,21.0,60.0,27.0,25.0,42.0,120.0,16.5,55.0
1.215680404,1.215680414,1.215680403,1.215680413,Scottish Premiership,2023-08-05,11:00:00,Dundee,Motherwell,2.6,3.2,3.1,2.12,1.8,1.83,2.0,12.5,12.0,22.0,55.0,11.0,8.0,15.0,40.0,18.5,14.0,21.0,60.0,42.0,34.0,55.0,130.0,32.0,40.0
1.216364927,1.216364937,1.216364926,1.216364936,Belgian First Division A,2023-08-05,11:00:00,Genk,Eupen,1.3,6.8,10.0,1.45,2.92,1.82,2.08,36.0,46.0,110.0,310.0,13.5,18.0,40.0,130.0,11.0,11.5,28.0,100.0,12.0,14.5,30.0,110.0,4.0,120.0
1.215680728,1.215680738,1.215680727,1.215680737,Scottish Premiership,2023-08-05,11:00:00,St Johnstone,Hearts,3.4,3.65,2.22,1.88,2.02,1.71,2.16,15.0,11.5,14.5,28.0,14.5,8.4,11.0,24.0,24.0,14.5,17.5,36.0,60.0,40.0,48.0,95.0,36.0,16.5
1.215680512,1.215680522,1.215680511,1.215680521,Scottish Premiership,2023-08-05,11:00:00,Livingston,Aberdeen,3.0,3.35,2.56,2.18,1.78,1.87,2.04,12.0,10.5,17.0,38.0,11.5,7.8,13.0,32.0,21.0,14.5,20.0,50.0,50.0,40.0,55.0,130.0,42.0,29.0
1.216436575,1.216436620,1.216436659,1.216436584,German 3 Liga,2023-08-05,11:15:00,Dynamo Dresden,Arminia Bielefeld,1.95,4.1,3.8,1.59,2.36,1.54,2.38,26.0,24.0,36.0,80.0,15.0,12.5,20.0,48.0,16.5,12.5,19.5,50.0,25.0,22.0,32.0,75.0,10.5,36.0
1.216739164,1.216739209,1.216739248,1.216739173,Azerbaijan Premier League,2023-08-05,11:30:00,Sabail,FK Sumqayit,2.2,3.15,3.1,2.06,1.64,1.8,1.82,12.5,13.5,26.0,1.01,10.5,8.4,17.5,1.01,17.0,14.0,24.0,1.01,1.01,36.0,1.01,1.01,32.0,1.01
1.216725317,1.216725362,1.216725401,1.216725326,Bosnian Premier League,2023-08-05,12:00:00,Borac Banja Luka,Sarajevo,1.87,3.3,4.0,2.14,1.78,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
1.216725497,1.216725542,1.216725582,1.216725506,Bosnian Premier League,2023-08-05,12:00:00,Tuzla City,Zrinjski,3.5,3.2,2.0,2.1,1.81,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
1.216725407,1.216725452,1.216725491,1.216725416,Bosnian Premier League,2023-08-05,12:00:00,Sloga Doboj,Zeljeznicar,2.9,2.96,2.5,2.26,1.71,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
1.216739074,1.216739119,1.216739158,1.216739083,Bosnian Premier League,2023-08-05,12:00:00,Zvijezda 09 Bijeljina,FK Igman Konjic,2.32,3.1,3.2,1.3,1.04,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
1.216652073,1.216652118,1.216652157,1.216652082,Slovakian 2 Liga,2023-08-05,12:00:00,Tatran Presov,Tatran Lip Mikulas,1.8,3.65,4.5,1.87,1.95,1.77,1.99,16.0,18.5,38.0,1.01,10.5,9.6,20.0,1.01,13.0,11.5,22.0,1.01,23.0,22.0,40.0,1.01,13.0,1.01
1.216267926,1.216267971,1.216268010,1.216267935,Austrian Bundesliga,2023-08-05,12:00:00,Rapid Vienna,SCR Altach,1.54,4.9,6.2,1.64,2.36,1.72,1.96,25.0,29.0,60.0,180.0,12.5,13.0,28.0,90.0,12.5,12.0,25.0,85.0,16.5,18.5,36.0,120.0,7.8,90.0
1.216682948,1.216682993,1.216683032,1.216682957,Lithuanian A Lyga,2023-08-05,12:00:00,Riteriai,FK Banga Gargzdu,2.04,3.4,4.0,1.38,1.64,1.86,1.83,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
1.216268016,1.216268061,1.216268100,1.216268025,Austrian Bundesliga,2023-08-05,12:00:00,Austria Klagenfurt,Wolfsberger AC,2.84,3.8,2.46,1.75,2.2,1.61,2.34,21.0,15.5,19.5,36.0,16.5,10.5,13.5,27.0,23.0,14.5,17.5,36.0,44.0,32.0,40.0,75.0,22.0,17.5
1.216652163,1.216652208,1.216652247,1.216652172,Slovakian 2 Liga,2023-08-05,12:00:00,KFC Komarno,FK Spisska Nova Ves,1.29,4.9,10.0,1.76,2.02,2.12,1.56,1.01,1.01,1.01,1.01,8.4,15.5,1.01,1.01,8.6,12.0,1.01,1.01,11.5,1.01,1.01,1.01,7.0,1.01
1.216651983,1.216652028,1.216652067,1.216651992,Slovakian 2 Liga,2023-08-05,12:00:00,MSK Povazska Bystrica,Malzenice,1.62,4.3,5.3,1.6,2.34,1.71,2.12,25.0,27.0,50.0,1.01,12.5,13.0,24.0,1.01,12.5,11.5,22.0,1.01,17.0,17.5,32.0,1.01,7.6,1.01
1.216721473,1.216721518,1.216721557,1.216721482,Czech 2 Liga,2023-08-05,12:00:00,FC Sellier & Bellot Vlasim,Vyskov,2.58,3.7,2.62,1.67,2.32,1.57,2.36,990.0,990.0,21.0,38.0,990.0,990.0,990.0,28.0,22.0,990.0,990.0,36.0,42.0,30.0,36.0,70.0,990.0,990.0
1.216726120,1.216726165,1.216726204,1.216726129,Finnish Kakkonen,2023-08-05,12:00:00,Kuopion Elo,OTP,3.15,3.95,2.14,1.43,2.6,1.42,2.52,34.0,20.0,22.0,36.0,25.0,12.0,14.0,23.0,32.0,16.5,18.0,30.0,1.01,34.0,1.01,1.01,20.0,11.0
1.216726210,1.216726255,1.216726294,1.216726219,Finnish Kakkonen,2023-08-05,12:00:00,JS Hercules,KuPS Akatemia,2.66,4.0,2.44,1.5,2.44,1.52,2.72,30.0,990.0,24.0,40.0,990.0,12.5,22.0,28.0,25.0,22.0,990.0,34.0,44.0,29.0,34.0,65.0,28.0,26.0
1.216721743,1.216721788,1.216721827,1.216721752,Czech 2 Liga,2023-08-05,12:00:00,Lisen,Pribram,2.26,3.35,3.1,1.98,1.93,1.77,2.08,990.0,990.0,26.0,65.0,12.5,9.2,990.0,44.0,990.0,990.0,21.0,60.0,36.0,30.0,48.0,120.0,23.0,42.0
1.216721653,1.216721698,1.216721737,1.216721662,Czech 2 Liga,2023-08-05,12:00:00,H Slavia Kromeriz,Vysocina Jihlava,2.64,3.7,2.5,1.69,2.3,1.6,2.36,1.01,1.01,1.01,1.01,1.01,990.0,1.01,1.01,1.01,990.0,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
1.216721203,1.216721248,1.216721287,1.216721212,Czech 2 Liga,2023-08-05,12:00:00,MAS Taborsko,FC Zbrojovka Brno,2.9,3.2,2.36,1.97,1.95,1.65,1.98,990.0,990.0,990.0,1.01,990.0,990.0,990.0,1.01,24.0,990.0,21.0,1.01,1.01,1.01,1.01,1.01,1.01,26.0
1.216655939,1.216655984,1.216656023,1.216655948,Argentinian Primera B Nacional,2023-08-05,12:10:00,Deportivo Madryn,Quilmes,2.36,2.82,3.6,2.82,1.54,2.22,1.7,990.0,990.0,26.0,90.0,990.0,7.2,990.0,70.0,990.0,990.0,28.0,110.0,38.0,40.0,80.0,1.01,44.0,110.0
1.216555191,1.216555236,1.216555275,1.216555200,Slovenian Premier League,2023-08-05,12:30:00,NK Rogaska,Domzale,2.74,3.4,2.5,1.89,2.0,1.7,2.04,17.0,14.0,19.5,1.01,15.5,9.6,14.0,32.0,24.0,15.5,19.5,1.01,1.01,1.01,1.01,1.01,30.0,23.0
1.216378187,1.216378232,1.216378271,1.216378196,Romanian Liga I,2023-08-05,12:30:00,Botosani,FC U Craiova 1948,2.54,3.2,3.05,2.2,1.68,1.95,1.97,13.0,13.0,24.0,60.0,11.5,8.4,16.0,46.0,19.0,14.5,23.0,70.0,44.0,38.0,60.0,150.0,34.0,48.0
1.216538196,1.216538241,1.216538280,1.216538205,Polish I Liga,2023-08-05,12:30:00,Wisla Krakow,Stal Rzeszow,1.37,5.3,8.6,1.62,2.36,1.98,1.86,23.0,34.0,85.0,1.01,990.0,990.0,36.0,150.0,990.0,11.0,30.0,130.0,990.0,990.0,38.0,1.01,5.8,1.01
1.216580830,1.216580875,1.216580914,1.216580839,Polish Ekstraklasa,2023-08-05,12:30:00,Gornik Zabrze,Piast Gliwice,3.85,3.25,2.18,2.3,1.6,2.0,1.88,12.0,9.2,15.0,34.0,14.0,8.4,13.0,34.0,32.0,20.0,26.0,65.0,95.0,70.0,95.0,190.0,90.0,29.0
1.216555101,1.216555146,1.216555185,1.216555110,Hungarian NB I,2023-08-05,12:45:00,Mezokovesd-Zsory,Diosgyori,2.26,3.4,3.2,1.86,1.91,1.69,2.06,16.0,15.0,25.0,60.0,12.0,9.0,16.0,40.0,17.0,13.0,19.0,55.0,34.0,28.0,42.0,100.0,20.0,38.0
1.216721563,1.216721608,1.216721647,1.216721572,Czech 2 Liga,2023-08-05,13:00:00,SFC Opava,Zizkov,2.2,3.2,3.2,1.92,1.98,1.72,2.1,1.01,1.01,1.01,1.01,990.0,990.0,1.01,1.01,1.01,990.0,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
1.216560249,1.216560259,1.216560248,1.216560258,Swiss Super League,2023-08-05,13:00:00,Stade Lausanne-Ouchy,Servette,3.4,4.1,2.1,1.61,2.46,1.54,2.52,24.0,15.0,17.0,28.0,21.0,10.5,11.5,20.0,30.0,16.0,16.5,28.0,65.0,36.0,40.0,65.0,24.0,10.5
1.216559372,1.216559382,1.216559371,1.216559381,Swiss Super League,2023-08-05,13:00:00,Young Boys,Winterthur,1.29,7.2,10.5,1.46,3.05,1.84,2.12,38.0,50.0,120.0,350.0,14.0,18.5,42.0,150.0,11.0,12.0,30.0,110.0,11.5,14.0,30.0,120.0,3.8,130.0
1.216586494,1.216586539,1.216586578,1.216586503,Ukrainian Premier League,2023-08-05,13:00:00,Oleksandria,Metalist 1925,1.79,3.4,4.7,2.1,1.72,1.98,1.83,12.5,16.0,1.01,1.01,8.0,8.6,22.0,1.01,11.0,11.0,25.0,1.01,21.0,1.01,1.01,1.01,16.0,1.01
1.216367037,1.216367047,1.216367036,1.216367046,Norwegian Eliteserien,2023-08-05,13:00:00,Stromsgodset,Valerenga,2.38,3.7,3.1,1.73,2.26,1.63,2.42,19.0,16.0,24.0,50.0,13.5,9.0,14.0,32.0,18.0,12.0,17.0,40.0,36.0,25.0,34.0,75.0,16.0,23.0
1.216452061,1.216452106,1.216452145,1.216452070,Czech 1 Liga,2023-08-05,13:00:00,Hradec Kralove,Ceske Budejovice,1.96,3.85,3.95,1.73,2.18,1.65,2.22,19.0,19.0,32.0,75.0,12.5,10.5,18.0,48.0,15.0,12.0,19.0,55.0,25.0,22.0,36.0,90.0,13.0,42.0
1.216670551,1.216670596,1.216670635,1.216670560,Serbian Super League,2023-08-05,13:00:00,FK Javor Ivanjica,FK Novi Pazar,2.62,2.92,3.05,2.34,1.66,1.91,1.88,990.0,990.0,21.0,1.01,990.0,990.0,990.0,1.01,990.0,990.0,21.0,1.01,1.01,38.0,1.01,1.01,36.0,1.01
1.216520601,1.216520646,1.216520685,1.216520610,Slovakian Super League,2023-08-05,13:00:00,Dunajska Streda,FC Kosice,1.5,4.3,6.2,1.69,2.24,1.8,2.04,21.0,27.0,65.0,1.01,10.5,11.5,27.0,95.0,11.5,10.5,24.0,90.0,17.0,18.0,34.0,120.0,8.0,100.0
1.216405162,1.216405207,1.216405246,1.216405171,Slovakian Super League,2023-08-05,13:00:00,Slovan Bratislava,Dukla Banska Bystrica,1.3,5.9,10.0,1.57,2.4,2.02,1.81,1000.0,40.0,110.0,1.01,9.8,15.0,42.0,1.01,9.0,11.0,34.0,1.01,11.0,15.5,38.0,1.01,5.0,1.01
1.216505941,1.216506023,1.216506062,1.216505987,Bulgarian A League,2023-08-05,13:00:00,Botev Vratsa,Ludogorets,12.0,6.0,1.27,1.54,2.5,1.95,1.77,29.0,11.5,9.4,11.5,48.0,16.5,12.5,15.5,140.0,50.0,36.0,42.0,1.01,1.01,170.0,1.01,1.01,4.7
1.216405342,1.216405387,1.216405426,1.216405351,Slovakian Super League,2023-08-05,13:00:00,Trencin,Zemplin,1.73,3.85,4.7,1.8,2.04,1.78,2.06,19.0,22.0,46.0,140.0,11.5,11.0,23.0,75.0,13.0,12.0,23.0,80.0,22.0,21.0,40.0,120.0,12.0,75.0
1.216365035,1.216365045,1.216365034,1.216365044,Belgian First Division A,2023-08-05,13:15:00,Cercle Brugge,Charleroi,1.95,3.9,4.1,1.74,2.2,1.69,2.34,19.5,19.0,36.0,90.0,13.0,9.4,18.0,55.0,13.5,12.5,18.5,60.0,27.0,21.0,38.0,95.0,13.5,46.0
1.215680837,1.215680847,1.215680836,1.215680846,Scottish Premiership,2023-08-05,13:15:00,Kilmarnock,Rangers,8.0,5.3,1.44,1.61,2.46,1.82,2.1,24.0,10.5,9.6,13.5,32.0,12.0,10.0,14.0,75.0,29.0,23.0,29.0,250.0,110.0,90.0,110.0,100.0,5.7
1.216378727,1.216378772,1.216378811,1.216378736,Estonian Premier League,2023-08-05,13:30:00,Tallinna Kalev,Tammeka Tartu,2.2,3.5,3.45,1.98,2.0,1.77,2.04,17.0,17.0,30.0,75.0,12.0,9.8,18.0,50.0,16.0,13.0,22.0,65.0,30.0,27.0,44.0,120.0,18.5,48.0
1.216589811,1.216589795,1.216589810,1.216589820,Chilean Primera Division,2023-08-05,13:30:00,Magallanes,Union Espanola,2.72,3.25,2.76,1.99,1.68,1.85,2.04,12.5,11.5,21.0,55.0,11.0,8.0,14.0,40.0,21.0,15.0,22.0,60.0,50.0,40.0,60.0,130.0,36.0,36.0
1.216554651,1.216554696,1.216554735,1.216554660,Croatian 1 HNL,2023-08-05,13:45:00,Slaven Belupo,Rudes,2.1,3.35,3.8,2.08,1.77,1.82,1.89,13.5,990.0,30.0,85.0,9.6,8.6,990.0,60.0,14.0,12.0,22.0,75.0,27.0,27.0,48.0,140.0,990.0,70.0
1.215971730,1.215971740,1.215971729,1.215971739,French Ligue 2,2023-08-05,14:00:00,Concarneau,Bastia,3.15,3.15,2.46,2.32,1.7,1.95,1.97,13.0,11.0,18.0,42.0,13.0,8.4,14.0,36.0,25.0,17.0,23.0,60.0,65.0,50.0,70.0,150.0,55.0,34.0
1.215971838,1.215971848,1.215971837,1.215971847,French Ligue 2,2023-08-05,14:00:00,Valenciennes,Auxerre,3.95,3.35,2.08,2.14,1.72,1.94,1.97,12.0,8.8,13.0,27.0,14.0,8.2,11.5,26.0,30.0,18.0,22.0,46.0,90.0,60.0,75.0,140.0,70.0,19.5
1.215971946,1.215971956,1.215971945,1.215971955,French Ligue 2,2023-08-05,14:00:00,Dunkerque,ESTAC Troyes,2.94,3.3,2.66,2.06,1.82,1.85,2.06,14.5,13.0,20.0,46.0,13.5,9.0,14.5,36.0,23.0,15.5,21.0,55.0,55.0,40.0,55.0,120.0,36.0,29.0
1.215970386,1.215970431,1.215970470,1.215970395,French Ligue 2,2023-08-05,14:00:00,Amiens,Quevilly Rouen,2.58,3.35,2.82,2.12,1.8,1.8,2.06,13.0,12.0,20.0,50.0,11.0,8.2,14.0,36.0,17.5,13.0,19.5,55.0,40.0,32.0,48.0,120.0,27.0,34.0
1.215972145,1.215972155,1.215972144,1.215972154,French Ligue 2,2023-08-05,14:00:00,Paris FC,Caen,3.0,3.25,2.66,2.08,1.74,1.86,2.04,13.5,11.5,18.0,40.0,13.0,8.2,13.5,34.0,22.0,15.0,21.0,55.0,55.0,42.0,60.0,130.0,40.0,29.0
1.215972253,1.215972263,1.215972252,1.215972262,French Ligue 2,2023-08-05,14:00:00,Sochaux,Guingamp,2.72,3.2,2.18,1.07,1.34,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
1.215972361,1.215972371,1.215972360,1.215972370,French Ligue 2,2023-08-05,14:00:00,Laval,Angers,2.72,3.15,2.82,2.14,1.71,1.9,1.99,13.0,12.5,22.0,55.0,12.0,8.4,15.5,42.0,21.0,15.0,22.0,65.0,48.0,40.0,65.0,150.0,38.0,42.0
1.216739254,1.216739299,1.216739338,1.216739263,Azerbaijan Premier League,2023-08-05,14:00:00,Qarabag FK,Zira,1.2,5.8,13.0,1.65,2.04,2.34,1.48,23.0,1.01,1.01,1.01,8.8,18.5,1.01,1.01,7.8,14.0,1.01,1.01,10.0,18.5,1.01,1.01,5.6,1.01
1.215975308,1.215975318,1.215975307,1.215975317,French Ligue 2,2023-08-05,14:00:00,AC Ajaccio,Rodez,2.04,3.15,4.5,2.76,1.46,2.34,1.69,9.2,13.0,38.0,160.0,7.0,8.6,25.0,110.0,13.0,13.5,36.0,160.0,32.0,38.0,85.0,360.0,36.0,210.0
1.216267746,1.216267791,1.216267830,1.216267755,Austrian Bundesliga,2023-08-05,14:30:00,Sturm Graz,LASK Linz,1.79,4.2,4.5,1.66,2.34,1.65,2.26,22.0,23.0,38.0,90.0,12.5,11.0,20.0,55.0,13.5,11.0,18.0,55.0,19.5,18.0,29.0,75.0,8.8,44.0
1.216538286,1.216538331,1.216538370,1.216538295,Polish I Liga,2023-08-05,15:00:00,Chrobry Glogow,Nieciecza,3.35,3.7,2.1,1.79,2.02,1.64,2.06,18.5,13.0,17.0,30.0,990.0,10.0,13.0,26.0,29.0,990.0,990.0,40.0,70.0,46.0,55.0,100.0,40.0,17.0
1.216670371,1.216670416,1.216670455,1.216670380,Serbian Super League,2023-08-05,15:00:00,Zeleznicar Pancevo,Mladost Lucani,2.34,1.01,2.76,2.3,1.68,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
1.216656119,1.216656164,1.216656203,1.216656128,Argentinian Primera B Nacional,2023-08-05,15:00:00,Almagro BA,San Telmo,1.82,3.2,5.8,2.96,1.47,2.4,1.55,990.0,990.0,1.01,1.01,990.0,990.0,32.0,1.01,990.0,990.0,1.01,1.01,22.0,30.0,1.01,1.01,24.0,1.01
1.216767744,1.216767789,1.216767828,1.216767753,Brazilian U20,2023-08-05,15:00:00,Betim Futebol U20,AC Tres Coracoes U20,1.26,5.1,8.4,1.17,1.14,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
1.216441204,1.216441249,1.216441288,1.216441213,Austrian Erste Liga,2023-08-05,15:00:00,SKU Amstetten,Bregenz,1.97,3.9,3.95,1.69,2.12,1.65,2.12,19.5,19.5,36.0,90.0,12.0,10.5,18.5,50.0,14.5,11.5,20.0,55.0,25.0,21.0,36.0,95.0,12.5,46.0
1.216731396,1.216731441,1.216731480,1.216731405,Brazilian Serie D,2023-08-05,15:00:00,Hercilio Luz,Ferroviaria,2.0,2.96,4.0,2.48,1.49,2.1,1.69,9.6,13.0,32.0,1.01,7.6,8.4,21.0,1.01,12.0,13.0,29.0,1.01,28.0,30.0,1.01,1.01,28.0,1.01
