IDMercado_MO,IDMercado_OU,IDMercado_BTTS,IDMercado_CS,League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_Goleada_H,CS_Goleada_A
1.216583796,1.216583841,1.216583880,1.216583805,Polish Ekstraklasa,2023-08-05,15:00:00,Radomiak Radom,Cracovia Krakow,2.14,3.2,3.9,2.2,1.68,1.97,1.94,12.0,14.0,30.0,90.0,9.0,8.2,19.0,65.0,14.0,12.5,24.0,85.0,29.0,29.0,55.0,160.0,24.0,80.0
1.216731306,1.216731351,1.216731390,1.216731315,Brazilian Serie D,2023-08-05,15:00:00,Athletic Club,Brasiliense,2.34,3.3,2.96,2.08,1.64,1.76,1.01,1.01,1.01,1.01,1.01,11.0,8.6,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
1.216558321,1.216558366,1.216558405,1.216558330,Ecuadorian Serie A,2023-08-05,15:00:00,Univ Catolica (Ecu),Tecnico Universitario,1.51,3.9,6.8,1.92,1.98,2.0,1.83,990.0,24.0,1.01,1.01,990.0,990.0,1.01,1.01,990.0,990.0,1.01,1.01,990.0,990.0,1.01,1.01,990.0,1.01
1.216558591,1.216558636,1.216558675,1.216558600,Slovenian Premier League,2023-08-05,15:15:00,NK Radomlje,Olimpija,6.4,4.1,1.6,1.78,2.04,1.9,1.97,16.5,9.4,9.6,15.0,24.0,10.5,11.0,17.0,60.0,27.0,24.0,38.0,1.01,1.01,1.01,1.01,1.01,8.6
1.216505118,1.216505163,1.216505202,1.216505127,Bulgarian A League,2023-08-05,15:15:00,Lokomotiv Sofia,Pirin Blagoevgrad,1.93,3.45,4.2,2.08,1.74,1.91,1.9,12.5,15.0,32.0,100.0,8.6,8.6,19.0,65.0,12.0,11.0,23.0,75.0,25.0,24.0,46.0,1.01,18.0,75.0
1.216584066,1.216584111,1.216584150,1.216584075,Brazilian Serie B,2023-08-05,15:30:00,Avai,Criciuma,2.54,2.98,3.55,2.72,1.5,2.12,1.73,8.2,10.0,24.0,75.0,7.8,7.0,990.0,65.0,15.5,13.5,26.0,100.0,42.0,42.0,80.0,240.0,46.0,90.0
1.216731486,1.216731531,1.216731570,1.216731495,Brazilian Serie D,2023-08-05,15:30:00,Ceilandia Esporte Clube,Vitoria ES,1.5,4.0,6.0,1.76,1.86,1.85,1.76,990.0,26.0,70.0,1.01,990.0,990.0,32.0,1.01,990.0,990.0,29.0,1.01,990.0,990.0,46.0,1.01,990.0,1.01
1.216656029,1.216656074,1.216656113,1.216656038,Argentinian Primera B Nacional,2023-08-05,15:30:00,Villa Dalmine,Gimnasia Jujuy,3.35,3.05,2.36,2.6,1.55,2.08,1.66,10.0,8.8,16.5,42.0,11.5,8.0,14.5,42.0,27.0,990.0,29.0,80.0,85.0,70.0,110.0,1.01,95.0,44.0
1.216559264,1.216559274,1.216559263,1.216559273,Swiss Super League,2023-08-05,15:30:00,FC Zurich,Lugano,2.26,3.75,3.15,1.82,2.12,1.64,2.2,19.5,17.5,27.0,60.0,12.5,10.5,16.5,40.0,18.5,13.5,19.0,48.0,34.0,28.0,40.0,90.0,18.0,32.0
1.216378277,1.216378322,1.216378361,1.216378286,Romanian Liga I,2023-08-05,15:30:00,Universitatea Cluj,Dinamo Bucharest,2.0,3.35,4.5,2.3,1.66,2.04,1.83,12.0,15.5,36.0,120.0,8.2,8.6,22.0,80.0,12.5,11.5,26.0,100.0,25.0,27.0,55.0,190.0,21.0,110.0
1.216203234,1.216203244,1.216203233,1.216203243,German Bundesliga 2,2023-08-05,15:30:00,Schalke 04,Kaiserslautern,1.71,4.3,5.3,1.66,2.34,1.71,2.32,20.0,24.0,44.0,120.0,11.5,9.8,21.0,70.0,12.0,10.5,18.0,60.0,21.0,16.5,28.0,80.0,8.2,55.0
1.216567209,1.216567254,1.216567293,1.216567218,Belgian First Division A,2023-08-05,15:45:00,Oud-Heverlee Leuven,Molenbeek,1.88,4.1,4.3,1.73,2.24,1.69,2.28,23.0,23.0,38.0,90.0,13.5,11.5,20.0,55.0,15.0,12.0,21.0,60.0,23.0,22.0,34.0,90.0,11.0,46.0
1.216439656,1.216439640,1.216439655,1.216439665,Brazilian Serie A,2023-08-05,16:00:00,Santos,Athletico-PR,2.34,3.25,3.6,2.48,1.63,2.08,1.87,9.6,11.0,23.0,75.0,7.8,7.4,15.0,55.0,13.5,12.0,22.0,75.0,32.0,30.0,55.0,160.0,28.0,70.0
1.216566929,1.216566913,1.216566928,1.216566938,Chilean Primera Division,2023-08-05,16:00:00,Huachipato,Coquimbo Unido,1.97,3.3,3.8,1.97,1.83,1.91,2.0,15.5,17.0,36.0,100.0,10.5,9.6,20.0,65.0,14.0,12.5,23.0,75.0,28.0,26.0,46.0,140.0,18.0,70.0
1.216748521,1.216748566,1.216748605,1.216748530,Chilean Segunda Division,2023-08-05,16:00:00,Deportes Rengo Unido,CD Trasandino,2.3,3.0,3.0,2.2,1.74,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
1.216748429,1.216748474,1.216748513,1.216748438,Chilean Segunda Division,2023-08-05,16:00:00,Linares,Deportes Limache,3.5,3.3,1.97,2.32,1.67,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
1.216748339,1.216748384,1.216748423,1.216748348,Chilean Segunda Division,2023-08-05,16:00:00,Deportes Melipilla,CSD San Antonio Unido,2.44,3.0,2.9,2.44,1.62,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
1.216673016,1.216673061,1.216673100,1.216673025,Brazilian Serie C,2023-08-05,16:00:00,Amazonas FC,Aparecidense Go,1.75,3.35,5.4,2.22,1.53,2.08,1.59,11.5,18.0,55.0,1.01,7.0,9.8,30.0,140.0,10.5,12.5,34.0,1.01,22.0,27.0,65.0,1.01,19.5,1.01
1.216673106,1.216673151,1.216673190,1.216673115,Brazilian Serie C,2023-08-05,16:00:00,Pouso Alegre,Manaus FC,2.04,3.0,4.5,2.4,1.46,2.02,1.64,10.0,14.0,36.0,1.01,7.4,8.4,23.0,1.01,13.5,13.5,32.0,1.01,32.0,36.0,75.0,1.01,32.0,1.01
1.216747816,1.216747819,1.216747863,1.216747864,Brazilian Serie D,2023-08-05,16:00:00,Portuguesa,CE Operario,1.01,2.48,2.48,1.29,1.11,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
1.216659772,1.216659817,1.216659856,1.216659781,Bolivian Liga de Futbol Profesional,2023-08-05,16:00:00,Nacional Potosi,Vaca Diez,1.2,7.6,14.5,1.37,3.15,1.95,1.88,42.0,65.0,1.01,1.01,14.0,21.0,60.0,1.01,9.8,13.5,36.0,1.01,10.5,14.0,36.0,1.01,3.3,1.01
1.216405869,1.216405914,1.216405953,1.216405878,Croatian 1 HNL,2023-08-05,16:00:00,Dinamo Zagreb,HNK Gorica,1.28,6.0,11.0,1.73,2.3,2.16,1.65,24.0,38.0,120.0,1.01,8.6,990.0,48.0,1.01,8.6,11.5,42.0,190.0,11.0,17.0,48.0,1.01,6.0,1.01
1.216748249,1.216748294,1.216748333,1.216748258,Chilean Segunda Division,2023-08-05,16:30:00,Deportes Valdivia,CD General Velasquez,2.24,3.1,3.0,2.4,1.63,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
1.216695615,1.216695660,1.216695699,1.216695624,Venezuelan Primera Division,2023-08-05,16:30:00,Estudiantes de Merida,Caracas,2.9,2.96,2.74,2.2,1.76,1.87,1.82,12.0,12.0,22.0,55.0,12.0,8.4,16.0,44.0,21.0,15.5,23.0,65.0,55.0,42.0,65.0,1.01,42.0,42.0
1.216734206,1.216734251,1.216734290,1.216734215,Brazilian Serie D,2023-08-05,17:00:00,Bahia De Feira BA,Potiguar,1.82,3.1,4.7,2.34,1.54,2.08,1.68,10.5,15.5,42.0,1.01,7.2,8.4,25.0,1.01,11.5,11.5,30.0,1.01,24.0,29.0,1.01,1.01,22.0,1.01
1.216584156,1.216584201,1.216584240,1.216584165,Brazilian Serie B,2023-08-05,17:00:00,CRB,Botafogo SP,2.04,3.2,4.9,2.72,1.49,2.28,1.7,8.8,13.5,38.0,150.0,7.2,8.4,24.0,110.0,12.0,13.0,32.0,140.0,26.0,32.0,75.0,270.0,29.0,170.0
1.216584246,1.216584291,1.216584330,1.216584255,Brazilian Serie B,2023-08-05,17:00:00,Ituano,Guarani,2.66,2.98,3.4,3.0,1.48,2.24,1.71,8.0,9.6,24.0,80.0,8.6,7.2,17.5,65.0,17.0,15.5,28.0,110.0,48.0,46.0,95.0,250.0,55.0,90.0
1.216734115,1.216734160,1.216734200,1.216734124,Brazilian Serie D,2023-08-05,17:00:00,Ferroviario,Princesa Dos Solimoes,1.32,4.5,8.4,1.94,1.97,2.06,1.6,19.5,32.0,1.01,1.01,8.6,13.5,44.0,1.01,8.8,12.0,40.0,1.01,13.0,19.0,55.0,1.01,8.6,1.01
1.216692695,1.216692740,1.216692779,1.216692704,Peruvian Primera Division,2023-08-05,17:15:00,Binacional,Sport Boys (Per),1.43,5.0,7.6,1.76,2.16,1.85,1.79,22.0,32.0,75.0,1.01,9.8,13.0,36.0,140.0,10.5,11.5,32.0,130.0,15.0,19.0,42.0,180.0,8.2,1.01
1.216559676,1.216559721,1.216559760,1.216559685,Colombian Primera B,2023-08-05,17:30:00,Real Santander,Boyaca Patriotas,3.05,2.8,2.68,2.7,1.45,2.04,1.7,8.8,9.0,990.0,50.0,9.8,7.4,990.0,48.0,22.0,990.0,27.0,85.0,70.0,60.0,95.0,1.01,80.0,55.0
1.216559766,1.216559811,1.216559850,1.216559775,Colombian Primera B,2023-08-05,17:30:00,Orsomarso,Fortaleza FC,4.2,3.1,2.0,1.44,1.6,2.02,1.79,990.0,990.0,990.0,1.01,990.0,990.0,990.0,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
1.216736410,1.216736455,1.216736494,1.216736419,Paraguayan Primera Division,2023-08-05,17:30:00,Cerro Porteno,Club Sportivo Trinidense,1.6,4.2,5.2,1.69,2.16,1.78,2.08,990.0,23.0,46.0,130.0,10.5,11.0,23.0,75.0,11.5,10.5,22.0,70.0,990.0,990.0,32.0,110.0,8.4,75.0
1.216664760,1.216664805,1.216664844,1.216664769,Colombian Primera B,2023-08-05,17:30:00,Llaneros FC,Leones FC,1.82,3.5,4.6,2.14,1.77,1.93,1.71,990.0,990.0,1.01,1.01,990.0,990.0,26.0,1.01,990.0,990.0,28.0,1.01,23.0,25.0,1.01,1.01,990.0,1.01
1.216559586,1.216559631,1.216559670,1.216559595,Ecuadorian Serie A,2023-08-05,17:30:00,Orense Sporting Club,Delfin,1.99,3.1,4.2,2.32,1.61,2.04,1.8,990.0,990.0,34.0,120.0,7.8,8.0,990.0,75.0,990.0,11.5,24.0,95.0,26.0,990.0,55.0,1.01,22.0,100.0
1.216667823,1.216667868,1.216667907,1.216667832,Colombian Primera A,2023-08-05,18:00:00,Union Magdalena,Junior FC Barranquilla,3.9,3.1,2.12,2.46,1.59,2.08,1.81,10.5,8.2,13.5,30.0,13.5,7.8,12.5,32.0,32.0,20.0,26.0,65.0,110.0,75.0,100.0,210.0,110.0,29.0
1.216583976,1.216584021,1.216584060,1.216583985,Brazilian Serie B,2023-08-05,18:00:00,Sport Recife,Novorizontino,2.08,3.2,4.6,2.8,1.53,2.24,1.7,8.6,12.5,34.0,120.0,7.2,7.6,34.0,85.0,11.5,12.0,27.0,110.0,28.0,50.0,65.0,230.0,27.0,130.0
1.216655669,1.216655714,1.216655753,1.216655678,Argentinian Primera B Nacional,2023-08-05,18:10:00,Chacarita,Tristan Suarez,1.67,3.6,5.8,2.18,1.73,2.08,1.69,990.0,990.0,55.0,1.01,7.6,9.6,29.0,130.0,9.8,11.5,30.0,140.0,990.0,23.0,55.0,1.01,990.0,1.01
1.216660748,1.216660751,1.216660795,1.216660796,Bolivian Liga de Futbol Profesional,2023-08-05,18:30:00,Club Independiente Petrolero,Aurora,2.7,3.45,2.56,2.0,1.87,1.68,2.02,17.5,13.5,21.0,44.0,14.5,9.6,14.0,34.0,23.0,15.0,21.0,46.0,55.0,36.0,50.0,110.0,30.0,26.0
1.216439536,1.216439520,1.216439535,1.216439545,Brazilian Serie A,2023-08-05,18:30:00,Goias,Fortaleza EC,3.05,3.35,2.66,2.32,1.7,1.94,1.95,10.5,9.2,16.0,40.0,10.0,7.2,12.5,32.0,19.0,13.5,20.0,55.0,55.0,40.0,60.0,140.0,42.0,32.0
1.216381930,1.216381940,1.216381929,1.216381939,Brazilian Serie A,2023-08-05,18:30:00,Internacional,Corinthians,2.48,3.15,3.5,2.78,1.54,2.16,1.79,8.4,9.8,22.0,70.0,7.4,7.0,16.0,60.0,13.0,12.5,24.0,85.0,36.0,36.0,70.0,200.0,38.0,80.0
1.216560282,1.216560327,1.216560366,1.216560291,Chilean Primera Division,2023-08-05,18:30:00,Univ Catolica (Chile),Audax Italiano,1.96,3.6,3.75,1.81,2.06,1.74,2.2,990.0,990.0,32.0,1.01,990.0,990.0,990.0,48.0,990.0,990.0,990.0,55.0,24.0,21.0,34.0,1.01,990.0,44.0
1.216674500,1.216674545,1.216674584,1.216674509,Brazilian Serie C,2023-08-05,19:00:00,Remo,Volta Redonda,2.02,3.0,3.75,2.28,1.56,1.93,1.74,11.0,14.0,34.0,110.0,8.4,8.4,21.0,75.0,14.0,13.5,28.0,100.0,32.0,34.0,65.0,1.01,28.0,100.0
1.216674320,1.216674365,1.216674404,1.216674329,Brazilian Serie C,2023-08-05,19:00:00,Ypiranga RS,Brusque FC,2.34,2.96,3.45,2.36,1.53,1.98,1.74,9.6,11.0,30.0,95.0,8.8,8.0,18.0,70.0,15.0,13.0,25.0,90.0,36.0,34.0,65.0,1.01,34.0,90.0
1.216748159,1.216748204,1.216748243,1.216748168,Chilean Segunda Division,2023-08-05,19:00:00,Fernandez Vial,Real San Joaquin,2.4,2.94,2.96,2.5,1.59,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
1.216695525,1.216695570,1.216695609,1.216695534,Venezuelan Primera Division,2023-08-05,19:15:00,Portuguesa FC,Monagas,2.26,3.0,3.35,2.48,1.62,2.06,1.75,9.6,11.0,25.0,1.01,7.8,7.8,17.0,60.0,15.0,12.5,25.0,1.01,36.0,38.0,70.0,1.01,38.0,1.01
1.216566063,1.216566108,1.216566147,1.216566072,US United Soccer League,2023-08-05,20:00:00,Hartford Athletic FC,New Mexico United,2.86,3.4,2.24,1.79,2.22,1.6,2.2,19.0,13.5,18.0,1.01,16.5,9.6,12.5,26.0,26.0,15.0,18.5,1.01,1.01,1.01,1.01,1.01,1.01,17.0
1.216565973,1.216566018,1.216566057,1.216565982,US United Soccer League,2023-08-05,20:00:00,Miami FC,El Paso Locomotive FC,2.22,3.2,3.05,1.96,1.93,1.72,1.01,1.01,1.01,1.01,1.01,11.5,8.6,1.01,1.01,1.01,12.0,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
1.216566809,1.216566793,1.216566808,1.216566818,Ecuadorian Serie A,2023-08-05,20:00:00,El Nacional,Aucas,1.98,3.6,3.7,1.72,2.14,1.67,2.18,19.0,19.5,34.0,80.0,13.0,10.5,19.0,50.0,16.0,13.0,20.0,60.0,27.0,24.0,38.0,95.0,14.5,46.0
1.216738730,1.216738775,1.216738814,1.216738739,Canadian Premier League,2023-08-05,20:00:00,Atletico Ottawa,York9,2.26,3.1,3.25,2.04,1.74,1.83,1.93,12.5,13.0,24.0,1.01,10.5,8.2,16.0,1.01,15.5,13.5,20.0,1.01,32.0,30.0,1.01,1.01,23.0,1.01
1.216569546,1.216569591,1.216569630,1.216569555,Mexican Ascenso MX,2023-08-05,20:05:00,Mineros de Zacatecas,Tlaxcala F.C,1.58,3.95,5.3,1.64,2.26,1.74,2.12,22.0,25.0,1.01,1.01,990.0,990.0,23.0,1.01,990.0,990.0,21.0,1.01,990.0,990.0,32.0,1.01,990.0,1.01
1.216655579,1.216655624,1.216655663,1.216655588,Argentinian Primera B Nacional,2023-08-05,20:10:00,Alvarado,Defensores de Belgrano,2.82,2.78,2.96,2.96,1.44,2.16,1.63,7.8,9.2,21.0,65.0,8.8,7.6,17.0,60.0,18.5,16.0,29.0,100.0,60.0,55.0,95.0,1.01,65.0,80.0
1.216667913,1.216667958,1.216667997,1.216667922,Colombian Primera A,2023-08-05,20:10:00,Deportivo Pereira,Boyaca Chico,2.34,3.15,3.5,2.2,1.69,1.98,1.89,11.5,13.5,28.0,85.0,10.0,8.6,18.5,60.0,16.0,14.0,25.0,80.0,38.0,34.0,60.0,170.0,30.0,70.0
1.216660661,1.216660706,1.216660745,1.216660670,Bolivian Liga de Futbol Profesional,2023-08-05,21:00:00,Atletico Palmaflor Vinto,Oriente Petrolero,2.1,3.5,3.7,1.85,1.94,1.71,2.02,16.5,17.0,30.0,80.0,11.5,9.2,18.0,50.0,14.5,12.0,20.0,60.0,26.0,24.0,40.0,110.0,15.5,50.0
1.216440005,1.216440015,1.216440004,1.216440014,Brazilian Serie A,2023-08-05,21:00:00,Fluminense,SE Palmeiras,2.6,3.3,3.1,2.36,1.7,1.93,1.97,10.5,10.5,20.0,55.0,9.0,7.2,14.0,40.0,15.5,12.0,20.0,60.0,44.0,32.0,55.0,130.0,34.0,44.0
1.216695435,1.216695480,1.216695519,1.216695444,Venezuelan Primera Division,2023-08-05,22:00:00,Deportivo La Guaira,Mineros Guayana,1.45,4.4,7.4,1.82,2.06,1.95,1.72,19.5,990.0,75.0,1.01,9.4,13.0,34.0,1.01,9.4,12.0,34.0,990.0,15.0,18.5,46.0,1.01,8.6,1.01
1.216692605,1.216692650,1.216692689,1.216692614,Peruvian Primera Division,2023-08-05,22:00:00,Alianza Lima,UTC Cajamarca,1.27,5.8,13.5,1.82,2.12,2.38,1.59,21.0,42.0,1.01,1.01,8.0,15.0,60.0,1.01,7.2,11.5,46.0,1.01,9.6,16.0,55.0,1.01,5.4,1.01
1.216571956,1.216572001,1.216572040,1.216571965,Mexican Ascenso MX,2023-08-05,22:05:00,Cancun FC,Correcaminos UAT,2.88,3.1,2.5,2.12,1.71,1.87,1.98,12.5,11.0,18.0,42.0,12.0,8.4,13.5,34.0,22.0,15.5,22.0,55.0,60.0,42.0,60.0,140.0,42.0,32.0
1.216668003,1.216668048,1.216668087,1.216668012,Colombian Primera A,2023-08-05,22:20:00,Ind Medellin,Envigado,1.51,4.2,6.8,1.99,1.84,2.1,1.74,15.5,25.0,70.0,280.0,8.2,11.0,34.0,140.0,9.2,11.5,30.0,140.0,15.0,19.5,48.0,200.0,10.0,210.0
1.216679628,1.216679631,1.216679675,1.216679676,US United Soccer League,2023-08-05,23:00:00,San Diego Loyal SC,Orange County Blues,1.94,3.7,3.45,1.68,1.97,1.6,2.06,20.0,19.5,1.01,1.01,13.0,10.5,18.5,1.01,16.0,12.5,21.0,1.01,1.01,24.0,1.01,1.01,14.5,1.01
1.216679808,1.216679811,1.216679855,1.216679856,US United Soccer League,2023-08-05,23:30:00,Las Vegas Lights FC,Rio Grande Valley FC,2.64,3.5,2.56,1.75,1.97,1.65,2.16,17.5,14.0,21.0,44.0,14.5,9.2,13.5,32.0,21.0,14.0,18.5,42.0,46.0,32.0,42.0,1.01,24.0,23.0
