ID_Evento,IDMercado,League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_Goleada_H,CS_Goleada_A
32581720,1.217504886,Saudi Professional League,2023-08-28,12:00:00,Abha,Al-Feiha,2.5,3.5,2.7,1.89,2.02,1.68,2.16,16.5,14.0,22.0,48.0,13.5,9.2,14.0,34.0,20.0,13.5,19.0,46.0,42.0,30.0,44.0,100.0,24.0,27.0
32539386,1.216825425,Italian Serie A,2023-08-28,13:30:00,Salernitana,Udinese,2.9,3.4,2.76,2.1,1.87,1.84,2.14,12.5,11.0,16.5,38.0,11.0,7.4,12.0,32.0,18.5,12.5,18.0,46.0,44.0,34.0,46.0,110.0,30.0,27.0
32562336,1.217180992,Swedish Allsvenskan,2023-08-28,14:00:00,Elfsborg,Norrkoping,1.58,4.6,6.4,1.63,2.48,1.76,2.14,22.0,27.0,55.0,180.0,11.0,11.0,25.0,75.0,11.0,10.0,21.0,70.0,15.0,16.0,29.0,90.0,6.8,70.0
32569116,1.217287413,Danish Superliga,2023-08-28,14:00:00,Vejle,Brondby,4.1,3.95,1.97,1.84,2.1,1.75,2.22,16.0,10.5,12.5,22.0,17.5,8.8,10.5,19.5,32.0,16.5,18.0,34.0,85.0,48.0,55.0,90.0,46.0,12.5
32575238,1.217396972,Spanish Segunda Division,2023-08-28,14:00:00,Eldense,Eibar,3.0,3.0,2.78,2.74,1.5,2.1,1.74,8.4,8.8,990.0,50.0,990.0,7.4,990.0,44.0,990.0,990.0,25.0,75.0,60.0,50.0,80.0,1.01,60.0,50.0
32562334,1.217181100,Swedish Allsvenskan,2023-08-28,14:00:00,AIK,Varbergs BoIS,1.45,5.0,7.8,1.78,2.1,1.98,1.94,19.5,27.0,70.0,250.0,8.8,12.0,32.0,120.0,9.2,10.5,28.0,120.0,13.0,17.0,38.0,160.0,7.4,160.0
32574411,1.217378930,Portuguese Segunda Liga,2023-08-28,14:00:00,CD Nacional Funchal,Leixoes,2.22,3.35,3.4,2.02,1.85,1.86,2.04,13.0,13.5,25.0,70.0,10.0,8.2,15.5,46.0,14.5,12.0,21.0,60.0,32.0,27.0,46.0,120.0,22.0,46.0
32562339,1.217180794,Swedish Allsvenskan,2023-08-28,14:10:00,Sirius,Malmo FF,4.8,4.3,1.73,1.64,2.36,1.71,2.28,25.0,13.5,14.5,22.0,26.0,12.0,12.0,19.0,48.0,23.0,21.0,34.0,120.0,65.0,65.0,95.0,55.0,9.4
32557709,1.217115105,Spanish La Liga,2023-08-28,14:30:00,Getafe,Alaves,2.4,3.0,3.95,3.35,1.41,2.58,1.61,6.6,9.0,25.0,100.0,6.2,7.0,19.0,85.0,12.0,13.5,34.0,130.0,36.0,42.0,90.0,330.0,46.0,140.0
32571238,1.217321228,Turkish Super League,2023-08-28,15:00:00,Adana Demirspor,Besiktas,2.9,3.7,2.24,1.01,1.25,1.43,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32575241,1.217399452,Dutch Eerste Divisie,2023-08-28,15:00:00,Jong PSV Eindhoven,Helmond Sport,2.24,3.75,2.9,1.69,2.38,1.58,2.42,22.0,17.5,26.0,55.0,14.5,10.5,15.0,34.0,18.5,12.5,18.0,42.0,34.0,24.0,34.0,80.0,15.0,25.0
32581722,1.217486734,Saudi Professional League,2023-08-28,15:00:00,Al-Wahda (KSA),Al-Ittihad,12.0,5.8,1.29,1.63,2.3,2.12,1.73,24.0,9.4,8.0,10.5,42.0,15.0,11.5,15.0,120.0,48.0,36.0,44.0,1.01,220.0,180.0,210.0,1.01,5.2
32581718,1.217486854,Saudi Professional League,2023-08-28,15:00:00,Al-Hilal,Al-Ettifaq,1.28,6.0,11.0,1.57,2.4,2.08,1.76,25.0,40.0,120.0,1.01,9.8,16.0,46.0,200.0,8.6,11.5,34.0,160.0,10.5,15.0,40.0,180.0,5.0,250.0
32581715,1.217505211,Saudi Professional League,2023-08-28,15:00:00,Al-Raed (KSA),Al Riyadh SC,2.3,3.45,3.0,1.88,1.98,1.74,2.14,15.0,14.0,23.0,1.01,11.5,8.6,15.0,38.0,16.0,12.0,1.01,48.0,32.0,27.0,40.0,95.0,19.5,34.0
32575240,1.217399542,Dutch Eerste Divisie,2023-08-28,15:00:00,Jong AZ Alkmaar,SC Telstar,2.32,3.6,2.86,1.8,2.08,1.64,2.32,18.0,15.0,23.0,50.0,13.0,9.2,14.0,34.0,17.5,12.0,17.5,42.0,34.0,25.0,36.0,1.01,17.0,25.0
32573904,1.217372131,French Ligue 2,2023-08-28,15:45:00,Annecy,St Etienne,3.65,3.5,2.06,1.89,1.98,1.76,2.1,15.5,11.0,14.0,25.0,16.0,8.8,11.5,23.0,28.0,16.5,19.0,40.0,70.0,46.0,55.0,100.0,44.0,15.5
32539390,1.216825065,Italian Serie A,2023-08-28,15:45:00,Cagliari,Inter,7.8,4.9,1.49,1.77,2.26,2.0,1.98,18.0,8.8,8.8,12.5,27.0,11.5,9.6,14.5,65.0,28.0,23.0,32.0,220.0,110.0,100.0,140.0,130.0,6.8
32574806,1.217385030,Portuguese Primeira Liga,2023-08-28,16:15:00,Rio Ave,Porto,8.0,5.2,1.45,1.79,2.12,2.02,1.88,18.5,8.6,8.4,12.5,28.0,11.5,9.6,15.0,75.0,32.0,27.0,38.0,300.0,140.0,130.0,160.0,170.0,7.0
32575228,1.217397212,Spanish Segunda Division,2023-08-28,16:30:00,Racing Santander,Huesca,2.04,3.15,4.3,2.68,1.52,2.14,1.69,10.0,14.0,38.0,140.0,7.8,8.4,23.0,95.0,13.5,13.0,32.0,140.0,32.0,36.0,75.0,280.0,32.0,160.0
32554928,1.217058763,Spanish La Liga,2023-08-28,16:30:00,Rayo Vallecano,Atletico Madrid,4.1,3.5,2.08,2.26,1.78,2.0,1.97,11.0,8.2,11.5,25.0,13.0,7.6,10.5,24.0,29.0,17.0,21.0,44.0,90.0,60.0,75.0,130.0,70.0,18.5
32574017,1.217372560,Brazilian Serie B,2023-08-28,20:00:00,Botafogo SP,ABC RN,1.92,3.1,5.4,3.0,1.43,2.62,1.54,7.4,13.0,42.0,1.01,5.8,8.6,29.0,150.0,9.8,990.0,38.0,1.01,24.0,34.0,90.0,1.01,29.0,1.01
32586485,1.217561452,Paraguayan Division Profesional,2023-08-28,20:00:00,Resistencia SC,Nacional (Par),3.8,3.4,1.93,1.98,1.81,1.83,1.99,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
