IDMercado,League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_Goleada_H,CS_Goleada_A
1.217093298,Mexican Ascenso MX,2023-08-17,00:05:00,Correcaminos UAT,Tapatio,2.02,3.3,3.55,2.04,1.9,1.83,1.87,990.0,990.0,32.0,1.01,990.0,990.0,990.0,60.0,990.0,990.0,23.0,1.01,29.0,28.0,48.0,1.01,990.0,1.01
1.217157196,Mexican Women's Matches,2023-08-17,00:10:00,Club Tijuana (W),Pumas UNAM (W),2.82,3.35,2.4,1.61,2.28,1.58,1.01,1.01,1.01,1.01,1.01,1.01,990.0,990.0,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
1.217165961,German Junioren Bundesliga,2023-08-17,06:00:00,Bayern Munich U19,FC Augsburg U19,1.54,4.1,2.04,1.1,2.02,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
1.217170428,Tanzanian Premier League,2023-08-17,10:00:00,Mtibwa Sugar F.C.,Simba,6.0,3.85,1.43,1.85,1.96,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
1.217154823,Saudi Professional League,2023-08-17,12:00:00,Dhamk,Al Riyadh SC,1.79,3.65,4.2,1.84,1.93,1.65,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
1.217153916,UEFA Europa Conference Qualifiers,2023-08-17,12:00:01,FK Aktobe,ACS Sepsi OSK,2.38,3.05,3.15,2.3,1.59,1.9,1.81,11.0,12.0,24.0,70.0,9.6,8.0,16.5,55.0,16.5,13.5,24.0,75.0,40.0,36.0,60.0,1.01,34.0,60.0
1.216953221,Qatari Stars League,2023-08-17,12:30:00,Qatar SC,Al Gharafa,2.3,3.3,2.94,1.01,1.01,1.78,2.06,1.01,1.01,1.01,1.01,1.01,9.2,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
1.216982371,UEFA Europa Conference Qualifiers,2023-08-17,13:00:00,Pogon Szczecin,Gent,3.6,3.8,1.96,1.7,2.24,1.62,2.28,21.0,13.5,16.0,26.0,19.5,10.5,12.5,22.0,30.0,17.5,18.5,34.0,70.0,42.0,48.0,80.0,34.0,12.5
1.217012698,UEFA Europa League Qualifiers,2023-08-17,13:00:00,HJK Helsinki,Qarabag FK,3.3,3.65,2.34,2.02,1.95,1.79,2.14,13.5,10.5,16.0,32.0,13.0,8.0,11.5,25.0,410.0,14.0,17.5,42.0,60.0,38.0,55.0,100.0,36.0,20.0
1.217024415,UEFA Europa Conference Qualifiers,2023-08-17,13:00:00,FC Pyunik,Bodo Glimt,4.7,4.0,1.7,1.7,2.22,1.74,2.12,1000.0,11.0,12.0,18.0,22.0,10.5,10.5,18.5,40.0,21.0,21.0,32.0,1.01,1.01,65.0,1.01,60.0,9.2
1.217024523,UEFA Europa Conference Qualifiers,2023-08-17,13:00:00,Lincoln Red Imps,KF Ballkani,4.0,3.65,1.84,2.02,1.86,1.87,1.94,14.5,9.6,12.5,24.0,17.0,9.2,11.5,23.0,36.0,20.0,23.0,44.0,1.01,65.0,75.0,1.01,75.0,15.5
1.216983338,UEFA Europa Conference Qualifiers,2023-08-17,14:00:00,PFC Levski Sofia,Hapoel Beer Sheva,2.24,2.96,3.4,2.46,1.57,1.87,1.75,1000.0,13.5,1.01,1.01,9.6,8.6,19.0,1.01,15.5,14.0,26.0,1.01,1.01,1.01,1.01,1.01,32.0,1.01
1.216983230,UEFA Europa Conference Qualifiers,2023-08-17,14:00:00,Dynamo Kiev,Aris,1.82,3.6,5.0,2.08,1.77,1.87,1.74,12.5,17.0,38.0,140.0,9.0,9.0,21.0,80.0,10.5,10.5,24.0,95.0,19.5,25.0,44.0,160.0,16.0,110.0
1.217024631,UEFA Europa Conference Qualifiers,2023-08-17,14:00:00,FK Riga,FC Twente,4.8,3.8,1.8,1.95,1.94,1.86,1.96,14.5,9.0,11.0,19.0,18.5,8.8,10.5,19.5,40.0,21.0,21.0,38.0,130.0,75.0,80.0,120.0,85.0,12.5
1.217024739,UEFA Europa Conference Qualifiers,2023-08-17,14:00:00,Austria Vienna,Legia Warsaw,2.88,3.55,2.42,1.88,2.04,1.69,2.2,16.0,13.0,17.5,36.0,14.0,8.8,12.5,28.0,21.0,14.0,17.5,40.0,48.0,34.0,44.0,1.01,27.0,20.0
1.216983662,UEFA Europa Conference Qualifiers,2023-08-17,14:00:00,Gzira United FC,Plzen,8.6,5.3,1.33,1.53,2.44,1.83,1.89,1000.0,12.0,10.0,13.0,42.0,15.0,12.0,15.0,1.01,40.0,30.0,36.0,1.01,1.01,1.01,1.01,1.01,5.2
1.217027653,UEFA Europa Conference Qualifiers,2023-08-17,14:00:00,Ferencvaros,Hamrun Spartans FC,1.16,6.8,16.0,1.48,2.8,2.12,1.58,1.01,1.01,1.01,1.01,11.0,1.01,1.01,1.01,8.2,14.0,1.01,1.01,9.2,16.0,1.01,1.01,3.85,1.01
1.217030708,UEFA Europa Conference Qualifiers,2023-08-17,14:00:00,Besiktas,Neftchi Baku,1.23,5.9,12.0,1.56,2.4,2.1,1.66,27.0,50.0,1.01,1.01,10.5,17.0,60.0,1.01,8.6,13.0,40.0,1.01,10.5,16.0,48.0,1.01,4.7,1.01
1.217166051,Swedish Division 2,2023-08-17,14:00:00,IFK Lulea,Notvikens IK,1.01,1.01,1.01,1.01,1.08,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
1.217166141,Swedish Division 2,2023-08-17,14:00:00,Skelleftea,Storfors AIK,1.01,1.01,1.01,1.01,1.08,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
