IDMercado,League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_Goleada_H,CS_Goleada_A
1.215120384,Norwegian 1st Division,2023-06-23,14:00:00,Start,Jerv,2.02,4.3,3.5,1.47,3.0,1.47,2.9,32.0,25.0,34.0,95.0,17.5,11.5,16.0,34.0,18.0,12.0,15.5,34.0,26.0,18.5,25.0,55.0,8.0,19.5
1.215412003,Icelandic 1 Deild,2023-06-23,15:00:00,Leiknir R,Afturelding,3.5,4.3,2.0,1.44,3.1,1.47,2.92,40.0,22.0,21.0,26.0,29.0,13.5,14.0,22.0,36.0,18.5,16.0,26.0,65.0,38.0,34.0,46.0,19.0,7.2
1.215315620,Uruguayan Primera Division,2023-06-23,15:00:00,Liverpool Montevideo,Nacional (Uru),3.95,3.75,2.02,1.9,2.08,1.78,2.16,18.5,12.0,15.0,27.0,18.5,9.0,12.0,23.0,36.0,18.5,21.0,38.0,90.0,55.0,60.0,110.0,48.0,15.0
1.215393652,Irish Premier Division,2023-06-23,15:45:00,Derry City,Cork City,1.47,4.6,8.6,2.06,1.91,2.3,1.68,13.0,26.0,85.0,330.0,7.4,11.0,38.0,180.0,8.0,10.5,38.0,180.0,13.0,18.5,55.0,260.0,9.6,290.0
1.215393562,Irish Premier Division,2023-06-23,15:45:00,Bohemians,Shamrock Rovers,4.2,3.4,2.1,2.36,1.7,2.02,1.87,11.5,8.4,12.0,29.0,13.5,8.2,12.5,30.0,34.0,19.5,24.0,60.0,110.0,75.0,100.0,190.0,100.0,25.0
1.215393922,Irish Premier Division,2023-06-23,15:45:00,UCD,Sligo Rovers,8.8,4.9,1.45,2.02,1.92,2.26,1.71,15.5,7.2,8.2,12.5,26.0,11.0,10.5,18.5,80.0,36.0,36.0,50.0,360.0,180.0,170.0,250.0,300.0,8.2
1.215393742,Irish Premier Division,2023-06-23,15:45:00,Drogheda,Dundalk,2.78,3.5,2.72,2.02,1.94,1.76,2.18,14.0,12.0,19.0,40.0,12.0,8.2,13.0,32.0,19.5,13.5,18.0,44.0,42.0,32.0,46.0,95.0,28.0,26.0
1.215393832,Irish Premier Division,2023-06-23,15:45:00,St Patricks,Shelbourne,2.06,3.5,4.1,2.22,1.79,1.94,1.95,12.0,14.0,30.0,190.0,8.6,8.0,17.5,60.0,12.5,11.5,22.0,70.0,26.0,25.0,46.0,1.01,18.5,75.0
1.215437132,Bolivian Liga de Futbol Profesional,2023-06-23,16:00:00,Vaca Diez,Aurora,2.96,3.5,2.52,1.82,2.12,1.59,2.28,19.5,14.5,20.0,40.0,16.5,9.2,14.0,29.0,25.0,15.5,19.5,42.0,55.0,36.0,46.0,95.0,28.0,20.0
1.215411913,Icelandic 1 Deild,2023-06-23,16:15:00,Selfoss,IA Akranes,3.2,4.1,2.12,1.51,2.78,1.5,2.24,40.0,22.0,21.0,1.01,29.0,14.0,13.0,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,55.0
1.215315528,Uruguayan Primera Division,2023-06-23,19:00:00,La Luz FC,Danubio,3.05,3.45,2.52,2.06,1.92,1.82,2.1,13.0,11.0,19.5,44.0,13.5,8.2,14.5,34.0,23.0,15.5,20.0,55.0,60.0,40.0,55.0,120.0,38.0,29.0
1.215182354,Brazilian Serie B,2023-06-23,19:00:00,Atletico GO,Ponte Preta,1.84,3.6,5.3,2.42,1.68,2.16,1.78,11.0,15.5,40.0,150.0,6.8,8.2,23.0,90.0,10.0,10.5,32.0,110.0,23.0,24.0,50.0,200.0,17.0,140.0
1.215380902,Argentinian Primera Division,2023-06-23,19:00:00,Huracan,Newells,3.0,2.86,3.1,3.6,1.37,2.58,1.55,6.6,1.01,1.01,1.01,8.4,15.0,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
1.215443854,Bolivian Liga de Futbol Profesional,2023-06-23,20:00:00,Atletico Palmaflor Vinto,Real Tomayapo,1.57,4.4,5.7,1.69,2.34,1.69,2.06,24.0,28.0,60.0,160.0,12.0,12.0,26.0,80.0,11.5,11.0,23.0,75.0,17.0,16.5,34.0,110.0,7.0,75.0
1.215411546,Ecuadorian Serie A,2023-06-23,21:00:00,Aucas,Orense Sporting Club,1.87,3.6,4.5,2.12,1.73,1.93,1.89,14.0,17.5,40.0,130.0,9.2,9.4,23.0,80.0,13.0,12.0,26.0,95.0,24.0,26.0,55.0,170.0,18.0,110.0
1.215381229,Argentinian Primera Division,2023-06-23,21:30:00,Argentinos Juniors,Defensa y Justicia,2.02,3.55,4.3,2.2,1.77,1.94,1.94,12.5,15.0,30.0,90.0,8.6,8.2,18.5,60.0,12.0,11.0,22.0,75.0,24.0,25.0,48.0,140.0,17.5,75.0
1.215343640,Colombian Primera B,2023-06-23,22:00:00,Llaneros FC,Boyaca Patriotas,2.44,2.74,3.6,3.2,1.38,2.4,1.62,7.0,9.2,26.0,95.0,6.8,7.0,19.0,80.0,15.0,14.0,32.0,1.01,42.0,48.0,1.01,1.01,60.0,1.01
1.215389808,Peruvian Primera Division,2023-06-23,22:00:00,Alianza Lima,Atletico Grau,1.52,4.5,6.4,1.67,2.36,1.74,2.14,26.0,32.0,60.0,1.01,11.5,12.0,28.0,90.0,11.5,10.0,23.0,95.0,17.0,17.0,30.0,110.0,7.6,85.0
