ID_Evento,IDMercado,League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_Goleada_H,CS_Goleada_A
32703356,1.219494910,Mexican Liga MX,2023-10-22,00:10:00,Tigres,Cruz Azul,1.6,4.3,4.5,1.57,2.28,1.62,2.12,25.0,27.0,55.0,140.0,13.0,12.5,24.0,70.0,13.5,12.0,22.0,70.0,20.0,18.5,34.0,100.0,8.8,65.0
32702887,1.219475827,Japanese J League 2,2023-10-22,00:30:00,Renofa Yamaguchi,Okayama,3.0,3.05,2.22,2.04,1.75,1.78,1.93,13.0,11.0,16.5,38.0,13.0,8.6,13.0,32.0,24.0,16.0,21.0,50.0,65.0,44.0,60.0,130.0,1.01,1.01
32733745,1.219991914,Japanese Football League,2023-10-22,01:00:00,Suzuka Unlimited,Mio Biwako Shiga,1.01,1.01,1.01,1.03,1.05,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32733744,1.219992004,Japanese Football League,2023-10-22,01:00:00,Criacao Shinjuku,Kochi Univ,1.01,1.01,1.01,1.05,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32733741,1.219992094,Japanese Football League,2023-10-22,01:00:00,Verspah Oita,Okinawa SV,1.01,1.01,1.01,1.06,1.16,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32702902,1.219478606,Japanese J League 2,2023-10-22,01:00:00,Kumamoto,FC Machida,3.25,3.1,1.94,1.88,1.81,1.71,1.91,15.5,11.0,15.5,32.0,16.0,9.4,13.0,27.0,32.0,18.5,23.0,46.0,85.0,1.01,70.0,130.0,55.0,20.0
32723797,1.219833374,Japanese J League 3,2023-10-22,01:00:00,Tottori,Toyama,2.18,3.1,2.74,1.77,1.84,1.65,1.01,17.0,15.5,25.0,1.01,13.5,9.6,16.0,1.01,18.5,14.0,20.0,1.01,1.01,1.01,1.01,1.01,23.0,1.01
32723796,1.219833464,Japanese J League 3,2023-10-22,01:00:00,Fukushima Utd,Vanraure Hachinohe,2.42,2.74,2.72,2.06,1.68,1.01,1.01,12.5,12.0,1.01,1.01,11.0,8.4,15.0,1.01,1.01,14.0,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32723785,1.219834210,Japanese J League 3,2023-10-22,01:00:00,Nagano Parceiro,FC Osaka,3.05,2.86,2.32,1.37,1.26,1.01,1.01,12.0,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32673271,1.219278890,Australian A-League Men,2023-10-22,01:00:00,Western Sydney Wanderers,Wellington Phoenix,1.76,4.0,4.3,1.59,2.4,1.64,2.28,23.0,23.0,38.0,90.0,13.0,11.0,19.5,50.0,13.5,11.0,18.0,50.0,19.5,18.0,28.0,75.0,8.6,40.0
