IDMercado,League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_Goleada_H,CS_Goleada_A
1.215512164,US United Soccer League,2023-07-02,00:00:00,Phoenix Rising FC,Memphis 901 FC,2.38,3.8,2.86,1.64,2.42,1.53,2.6,1000.0,18.0,26.0,48.0,16.5,10.0,13.0,27.0,17.0,12.5,15.0,38.0,38.0,23.0,34.0,60.0,15.5,17.0
1.215512344,US United Soccer League,2023-07-02,00:00:00,Sacramento Republic,Rio Grande Valley FC,1.59,4.0,6.2,1.89,2.02,1.95,1.93,16.0,23.0,60.0,1.01,8.8,11.0,29.0,110.0,10.0,11.5,27.0,110.0,16.5,19.0,44.0,170.0,10.5,150.0
1.215316954,Mexican Liga MX,2023-07-02,00:10:00,Atlas,Cruz Azul,2.12,3.4,3.8,2.14,1.81,1.86,1.97,14.0,15.5,32.0,95.0,10.5,9.2,19.5,60.0,14.5,13.0,24.0,75.0,32.0,28.0,50.0,150.0,22.0,70.0
1.215497655,South Korean K League 1,2023-07-02,06:00:00,Gwangju FC,Ulsan Hyundai Horang-i,3.75,3.5,2.02,1.91,1.97,1.76,2.18,16.0,11.0,14.5,26.0,17.0,9.2,12.5,24.0,34.0,18.0,19.5,42.0,85.0,55.0,65.0,120.0,55.0,17.0
1.215372337,Japanese J League 2,2023-07-02,06:00:00,Blaublitz Akita,Iwaki SC,2.34,2.92,3.5,2.48,1.54,2.08,1.8,10.5,12.5,29.0,90.0,8.8,8.0,19.5,70.0,16.0,14.0,28.0,110.0,40.0,40.0,75.0,230.0,40.0,95.0
1.215604775,Chinese Super League,2023-07-02,06:30:00,Shanghai Shenhua,Tianjin Jinmen Tiger FC,1.88,3.3,4.7,2.46,1.63,2.14,1.74,9.8,14.5,38.0,140.0,7.2,8.2,22.0,90.0,11.0,11.5,27.0,110.0,24.0,27.0,60.0,1.01,21.0,140.0
1.215687848,Estonian Esiliiga,2023-07-02,06:30:00,Tallinna JK Legion,Levadia Tallinn II,7.4,6.0,1.33,1.32,3.7,1.62,2.3,1.01,18.0,13.5,14.0,1.01,19.0,12.5,14.5,1.01,34.0,24.0,25.0,1.01,1.01,1.01,1.01,1.01,3.7
1.215512434,South Korean K League 2,2023-07-02,06:30:00,FC Anyang,Gyeongnam,2.14,3.5,3.6,2.06,1.86,1.82,2.04,1000.0,15.5,29.0,1.01,11.0,9.0,17.0,50.0,15.0,12.0,21.0,65.0,30.0,26.0,44.0,1.01,19.0,50.0
1.215372157,Japanese J League 2,2023-07-02,07:00:00,Kumamoto,Tokyo-V,2.92,3.3,2.5,2.04,1.85,1.81,2.04,13.0,11.0,18.5,46.0,12.0,8.6,13.5,36.0,21.0,14.5,20.0,55.0,60.0,42.0,60.0,130.0,38.0,30.0
1.215352092,Japanese J League,2023-07-02,07:00:00,Yokohama FM,Shonan,1.49,5.5,6.4,1.42,3.1,1.58,2.5,40.0,42.0,75.0,170.0,17.5,16.5,30.0,80.0,15.0,12.0,23.0,65.0,17.5,15.5,27.0,75.0,5.0,60.0
