IDMercado,League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_Goleada_H,CS_Goleada_A
1.216543008,Chinese Super League,2023-08-03,08:35:00,Shanghai Port FC,Tianjin Jinmen Tiger FC,1.33,5.7,11.5,1.66,2.36,2.12,1.77,23.0,38.0,120.0,1.01,10.5,14.5,46.0,210.0,7.8,12.0,36.0,170.0,10.5,15.0,44.0,210.0,5.2,1.01
1.216666861,Serbian Super League,2023-08-03,12:55:00,Radnicki Nis,FK Backa Topola,2.8,2.96,2.36,2.08,1.73,1.79,1.98,14.0,12.0,1.01,1.01,13.0,9.0,14.5,1.01,1.01,16.0,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
1.216676697,Peruvian Segunda Division,2023-08-03,15:00:00,Alfonso Ugarte Puno,Alianza Universidad,2.14,3.5,3.1,1.74,1.99,1.65,2.12,17.5,17.0,27.0,1.01,12.5,9.4,16.5,42.0,16.5,12.5,18.5,1.01,30.0,25.0,38.0,1.01,16.5,34.0
1.216676877,Peruvian Segunda Division,2023-08-03,17:15:00,Santos FC de Ica,Santa Rosa FC,2.2,3.5,3.15,1.27,1.35,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
1.216676787,Peruvian Segunda Division,2023-08-03,17:15:00,Deportivo Llacuabamba,Comerciantes Unidos,2.28,3.45,2.86,1.7,2.04,1.6,2.22,19.0,15.5,24.0,1.01,14.0,9.6,14.5,34.0,19.0,13.0,18.5,1.01,38.0,27.0,38.0,1.01,18.5,25.0
1.216427601,CONMEBOL Copa Sudamericana,2023-08-03,19:00:00,San Lorenzo,Sao Paulo,2.68,3.0,3.2,3.25,1.42,2.2,1.61,7.4,9.0,980.0,70.0,8.4,7.2,17.0,65.0,16.0,15.0,30.0,110.0,50.0,55.0,95.0,290.0,70.0,110.0
1.215833976,CONMEBOL Copa Libertadores,2023-08-03,21:00:00,Flamengo,Olimpia,1.23,7.0,14.0,1.56,2.56,2.16,1.7,1000.0,48.0,160.0,1.01,11.0,980.0,60.0,1.01,7.8,13.0,40.0,1.01,9.6,980.0,46.0,1.01,4.0,1.01
1.215834192,CONMEBOL Copa Libertadores,2023-08-03,21:00:00,Atletico Nacional Medellin,Racing Club,2.4,3.05,3.35,2.52,1.62,2.04,1.77,10.0,11.5,26.0,80.0,9.0,8.0,17.5,55.0,15.5,14.0,25.0,80.0,38.0,36.0,65.0,170.0,34.0,65.0
1.216428358,CONMEBOL Copa Sudamericana,2023-08-03,21:00:00,America MG,Bragantino SP,3.0,3.25,2.6,2.2,1.7,1.94,1.9,11.5,10.5,18.0,42.0,11.5,7.8,13.5,40.0,980.0,15.0,24.0,65.0,55.0,46.0,70.0,160.0,50.0,38.0
1.216427709,CONMEBOL Copa Sudamericana,2023-08-03,21:00:00,Nublense,LDU,2.9,3.3,2.68,2.38,1.68,1.83,1.89,12.0,11.0,19.5,50.0,11.5,8.6,15.0,40.0,22.0,16.0,25.0,65.0,60.0,46.0,70.0,160.0,46.0,40.0
1.216663016,Ecuadorian Serie B,2023-08-03,21:00:00,Imbabura Sporting Club,Chacaritas SC,1.65,3.85,4.8,2.04,1.71,1.92,1.01,15.0,1.01,1.01,1.01,8.8,10.5,1.01,1.01,11.5,11.5,1.01,1.01,1.01,1.01,1.01,1.01,14.5,1.01
1.216612145,Mexican Ascenso MX,2023-08-03,22:05:00,Universidad Guadalajara,Alebrijes de Oaxaca,2.0,3.4,3.45,1.76,1.94,1.75,1.98,17.5,17.5,32.0,1.01,12.5,9.8,18.5,1.01,16.0,13.0,21.0,1.01,29.0,26.0,42.0,1.01,17.0,1.01
