IDMercado,League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_Goleada_H,CS_Goleada_A
1.216364565,Czech 2 Liga,2023-07-30,05:15:00,Zizkov,Pribram,2.14,3.6,3.3,1.75,1.98,1.64,2.18,990.0,990.0,28.0,65.0,990.0,990.0,990.0,40.0,990.0,990.0,990.0,50.0,30.0,24.0,36.0,95.0,990.0,34.0
1.216159865,Austrian Erste Liga,2023-07-30,05:30:00,Floridsdorfer AC,SV Ried,3.05,3.55,2.38,1.9,1.95,1.75,2.14,990.0,990.0,990.0,1.01,990.0,990.0,990.0,27.0,23.0,990.0,990.0,1.01,1.01,1.01,1.01,1.01,32.0,990.0
1.216160225,Austrian Erste Liga,2023-07-30,05:30:00,SK Sturm Graz II,St Polten,4.7,3.95,1.78,1.67,2.26,1.67,2.2,23.0,12.5,1.01,22.0,1.01,11.5,12.0,19.5,48.0,23.0,22.0,36.0,130.0,70.0,70.0,110.0,65.0,10.0
1.216524840,Chinese League 2,2023-07-30,06:30:00,Jiangxi Dark Horse Junior,Yunnan Yukun,4.0,3.15,1.86,2.1,1.71,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
1.216524930,Chinese League 2,2023-07-30,06:30:00,Quanzhou Yaxin,Guangxi Lanhang,4.9,3.25,1.71,2.26,1.63,1.01,1.7,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
1.216525020,Chinese League 2,2023-07-30,06:30:00,Hainan Star,Hunan Billows FC,2.48,3.4,2.7,1.71,2.1,1.59,2.08,980.0,980.0,980.0,48.0,980.0,980.0,980.0,36.0,980.0,980.0,980.0,44.0,38.0,29.0,40.0,1.01,980.0,980.0
1.216357916,South Korean K League 2,2023-07-30,07:00:00,Bucheon FC 1995,Busan IPark,2.94,3.2,2.56,2.14,1.77,1.88,1.98,13.0,990.0,19.0,44.0,13.0,8.6,14.5,38.0,23.0,16.0,23.0,60.0,1.01,46.0,65.0,150.0,46.0,34.0
1.216209781,Japanese J League 2,2023-07-30,07:00:00,Kanazawa,Omiya,2.0,3.85,3.65,1.73,2.16,1.67,2.26,19.0,18.0,29.0,70.0,12.5,10.0,16.5,42.0,14.5,11.5,18.0,48.0,24.0,21.0,32.0,80.0,12.5,36.0
1.216358006,South Korean K League 2,2023-07-30,07:30:00,Ansan Greeners FC,Cheonan City,2.24,3.4,3.2,2.04,1.9,1.8,2.08,14.5,13.5,26.0,65.0,11.0,8.8,16.0,44.0,16.0,12.5,20.0,60.0,34.0,28.0,44.0,1.01,21.0,42.0
1.216306816,Polish I Liga,2023-07-30,07:40:00,Polonia Warszawa,Wisla Krakow,5.0,4.1,1.75,1.88,2.06,1.82,2.04,18.5,10.5,11.5,19.5,22.0,10.5,11.0,19.5,46.0,23.0,23.0,38.0,1.01,75.0,80.0,1.01,80.0,11.0
1.216178298,Swedish Superettan,2023-07-30,08:00:00,Trelleborgs,Landskrona,2.14,3.7,3.5,1.8,2.08,1.68,2.22,17.0,16.0,27.0,65.0,12.0,9.0,15.5,40.0,15.5,11.5,18.0,48.0,29.0,23.0,36.0,90.0,15.0,34.0
1.216525218,Chinese League 1,2023-07-30,08:30:00,Wuxi Wugou,Dongguan Guanlian,4.4,3.35,1.75,2.28,1.62,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
1.216525308,Chinese League 1,2023-07-30,08:30:00,Qingdao Youth Island,Jiangxi Liansheng,1.57,3.8,6.4,2.08,1.75,2.1,1.73,980.0,23.0,65.0,1.01,8.2,11.0,32.0,1.01,10.0,980.0,32.0,150.0,980.0,23.0,55.0,1.01,980.0,1.01
1.216525398,Chinese League 1,2023-07-30,08:30:00,Sichuan Jiuniu FC,Hebei KungFu,2.12,2.98,3.9,2.54,1.53,2.1,1.75,980.0,980.0,29.0,1.01,980.0,980.0,980.0,1.01,980.0,980.0,26.0,1.01,32.0,32.0,65.0,1.01,29.0,1.01
1.215699746,German Bundesliga 2,2023-07-30,08:30:00,Greuther Furth,Paderborn,2.5,3.8,2.92,1.65,2.28,1.62,2.42,23.0,19.0,25.0,48.0,17.0,11.5,16.0,34.0,21.0,14.5,18.0,40.0,36.0,28.0,36.0,75.0,16.5,22.0
1.215699301,German Bundesliga 2,2023-07-30,08:30:00,Hansa Rostock,Nurnberg,2.62,3.35,3.05,2.24,1.77,1.9,1.98,12.5,12.0,22.0,60.0,10.5,8.2,15.0,42.0,17.5,13.5,22.0,60.0,42.0,36.0,55.0,140.0,32.0,42.0
1.216525128,Chinese League 1,2023-07-30,08:30:00,Shanghai Jiading,Dantong Hantong,3.0,2.86,2.64,2.62,1.5,2.08,1.76,980.0,980.0,980.0,46.0,980.0,980.0,980.0,44.0,21.0,980.0,25.0,80.0,1.01,55.0,1.01,1.01,70.0,48.0
1.215699962,German Bundesliga 2,2023-07-30,08:30:00,Braunschweig,Holstein Kiel,2.66,3.85,2.64,1.63,2.4,1.5,2.6,26.0,19.0,25.0,46.0,19.0,11.5,14.5,29.0,25.0,14.5,18.0,36.0,46.0,29.0,36.0,70.0,17.5,17.5
1.215735525,Belgian First Division A,2023-07-30,08:30:00,Antwerp,Cercle Brugge,1.9,3.8,4.5,1.86,2.04,1.79,2.14,16.5,21.0,42.0,120.0,11.5,9.8,22.0,70.0,12.0,12.0,22.0,130.0,24.0,23.0,42.0,120.0,12.5,70.0
1.216525956,Chinese League 2,2023-07-30,08:30:00,Chongqing Tonglianglong,Shaoxing Shangyu Pterosa,1.04,1.01,1.04,1.33,3.05,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
1.216336448,Chinese Super League,2023-07-30,08:35:00,Wuhan Three Towns,Qingdao Jonoon,1.32,6.0,10.0,1.56,2.36,1.9,1.93,27.0,42.0,110.0,1.01,11.0,15.0,40.0,170.0,9.8,11.5,32.0,140.0,12.0,16.0,38.0,160.0,5.4,200.0
1.216336574,Chinese Super League,2023-07-30,08:35:00,Shandong Taishan,Beijing Guoan,1.86,3.55,4.6,1.88,1.95,1.81,2.02,16.0,18.5,38.0,110.0,10.5,9.4,21.0,65.0,13.0,11.5,21.0,75.0,23.0,23.0,40.0,120.0,14.0,70.0
1.216346226,Danish 1st Division,2023-07-30,09:00:00,FC Helsingor,B93 Copenhagen,1.91,3.9,4.1,1.73,2.24,1.65,2.26,21.0,21.0,36.0,90.0,12.0,10.5,18.5,50.0,13.5,11.0,18.5,55.0,22.0,18.5,32.0,85.0,10.0,42.0
1.216252109,Danish Superliga,2023-07-30,09:00:00,Midtjylland,Silkeborg,1.79,4.1,4.9,1.68,2.24,1.72,2.2,19.5,21.0,40.0,110.0,11.5,10.5,20.0,60.0,12.5,10.5,19.5,60.0,19.5,18.0,32.0,95.0,9.6,55.0
1.216331586,Finnish Veikkausliiga,2023-07-30,09:00:00,Haka,Lahti,2.0,3.8,3.95,1.91,2.02,1.76,2.1,17.0,17.5,32.0,80.0,11.5,9.6,18.5,55.0,14.5,12.0,20.0,60.0,25.0,23.0,38.0,110.0,14.5,50.0
1.216344029,Swiss Challenge League,2023-07-30,09:15:00,Fc Baden,Bellinzona,2.24,3.8,3.1,1.67,2.2,1.63,2.34,21.0,18.0,26.0,55.0,15.0,11.0,15.5,36.0,18.0,13.0,17.5,40.0,32.0,25.0,34.0,75.0,15.0,25.0
1.216339594,Swiss Challenge League,2023-07-30,09:15:00,FC Wil,FC Vaduz,2.02,3.85,3.4,1.61,2.44,1.54,2.48,24.0,21.0,32.0,70.0,15.0,11.0,16.5,38.0,17.0,12.0,18.0,44.0,28.0,21.0,32.0,75.0,11.5,28.0
1.216352853,Swiss Super League,2023-07-30,09:15:00,Luzern,Stade Lausanne-Ouchy,1.6,4.2,5.7,1.74,2.3,1.76,2.12,21.0,1.01,50.0,140.0,11.0,10.5,23.0,70.0,11.5,11.0,21.0,70.0,17.0,17.0,32.0,95.0,8.0,70.0
