IDMercado,League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_Goleada_H,CS_Goleada_A
1.215998631,Chinese Super League,2023-07-17,08:35:00,Cangzhou Mighty Lions,Chengdu Rongcheng,4.6,3.45,1.86,1.95,1.84,1.85,1.96,15.5,10.0,13.0,24.0,21.0,9.6,12.0,24.0,44.0,24.0,19.0,44.0,140.0,80.0,90.0,140.0,90.0,15.5
1.216042436,Chinese Super League,2023-07-17,08:35:00,Qingdao Jonoon,Henan Songshan Longmen,2.16,3.4,3.65,2.06,1.78,1.79,1.99,13.5,14.5,28.0,75.0,10.5,8.6,17.0,55.0,15.0,11.0,21.0,70.0,30.0,28.0,48.0,130.0,22.0,60.0
1.216050859,Chinese Super League,2023-07-17,08:35:00,Shanghai Shenhua,Meizhou Hakka,1.68,3.65,5.6,2.06,1.83,2.02,1.83,12.5,18.0,48.0,180.0,7.8,9.2,25.0,100.0,9.8,11.0,26.0,110.0,18.0,21.0,48.0,180.0,13.5,140.0
1.215899270,Finnish Veikkausliiga,2023-07-17,12:00:00,FC Inter,KuPS,3.2,3.35,2.42,2.16,1.75,1.88,2.02,12.0,9.8,15.0,36.0,12.0,7.8,13.0,32.0,23.0,16.0,21.0,55.0,65.0,46.0,65.0,140.0,48.0,27.0
1.215611357,Romanian Liga I,2023-07-17,12:30:00,FC Voluntari,Botosani,2.14,3.2,3.9,2.6,1.57,2.08,1.85,9.4,12.5,29.0,95.0,8.0,7.8,18.5,65.0,13.0,12.5,24.0,90.0,30.0,30.0,60.0,1.01,26.0,85.0
1.215820924,Bulgarian A League,2023-07-17,12:30:00,Lokomotiv Sofia,Botev Vratsa,1.87,3.5,4.3,2.04,1.8,1.89,1.95,13.0,16.0,34.0,110.0,9.0,8.8,19.5,65.0,12.0,11.0,22.0,75.0,23.0,23.0,42.0,1.01,15.5,75.0
1.215793737,Swedish Allsvenskan,2023-07-17,14:00:00,Djurgardens,Malmo FF,2.72,3.6,2.76,1.83,2.08,1.66,2.32,16.5,13.5,20.0,42.0,13.5,8.6,13.0,32.0,20.0,13.0,17.5,42.0,42.0,32.0,42.0,85.0,23.0,23.0
1.215812065,Swedish Allsvenskan,2023-07-17,14:00:00,Varbergs BoIS,AIK,4.8,3.6,1.92,2.1,1.83,1.94,1.99,13.0,8.4,11.5,22.0,16.0,8.6,11.0,23.0,34.0,20.0,22.0,44.0,110.0,65.0,80.0,140.0,95.0,16.5
1.215794208,Swedish Superettan,2023-07-17,14:00:00,Orebro,Trelleborgs,2.14,3.55,3.75,1.92,2.0,1.79,2.12,15.5,16.5,29.0,80.0,10.5,8.6,17.0,50.0,15.0,12.0,19.0,65.0,32.0,27.0,44.0,120.0,19.0,48.0
1.215820834,Bulgarian A League,2023-07-17,14:45:00,Etar,Slavia Sofia,3.85,3.1,2.08,2.22,1.59,2.06,1.84,11.5,8.8,14.5,32.0,14.0,8.4,13.0,34.0,32.0,21.0,27.0,65.0,110.0,75.0,110.0,210.0,110.0,30.0
1.215998466,Argentinian Primera B Nacional,2023-07-17,15:00:00,Defensores de Belgrano,Defensores Unidos,1.66,3.4,6.4,2.64,1.48,2.68,1.55,8.8,16.5,55.0,1.01,6.0,9.0,32.0,1.01,8.4,12.5,36.0,1.01,17.0,26.0,75.0,1.01,18.5,1.01
1.215997818,Argentinian Primera B Nacional,2023-07-17,15:00:00,Atletico Mitre,Aldosivi,1.84,3.35,5.1,2.48,1.56,2.16,1.67,10.5,15.5,44.0,1.01,7.0,8.6,26.0,110.0,11.0,11.5,32.0,140.0,23.0,28.0,65.0,1.01,22.0,1.01
1.215611447,Romanian Liga I,2023-07-17,15:30:00,Dinamo Bucharest,Universitatea Craiova,5.4,3.85,1.74,2.08,1.81,2.04,1.83,1000.0,7.6,9.6,18.5,17.0,9.4,11.0,21.0,44.0,23.0,26.0,44.0,160.0,95.0,110.0,170.0,130.0,13.0
1.216026620,Bolivian Liga de Futbol Profesional,2023-07-17,16:00:00,Club Real Santa Cruz,Real Tomayapo,1.81,3.5,4.5,2.06,1.79,1.95,1.87,13.0,16.0,36.0,120.0,8.4,8.6,21.0,75.0,11.0,11.0,24.0,90.0,21.0,23.0,46.0,1.01,15.5,95.0
1.216010246,Brazilian Serie C,2023-07-17,16:00:00,Volta Redonda,Amazonas FC,2.12,2.94,3.9,2.18,1.56,2.0,1.8,11.5,14.5,34.0,120.0,8.8,8.8,21.0,75.0,14.0,13.5,27.0,100.0,32.0,32.0,65.0,1.01,27.0,100.0
1.215966721,Chilean Primera Division,2023-07-17,16:00:00,Palestino,Coquimbo Unido,1.97,3.55,3.9,1.88,1.93,1.73,2.16,16.5,18.5,34.0,85.0,11.5,9.2,19.0,55.0,14.5,12.0,19.5,60.0,25.0,23.0,38.0,100.0,14.5,55.0
1.216001639,Peruvian Primera Division,2023-07-17,17:00:00,Deportivo Municipal,Melgar,3.95,3.5,1.82,2.0,1.7,1.93,1.9,15.0,9.2,13.0,25.0,17.5,9.8,12.0,26.0,38.0,22.0,27.0,50.0,120.0,75.0,90.0,1.01,95.0,18.0
1.215944463,Argentinian Primera Division,2023-07-17,18:00:00,Arsenal de Sarandi,Instituto,3.15,2.88,2.72,3.15,1.43,2.2,1.67,8.2,8.4,17.0,55.0,9.2,7.2,14.0,55.0,22.0,15.5,30.0,95.0,70.0,65.0,110.0,300.0,90.0,65.0
1.215963275,Argentinian Primera Division,2023-07-17,18:00:00,Tigre,Barracas Central,2.12,3.3,4.2,2.38,1.71,2.02,1.88,10.5,14.0,34.0,110.0,8.0,7.8,19.0,75.0,12.5,12.0,23.0,95.0,29.0,32.0,60.0,180.0,25.0,90.0
1.216026836,Bolivian Liga de Futbol Profesional,2023-07-17,18:30:00,The Strongest,Independiente Petrolero,1.28,5.8,11.5,1.52,2.32,1.97,1.67,30.0,55.0,160.0,1.01,11.5,18.0,60.0,1.01,9.2,13.0,42.0,210.0,11.5,16.0,46.0,230.0,4.9,1.01
1.216026078,Uruguayan Primera Division,2023-07-17,19:00:00,Deportivo Maldonado,Cerro,2.36,3.1,3.25,2.26,1.65,2.0,1.9,10.5,11.5,23.0,65.0,8.8,7.6,15.5,48.0,15.0,12.5,22.0,1.01,36.0,34.0,60.0,160.0,1.01,60.0
1.215943069,Chilean Primera Division,2023-07-17,19:30:00,Union Espanola,Universidad de Chile,2.7,3.15,2.66,2.08,1.78,1.85,2.0,12.5,10.5,19.5,48.0,10.5,7.8,13.5,38.0,20.0,13.5,21.0,55.0,50.0,38.0,55.0,130.0,36.0,34.0
1.216010063,Brazilian Serie C,2023-07-17,20:00:00,Paysandu,Remo,2.62,2.88,3.0,2.52,1.53,2.02,1.79,9.2,10.0,21.0,60.0,8.8,7.0,15.5,50.0,17.0,13.5,24.0,1.01,46.0,42.0,75.0,1.01,46.0,1.01
1.215987914,Brazilian Serie B,2023-07-17,20:00:00,Botafogo SP,Criciuma,2.88,3.0,3.0,2.96,1.49,2.16,1.73,9.0,10.0,21.0,65.0,9.8,8.2,17.0,55.0,20.0,16.5,29.0,95.0,60.0,55.0,90.0,240.0,65.0,65.0
1.215929150,Brazilian Serie A,2023-07-17,20:00:00,Goias,Atletico MG,4.7,3.5,1.95,2.34,1.64,2.12,1.79,9.8,7.4,10.5,23.0,13.0,7.6,11.0,25.0,34.0,19.5,25.0,55.0,130.0,80.0,100.0,190.0,120.0,19.5
1.216130460,Brazilian Serie D,2023-07-17,20:30:00,Democrata GV,Resende,1.76,3.2,4.3,2.08,1.6,1.97,1.76,13.0,17.0,42.0,1.01,8.2,9.2,24.0,1.01,12.0,12.0,28.0,1.01,24.0,28.0,60.0,1.01,20.0,1.01
1.215963383,Argentinian Primera Division,2023-07-17,20:30:00,Newells,Atl Tucuman,2.06,3.1,4.7,2.84,1.44,2.34,1.67,8.2,12.5,36.0,150.0,6.2,7.4,24.0,110.0,11.5,13.0,34.0,1.01,32.0,38.0,85.0,350.0,38.0,200.0
