ID_Evento,IDMercado,League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_Goleada_H,CS_Goleada_A
32984447,1.224271397,CONCACAF Champions League,2024-02-07,00:00:00,Real Esteli FC,CF America,1.78,1.78,1.21,1.01,1.27,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32986451,1.224290002,Portuguese U23,2024-02-07,08:00:00,Academico de Viseu U23,Santa Clara U23,2.22,2.74,2.6,1.72,1.89,1.6,2.06,980.0,980.0,1.01,1.01,980.0,980.0,980.0,1.01,980.0,980.0,980.0,1.01,1.01,1.01,1.01,1.01,980.0,1.01
32981288,1.224219713,Turkish Cup,2024-02-07,08:30:00,Sivasspor,Konyaspor,2.12,3.2,3.1,1.91,1.8,1.74,1.99,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,1.01,980.0,980.0
32992525,1.224376272,Indian Super League,2024-02-07,11:00:00,Bengaluru FC,Chennaiyin FC,1.9,3.15,3.4,1.79,1.82,1.68,1.95,17.0,17.5,32.0,1.01,11.5,9.2,19.0,55.0,15.5,12.5,22.0,1.01,28.0,26.0,44.0,1.01,17.5,55.0
32981293,1.224219623,Turkish Cup,2024-02-07,11:30:00,Basaksehir,Hatayspor,1.85,3.65,3.8,1.76,2.06,1.68,2.12,18.5,19.0,980.0,980.0,11.5,10.0,19.0,980.0,13.5,11.5,21.0,980.0,24.0,21.0,980.0,980.0,12.5,980.0
32998074,1.224483484,Moroccan Botola Pro 1,2024-02-07,12:00:00,FUS Rabat,Wydad Casablanca,1.21,1.13,1.11,1.08,1.27,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32998077,1.224483853,Moroccan Botola Pro 1,2024-02-07,12:00:00,Club R Zemamra,Union de Touarga,1.08,1.05,1.05,1.05,1.27,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32998071,1.224483574,Moroccan Botola Pro 1,2024-02-07,12:00:00,CC Riadi Salmi,IRT Tanger,1.08,1.05,1.05,1.06,1.27,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32994162,1.224417974,AFC Asian Cup,2024-02-07,12:00:00,Iran,Qatar,1.8,3.55,6.0,2.52,1.62,2.3,1.72,9.4,15.5,46.0,190.0,6.4,8.2,25.0,120.0,8.8,11.0,29.0,140.0,18.0,24.0,60.0,230.0,17.5,190.0
32981103,1.224214753,Portuguese Cup,2024-02-07,13:00:00,Santa Clara,Porto,8.2,4.6,1.42,1.83,1.99,2.0,1.73,19.0,8.0,8.0,13.0,32.0,12.5,11.5,17.5,90.0,38.0,32.0,44.0,1.01,1.01,1.01,1.01,1.01,7.4
