League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under05_HT_Back,Odd_Under05_HT_Lay,Odd_Over05_HT_Back,Odd_Over05_HT_Lay,Odd_Under15_HT_Back,Odd_Under15_HT_Lay,Odd_Over15_HT_Back,Odd_Over15_HT_Lay,Odd_Under25_HT_Back,Odd_Under25_HT_Lay,Odd_Over25_HT_Back,Odd_Over25_HT_Lay,Odd_Under05_FT_Back,Odd_Under05_FT_Lay,Odd_Over05_FT_Back,Odd_Over05_FT_Lay,Odd_Under15_FT_Back,Odd_Under15_FT_Lay,Odd_Over15_FT_Back,Odd_Over15_FT_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_Under35_FT_Back,Odd_Under35_FT_Lay,Odd_Over35_FT_Back,Odd_Over35_FT_Lay,Odd_Under45_FT_Back,Odd_Under45_FT_Lay,Odd_Over45_FT_Back,Odd_Over45_FT_Lay,Odd_Under55_FT_Back,Odd_Under55_FT_Lay,Odd_Over55_FT_Back,Odd_Over55_FT_Lay,Odd_Under65_FT_Back,Odd_Under65_FT_Lay,Odd_Over65_FT_Back,Odd_Over65_FT_Lay,Odd_Under75_FT_Back,Odd_Under75_FT_Lay,Odd_Over75_FT_Back,Odd_Over75_FT_Lay,Odd_Under85_FT_Back,Odd_Under85_FT_Lay,Odd_Over85_FT_Back,Odd_Over85_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_First_Half_Goals_05,IDMercado_First_Half_Goals_15,IDMercado_First_Half_Goals_25,IDMercado_Over/Under_05_Goals,IDMercado_Over/Under_15_Goals,IDMercado_Over/Under_25_Goals,IDMercado_Over/Under_35_Goals,IDMercado_Over/Under_45_Goals,IDMercado_Over/Under_55_Goals,IDMercado_Over/Under_65_Goals,IDMercado_Over/Under_75_Goals,IDMercado_Over/Under_85_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score
Mexican Ascenso MX,2024-02-23,00:05:00,Club Atletico La Paz,Dorados,1.35,2.02,1.25,1000.0,2.32,4.9,1.01,1000.0,1.01,1000.0,1.33,1000.0,1.93,1000.0,1.16,1000.0,1.01,7.4,1.97,110.0,1.01,1.12,1.97,110.0,1.01,2.04,1.97,1000.0,1.3,2.04,1.28,1.99,1.3,6.0,1.08,1.99,1.3,15.5,1.02,1.99,1.3,55.0,1.02,1.99,1.3,1000.0,1.01,1.29,2.02,1000.0,1.01,1.29,2.02,1000.0,1.42,2.16,1.87,3.75,1.46,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,3.85,1000.0,1.03,1000.0,1.03,1000.0,2.82,1000.0,2.9,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33030122,58385008.0,6119455.0,58805.0,1.224978783,1.224978786,1.224978788,1.224978781,1.224978787,1.224978831,1.224978828,1.224978832,1.224978829,1.224978791,1.224978789,1.224978782,1.224978780,1.224978867,1.224978792
Japanese J League,2024-02-23,02:00:00,Hiroshima,Urawa,2.04,2.12,4.3,4.5,3.35,3.55,2.6,3.25,1.54,1.76,1.01,1000.0,1.01,1000.0,1.06,1.12,9.6,16.0,2.94,110.0,1.01,1.52,2.94,3.25,1.45,1.52,1.66,1.75,2.34,2.52,1.24,1.28,4.5,5.2,1.07,1.28,4.5,18.0,1.02,1.28,4.5,110.0,1.01,1.28,4.5,1000.0,1.01,1.28,4.5,1000.0,1.01,1.28,4.5,1000.0,2.04,2.2,1.83,1.95,7.4,12.0,9.6,16.0,22.0,38.0,4.2,130.0,5.8,9.2,7.0,9.4,13.5,23.0,4.2,85.0,8.4,14.0,8.2,13.5,16.5,28.0,4.2,110.0,18.0,32.0,18.5,32.0,4.1,65.0,4.2,200.0,3.7,26.0,4.1,110.0,4.3,1000.0,33025495,744103.0,441088.0,58805.0,1.224916413,1.224916416,1.224916418,1.224916411,1.224916417,1.224916427,1.224916423,1.224916369,1.224916424,1.224916421,1.224916419,1.224916409,1.224916410,1.224916412,1.224916422
Indonesian Liga 1,2024-02-23,05:00:00,PSIS Semarang,Dewa United FC,1.44,450.0,1.47,1000.0,1.47,950.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,17.5,110.0,1.01,1.07,1.27,110.0,1.01,4.6,1.27,1000.0,1.01,4.6,1.17,1000.0,1.01,7.0,1.17,1000.0,1.01,7.0,1.07,1000.0,1.01,15.5,1.01,1000.0,1.05,110.0,1.01,110.0,1.01,1000.0,1.01,110.0,1.01,1000.0,1.1,1000.0,1.1,1000.0,1.48,990.0,1.1,990.0,1.1,1000.0,1.1,1000.0,1.1,990.0,1.1,990.0,1.1,990.0,1.1,1000.0,1.1,1000.0,3.65,990.0,1.1,990.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,33030100,9686244.0,48145055.0,58805.0,1.224979143,1.224979146,1.224979148,1.224979141,1.224979147,1.224979191,1.224979188,1.224979192,1.224979189,1.224979151,1.224979149,1.224979142,1.224979140,1.224979227,1.224979152
Indonesian Liga 1,2024-02-23,05:00:00,Persita Tangerang,Persebaya Surabaya,1.44,500.0,1.46,500.0,1.52,950.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,10.5,36.0,1.04,1.11,1.3,36.0,1.04,4.6,1.3,36.0,1.04,4.6,1.3,1.53,2.88,13.5,1.08,1.53,2.88,13.5,1.02,1.53,2.88,55.0,1.01,36.0,1.04,1000.0,1.01,1.53,2.88,1000.0,1.01,13.5,1.08,1000.0,1.1,1000.0,1.1,1000.0,1.1,990.0,1.1,990.0,1.1,1000.0,1.1,1000.0,1.1,990.0,1.1,990.0,1.1,990.0,1.1,1000.0,1.1,1000.0,1.1,990.0,1.1,990.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,33030127,7292505.0,10224413.0,58805.0,1.224979053,1.224979056,1.224979058,1.224979051,1.224979057,1.224979101,1.224979098,1.224979102,1.224979099,1.224979061,1.224979059,1.224979052,1.224979050,1.224979137,1.224979062
Australian A-League Men,2024-02-23,05:45:00,Brisbane Roar,Western United,1.99,2.0,3.65,3.75,4.3,4.5,1.01,980.0,1.24,1000.0,1.01,1000.0,1.01,1000.0,1.16,1.29,4.5,7.2,18.0,36.0,1.03,1.06,5.7,7.8,1.15,1.22,2.78,2.9,1.53,1.57,1.71,1.8,2.26,2.42,1.27,1.41,3.45,4.8,1.1,1.41,3.45,12.5,1.03,1.41,3.45,55.0,1.01,1.03,3.45,970.0,1.01,1.03,3.5,1000.0,1.52,1.6,2.68,2.94,21.0,25.0,20.0,22.0,28.0,32.0,55.0,65.0,13.5,15.0,9.2,11.0,15.0,15.5,32.0,36.0,14.5,15.5,10.0,10.5,14.0,15.0,32.0,36.0,22.0,25.0,16.5,18.0,22.0,24.0,48.0,55.0,7.0,9.0,17.5,24.0,17.5,980.0,33033131,3862627.0,24301731.0,58805.0,1.225026711,1.225026797,1.225026798,1.225026799,1.225026713,1.225026714,1.225026715,1.225026716,1.225026717,1.225026718,1.225026719,1.225026720,1.225026721,1.225026790,1.225026712
Japanese J League,2024-02-23,06:00:00,Nagoya,Kashima,2.74,2.84,3.05,3.2,2.98,3.15,2.44,3.0,1.5,1.85,1.24,1.35,3.4,4.4,1.05,1.1,11.5,19.5,2.62,110.0,1.01,1.62,2.62,2.86,1.54,1.62,1.55,1.74,2.36,2.82,1.17,1.74,2.36,8.8,1.05,1.74,2.36,26.0,1.01,1.74,2.36,1000.0,1.01,1.74,2.36,1000.0,1.01,1.74,2.36,1000.0,1.01,1.73,2.36,1000.0,2.1,2.26,1.8,1.91,6.2,10.5,6.8,11.5,14.0,24.0,4.0,70.0,6.2,10.5,6.0,8.2,10.5,18.0,4.0,60.0,12.0,21.0,9.8,16.0,17.0,29.0,4.0,100.0,4.0,55.0,4.0,50.0,4.0,90.0,4.1,250.0,3.95,60.0,4.0,75.0,4.2,1000.0,33025492,441084.0,441079.0,58805.0,1.224916521,1.224916524,1.224916526,1.224916519,1.224916525,1.224916535,1.224916531,1.224916477,1.224916532,1.224916529,1.224916527,1.224916517,1.224916518,1.224916520,1.224916530
Indonesian Liga 1,2024-02-23,09:00:00,PS Barito Putera,Persib Bandung,1.39,1000.0,1.35,500.0,1.39,950.0,3.1,3.9,1.34,1.47,1.47,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,13.5,55.0,1.04,1.08,2.06,26.0,1.23,1.33,2.04,2.46,1.69,1.95,1.12,55.0,1.04,9.4,1.12,1.23,5.5,9.4,1.05,1.23,5.5,26.0,1.01,1.23,1.04,1000.0,1.01,1.22,5.5,1000.0,1.01,1.22,5.5,1000.0,1.1,1000.0,1.1,1000.0,1.47,990.0,1.11,990.0,1.11,15.5,1.1,1000.0,1.1,990.0,1.11,990.0,1.11,990.0,1.1,23.0,1.1,1000.0,2.98,990.0,1.1,990.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,14.0,2.5,1000.0,33029418,11802591.0,5221477.0,58805.0,1.224968676,1.224968679,1.224968681,1.224968674,1.224968680,1.224968724,1.224968721,1.224968725,1.224968722,1.224968684,1.224968682,1.224968675,1.224968673,1.224968760,1.224968685
Thai League 1,2024-02-23,09:00:00,Nakhon Pathom,Muangthong Utd,3.05,3.95,1.04,2.4,3.25,4.1,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,14.0,55.0,1.04,1.08,1.27,55.0,1.04,5.8,1.27,55.0,1.04,4.6,1.2,55.0,1.04,6.0,1.12,1.23,5.4,9.4,1.03,1.23,5.4,36.0,1.01,1.23,5.4,1000.0,1.01,1.23,5.4,1000.0,1.01,1.23,5.4,1000.0,1.66,1.79,2.26,11.0,1.46,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,4.8,1000.0,1.03,1000.0,6.2,1000.0,12.5,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33034228,9691457.0,5394931.0,58805.0,1.225043270,1.225043273,1.225043275,1.225043268,1.225043274,1.225043318,1.225043315,1.225043319,1.225043316,1.225043278,1.225043276,1.225043269,1.225043267,1.225043354,1.225043279
Bulgarian A League,2024-02-23,10:00:00,Botev Vratsa,Pirin Blagoevgrad,1.39,500.0,1.08,1000.0,1.08,950.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,8.4,15.5,1.07,1.14,1.27,15.5,1.07,13.5,1.27,15.5,1.07,4.6,1.08,15.5,1.07,13.5,1.05,1.12,9.6,26.0,1.02,1.12,1.07,110.0,1.01,1.12,1.07,1000.0,1.01,1.12,9.6,1000.0,1.01,1.12,9.6,1000.0,2.06,11.0,1.78,1.93,1.49,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33033997,5618938.0,2504333.0,58805.0,1.225036869,1.225036872,1.225036874,1.225036867,1.225036873,1.225036917,1.225036914,1.225036918,1.225036915,1.225036877,1.225036875,1.225036868,1.225036866,1.225036953,1.225036878
Saudi Professional League,2024-02-23,11:00:00,Al-Taawoun Buraidah,Al-Akhdoud,1.62,1.79,5.0,6.6,3.85,5.0,3.2,4.1,1.33,1.45,1.48,1.62,2.5,1000.0,1.13,1.19,6.4,8.4,12.0,21.0,1.05,1.09,4.0,5.2,1.24,1.33,2.08,2.46,1.69,1.91,1.43,1.56,2.78,3.45,1.14,1.23,5.4,10.5,1.05,1.23,2.78,26.0,1.01,1.23,2.78,1000.0,1.01,1.23,5.4,1000.0,1.01,1.23,5.4,1000.0,1.83,1.97,2.04,2.22,2.04,990.0,1.85,990.0,1.37,48.0,1.37,1000.0,4.1,990.0,4.2,990.0,1.62,990.0,1.35,1000.0,4.3,12.0,4.2,990.0,5.3,990.0,1.35,1000.0,2.5,17.5,1.84,19.0,1.57,36.0,1.37,1000.0,3.95,9.4,1.35,1000.0,1.28,1000.0,33032396,12157288.0,21666423.0,58805.0,1.225011366,1.225011369,1.225011371,1.225011364,1.225011370,1.225011380,1.225011376,1.225011322,1.225011377,1.225011374,1.225011372,1.225011362,1.225011363,1.225011365,1.225011375
