League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under05_HT_Back,Odd_Under05_HT_Lay,Odd_Over05_HT_Back,Odd_Over05_HT_Lay,Odd_Under15_HT_Back,Odd_Under15_HT_Lay,Odd_Over15_HT_Back,Odd_Over15_HT_Lay,Odd_Under25_HT_Back,Odd_Under25_HT_Lay,Odd_Over25_HT_Back,Odd_Over25_HT_Lay,Odd_Under05_FT_Back,Odd_Under05_FT_Lay,Odd_Over05_FT_Back,Odd_Over05_FT_Lay,Odd_Under15_FT_Back,Odd_Under15_FT_Lay,Odd_Over15_FT_Back,Odd_Over15_FT_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_Under35_FT_Back,Odd_Under35_FT_Lay,Odd_Over35_FT_Back,Odd_Over35_FT_Lay,Odd_Under45_FT_Back,Odd_Under45_FT_Lay,Odd_Over45_FT_Back,Odd_Over45_FT_Lay,Odd_Under55_FT_Back,Odd_Under55_FT_Lay,Odd_Over55_FT_Back,Odd_Over55_FT_Lay,Odd_Under65_FT_Back,Odd_Under65_FT_Lay,Odd_Over65_FT_Back,Odd_Over65_FT_Lay,Odd_Under75_FT_Back,Odd_Under75_FT_Lay,Odd_Over75_FT_Back,Odd_Over75_FT_Lay,Odd_Under85_FT_Back,Odd_Under85_FT_Lay,Odd_Over85_FT_Back,Odd_Over85_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_First_Half_Goals_05,IDMercado_First_Half_Goals_15,IDMercado_First_Half_Goals_25,IDMercado_Over/Under_05_Goals,IDMercado_Over/Under_15_Goals,IDMercado_Over/Under_25_Goals,IDMercado_Over/Under_35_Goals,IDMercado_Over/Under_45_Goals,IDMercado_Over/Under_55_Goals,IDMercado_Over/Under_65_Goals,IDMercado_Over/Under_75_Goals,IDMercado_Over/Under_85_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score
Mexican Ascenso MX,2024-01-12,00:05:00,Mineros de Zacatecas,Correcaminos UAT,2.02,2.32,3.3,3.65,3.75,4.3,3.25,4.5,1.28,1.44,1.51,1.79,2.26,2.96,1.14,1.23,1.01,8.0,2.2,990.0,1.01,1.84,2.2,980.0,1.01,1.84,2.2,2.68,1.6,1.84,1.55,1.71,2.4,2.82,1.06,1.71,2.4,18.0,1.01,1.71,2.4,110.0,1.01,1.71,2.4,1000.0,1.01,1.71,2.4,1000.0,1.01,1.71,2.4,1000.0,1.65,1.81,2.24,2.52,15.0,23.0,13.5,21.0,20.0,32.0,4.8,65.0,10.0,15.0,7.8,11.5,12.0,18.0,4.8,42.0,11.5,17.5,8.8,13.0,12.5,19.0,4.9,46.0,18.5,28.0,15.5,24.0,22.0,34.0,4.9,80.0,3.7,13.0,4.4,32.0,5.1,1000.0,32911530,8692849.0,6535216.0,58805.0,1.223145377,1.223145380,1.223145382,1.223145375,1.223145381,1.223145425,1.223145422,1.223145426,1.223145423,1.223145385,1.223145383,1.223145376,1.223145374,1.223145461,1.223145386
Mexican Women's Matches,2024-01-12,00:06:00,Club Tijuana (W),Mazatlan FC(W),1.1,1.17,1.04,120.0,8.4,950.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.05,1000.0,1.01,990.0,1.05,1000.0,1.01,990.0,1.99,990.0,1.25,1.4,1.98,4.9,1.65,2.02,1.44,1.69,2.46,26.0,1.03,1.69,2.46,1000.0,1.01,1.69,2.46,1000.0,1.01,1.68,2.46,1000.0,1.01,110.0,1.01,1000.0,2.06,1000.0,1.6,1.93,1.49,1000.0,2.78,1000.0,2.56,1000.0,3.3,1000.0,1.03,1000.0,1.01,1000.0,4.9,1000.0,4.9,1000.0,1.03,12.0,1.03,17.5,4.0,1000.0,10.5,1000.0,1.03,10.0,1.03,1000.0,16.0,1000.0,19.5,1000.0,1.03,2.7,1.01,1000.0,1.07,1000.0,32930043,13968899.0,35560884.0,58805.0,1.223422374,1.223422377,1.223422379,1.223422372,1.223422378,1.223422422,1.223422419,1.223422423,1.223422420,1.223422382,1.223422380,1.223422373,1.223422371,1.223422458,1.223422383
Australian A-League Women,2024-01-12,03:00:00,Melbourne Victory (W),Perth Glory (W),1.62,1.81,4.5,980.0,4.1,980.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,970.0,1.03,990.0,1.03,970.0,1.03,990.0,1.27,990.0,1.01,4.6,1.05,1000.0,1.01,36.0,1.05,980.0,1.01,55.0,1.03,1000.0,1.01,980.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,32920257,8839001.0,8839004.0,58805.0,1.223269728,1.223269814,1.223269815,1.223269816,1.223269730,1.223269731,1.223269732,1.223269733,1.223269734,1.223269735,1.223269736,1.223269737,1.223269738,1.223269807,1.223269729
Australian A-League Men,2024-01-12,03:30:00,Macarthur FC,Western United,2.32,2.34,2.98,3.0,4.2,4.3,1.01,980.0,1.29,980.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,24.0,36.0,1.03,1.05,5.6,7.8,1.15,1.22,2.78,3.0,1.5,1.56,1.71,1.81,2.24,2.42,1.27,1.33,4.1,4.8,1.11,1.14,8.2,10.5,1.04,1.06,18.5,26.0,1.01,1.03,44.0,110.0,1.01,1.01,110.0,1000.0,1.48,1.56,2.8,3.1,23.0,26.0,18.0,21.0,23.0,26.0,27.0,50.0,16.0,18.0,9.4,10.0,12.5,13.5,24.0,27.0,18.0,19.5,11.0,11.5,13.0,14.5,19.0,30.0,21.0,34.0,19.0,21.0,23.0,26.0,27.0,55.0,9.2,11.0,13.5,15.5,16.5,1000.0,32906468,36700739.0,24301731.0,58805.0,1.223107322,1.223107408,1.223107409,1.223107410,1.223107324,1.223107325,1.223107326,1.223107327,1.223107328,1.223107329,1.223107330,1.223107331,1.223107332,1.223107401,1.223107323
Australian A-League Women,2024-01-12,05:45:00,Wellington Phoenix (W),Central Coast Mariners (W,2.16,2.4,3.1,3.6,3.65,4.2,2.84,980.0,1.33,1.42,1.53,1.65,2.1,4.6,1.14,980.0,1.01,980.0,1.01,970.0,1.04,990.0,1.03,980.0,1.04,990.0,2.22,2.52,1.66,1.82,1.48,1.6,2.68,3.1,1.05,980.0,1.01,55.0,1.03,1000.0,1.01,980.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.6,1.72,2.4,2.64,6.6,980.0,6.2,980.0,3.2,980.0,2.02,980.0,5.7,980.0,4.8,980.0,5.9,980.0,1.99,980.0,6.2,980.0,5.3,980.0,6.0,980.0,2.0,980.0,2.1,980.0,1.93,980.0,1.97,980.0,2.6,980.0,2.26,980.0,1.95,980.0,2.1,1000.0,32920253,41934374.0,64669479.0,58805.0,1.223269836,1.223269922,1.223269923,1.223269924,1.223269838,1.223269839,1.223269840,1.223269841,1.223269842,1.223269843,1.223269844,1.223269845,1.223269846,1.223269915,1.223269837
Australian A-League Men,2024-01-12,06:15:00,Melbourne City,Western Sydney Wanderers,2.36,2.4,2.98,3.0,4.0,4.1,3.35,4.3,1.31,1.43,1.52,1.72,2.4,2.9,1.14,1.21,5.9,7.8,18.0,26.0,1.04,1.06,4.9,6.4,1.19,1.26,2.38,2.62,1.62,1.73,1.53,1.65,2.56,2.9,1.22,1.28,4.7,5.6,1.08,1.09,12.5,13.5,1.02,1.05,22.0,55.0,1.01,1.02,22.0,980.0,1.01,1.01,36.0,1000.0,1.57,1.66,2.52,2.86,18.5,22.0,14.5,18.0,21.0,24.0,26.0,48.0,13.0,15.5,8.4,9.6,10.5,13.5,25.0,29.0,16.0,18.0,9.4,11.5,14.0,15.0,30.0,34.0,21.0,34.0,20.0,23.0,26.0,32.0,50.0,65.0,12.0,14.0,15.5,21.0,12.0,1000.0,32906457,8586946.0,6480414.0,58805.0,1.223107217,1.223107303,1.223107304,1.223107305,1.223107219,1.223107220,1.223107221,1.223107222,1.223107223,1.223107224,1.223107225,1.223107226,1.223107227,1.223107296,1.223107218
Indian Super Cup,2024-01-12,11:00:00,Odisha,Bengaluru FC,2.08,2.54,2.88,3.75,1.01,950.0,1.01,4.1,1.01,1.46,1.01,1000.0,1.01,1000.0,1.01,1.19,1.01,8.6,1.21,990.0,1.01,1.34,2.04,980.0,1.22,1.34,1.41,990.0,1.23,3.4,1.41,2.48,1.67,6.0,1.14,2.48,1.67,9.4,1.05,2.48,1.67,26.0,1.01,2.48,1.67,1000.0,1.01,1.59,1.67,1000.0,1.01,1.59,1.67,1000.0,1.61,1000.0,1.01,1000.0,1.49,1000.0,1.16,1000.0,1.12,1000.0,1.12,1000.0,1.16,1000.0,1.04,10.5,5.5,1000.0,1.16,1000.0,1.16,1000.0,1.11,1000.0,1.16,1000.0,7.0,1000.0,1.12,1000.0,1.16,1000.0,1.16,1000.0,10.5,1000.0,1.11,1000.0,1.11,1000.0,1.16,1000.0,32927279,26603171.0,9145866.0,58805.0,1.223382461,1.223382464,1.223382466,1.223382459,1.223382465,1.223382509,1.223382506,1.223382510,1.223382507,1.223382469,1.223382467,1.223382460,1.223382458,1.223382545,1.223382470
Friendlies International,2024-01-12,12:00:00,Sweden,Estonia,1.61,1.63,6.4,8.6,3.95,4.3,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.62,980.0,1.01,3.45,1.62,990.0,1.01,2.98,1.62,1.91,2.1,2.64,1.21,1.38,3.6,6.0,1.1,1.15,7.6,12.5,1.05,1.06,17.5,36.0,1.01,1.02,48.0,1000.0,1.01,1.01,50.0,1000.0,1.01,1.01,150.0,1000.0,2.02,3.3,1.44,1.99,10.5,12.5,18.0,30.0,5.8,120.0,18.0,980.0,6.0,7.4,8.4,11.0,5.1,55.0,5.9,360.0,6.4,8.4,9.6,990.0,5.2,50.0,5.9,350.0,4.3,15.0,16.0,20.0,38.0,80.0,5.9,460.0,7.4,15.0,5.9,730.0,6.0,1000.0,32887533,25912.0,124773.0,58805.0,1.222737893,1.222737896,1.222737898,1.222737891,1.222737897,1.222737907,1.222737903,1.222737849,1.222737904,1.222737901,1.222737899,1.222737889,1.222737890,1.222737892,1.222737902
AFC Asian Cup,2024-01-12,13:00:00,Qatar,Lebanon,1.36,1.38,13.5,15.5,5.0,5.3,2.9,3.45,1.41,1.53,1.17,1.67,1.01,1000.0,1.01,1000.0,1.01,1000.0,8.0,15.5,1.07,1.13,1.72,15.5,1.14,1.62,1.72,1.9,2.12,2.38,1.2,2.02,1.98,6.0,1.07,1.9,2.12,15.5,1.02,1.9,2.12,110.0,1.01,1.9,2.12,1000.0,1.01,1.9,2.12,1000.0,1.01,1.89,2.12,1000.0,2.16,1000.0,1.26,1.87,10.5,14.5,1.11,36.0,1.14,980.0,1.15,1000.0,5.1,980.0,10.5,1000.0,1.25,980.0,1.14,980.0,5.2,980.0,9.6,980.0,1.27,1000.0,1.14,980.0,7.8,1000.0,14.5,1000.0,1.15,1000.0,1.15,1000.0,1.15,1000.0,1.15,1000.0,1.15,1000.0,32871881,53447.0,720025.0,58805.0,1.223238179,1.223238189,1.223238190,1.223238191,1.223238180,1.223238181,1.223238182,1.223238183,1.223238184,1.223238185,1.223238186,1.223238187,1.223238188,1.223238226,1.223238227
Turkish 1 Lig,2024-01-12,14:00:00,Sakaryaspor,Goztepe,2.9,3.35,2.42,2.72,3.4,3.6,2.44,3.35,1.18,1.52,1.41,1.52,2.46,1000.0,1.1,1.13,8.8,1000.0,9.2,15.5,1.07,1.1,3.5,4.1,1.33,1.4,1.89,1.97,2.04,2.14,1.32,1.4,3.55,4.1,1.11,1.16,7.4,11.0,1.03,1.16,7.4,36.0,1.01,1.16,7.4,1000.0,1.01,1.16,7.4,1000.0,1.01,1.16,7.4,1000.0,1.78,1.95,2.04,2.28,5.5,13.5,5.1,11.5,6.0,17.0,3.9,36.0,5.4,13.0,4.3,8.2,5.3,12.5,7.0,30.0,6.4,21.0,5.7,14.5,6.2,19.0,3.0,46.0,3.0,50.0,3.9,38.0,2.08,55.0,1.89,1000.0,2.16,34.0,2.0,25.0,1.56,1000.0,32911867,508781.0,113239.0,58805.0,1.223147474,1.223147477,1.223147479,1.223147472,1.223147478,1.223147522,1.223147519,1.223147523,1.223147520,1.223147482,1.223147480,1.223147473,1.223147471,1.223147558,1.223147483
