League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under05_HT_Back,Odd_Under05_HT_Lay,Odd_Over05_HT_Back,Odd_Over05_HT_Lay,Odd_Under15_HT_Back,Odd_Under15_HT_Lay,Odd_Over15_HT_Back,Odd_Over15_HT_Lay,Odd_Under25_HT_Back,Odd_Under25_HT_Lay,Odd_Over25_HT_Back,Odd_Over25_HT_Lay,Odd_Under05_FT_Back,Odd_Under05_FT_Lay,Odd_Over05_FT_Back,Odd_Over05_FT_Lay,Odd_Under15_FT_Back,Odd_Under15_FT_Lay,Odd_Over15_FT_Back,Odd_Over15_FT_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_Under35_FT_Back,Odd_Under35_FT_Lay,Odd_Over35_FT_Back,Odd_Over35_FT_Lay,Odd_Under45_FT_Back,Odd_Under45_FT_Lay,Odd_Over45_FT_Back,Odd_Over45_FT_Lay,Odd_Under55_FT_Back,Odd_Under55_FT_Lay,Odd_Over55_FT_Back,Odd_Over55_FT_Lay,Odd_Under65_FT_Back,Odd_Under65_FT_Lay,Odd_Over65_FT_Back,Odd_Over65_FT_Lay,Odd_Under75_FT_Back,Odd_Under75_FT_Lay,Odd_Over75_FT_Back,Odd_Over75_FT_Lay,Odd_Under85_FT_Back,Odd_Under85_FT_Lay,Odd_Over85_FT_Back,Odd_Over85_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_First_Half_Goals_05,IDMercado_First_Half_Goals_15,IDMercado_First_Half_Goals_25,IDMercado_Over/Under_05_Goals,IDMercado_Over/Under_15_Goals,IDMercado_Over/Under_25_Goals,IDMercado_Over/Under_35_Goals,IDMercado_Over/Under_45_Goals,IDMercado_Over/Under_55_Goals,IDMercado_Over/Under_65_Goals,IDMercado_Over/Under_75_Goals,IDMercado_Over/Under_85_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score
CONCACAF Champions League,2024-03-07,00:00:00,Guadalajara,CF America,2.8,3.35,2.46,2.74,3.15,4.1,2.54,3.65,1.4,1.52,1.45,1.55,2.36,1000.0,1.11,1.15,7.6,12.5,3.55,1000.0,1.03,1.36,3.55,4.6,1.31,1.36,1.94,2.2,1.83,2.06,1.37,1.46,3.15,3.95,1.11,1.46,3.15,11.0,1.03,1.46,3.15,36.0,1.01,1.46,3.15,1000.0,1.01,1.43,3.15,1000.0,1.01,1.42,3.15,1000.0,1.75,1.87,2.14,2.32,4.7,15.5,4.4,13.0,4.9,18.5,1.91,38.0,4.6,14.0,3.8,8.8,4.5,13.5,5.5,32.0,3.7,22.0,4.6,15.0,4.9,19.0,1.91,44.0,1.91,1000.0,1.91,36.0,4.0,50.0,2.96,1000.0,1.8,32.0,1.77,24.0,1.84,1000.0,33073662,230909.0,328952.0,58805.0,1.225592387,1.225592390,1.225592392,1.225592385,1.225592391,1.225592402,1.225592398,1.225592343,1.225592399,1.225592395,1.225592393,1.225592383,1.225592384,1.225592386,1.225592396
Mexican Ascenso MX,2024-03-07,00:05:00,Dorados,Club Atletico Morelia,3.7,4.9,1.92,2.2,3.4,3.8,2.58,3.7,1.37,1.63,1.34,1.53,2.7,1000.0,1.09,1.16,7.4,12.5,3.3,1000.0,1.04,1.43,3.3,4.6,1.33,1.43,1.79,2.06,1.95,2.26,1.32,1.42,3.15,4.7,1.09,1.21,5.7,12.5,1.03,1.21,5.7,55.0,1.01,1.08,5.7,990.0,1.01,1.08,13.5,1000.0,1.01,1.01,1.01,1000.0,1.78,2.08,1.94,2.28,2.94,980.0,3.45,980.0,2.9,980.0,3.2,980.0,3.0,980.0,3.3,980.0,3.6,980.0,3.15,980.0,2.46,980.0,3.05,980.0,3.1,980.0,2.52,980.0,2.0,1000.0,2.54,980.0,1.98,1000.0,2.0,1000.0,1.98,980.0,2.32,980.0,2.02,1000.0,33069272,6119455.0,35619598.0,58805.0,1.225535099,1.225535102,1.225535104,1.225535097,1.225535103,1.225535147,1.225535144,1.225535148,1.225535145,1.225535107,1.225535105,1.225535098,1.225535096,1.225535183,1.225535108
Indonesian Liga 1,2024-03-07,05:00:00,Dewa United FC,PS TIRA,1.35,1.98,3.25,990.0,2.78,950.0,1.01,1000.0,1.01,1000.0,1.01,2.2,1.01,3.4,1.01,1000.0,1.01,1000.0,19.5,1000.0,1.01,1.06,2.36,1000.0,1.01,1.74,2.36,3.6,1.39,1.74,1.48,2.06,1.94,3.05,1.1,1.85,2.18,26.0,1.03,1.85,2.18,110.0,1.01,1.85,2.18,1000.0,1.01,1.85,2.18,1000.0,1.01,1.85,2.18,1000.0,1.1,1000.0,1.1,1000.0,1.48,980.0,2.9,980.0,2.74,1000.0,3.8,1000.0,2.58,980.0,2.98,980.0,4.3,980.0,5.9,1000.0,3.45,1000.0,5.0,980.0,4.4,980.0,14.0,1000.0,4.8,1000.0,6.0,1000.0,5.7,1000.0,15.5,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,33079315,48145055.0,25066834.0,58805.0,1.225697866,1.225697869,1.225697871,1.225697864,1.225697870,1.225697914,1.225697911,1.225697915,1.225697912,1.225697874,1.225697872,1.225697865,1.225697863,1.225697950,1.225697875
Indonesian Liga 1,2024-03-07,09:00:00,Pusamania Borneo FC,Persebaya Surabaya,1.47,1000.0,4.4,870.0,3.05,950.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,15.0,110.0,1.01,1.08,1.28,110.0,1.01,4.6,1.28,1000.0,1.03,4.6,1.08,110.0,1.03,18.0,1.05,110.0,1.03,36.0,1.03,110.0,1.03,110.0,1.01,110.0,1.03,1000.0,1.01,110.0,1.03,1000.0,1.01,110.0,1.03,1000.0,1.1,1000.0,1.1,1000.0,1.49,980.0,1.1,980.0,1.1,1000.0,1.1,1000.0,1.1,980.0,1.1,980.0,1.1,980.0,1.1,1000.0,1.1,1000.0,1.1,980.0,1.1,980.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,33079305,9130100.0,10224413.0,58805.0,1.225698046,1.225698049,1.225698051,1.225698044,1.225698050,1.225698094,1.225698091,1.225698095,1.225698092,1.225698054,1.225698052,1.225698045,1.225698043,1.225698130,1.225698055
Serbian Super League,2024-03-07,10:00:00,FK IMT Novi Beograd,FK Javor Ivanjica,1.04,480.0,1.04,870.0,1.21,950.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,10.0,26.0,1.04,1.12,1.28,26.0,1.04,4.6,1.28,26.0,1.04,4.6,1.07,26.0,1.04,18.0,1.04,26.0,1.04,110.0,1.01,26.0,1.04,1000.0,1.01,26.0,1.04,1000.0,1.01,26.0,1.04,1000.0,1.01,26.0,1.04,1000.0,1.1,1000.0,1.1,1000.0,1.49,1000.0,2.78,1000.0,2.36,1000.0,4.1,1000.0,2.44,1000.0,3.8,1000.0,3.85,1000.0,5.1,1000.0,3.75,1000.0,4.4,1000.0,6.4,1000.0,11.5,1000.0,4.1,1000.0,4.0,1000.0,14.0,1000.0,8.6,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,33082534,17203916.0,13504616.0,58805.0,1.225751503,1.225751506,1.225751508,1.225751501,1.225751507,1.225751551,1.225751548,1.225751552,1.225751549,1.225751511,1.225751509,1.225751502,1.225751500,1.225751587,1.225751512
Serbian First League,2024-03-07,10:00:00,FK Jedinstvo Ub,FK Mladost Novi Sad,1.01,480.0,1.01,870.0,1.21,950.0,2.8,3.25,1.45,1.56,1.01,1000.0,1.01,1000.0,1.07,1.12,9.8,15.5,1.27,21.0,1.05,4.6,1.27,110.0,1.05,4.6,1.27,1.67,2.48,4.6,1.07,1.67,2.48,21.0,1.04,1.67,2.48,110.0,1.02,1.67,2.48,110.0,1.01,1.67,2.48,1000.0,1.01,1.67,2.48,1000.0,1.01,1.67,2.48,1000.0,1.1,1000.0,1.1,1000.0,1.45,980.0,1.1,980.0,1.1,1000.0,1.1,1000.0,1.1,980.0,1.1,980.0,1.1,980.0,1.1,1000.0,1.1,1000.0,1.1,980.0,1.1,980.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,33081190,25136298.0,40492492.0,58805.0,1.225733894,1.225733897,1.225733899,1.225733892,1.225733898,1.225733942,1.225733939,1.225733943,1.225733940,1.225733902,1.225733900,1.225733893,1.225733891,1.225733978,1.225733903
Ukrainian Premier League,2024-03-07,10:30:00,Zorya,FC Minaj,1.48,1.6,7.2,9.8,4.0,5.3,2.46,3.5,1.18,1.55,1.18,1000.0,2.5,1000.0,1.1,1.14,8.2,11.0,10.0,26.0,1.06,1.12,3.15,10.5,1.33,1.46,1.83,2.06,1.94,2.9,1.27,1.39,3.55,6.0,1.08,1.15,8.0,13.5,1.02,1.15,3.6,55.0,1.01,1.15,3.6,1000.0,1.01,1.14,8.0,1000.0,1.01,1.14,8.0,1000.0,2.2,3.25,1.72,1.84,2.0,980.0,1.83,980.0,1.47,1000.0,1.43,1000.0,1.94,980.0,1.93,980.0,1.47,980.0,1.43,1000.0,1.84,980.0,1.9,980.0,1.43,980.0,1.43,1000.0,2.28,980.0,2.06,980.0,1.43,1000.0,1.43,1000.0,2.28,980.0,1.43,1000.0,1.43,1000.0,33077006,2017903.0,20830749.0,58805.0,1.225737520,1.225737530,1.225737531,1.225737532,1.225737521,1.225737522,1.225737523,1.225737524,1.225737525,1.225737526,1.225737527,1.225737528,1.225737529,1.225737567,1.225737568
Saudi Professional League,2024-03-07,11:00:00,Dhamk,Al-Wahda (KSA),2.14,2.48,3.05,3.75,3.35,4.8,2.58,4.1,1.39,1.57,1.39,1000.0,2.48,1000.0,1.1,1.19,6.4,10.5,11.0,21.0,1.05,1.1,3.45,5.3,1.23,1.41,1.98,2.24,1.8,2.02,1.39,1.49,3.0,4.0,1.12,1.24,5.1,9.4,1.03,1.24,5.1,36.0,1.01,1.24,5.1,1000.0,1.01,1.04,5.1,1000.0,1.01,1.04,5.8,1000.0,1.71,1.82,1.85,2.4,1.92,980.0,2.22,980.0,8.2,30.0,8.0,70.0,2.12,980.0,3.15,980.0,2.22,980.0,11.0,46.0,2.24,18.5,2.54,980.0,3.8,980.0,5.4,55.0,9.8,36.0,1.98,28.0,2.02,44.0,7.0,1000.0,1.92,19.5,2.02,40.0,1.91,1000.0,33073907,16398677.0,6617059.0,58805.0,1.225597723,1.225597726,1.225597728,1.225597721,1.225597727,1.225597737,1.225597733,1.225597679,1.225597734,1.225597731,1.225597729,1.225597719,1.225597720,1.225597722,1.225597732
Indian Super League,2024-03-07,11:00:00,Northeast United,Punjab FC,2.32,2.58,2.92,3.4,3.35,4.4,3.25,3.75,1.37,1.45,1.5,1.6,2.68,3.0,1.13,1.15,7.2,8.8,3.9,1000.0,1.02,1.1,3.9,5.2,1.24,1.32,1.77,2.4,1.71,2.3,1.4,1.55,2.8,3.5,1.15,1.51,2.8,7.8,1.05,1.51,2.98,26.0,1.01,1.51,2.98,110.0,1.01,1.25,2.82,1000.0,1.01,1.25,2.98,1000.0,1.66,1.77,2.3,2.5,2.18,18.5,2.44,15.5,2.08,24.0,3.7,1000.0,2.92,13.5,4.0,9.6,2.12,15.0,4.5,1000.0,2.18,18.5,2.94,13.0,6.2,18.5,1.39,1000.0,4.2,1000.0,2.08,27.0,1.39,1000.0,1.26,1000.0,1.31,18.5,1.32,27.0,6.8,1000.0,33075289,16081872.0,27301411.0,58805.0,1.225642812,1.225642815,1.225642817,1.225642810,1.225642816,1.225642860,1.225642857,1.225642861,1.225642858,1.225642820,1.225642818,1.225642811,1.225642809,1.225642896,1.225642821
Saudi Professional League,2024-03-07,11:00:00,Al-Shabab (KSA),Al-Feiha,1.75,1.94,4.2,5.5,3.85,4.6,2.54,3.8,1.35,1.49,1.48,1000.0,2.3,1000.0,1.12,1.17,7.0,9.4,11.0,21.0,1.05,1.1,3.7,4.9,1.28,1.34,2.02,2.3,1.76,1.97,1.36,1.46,3.15,3.75,1.12,1.23,5.3,10.5,1.04,1.23,5.3,26.0,1.01,1.23,5.3,1000.0,1.01,1.23,5.3,1000.0,1.01,1.23,5.3,1000.0,1.81,1.95,2.06,2.22,2.2,980.0,2.34,980.0,2.0,38.0,1.76,1000.0,2.74,980.0,2.56,980.0,5.2,980.0,3.95,1000.0,2.74,13.0,3.45,980.0,2.36,980.0,6.6,1000.0,2.36,21.0,2.36,21.0,6.6,38.0,7.2,1000.0,2.18,12.5,1.74,1000.0,7.0,1000.0,33073904,5344868.0,13886091.0,58805.0,1.225597615,1.225597618,1.225597620,1.225597613,1.225597619,1.225597629,1.225597625,1.225597571,1.225597626,1.225597623,1.225597621,1.225597611,1.225597612,1.225597614,1.225597624
