League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under05_HT_Back,Odd_Under05_HT_Lay,Odd_Over05_HT_Back,Odd_Over05_HT_Lay,Odd_Under15_HT_Back,Odd_Under15_HT_Lay,Odd_Over15_HT_Back,Odd_Over15_HT_Lay,Odd_Under25_HT_Back,Odd_Under25_HT_Lay,Odd_Over25_HT_Back,Odd_Over25_HT_Lay,Odd_Under05_FT_Back,Odd_Under05_FT_Lay,Odd_Over05_FT_Back,Odd_Over05_FT_Lay,Odd_Under15_FT_Back,Odd_Under15_FT_Lay,Odd_Over15_FT_Back,Odd_Over15_FT_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_Under35_FT_Back,Odd_Under35_FT_Lay,Odd_Over35_FT_Back,Odd_Over35_FT_Lay,Odd_Under45_FT_Back,Odd_Under45_FT_Lay,Odd_Over45_FT_Back,Odd_Over45_FT_Lay,Odd_Under55_FT_Back,Odd_Under55_FT_Lay,Odd_Over55_FT_Back,Odd_Over55_FT_Lay,Odd_Under65_FT_Back,Odd_Under65_FT_Lay,Odd_Over65_FT_Back,Odd_Over65_FT_Lay,Odd_Under75_FT_Back,Odd_Under75_FT_Lay,Odd_Over75_FT_Back,Odd_Over75_FT_Lay,Odd_Under85_FT_Back,Odd_Under85_FT_Lay,Odd_Over85_FT_Back,Odd_Over85_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_First_Half_Goals_05,IDMercado_First_Half_Goals_15,IDMercado_First_Half_Goals_25,IDMercado_Over/Under_05_Goals,IDMercado_Over/Under_15_Goals,IDMercado_Over/Under_25_Goals,IDMercado_Over/Under_35_Goals,IDMercado_Over/Under_45_Goals,IDMercado_Over/Under_55_Goals,IDMercado_Over/Under_65_Goals,IDMercado_Over/Under_75_Goals,IDMercado_Over/Under_85_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score
Indian Super Cup,2024-01-16,05:30:00,Chennaiyin FC,Gokulam FC,1.05,1000.0,1.05,1000.0,1.01,950.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.27,110.0,1.01,1.07,1.27,110.0,1.01,5.4,1.27,1000.0,1.01,4.6,1.08,1000.0,1.01,18.0,1.05,1000.0,1.01,36.0,1.02,1000.0,1.01,110.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.49,1000.0,2.6,1000.0,2.3,1000.0,4.3,1000.0,2.5,1000.0,3.5,1000.0,4.7,1000.0,7.0,1000.0,3.2,1000.0,2.88,1000.0,5.7,1000.0,11.5,1000.0,3.65,1000.0,5.9,1000.0,6.0,1000.0,12.5,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,32934760,16092263.0,16193894.0,58805.0,1.223483775,1.223483778,1.223483780,1.223483773,1.223483779,1.223483823,1.223483820,1.223483824,1.223483821,1.223483783,1.223483781,1.223483774,1.223483772,1.223483859,1.223483784
Turkish Cup,2024-01-16,07:00:00,Fatih Karagumruk Istanbul,Kirklarelispor,1.21,1.33,11.0,36.0,5.6,12.5,3.75,5.2,1.25,1.36,1.61,1000.0,1.01,1000.0,1.18,1.28,1.01,6.6,2.44,1000.0,1.01,1.06,2.44,1000.0,1.01,1.69,2.44,3.3,1.44,1.69,1.56,1.88,2.14,2.8,1.24,1.38,3.6,6.0,1.08,1.38,3.6,15.5,1.02,1.38,3.6,110.0,1.01,1.38,3.6,1000.0,1.01,1.38,3.6,1000.0,1.95,1000.0,1.68,2.06,4.7,1000.0,2.8,1000.0,1.37,1000.0,1.37,1000.0,1.43,12.0,2.4,19.5,5.2,1000.0,1.58,1000.0,2.02,10.0,1.41,13.0,1.58,1000.0,1.37,1000.0,1.63,11.0,2.38,17.0,15.5,1000.0,1.37,1000.0,1.64,4.6,1.37,1000.0,5.3,1000.0,32927543,10472882.0,5340310.0,58805.0,1.223388984,1.223388987,1.223388989,1.223388982,1.223388988,1.223389032,1.223389029,1.223389033,1.223389030,1.223388992,1.223388990,1.223388983,1.223388981,1.223389068,1.223388993
Portuguese U23,2024-01-16,08:00:00,Gil Vicente U23,Benfica U23,2.9,5.4,1.51,11.5,2.1,950.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.15,110.0,1.01,1.12,1.15,110.0,1.01,7.8,1.15,110.0,1.01,7.8,1.15,1000.0,1.01,7.8,1.05,1000.0,1.01,26.0,1.03,1000.0,1.01,110.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.48,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,32940411,55782889.0,20833619.0,58805.0,1.223583863,1.223583866,1.223583868,1.223583861,1.223583867,1.223583911,1.223583908,1.223583912,1.223583909,1.223583871,1.223583869,1.223583862,1.223583860,1.223583947,1.223583872
Portuguese U23,2024-01-16,08:00:00,Portimonense SC U23,Santa Clara U23,1.63,13.5,2.46,1000.0,2.06,950.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.08,110.0,1.01,1.12,1.08,110.0,1.01,21.0,1.08,110.0,1.01,21.0,1.08,110.0,1.01,26.0,1.05,110.0,1.01,55.0,1.03,110.0,1.01,110.0,1.01,110.0,1.01,1000.0,1.01,110.0,1.01,1000.0,1.01,110.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.49,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,32940592,20182453.0,59915959.0,58805.0,1.223583773,1.223583776,1.223583778,1.223583771,1.223583777,1.223583821,1.223583818,1.223583822,1.223583819,1.223583781,1.223583779,1.223583772,1.223583770,1.223583857,1.223583782
Turkish Cup,2024-01-16,09:00:00,Kasimpasa,Bandirmaspor,1.51,1.79,4.7,6.8,4.0,5.8,3.7,4.9,1.26,1.38,1.54,1.84,2.2,2.84,1.15,1.24,1.01,7.4,2.24,1000.0,1.01,1.06,2.24,1000.0,1.01,1.8,2.24,2.92,1.52,1.8,1.49,1.77,2.3,3.05,1.2,1.32,4.1,6.0,1.07,1.32,4.1,18.0,1.01,1.32,4.1,110.0,1.01,1.32,4.1,1000.0,1.01,1.32,4.1,1000.0,1.63,1.97,2.02,2.58,4.7,26.0,2.56,29.0,2.28,1000.0,2.56,1000.0,3.7,13.5,3.7,13.5,2.62,26.0,2.38,1000.0,3.7,13.5,3.6,12.0,4.1,24.0,2.38,1000.0,4.0,18.0,4.0,18.5,2.38,32.0,3.25,1000.0,2.82,8.0,2.28,1000.0,2.28,1000.0,32925384,2080735.0,4985299.0,58805.0,1.223357672,1.223357675,1.223357677,1.223357670,1.223357676,1.223357686,1.223357682,1.223357628,1.223357683,1.223357680,1.223357678,1.223357668,1.223357669,1.223357671,1.223357681
Turkish Cup,2024-01-16,11:00:00,Hatayspor,Sakaryaspor,1.56,1.7,5.7,7.4,3.7,5.3,2.54,3.5,1.17,1.49,1.45,1.55,2.36,5.8,1.12,1.15,1.01,9.4,1.96,110.0,1.02,1.36,1.96,55.0,1.28,1.36,1.96,2.2,1.83,2.06,1.37,1.47,2.62,5.6,1.12,1.25,5.0,10.5,1.04,1.25,5.0,36.0,1.01,1.25,5.0,1000.0,1.01,1.25,5.0,1000.0,1.01,1.25,5.0,1000.0,1.9,2.12,1.89,2.1,2.58,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.24,8.8,1.11,10.5,1.1,1000.0,1.1,1000.0,1.24,9.8,1.11,10.5,1.1,1000.0,9.0,1000.0,1.23,1000.0,1.1,1000.0,1.1,1000.0,1.1,1000.0,1.1,9.6,1.1,1000.0,1.83,1000.0,32925383,965417.0,508781.0,58805.0,1.223357781,1.223357784,1.223357786,1.223357779,1.223357785,1.223357795,1.223357791,1.223357737,1.223357792,1.223357789,1.223357787,1.223357777,1.223357778,1.223357780,1.223357790
Africa Cup of Nations,2024-01-16,11:00:00,Burkina Faso,Mauritania,1.8,1.87,6.0,7.2,3.2,3.5,2.24,2.54,1.65,1.8,1.25,1.32,4.1,5.0,1.05,1.08,1.01,980.0,2.34,980.0,1.01,1.74,2.34,2.68,1.6,1.74,1.44,1.52,2.92,3.25,1.13,1.22,2.92,9.4,1.04,1.22,2.92,36.0,1.01,1.22,2.92,980.0,1.01,1.22,1.01,1000.0,1.01,1.21,2.94,1000.0,1.01,1.21,2.96,1000.0,2.48,2.8,1.55,1.68,6.8,8.2,12.0,15.0,8.4,980.0,9.6,980.0,4.8,5.7,7.0,8.6,7.6,980.0,9.4,980.0,7.8,9.4,10.0,12.0,7.8,980.0,9.4,980.0,17.5,22.0,7.4,980.0,8.8,980.0,9.6,1000.0,7.0,980.0,9.6,1000.0,10.0,1000.0,32876735,75111.0,3388438.0,58805.0,1.222548979,1.222548982,1.222548984,1.222548977,1.222548983,1.222549027,1.222549024,1.222549028,1.222549025,1.222548987,1.222548985,1.222548978,1.222548976,1.222549063,1.222548988
AFC Asian Cup,2024-01-16,11:30:00,Thailand,Kyrgyzstan,2.5,2.72,3.25,3.4,3.1,3.4,2.62,2.94,1.51,1.62,1.34,1.42,3.4,3.95,1.08,1.11,1.01,13.0,2.92,21.0,1.07,1.52,2.92,3.4,1.41,1.52,1.65,1.81,2.24,2.54,1.24,1.31,4.2,5.1,1.07,1.25,5.0,18.0,1.02,1.25,5.0,110.0,1.01,1.25,5.0,1000.0,1.01,1.25,5.0,1000.0,1.01,1.25,5.0,1000.0,1.94,2.12,1.89,2.08,9.0,10.5,9.4,11.0,18.0,21.0,10.5,980.0,8.2,9.4,6.6,7.6,12.5,14.5,36.0,46.0,13.5,15.5,11.0,12.5,18.0,21.0,10.5,70.0,32.0,38.0,27.0,34.0,10.0,60.0,11.5,150.0,23.0,32.0,10.0,60.0,12.5,1000.0,32871957,51091.0,920031.0,58805.0,1.223238899,1.223238909,1.223238910,1.223238911,1.223238900,1.223238901,1.223238902,1.223238903,1.223238904,1.223238905,1.223238906,1.223238907,1.223238908,1.223238946,1.223238947
Portuguese U23,2024-01-16,12:00:00,Leixoes U23,Rio Ave FC U23,2.1,2.54,3.0,3.8,1.03,950.0,1.01,3.6,1.01,1.53,1.01,1000.0,1.01,1000.0,1.01,1.16,1.01,1000.0,1.01,1000.0,1.02,1.12,1.92,110.0,1.26,1.38,1.36,110.0,1.27,3.8,1.36,2.28,1.78,6.4,1.1,2.28,1.01,12.5,1.03,2.28,1.01,110.0,1.01,1.5,1.78,1000.0,1.01,1.49,3.0,1000.0,1.01,1.49,3.0,1000.0,1.01,1000.0,1.01,1000.0,1.49,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,3.9,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,32940045,25465322.0,20182438.0,58805.0,1.223570814,1.223570817,1.223570819,1.223570812,1.223570818,1.223570862,1.223570859,1.223570863,1.223570860,1.223570822,1.223570820,1.223570813,1.223570811,1.223570898,1.223570823
Portuguese U23,2024-01-16,12:00:00,GD Estoril Praia U23,Estrela U23,1.53,11.5,2.76,1000.0,2.06,950.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.08,110.0,1.01,1.12,1.08,110.0,1.01,21.0,1.08,110.0,1.01,21.0,1.08,110.0,1.01,26.0,1.05,110.0,1.01,55.0,1.03,110.0,1.01,110.0,1.01,110.0,1.01,1000.0,1.01,110.0,1.01,1000.0,1.01,110.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.33,1000.0,2.62,1000.0,2.88,1000.0,3.45,1000.0,2.6,1000.0,3.45,1000.0,3.35,1000.0,4.9,1000.0,2.92,1000.0,4.8,1000.0,6.4,1000.0,16.0,1000.0,3.15,1000.0,4.4,1000.0,15.0,1000.0,11.5,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,32940609,20182451.0,59083052.0,58805.0,1.223583953,1.223583956,1.223583958,1.223583951,1.223583957,1.223584001,1.223583998,1.223584002,1.223583999,1.223583961,1.223583959,1.223583952,1.223583950,1.223584037,1.223583962
