League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under05_HT_Back,Odd_Under05_HT_Lay,Odd_Over05_HT_Back,Odd_Over05_HT_Lay,Odd_Under15_HT_Back,Odd_Under15_HT_Lay,Odd_Over15_HT_Back,Odd_Over15_HT_Lay,Odd_Under25_HT_Back,Odd_Under25_HT_Lay,Odd_Over25_HT_Back,Odd_Over25_HT_Lay,Odd_Under05_FT_Back,Odd_Under05_FT_Lay,Odd_Over05_FT_Back,Odd_Over05_FT_Lay,Odd_Under15_FT_Back,Odd_Under15_FT_Lay,Odd_Over15_FT_Back,Odd_Over15_FT_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_Under35_FT_Back,Odd_Under35_FT_Lay,Odd_Over35_FT_Back,Odd_Over35_FT_Lay,Odd_Under45_FT_Back,Odd_Under45_FT_Lay,Odd_Over45_FT_Back,Odd_Over45_FT_Lay,Odd_Under55_FT_Back,Odd_Under55_FT_Lay,Odd_Over55_FT_Back,Odd_Over55_FT_Lay,Odd_Under65_FT_Back,Odd_Under65_FT_Lay,Odd_Over65_FT_Back,Odd_Over65_FT_Lay,Odd_Under75_FT_Back,Odd_Under75_FT_Lay,Odd_Over75_FT_Back,Odd_Over75_FT_Lay,Odd_Under85_FT_Back,Odd_Under85_FT_Lay,Odd_Over85_FT_Back,Odd_Over85_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_First_Half_Goals_05,IDMercado_First_Half_Goals_15,IDMercado_First_Half_Goals_25,IDMercado_Over/Under_05_Goals,IDMercado_Over/Under_15_Goals,IDMercado_Over/Under_25_Goals,IDMercado_Over/Under_35_Goals,IDMercado_Over/Under_45_Goals,IDMercado_Over/Under_55_Goals,IDMercado_Over/Under_65_Goals,IDMercado_Over/Under_75_Goals,IDMercado_Over/Under_85_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score
Mexican Women's Matches,2024-01-18,00:00:00,FC Atlas (W),Club Leon FC (W),1.98,2.18,3.35,4.3,3.5,4.2,3.1,3.9,1.35,1.48,1.01,1000.0,1.01,1000.0,1.12,1.18,6.6,8.8,4.0,1000.0,1.01,1.12,4.0,5.2,1.24,1.33,2.02,2.42,1.71,1.97,1.41,1.56,2.8,3.45,1.05,1.56,2.8,110.0,1.03,1.56,2.8,990.0,1.01,1.56,2.8,990.0,1.01,1.55,2.8,990.0,1.01,1.55,2.8,1000.0,1.63,1.87,2.14,2.58,5.2,19.0,4.8,18.0,5.4,32.0,3.5,80.0,4.3,12.5,3.95,9.8,4.7,17.5,5.7,46.0,4.6,15.5,4.2,12.0,4.9,19.0,5.8,55.0,5.3,28.0,5.1,23.0,5.5,36.0,6.0,1000.0,4.4,14.0,3.35,40.0,3.3,1000.0,32945187,17548581.0,16729905.0,58805.0,1.223661472,1.223661475,1.223661477,1.223661470,1.223661476,1.223661520,1.223661517,1.223661521,1.223661518,1.223661480,1.223661478,1.223661471,1.223661469,1.223661556,1.223661481
Mexican Ascenso MX,2024-01-18,00:05:00,Dorados,Cimarrones de Sonora,3.75,4.4,1.92,2.12,3.6,4.1,3.15,3.65,1.38,1.47,1.47,1.61,2.64,3.15,1.11,1.18,6.8,10.0,3.6,1000.0,1.02,1.09,3.6,5.1,1.24,1.39,2.0,2.36,1.74,2.0,1.39,1.54,2.86,3.6,1.11,1.54,2.86,11.0,1.04,1.54,2.86,36.0,1.01,1.54,2.86,1000.0,1.01,1.54,2.86,1000.0,1.01,1.54,2.86,1000.0,1.65,1.87,2.14,2.54,12.0,18.5,8.0,12.0,9.8,15.0,17.5,27.0,12.5,19.0,6.8,10.5,8.2,12.5,15.5,24.0,4.8,36.0,12.5,19.5,14.0,22.0,4.5,40.0,4.7,95.0,4.6,55.0,4.7,65.0,4.8,110.0,4.5,55.0,3.75,15.0,4.9,1000.0,32933001,6119455.0,13625724.0,58805.0,1.223454244,1.223454247,1.223454249,1.223454242,1.223454248,1.223454292,1.223454289,1.223454293,1.223454290,1.223454252,1.223454250,1.223454243,1.223454241,1.223454328,1.223454253
Australian A-League Men,2024-01-18,05:45:00,Brisbane Roar,Macarthur FC,2.02,2.06,3.4,3.55,4.5,4.6,4.1,5.3,1.23,1.33,1.71,1.9,2.12,2.4,1.21,1.29,4.4,5.7,22.0,36.0,1.03,1.04,3.05,11.0,1.11,1.48,3.05,3.25,1.44,1.48,1.77,2.02,1.99,2.3,1.32,1.45,3.25,4.1,1.12,1.45,3.25,10.5,1.03,1.08,13.5,36.0,1.01,1.04,13.5,1000.0,1.01,1.03,13.5,1000.0,1.48,1.51,2.96,3.05,27.0,30.0,22.0,25.0,29.0,32.0,50.0,65.0,16.5,17.5,10.5,11.5,14.5,15.5,29.0,32.0,16.5,17.5,10.5,11.5,13.5,14.5,29.0,32.0,24.0,27.0,16.5,17.5,21.0,23.0,44.0,48.0,7.2,7.8,14.0,17.5,19.0,980.0,32923284,3862627.0,36700739.0,58805.0,1.223330072,1.223330158,1.223330159,1.223330160,1.223330074,1.223330075,1.223330076,1.223330077,1.223330078,1.223330079,1.223330080,1.223330081,1.223330082,1.223330151,1.223330073
Turkish Cup,2024-01-18,07:00:00,Sivasspor,Keciorengucu,1.39,1.54,7.4,9.8,4.5,5.8,1.01,3.95,1.34,1.47,1.48,1.66,1.01,1000.0,1.13,1.19,6.4,8.6,4.1,1000.0,1.01,1.07,4.1,5.3,1.23,1.32,2.08,2.42,1.71,1.93,1.44,1.58,2.72,3.3,1.15,1.25,5.0,8.2,1.05,1.25,5.0,26.0,1.01,1.25,5.0,110.0,1.01,1.25,5.0,1000.0,1.01,1.25,5.0,1000.0,1.92,2.24,1.81,2.08,10.0,21.0,5.6,32.0,6.2,80.0,6.6,1000.0,7.2,9.8,9.4,12.5,5.6,34.0,6.4,140.0,7.2,9.6,8.4,11.5,5.5,29.0,6.4,130.0,10.0,14.0,5.1,17.0,5.8,40.0,6.4,1000.0,3.45,7.2,6.4,1000.0,6.8,1000.0,32925404,508773.0,2080693.0,58805.0,1.223356951,1.223356954,1.223356956,1.223356949,1.223356955,1.223356965,1.223356961,1.223356907,1.223356962,1.223356959,1.223356957,1.223356947,1.223356948,1.223356950,1.223356960
AFC Asian Cup,2024-01-18,08:30:00,Syria,Australia,14.0,17.5,1.31,1.4,4.5,5.7,2.72,3.15,1.47,1.59,1.34,1.47,3.15,3.95,1.08,1.12,9.4,13.0,2.8,26.0,1.08,1.56,2.8,3.35,1.43,1.56,1.6,1.72,2.36,2.66,1.22,1.27,4.7,5.4,1.06,1.25,5.0,21.0,1.02,1.25,5.0,110.0,1.01,1.25,5.0,1000.0,1.01,1.25,5.0,1000.0,1.01,1.25,5.0,1000.0,3.0,3.45,1.41,1.5,9.4,12.5,4.5,5.9,5.2,6.8,8.4,11.5,5.9,980.0,9.8,13.0,9.8,13.5,17.5,980.0,7.0,980.0,6.6,980.0,6.6,980.0,6.8,980.0,7.2,1000.0,7.0,1000.0,13.0,1000.0,15.5,1000.0,7.2,1000.0,4.1,9.6,7.2,1000.0,32915590,920033.0,15296.0,58805.0,1.223239259,1.223239269,1.223239270,1.223239271,1.223239260,1.223239261,1.223239262,1.223239263,1.223239264,1.223239265,1.223239266,1.223239267,1.223239268,1.223239306,1.223239307
Turkish Cup,2024-01-18,09:00:00,Kayserispor,Genclerbirligi,1.48,1.67,5.6,7.4,4.2,5.5,1.01,4.4,1.3,1.41,1.53,1.73,1.01,1000.0,1.15,1.21,5.8,7.6,2.2,1000.0,1.01,1.06,2.2,1000.0,1.01,1.84,2.18,2.58,1.64,1.84,1.49,1.64,2.56,3.05,1.17,1.25,5.0,7.4,1.06,1.25,5.0,21.0,1.01,1.25,5.0,1000.0,1.01,1.25,5.0,1000.0,1.01,1.25,5.0,1000.0,1.75,2.04,1.97,2.34,10.0,23.0,5.5,28.0,6.0,60.0,6.4,170.0,8.2,11.0,9.0,12.5,5.4,27.0,6.2,90.0,8.4,11.5,8.2,11.0,5.3,24.0,6.2,80.0,11.5,16.0,5.3,17.5,5.7,34.0,6.4,120.0,3.6,7.6,6.2,90.0,6.6,1000.0,32925408,508789.0,50350.0,58805.0,1.223356735,1.223356738,1.223356740,1.223356733,1.223356739,1.223356749,1.223356745,1.223356691,1.223356746,1.223356743,1.223356741,1.223356731,1.223356732,1.223356734,1.223356744
Africa Cup of Nations,2024-01-18,11:00:00,Equatorial Guinea,Guinea-Bissau,2.56,2.72,3.35,3.6,2.96,3.1,2.28,2.58,1.63,1.78,1.26,1.33,1.01,1000.0,1.05,1.07,1.01,980.0,2.4,980.0,1.01,1.72,2.4,2.7,1.58,1.72,1.48,1.56,2.8,3.05,1.14,1.24,5.1,8.8,1.04,1.09,12.0,36.0,1.01,1.03,34.0,970.0,1.01,1.01,100.0,980.0,1.01,1.01,100.0,1000.0,1.01,1.01,100.0,1000.0,2.18,2.38,1.73,1.85,7.0,7.6,8.4,9.2,18.5,21.0,14.0,70.0,6.8,7.6,6.6,7.0,9.0,16.0,13.5,60.0,13.0,15.0,12.0,980.0,23.0,980.0,15.0,95.0,15.0,42.0,13.5,40.0,14.5,80.0,3.95,240.0,14.5,48.0,14.0,90.0,4.0,1000.0,32918197,2110436.0,5593229.0,58805.0,1.223235753,1.223235756,1.223235758,1.223235751,1.223235757,1.223235767,1.223235763,1.223235709,1.223235764,1.223235761,1.223235759,1.223235749,1.223235750,1.223235752,1.223235762
Turkish Cup,2024-01-18,11:00:00,Konyaspor,Goztepe,1.55,1.65,6.0,7.2,4.2,4.8,2.54,3.6,1.17,1.48,1.45,1000.0,2.38,1000.0,1.12,1.15,7.6,9.2,3.65,110.0,1.02,1.38,3.65,4.4,1.3,1.38,1.93,2.16,1.87,2.08,1.35,1.44,3.25,3.85,1.12,1.25,5.0,10.5,1.04,1.25,5.0,36.0,1.01,1.25,5.0,1000.0,1.01,1.25,5.0,1000.0,1.01,1.25,5.0,1000.0,1.97,2.16,1.86,2.04,10.0,16.5,7.2,22.0,8.4,55.0,1.62,1000.0,6.8,8.2,7.8,10.5,7.6,26.0,2.62,1000.0,5.5,9.8,5.3,10.5,7.6,26.0,1.98,1000.0,6.4,15.5,6.6,18.0,4.3,40.0,2.58,1000.0,5.0,9.4,1.98,1000.0,1.64,1000.0,32925405,482032.0,113239.0,58805.0,1.223356843,1.223356846,1.223356848,1.223356841,1.223356847,1.223356857,1.223356853,1.223356799,1.223356854,1.223356851,1.223356849,1.223356839,1.223356840,1.223356842,1.223356852
AFC Asian Cup,2024-01-18,11:30:00,India,Uzbekistan,24.0,32.0,1.19,1.2,7.4,8.6,2.86,3.9,1.36,1.54,1.41,1.64,2.58,3.45,1.11,1.17,6.8,10.0,3.65,1000.0,1.01,1.08,3.65,4.9,1.25,1.38,2.08,2.14,1.89,1.92,1.4,1.52,2.92,3.5,1.14,1.2,6.0,8.8,1.05,1.08,13.5,26.0,1.01,1.03,38.0,1000.0,1.01,1.01,50.0,1000.0,1.01,1.01,100.0,1000.0,3.15,4.4,1.3,1.46,14.0,22.0,5.3,6.8,4.4,6.4,5.5,8.0,5.7,980.0,17.0,26.0,12.0,18.0,14.5,23.0,6.0,980.0,6.0,980.0,5.9,980.0,5.9,980.0,6.0,1000.0,6.0,1000.0,6.0,1000.0,6.0,1000.0,6.0,1000.0,2.92,5.5,6.0,1000.0,32915926,833287.0,51090.0,58805.0,1.223204075,1.223204078,1.223204080,1.223204073,1.223204079,1.223204123,1.223204120,1.223204124,1.223204121,1.223204083,1.223204081,1.223204074,1.223204072,1.223204159,1.223204084
Turkish Cup,2024-01-18,13:00:00,Trabzonspor,Manisa FK,1.25,1.3,13.5,17.0,6.2,7.6,3.6,4.2,1.31,1.38,1.33,1000.0,1.97,1000.0,1.17,1.21,1.01,7.0,2.4,1000.0,1.01,1.06,2.4,990.0,1.01,1.71,2.4,2.72,1.58,1.71,1.56,1.69,2.46,2.78,1.24,1.29,4.5,5.3,1.08,1.29,4.5,15.5,1.02,1.29,4.5,110.0,1.01,1.28,4.5,1000.0,1.01,1.28,4.5,1000.0,2.16,2.42,1.7,1.86,8.0,26.0,3.8,46.0,3.65,1000.0,2.06,1000.0,5.2,9.8,6.4,16.5,3.8,55.0,3.7,1000.0,6.6,8.0,5.6,12.0,3.7,40.0,3.7,1000.0,5.3,10.0,6.2,15.0,3.5,44.0,3.7,1000.0,3.2,4.6,2.06,1000.0,2.06,1000.0,32925420,113125.0,27282595.0,58805.0,1.223356627,1.223356630,1.223356632,1.223356625,1.223356631,1.223356641,1.223356637,1.223356583,1.223356638,1.223356635,1.223356633,1.223356623,1.223356624,1.223356626,1.223356636
