League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under05_HT_Back,Odd_Under05_HT_Lay,Odd_Over05_HT_Back,Odd_Over05_HT_Lay,Odd_Under15_HT_Back,Odd_Under15_HT_Lay,Odd_Over15_HT_Back,Odd_Over15_HT_Lay,Odd_Under25_HT_Back,Odd_Under25_HT_Lay,Odd_Over25_HT_Back,Odd_Over25_HT_Lay,Odd_Under05_FT_Back,Odd_Under05_FT_Lay,Odd_Over05_FT_Back,Odd_Over05_FT_Lay,Odd_Under15_FT_Back,Odd_Under15_FT_Lay,Odd_Over15_FT_Back,Odd_Over15_FT_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_Under35_FT_Back,Odd_Under35_FT_Lay,Odd_Over35_FT_Back,Odd_Over35_FT_Lay,Odd_Under45_FT_Back,Odd_Under45_FT_Lay,Odd_Over45_FT_Back,Odd_Over45_FT_Lay,Odd_Under55_FT_Back,Odd_Under55_FT_Lay,Odd_Over55_FT_Back,Odd_Over55_FT_Lay,Odd_Under65_FT_Back,Odd_Under65_FT_Lay,Odd_Over65_FT_Back,Odd_Over65_FT_Lay,Odd_Under75_FT_Back,Odd_Under75_FT_Lay,Odd_Over75_FT_Back,Odd_Over75_FT_Lay,Odd_Under85_FT_Back,Odd_Under85_FT_Lay,Odd_Over85_FT_Back,Odd_Over85_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_First_Half_Goals_05,IDMercado_First_Half_Goals_15,IDMercado_First_Half_Goals_25,IDMercado_Over/Under_05_Goals,IDMercado_Over/Under_15_Goals,IDMercado_Over/Under_25_Goals,IDMercado_Over/Under_35_Goals,IDMercado_Over/Under_45_Goals,IDMercado_Over/Under_55_Goals,IDMercado_Over/Under_65_Goals,IDMercado_Over/Under_75_Goals,IDMercado_Over/Under_85_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score
Mexican Liga MX,2024-01-31,00:00:00,Santos Laguna,Puebla,1.73,1.87,4.0,4.5,4.1,5.0,3.3,4.6,1.28,1.43,1.53,1.81,2.26,2.9,1.15,1.24,5.3,7.8,2.26,110.0,1.01,1.8,2.26,110.0,1.01,1.8,2.26,2.62,1.62,1.8,1.59,1.76,2.32,2.7,1.21,1.32,4.2,5.8,1.07,1.32,4.2,18.0,1.01,1.32,4.2,110.0,1.01,1.32,4.2,1000.0,1.01,1.31,4.2,1000.0,1.62,1.77,2.3,2.62,17.0,26.0,16.0,25.0,5.4,42.0,5.2,100.0,9.6,14.5,8.4,11.0,13.5,21.0,5.1,55.0,10.0,15.0,8.6,12.0,13.5,21.0,5.1,55.0,16.0,23.0,13.0,19.5,21.0,32.0,5.2,85.0,3.55,9.6,4.9,42.0,5.5,550.0,32966959,328957.0,328956.0,58805.0,1.223985185,1.223985188,1.223985190,1.223985183,1.223985189,1.223985233,1.223985230,1.223985234,1.223985231,1.223985193,1.223985191,1.223985184,1.223985182,1.223985269,1.223985194
Mexican Liga MX,2024-01-31,00:05:00,Guadalajara,Toluca,2.2,2.34,3.2,3.7,3.5,4.3,3.0,3.8,1.36,1.49,1.49,1.62,2.62,3.2,1.12,1.17,6.8,9.2,3.85,110.0,1.01,1.35,3.85,5.0,1.25,1.35,2.04,2.3,1.78,1.97,1.42,1.53,2.9,3.4,1.13,1.21,5.9,8.8,1.04,1.21,2.9,36.0,1.01,1.21,2.9,1000.0,1.01,1.2,5.9,1000.0,1.01,1.2,5.9,1000.0,1.68,1.82,2.22,2.48,13.0,18.0,12.0,16.0,19.5,27.0,6.6,65.0,9.4,12.5,7.4,9.0,11.5,15.5,6.2,40.0,12.5,16.5,9.2,12.5,14.0,19.0,6.4,48.0,6.2,32.0,18.5,25.0,6.2,38.0,6.8,95.0,5.1,17.0,6.0,32.0,7.2,1000.0,32966920,230909.0,230914.0,58805.0,1.223985365,1.223985368,1.223985370,1.223985363,1.223985369,1.223985413,1.223985410,1.223985414,1.223985411,1.223985373,1.223985371,1.223985364,1.223985362,1.223985449,1.223985374
Mexican Ascenso MX,2024-01-31,00:05:00,Cimarrones De Sonora,Tlaxcala F.C,1.47,1.58,6.8,8.2,4.4,5.2,2.7,3.75,1.36,1.44,1.5,1000.0,2.16,1000.0,1.14,1.17,1.01,9.4,4.3,1000.0,1.01,1.12,4.3,5.0,1.25,1.31,2.12,2.34,1.75,1.88,1.44,1.54,2.84,3.25,1.16,1.54,2.84,8.2,1.06,1.54,2.84,21.0,1.01,1.54,2.84,1000.0,1.01,1.54,2.84,1000.0,1.01,1.54,2.84,1000.0,1.89,2.1,1.92,2.12,6.4,19.0,7.2,26.0,8.6,65.0,9.6,1000.0,7.8,9.4,5.5,11.5,7.4,29.0,9.2,110.0,8.0,9.6,5.1,10.5,7.0,25.0,9.0,100.0,5.9,14.5,6.2,16.5,7.8,36.0,3.4,140.0,4.3,7.6,9.2,130.0,10.0,1000.0,32967895,13625724.0,20518252.0,58805.0,1.223998569,1.223998572,1.223998574,1.223998567,1.223998573,1.223998617,1.223998614,1.223998618,1.223998615,1.223998577,1.223998575,1.223998568,1.223998566,1.223998653,1.223998578
AFC Asian Cup,2024-01-31,08:30:00,Bahrain,Japan,16.0,21.0,1.24,1.25,6.8,7.8,3.3,4.1,1.33,1.43,1.53,1.72,2.5,2.9,1.15,1.21,5.9,7.8,18.0,26.0,1.04,1.05,4.6,5.8,1.21,1.28,2.36,2.44,1.7,1.73,1.52,1.62,2.62,2.98,1.2,1.24,5.1,6.0,1.07,1.1,11.0,15.5,1.02,1.04,26.0,55.0,1.01,1.02,55.0,1000.0,1.01,1.01,100.0,1000.0,2.42,2.62,1.62,1.71,20.0,22.0,7.6,8.4,6.4,7.0,7.8,9.0,40.0,55.0,14.0,16.5,10.5,13.5,13.5,15.5,44.0,190.0,30.0,70.0,38.0,46.0,40.0,50.0,15.0,980.0,18.5,400.0,18.0,980.0,18.0,980.0,60.0,600.0,4.1,4.5,14.5,1000.0,32967996,51307.0,29636.0,58805.0,1.223996074,1.223996077,1.223996079,1.223996072,1.223996078,1.223996088,1.223996084,1.223996030,1.223996085,1.223996082,1.223996080,1.223996070,1.223996071,1.223996073,1.223996083
Indian Super League,2024-01-31,11:00:00,Jamshedpur FC,Northeast United,2.06,2.18,3.45,4.0,3.65,4.3,3.25,4.1,1.33,1.44,1.5,1.68,1.01,1000.0,1.14,1.18,6.2,8.8,4.3,1000.0,1.01,1.08,4.3,5.5,1.22,1.31,2.16,2.46,1.69,1.87,1.46,1.61,2.64,3.2,1.16,1.25,5.0,8.2,1.06,1.25,5.0,21.0,1.01,1.25,5.0,1000.0,1.01,1.25,5.0,1000.0,1.01,1.25,5.0,1000.0,1.59,1.81,2.24,2.7,5.7,21.0,13.5,18.5,5.5,30.0,6.0,70.0,10.0,13.5,7.6,10.0,12.0,16.5,5.8,42.0,12.0,16.5,9.0,12.0,13.5,18.5,5.9,48.0,5.5,29.0,5.5,23.0,5.6,34.0,6.2,85.0,4.5,13.5,5.6,32.0,6.6,1000.0,32976127,16081873.0,16081872.0,58805.0,1.224128144,1.224128147,1.224128149,1.224128142,1.224128148,1.224128192,1.224128189,1.224128193,1.224128190,1.224128152,1.224128150,1.224128143,1.224128141,1.224128228,1.224128153
Greek Cup,2024-01-31,12:00:00,Panaitolikos,OFI,2.4,3.2,2.66,3.65,2.46,950.0,2.76,3.2,1.46,1.57,1.01,1000.0,1.01,1000.0,1.07,1.11,9.2,18.0,2.78,26.0,1.06,1.56,1.59,18.0,1.36,1.57,1.58,3.75,1.36,4.6,1.21,1.34,2.1,7.0,1.06,1.25,5.0,21.0,1.03,1.25,5.0,110.0,1.01,1.25,5.0,1000.0,1.01,1.25,5.0,1000.0,1.01,1.25,5.0,1000.0,1.01,1000.0,1.01,1000.0,1.01,12.0,1.01,12.5,1.01,1000.0,1.03,1000.0,1.01,11.5,1.03,8.2,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,32978016,2126382.0,728087.0,58805.0,1.224164142,1.224164145,1.224164147,1.224164140,1.224164146,1.224164190,1.224164187,1.224164191,1.224164188,1.224164150,1.224164148,1.224164141,1.224164139,1.224164226,1.224164151
AFC Asian Cup,2024-01-31,13:00:00,Iran,Syria,1.35,1.37,12.5,16.0,4.8,5.6,2.94,3.45,1.41,1.52,1.39,1.51,2.98,3.6,1.09,1.13,9.0,11.5,3.1,18.0,1.07,1.11,3.1,3.8,1.36,1.48,1.81,1.83,2.2,2.26,1.27,1.38,3.65,4.7,1.08,1.25,5.0,15.5,1.02,1.25,5.0,110.0,1.01,1.25,5.0,1000.0,1.01,1.24,5.0,1000.0,1.01,1.24,5.0,1000.0,2.58,3.0,1.5,1.63,11.5,15.5,6.8,36.0,7.2,980.0,7.6,980.0,5.2,5.9,10.5,14.0,6.8,65.0,7.4,980.0,6.0,7.4,9.2,12.5,6.8,60.0,7.4,980.0,8.4,11.0,15.0,21.0,6.8,75.0,7.4,980.0,3.95,8.2,7.6,980.0,7.6,1000.0,32963973,47966.0,920033.0,58805.0,1.223945594,1.223945597,1.223945599,1.223945592,1.223945598,1.223945642,1.223945639,1.223945643,1.223945640,1.223945602,1.223945600,1.223945593,1.223945591,1.223945678,1.223945603
Greek Cup,2024-01-31,14:00:00,Atromitos,Panathinaikos,6.0,7.6,1.58,1.72,3.55,5.2,2.92,4.1,1.33,1.53,1.01,1000.0,1.01,1000.0,1.09,1.14,8.0,12.5,3.55,1000.0,1.02,1.08,3.55,4.4,1.3,1.39,1.88,2.12,1.9,2.14,1.34,1.43,3.3,3.95,1.12,1.25,5.0,9.4,1.04,1.25,5.0,36.0,1.01,1.25,5.0,1000.0,1.01,1.25,5.0,1000.0,1.01,1.25,5.0,1000.0,1.94,1000.0,1.87,1000.0,5.9,15.5,1.44,8.4,1.5,9.6,1.34,16.5,1.26,22.0,1.36,9.8,1.31,11.0,1.34,18.5,1.19,1000.0,1.19,26.0,1.34,25.0,1.19,1000.0,1.19,1000.0,1.19,1000.0,1.19,1000.0,1.19,1000.0,1.19,1000.0,1.34,10.5,1.19,1000.0,32978014,1234639.0,50334.0,58805.0,1.224164232,1.224164235,1.224164237,1.224164230,1.224164236,1.224164280,1.224164277,1.224164281,1.224164278,1.224164240,1.224164238,1.224164231,1.224164229,1.224164316,1.224164241
UEFA Women's Champions League,2024-01-31,14:45:00,SK Brann (W),SKN St. Polten (W),1.35,1.4,6.8,11.0,5.2,9.2,3.45,4.8,1.26,1.41,1.01,1000.0,1.01,1000.0,1.15,1.24,5.2,7.6,2.22,55.0,1.03,1.06,2.2,55.0,1.15,1.82,2.2,2.9,1.53,1.82,1.47,1.74,2.36,13.5,1.05,1.74,2.36,55.0,1.03,1.74,2.36,110.0,1.01,1.74,2.36,1000.0,1.01,1.74,2.36,1000.0,1.01,1.73,2.36,1000.0,1.01,1000.0,1.01,1000.0,1.38,1000.0,2.44,1000.0,2.58,1000.0,2.9,1000.0,2.66,11.5,2.8,15.0,5.8,1000.0,6.4,1000.0,1.03,11.0,3.45,12.0,5.3,1000.0,7.4,1000.0,3.05,14.0,4.0,17.5,7.6,1000.0,11.0,1000.0,1.01,6.4,1.01,1000.0,1.03,1000.0,32977135,47366800.0,40603251.0,58805.0,1.224148049,1.224148052,1.224148054,1.224148047,1.224148053,1.224148097,1.224148094,1.224148098,1.224148095,1.224148057,1.224148055,1.224148048,1.224148046,1.224148133,1.224148058
UEFA Women's Champions League,2024-01-31,14:45:00,Lyon (W),Slavia Prague (W),1.04,1.24,15.0,980.0,8.0,980.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.27,1000.0,1.01,1.02,1.27,1000.0,1.01,15.5,1.27,1000.0,1.01,4.6,1.07,1000.0,1.01,21.0,1.05,1000.0,1.01,55.0,1.03,1000.0,1.01,110.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.48,1000.0,2.42,1000.0,2.58,1000.0,4.3,1000.0,2.78,1000.0,3.55,1000.0,3.2,1000.0,7.0,1000.0,3.9,1000.0,2.88,1000.0,8.2,1000.0,11.5,1000.0,4.7,1000.0,5.0,1000.0,8.8,1000.0,13.0,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,32975844,3775957.0,7151797.0,58805.0,1.224120998,1.224121001,1.224121003,1.224120996,1.224121002,1.224121012,1.224121008,1.224120954,1.224121009,1.224121006,1.224121004,1.224120994,1.224120995,1.224120997,1.224121007
