Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
6HFFs4Ei,28/02/2024,00:05,MEXICO - LIGA DE EXPANSION MX,Leones Negros,Correcaminos,CLAUSURA ,1.72,3.75,4.3,1.37,2.85,1.05,7.9,1.25,3.55,1.78,1.98,2.8,1.39,4.75,1.15,1.72,2.0,1.7,2.07,,,7.9,13.0,25.0,70.0,7.6,7.2,14.0,40.0,8.5,8.0,14.5,40.0,13.5,13.0,24.0,65.0,450.0
MoDcNbCH,28/02/2024,05:00,INDONESIA - LIGA 1,Persik Kediri,Barito Putera,ROUND 26,1.93,3.35,3.65,1.33,3.04,10.2,1.01,1.23,3.35,1.7,1.93,2.6,1.38,5.05,1.12,1.57,2.1,1.9,1.82,,,11.25,12.0,22.0,55.0,8.5,6.6,12.0,32.0,10.25,8.25,12.5,32.0,18.0,14.5,22.0,50.0,300.0
GIia7TfD,28/02/2024,08:00,INDIA - I-LEAGUE,Aizawl,Real Kashmir,ROUND 17,3.3,3.25,2.07,1.4,2.5,1.02,8.8,1.29,2.95,1.93,1.78,3.0,1.29,6.2,1.07,1.7,1.91,,,,,9.5,7.6,10.25,19.5,9.75,6.3,8.5,16.5,17.5,11.5,14.0,27.0,45.0,30.0,37.0,65.0,500.0
CKHDlrqe,28/02/2024,08:00,VIETNAM - V.LEAGUE 1,Binh Duong,Hong Linh Ha Tinh,ROUND 11,2.07,3.3,3.3,1.42,2.45,1.03,8.4,1.32,2.85,1.93,1.7,3.15,1.26,6.6,1.06,1.78,1.83,1.95,1.75,,,9.25,9.5,17.0,45.0,7.0,6.4,11.75,30.0,9.5,8.75,15.0,40.0,18.5,17.0,30.0,75.0,600.0
hWUiInX9,28/02/2024,08:00,ARMENIA - PREMIER LEAGUE,Van,Ararat Yerevan,ROUND 22,3.2,3.05,2.12,1.47,2.22,1.05,7.2,1.39,2.67,2.15,1.55,4.15,1.18,8.2,1.03,1.93,1.83,,,1.8,1.8,7.4,5.5,8.0,16.0,6.9,5.3,7.6,15.5,13.0,9.75,13.0,26.0,32.0,26.0,35.0,65.0,500.0
EuWmJSH3,28/02/2024,08:00,ARMENIA - PREMIER LEAGUE,West Armenia,Ararat-Armenia,ROUND 22,9.5,5.6,1.21,1.22,4.0,1.02,13.0,1.13,5.1,1.45,2.6,2.02,1.62,3.35,1.28,1.91,1.85,,,,,17.0,7.5,5.8,6.3,24.0,10.25,8.0,8.75,60.0,26.0,20.0,22.0,200.0,90.0,70.0,75.0,500.0
EBYHWFRj,28/02/2024,08:00,IRAN - PERSIAN GULF PRO LEAGUE,Tractor,Esteghlal Khuzestan,ROUND 18,1.42,3.85,8.0,1.52,2.22,1.06,6.8,1.44,2.4,2.27,1.5,3.9,1.17,8.9,1.02,2.62,1.37,,,,,6.9,14.0,50.0,250.0,4.45,8.5,30.0,150.0,5.1,9.75,35.0,175.0,8.25,16.0,55.0,300.0,
fq7Im2b1,28/02/2024,08:00,VIETNAM - V.LEAGUE 1,Nam Dinh,Hanoi FC,ROUND 11,2.1,3.35,3.2,1.35,2.94,1.01,9.8,1.25,3.2,1.8,1.91,2.72,1.35,5.45,1.1,1.62,2.05,,,,,10.75,10.25,17.5,40.0,8.5,6.5,11.0,27.0,11.0,8.5,13.0,32.0,21.0,16.0,24.0,55.0,350.0
tIMaea4i,28/02/2024,08:30,IRAN - PERSIAN GULF PRO LEAGUE,Shams Azar Qazvin,Mes Rafsanjan,ROUND 18,2.35,2.75,3.35,1.65,1.98,1.14,4.3,1.6,2.07,2.7,1.35,5.7,1.09,10.5,1.01,2.18,1.53,,,,,4.3,6.6,15.0,50.0,5.5,5.7,13.5,45.0,9.75,10.25,21.0,70.0,25.0,26.0,50.0,150.0,
GzFChclA,28/02/2024,08:30,IRAN - PERSIAN GULF PRO LEAGUE,Paykan,Sanat Naft,ROUND 18,1.95,2.75,4.7,1.75,1.93,1.16,4.05,1.7,1.93,2.92,1.3,6.6,1.06,12.0,1.01,2.47,1.42,1.9,1.8,,,4.05,8.0,24.0,100.0,4.4,6.1,18.5,80.0,7.3,10.25,27.0,120.0,17.0,24.0,65.0,250.0,
K8L3fJJc,28/02/2024,08:30,IRAN - PERSIAN GULF PRO LEAGUE,Aluminium Arak,Havadar SC,ROUND 18,2.1,2.62,4.35,1.75,1.91,1.17,3.95,1.75,1.98,3.0,1.29,7.1,1.05,11.5,1.01,2.4,1.44,1.93,1.78,,,3.95,7.6,22.0,90.0,4.55,5.8,17.0,70.0,8.0,10.25,24.0,100.0,20.0,26.0,65.0,200.0,
