Id,Date,Time,League,Home,Away,Round,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
21CiOgfk,08/04/2024,07:00,UKRAINE - PREMIER LEAGUE,Minaj,Zhytomyr,ROUND 23,4.35,3.2,1.83,2.15,1.55,1.98,1.65
S2ppUqr8,08/04/2024,09:30,UKRAINE - PREMIER LEAGUE,Dyn. Kyiv,LNZ Cherkasy,ROUND 23,1.29,5.0,8.75,1.6,2.05,2.05,1.62
dMjLw7Ag,08/04/2024,11:00,TURKEY - 1. LIG,Giresunspor,Tuzlaspor,ROUND 29,10.0,4.75,1.33,1.95,1.85,2.38,1.53
lt5J8bHh,08/04/2024,11:00,BULGARIA - PARVA LIGA,Botev Vratsa,Krumovgrad,ROUND 28,3.1,3.2,2.45,2.35,1.57,2.0,1.73
EPZMfz8g,08/04/2024,11:00,SERBIA - PRVA LIGA,Radnicki S. Mitrovica,FK Indjija,ROUND 29,2.02,3.0,3.55,2.2,1.52,2.1,1.7
QawRgfNa,08/04/2024,11:00,SERBIA - PRVA LIGA,Tekstilac Odzaci,Mladost GAT,ROUND 29,2.3,3.05,2.87,2.32,1.47,2.17,1.66
0dp4ZiCs,08/04/2024,11:00,SERBIA - SUPER LIGA,IMT Novi Beograd,Napredak,ROUND 29,2.15,3.2,3.3,2.07,1.7,1.82,1.9
INL2cHZB,08/04/2024,11:30,ROMANIA - LIGA 1,Poli Iasi,U Craiova 1948,RELEGATION GROUP ,2.25,3.2,3.0,2.05,1.75,1.8,1.91
ARFaMXO1,08/04/2024,12:00,UKRAINE - PREMIER LEAGUE,Kryvbas,Vorskla Poltava,ROUND 23,2.18,3.0,3.35,2.1,1.57,1.83,1.78
j36EIs9K,08/04/2024,13:00,POLAND - DIVISION 1,Polonia Warszawa,R. Rzeszow,ROUND 26,2.0,3.5,3.5,1.8,2.0,1.67,2.1
fuVsjCMO,08/04/2024,13:00,SERBIA - PRVA LIGA,Dubocica,Metalac,ROUND 29,1.95,3.05,3.7,2.57,1.42,2.21,1.63
0IHT4dLu,08/04/2024,13:00,CYPRUS - CYTA CHAMPIONSHIP,Zakakiou,AEL Limassol,RELEGATION GROUP ,4.8,3.95,1.6,1.57,2.1,1.62,2.02
0WE8Wkd0,08/04/2024,13:30,SERBIA - SUPER LIGA,Javor,Mladost,ROUND 29,2.12,3.1,3.45,2.2,1.62,1.9,1.8
hIJ3mlop,08/04/2024,13:30,BULGARIA - PARVA LIGA,Lok. Plovdiv,Cherno More,ROUND 28,3.2,3.1,2.38,2.3,1.6,1.91,1.8
lK1XPPcg,08/04/2024,14:00,PORTUGAL - LIGA PORTUGAL 2,Academico Viseu,FC Porto B,ROUND 28,2.2,3.3,2.8,1.93,1.93,1.73,2.0
KAUehP8b,08/04/2024,14:00,POLAND - EKSTRAKLASA,Zaglebie,Gornik Zabrze,ROUND 27,2.3,3.3,3.1,1.98,1.88,1.75,2.0
4QhBSpEg,08/04/2024,14:00,SWEDEN - ALLSVENSKAN,Varnamo,GAIS,ROUND 2,2.2,3.5,3.25,1.8,2.0,1.62,2.2
I9f3U6qs,08/04/2024,14:00,SWEDEN - ALLSVENSKAN,Kalmar,Sirius,ROUND 2,2.38,3.4,3.0,1.8,2.0,1.62,2.2
j3jEYdGj,08/04/2024,14:00,DENMARK - SUPERLIGA,Brondby,Silkeborg,CHAMPIONSHIP GROUP ,1.45,4.5,6.5,1.62,2.25,1.8,1.95
