Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,AH_Neg05_H,AH_Pos05_A,AH_Pos05_H,AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
8EqPaP3I,19/07/2023,15:00,EUROPE - CHAMPIONS LEAGUE,Ludogorets (Bul),FC Ballkani (Kos),QUALIFICATION ,1.4,5.0,6.5,1.03,10.0,1.2,4.33,1.67,2.15,2.63,1.44,4.5,1.17,1.83,1.83,1.4,2.85,1.13,5.9,15.0,17.0,34.0,67.0,8.0,10.0,19.0,41.0,6.5,9.0,21.0,41.0,10.0,11.0,26.0,51.0,201.0
vLCZl8k0,19/07/2023,15:30,EUROPE - CHAMPIONS LEAGUE,Larne (Nir),HJK (Fin),QUALIFICATION ,3.0,3.2,2.3,1.08,7.0,1.44,2.63,2.35,1.57,4.33,1.2,8.0,1.06,2.0,1.73,3.0,1.38,1.6,2.3,7.5,7.0,10.0,21.0,7.5,6.5,10.0,21.0,15.0,11.0,17.0,41.0,34.0,29.0,41.0,67.0,201.0
GYR9M9vO,19/07/2023,19:00,BRAZIL - SERIE B,Atletico GO,Mirassol,ROUND 18,2.16,3.22,3.56,1.06,6.8,1.43,2.57,2.43,1.57,4.45,1.16,8.8,1.02,2.06,1.73,,,,,7.0,8.5,15.0,46.0,6.5,6.0,12.0,34.0,9.5,9.0,15.0,46.0,19.0,19.0,36.0,91.0,201.0
YkdOuXvn,19/07/2023,19:00,BRAZIL - SERIE B,Novorizontino,Londrina,ROUND 18,1.43,4.25,8.4,1.04,7.6,1.37,2.79,2.23,1.67,3.92,1.2,7.6,1.04,2.51,1.5,,,,,9.0,17.0,41.0,176.0,5.0,8.5,23.0,101.0,5.5,8.0,23.0,126.0,9.0,13.0,36.0,151.0,201.0
xKvVuLKc,19/07/2023,20:00,USA - USL CHAMPIONSHIP,Detroit,Louisville City,-,3.41,3.3,2.07,1.03,8.0,1.33,2.91,2.13,1.7,3.65,1.22,7.2,1.05,1.84,1.92,,,,,7.0,6.0,8.0,15.0,7.5,5.0,7.0,14.0,14.0,9.5,11.0,23.0,34.0,23.0,36.0,61.0,201.0
SCeSvifh,19/07/2023,21:30,BRAZIL - SERIE B,Sport Recife,Vitoria,ROUND 18,1.76,3.5,5.01,1.05,7.0,1.42,2.61,2.39,1.59,4.33,1.17,8.5,1.03,2.19,1.64,,,,,7.5,11.0,23.0,81.0,5.5,6.5,15.0,51.0,7.0,8.0,18.0,76.0,13.0,15.0,36.0,101.0,201.0
63fWwB9b,19/07/2023,21:30,BRAZIL - SERIE B,Ceara,Vila Nova FC,ROUND 18,2.4,2.96,3.35,1.08,6.1,1.46,2.48,2.51,1.54,4.5,1.16,8.9,1.02,2.05,1.73,,,,,7.0,7.5,13.0,34.0,6.5,5.5,11.0,26.0,10.0,9.5,15.0,46.0,23.0,23.0,41.0,101.0,201.0
fPQDLTgU,19/07/2023,21:30,BRAZIL - SERIE B,Avai,Sampaio Correa,ROUND 18,2.15,3.13,3.72,1.07,6.15,1.51,2.35,2.69,1.48,5.05,1.12,10.0,1.01,2.21,1.63,,,,,6.5,8.0,15.0,41.0,6.0,5.5,13.0,36.0,9.5,9.0,17.0,51.0,20.0,21.0,41.0,126.0,201.0
KS9yy9gH,19/07/2023,21:30,BRAZIL - SERIE B,ABC,Guarani,ROUND 18,2.52,2.95,3.14,1.09,5.8,1.52,2.33,2.72,1.47,5.1,1.12,10.2,1.01,2.18,1.65,,,,,6.0,7.0,12.0,36.0,6.5,5.5,11.0,31.0,11.0,10.0,17.0,51.0,26.0,23.0,51.0,126.0,201.0
j7j6l9MT,19/07/2023,22:00,COLOMBIA - PRIMERA A,Santa Fe,Jaguares de Cordoba,CLAUSURA ,1.55,4.0,6.0,1.05,11.0,1.3,3.4,2.03,1.83,3.5,1.29,7.0,1.1,2.1,1.67,1.55,2.38,1.15,5.5,9.5,13.0,29.0,67.0,6.0,7.5,19.0,51.0,6.5,8.5,21.0,51.0,11.0,13.0,29.0,67.0,351.0
