Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,AH_Neg05_H,AH_Pos05_A,AH_Pos05_H,AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
Y37ZkypF,21/07/2023,15:15,SWITZERLAND - CHALLENGE LEAGUE,Aarau,Baden,ROUND 1,1.54,4.5,5.4,1.03,13.0,1.14,4.6,1.57,2.4,2.3,1.52,3.94,1.19,1.64,2.2,,,,,13.0,17.0,34.0,76.0,7.0,7.5,15.0,41.0,7.5,6.5,12.0,36.0,10.0,9.5,15.0,46.0,101.0
YgbsCzfE,21/07/2023,15:15,BULGARIA - PARVA LIGA,CSKA Sofia,Krumovgrad,ROUND 2,1.25,5.5,15.0,1.03,15.0,1.2,4.33,1.67,2.15,2.63,1.44,5.0,1.17,2.25,1.57,1.24,3.9,,,12.0,26.0,51.0,151.0,6.5,10.0,34.0,81.0,6.0,9.5,26.0,81.0,7.0,12.0,34.0,81.0,201.0
Q3FiU8So,21/07/2023,15:30,POLAND - EKSTRAKLASA,Legia,LKS Lodz,ROUND 1,1.3,5.0,8.0,1.03,15.0,1.22,4.0,1.73,2.08,2.75,1.4,5.5,1.14,2.05,1.7,1.33,3.3,1.1,7.0,13.0,19.0,41.0,101.0,6.5,10.0,23.0,51.0,6.5,8.5,23.0,51.0,8.5,12.0,29.0,67.0,451.0
necoqhvA,21/07/2023,15:30,ROMANIA - LIGA 1,UTA Arad,CFR Cluj,ROUND 2,3.5,3.25,2.0,1.07,9.0,1.4,2.75,2.2,1.65,4.0,1.22,9.0,1.07,1.91,1.8,3.3,1.33,1.73,2.08,8.5,7.0,9.5,19.0,9.0,6.5,9.0,19.0,17.0,12.0,17.0,34.0,41.0,29.0,41.0,51.0,351.0
xllQfPhg,21/07/2023,18:00,VENEZUELA - LIGA FUTVE,Metropolitanos,Angostura,ROUND 20,1.67,3.6,5.19,1.04,7.7,1.36,2.79,2.2,1.67,3.84,1.2,7.5,1.04,2.07,1.72,,,,,7.5,11.0,23.0,76.0,5.0,6.0,15.0,46.0,6.0,6.5,14.0,56.0,9.5,11.0,23.0,81.0,201.0
YopP4U6A,21/07/2023,18:00,COLOMBIA - PRIMERA A,Deportes Tolima,Once Caldas,CLAUSURA ,1.91,3.4,4.33,1.07,9.0,1.36,3.0,2.1,1.7,3.75,1.25,8.0,1.08,1.91,1.8,1.93,1.93,1.23,4.0,8.5,11.0,21.0,41.0,6.5,6.5,15.0,34.0,8.5,9.0,15.0,41.0,15.0,17.0,29.0,51.0,301.0
hxEaXqYC,21/07/2023,19:00,CHILE - PRIMERA DIVISION,Union La Calera,Magallanes,ROUND 18,1.95,3.5,4.0,1.05,11.0,1.25,3.75,1.85,1.95,3.25,1.33,6.0,1.13,1.73,2.0,1.95,1.9,1.26,3.7,11.0,12.0,21.0,41.0,8.0,6.5,13.0,29.0,9.5,8.5,13.0,34.0,17.0,15.0,26.0,41.0,201.0
G8rJmnwN,21/07/2023,19:00,BRAZIL - SERIE B,CRB,Ponte Preta,ROUND 19,1.92,3.35,4.27,1.06,7.1,1.47,2.72,2.3,1.53,4.33,1.16,8.6,1.02,2.11,1.69,,,,,7.0,9.0,17.0,51.0,6.0,6.0,13.0,36.0,8.5,8.5,15.0,56.0,17.0,18.0,36.0,101.0,201.0
EZfdyrZ2,21/07/2023,20:00,URUGUAY - PRIMERA DIVISION,La Luz,Montevideo City,TORNEO INTERMEDIO ,2.55,3.3,2.55,1.05,11.0,1.29,3.5,1.95,1.85,3.25,1.33,6.5,1.11,1.73,2.0,2.5,1.5,1.48,2.6,10.0,9.0,13.0,26.0,9.0,6.5,10.0,21.0,13.0,10.0,13.0,29.0,26.0,21.0,29.0,41.0,201.0
vP8WO89h,21/07/2023,20:00,PARAGUAY - PRIMERA DIVISION,Tacuary,Guarani,CLAUSURA ,3.0,3.3,2.25,1.06,9.5,1.33,3.25,2.05,1.75,3.5,1.29,7.0,1.1,1.8,1.91,3.0,1.38,1.63,2.25,9.5,7.5,11.0,21.0,9.0,6.5,9.5,19.0,15.0,11.0,15.0,29.0,34.0,26.0,34.0,51.0,251.0
KMUJ7WMi,21/07/2023,20:15,COLOMBIA - PRIMERA A,La Equidad,Envigado,CLAUSURA ,1.73,3.6,5.25,1.08,8.0,1.36,3.0,2.15,1.67,4.0,1.22,9.0,1.07,2.1,1.67,1.68,2.15,1.17,5.0,8.0,12.0,26.0,51.0,6.0,7.0,17.0,41.0,7.0,9.0,19.0,51.0,13.0,15.0,34.0,67.0,201.0
vD8k1RFP,21/07/2023,20:15,VENEZUELA - LIGA FUTVE,Zamora,Rayo Zuliano,ROUND 20,2.13,3.16,3.53,1.03,8.0,1.27,3.28,1.93,1.87,3.04,1.31,5.7,1.09,1.7,2.1,,,,,8.5,8.5,14.0,31.0,6.5,5.5,9.0,21.0,9.0,7.5,10.0,26.0,15.0,14.0,21.0,41.0,201.0
nio62Rm1,21/07/2023,21:45,PERU - LIGA 1,Cienciano,Sport Huancayo,CLAUSURA ,2.25,3.25,2.88,1.01,9.3,1.26,3.4,1.9,1.9,3.08,1.31,5.8,1.09,1.74,2.04,2.2,1.68,,,11.0,10.0,15.0,29.0,8.5,6.5,11.0,23.0,12.0,9.5,13.0,29.0,21.0,19.0,26.0,41.0,201.0
6gqZvuz4,21/07/2023,22:00,USA - USL CHAMPIONSHIP,FC Tulsa,Rio Grande,-,2.28,3.3,2.96,1.02,8.8,1.29,3.18,1.98,1.81,3.28,1.27,6.25,1.07,1.73,2.06,,,,,8.5,8.5,12.0,26.0,7.0,5.5,8.5,18.0,9.5,7.5,10.0,23.0,18.0,14.0,23.0,46.0,201.0
0YoH6jxb,21/07/2023,22:30,COLOMBIA - PRIMERA A,Dep. Pasto,Petrolera,CLAUSURA ,1.95,3.5,4.0,1.07,9.0,1.36,3.0,2.15,1.67,4.0,1.22,9.0,1.07,1.91,1.8,1.95,1.9,1.26,3.7,8.5,10.0,19.0,41.0,6.5,6.5,13.0,34.0,8.5,9.0,17.0,41.0,17.0,17.0,29.0,51.0,351.0
S2hdvyGs,21/07/2023,23:00,CANADA - CANADIAN PREMIER LEAGUE,Pacific FC,Forge,-,2.52,3.16,2.68,1.04,7.6,1.36,2.79,2.19,1.66,3.84,1.2,7.5,1.04,1.84,1.92,,,,,7.5,7.5,12.0,23.0,7.0,5.5,8.5,19.0,11.0,9.0,12.0,29.0,21.0,19.0,29.0,67.0,101.0
