Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
KQEazSOa,11/03/2024,07:00,INDIA - I-LEAGUE,Rajasthan United,Neroca FC,ROUND 20,1.65,4.05,4.15,1.22,4.0,1.01,15.0,1.11,5.6,1.42,2.47,2.0,1.65,3.1,1.27,1.45,2.37,,,,,18.5,18.0,29.0,65.0,11.5,8.75,14.0,32.0,11.0,8.25,12.5,29.0,15.0,11.5,17.0,37.0,200.0
p6ySNgvO,11/03/2024,08:00,GEORGIA - CRYSTALBET EROVNULI LIGA,Kolkheti 1913,Gagra,ROUND 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K0qjykB3,11/03/2024,10:00,SERBIA - PRVA LIGA,Mladost GAT,Radnicki Beograd,ROUND 24,2.07,2.75,3.86,1.41,2.7,1.05,8.0,1.34,3.0,2.05,1.68,3.5,1.26,8.0,1.05,1.85,1.91,,,,,7.5,9.0,15.0,36.0,6.5,5.5,11.0,23.0,9.0,7.5,13.0,34.0,15.0,15.0,23.0,67.0,101.0
dSgbG1kH,11/03/2024,10:00,ALBANIA - SUPERLIGA,Kukesi,Laci,ROUND 27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hEsbZSuG,11/03/2024,10:00,SERBIA - PRVA LIGA,Radnicki S. Mitrovica,RFK Novi Sad,ROUND 24,1.82,3.1,4.31,1.56,2.27,1.09,6.3,1.55,2.3,2.65,1.43,5.4,1.12,10.0,1.02,2.46,1.52,,,,,6.0,9.0,17.0,67.0,5.0,5.5,13.0,41.0,7.0,8.0,15.0,61.0,13.0,15.0,34.0,81.0,101.0
2PloxVec,11/03/2024,10:00,SERBIA - PRVA LIGA,Vrsac,Jedinstvo U.,ROUND 24,2.32,3.0,2.87,1.52,2.12,1.06,7.1,1.47,2.32,2.32,1.47,5.0,1.14,10.0,1.02,2.14,1.67,,,,,6.6,5.9,10.5,26.0,5.2,5.3,9.5,24.0,8.25,8.25,15.0,37.0,18.5,18.5,32.0,80.0,101.0
nXOYnax0,11/03/2024,10:30,UZBEKISTAN - SUPER LEAGUE,Qizilqum,Termez Surkhon,ROUND 2,1.65,3.35,5.4,1.5,2.25,1.05,7.1,1.42,2.47,2.2,1.53,3.7,1.19,8.4,1.03,2.12,1.57,1.83,1.87,,,7.2,10.75,29.0,120.0,5.2,6.8,19.0,75.0,6.6,8.5,22.0,90.0,12.0,15.5,37.0,150.0,
IqeYyygA,11/03/2024,11:00,INDIA - ISL,Punjab,Goa,-,3.6,3.75,1.85,1.36,2.9,1.04,13.0,1.22,4.0,1.75,2.05,2.75,1.4,5.5,1.14,1.67,2.1,3.45,1.3,1.9,1.9,13.0,8.5,9.5,17.0,12.0,7.5,8.5,15.0,21.0,12.0,15.0,23.0,41.0,29.0,34.0,41.0,201.0
j1LFnWn6,11/03/2024,12:00,GHANA - PREMIER LEAGUE,Hearts of Oak,Bofoakwa Tano,ROUND 20,1.78,2.6,6.2,1.72,1.82,,,1.72,1.91,3.4,1.3,,,,,,,1.72,1.88,,,4.4,8.25,27.0,120.0,3.55,5.1,17.5,80.0,5.5,8.0,20.0,90.0,11.75,17.5,45.0,150.0,
OdzWMDgU,11/03/2024,12:00,GEORGIA - CRYSTALBET EROVNULI LIGA,Dila Gori,Telavi,ROUND 3,1.9,3.2,3.7,1.4,2.4,1.03,9.0,1.29,3.18,1.91,1.72,3.28,1.27,6.8,1.07,1.79,1.98,1.83,1.78,,,9.0,8.75,16.0,40.0,6.0,5.5,10.5,28.0,7.6,7.1,12.0,32.0,13.5,12.5,21.0,50.0,350.0
0SItj5hO,11/03/2024,12:00,ROMANIA - LIGA 2,Mioveni,Steaua Bucuresti,ROUND 18,2.87,3.1,2.45,1.5,2.45,1.08,6.3,1.39,2.77,2.15,1.65,3.7,1.24,6.4,1.08,1.85,1.85,2.32,1.57,1.55,2.37,6.3,7.3,11.5,26.0,7.7,6.0,9.5,21.0,13.5,10.75,15.0,32.0,35.0,27.0,40.0,80.0,700.0
UBj1nGd2,11/03/2024,12:00,CYPRUS - CYTA CHAMPIONSHIP,Doxa,Zakakiou,RELEGATION GROUP ,1.91,3.1,4.1,1.55,2.15,1.07,6.4,1.47,2.32,2.37,1.45,4.1,1.16,9.5,1.01,2.12,1.57,1.87,1.83,,,6.6,8.75,21.0,70.0,5.2,6.2,15.0,50.0,7.6,9.25,20.0,70.0,16.0,19.5,45.0,150.0,900.0
2oldz5BQ,11/03/2024,12:30,BULGARIA - PARVA LIGA,Pirin Blagoevgrad,Hebar,ROUND 24,2.63,3.25,2.7,1.55,2.4,1.08,8.0,1.44,2.63,2.4,1.53,4.5,1.18,11.0,1.05,2.0,1.73,2.5,1.5,1.45,2.68,7.5,7.0,12.0,29.0,7.0,6.0,11.0,26.0,12.0,11.0,17.0,41.0,26.0,23.0,41.0,67.0,301.0
OMXdDbZ2,11/03/2024,13:00,SERBIA - PRVA LIGA,Kolubara,Graficar Beograd,ROUND 24,2.27,3.0,3.07,1.35,2.9,1.03,9.0,1.27,3.4,1.85,1.85,3.0,1.33,6.1,1.09,1.71,2.08,,,,,9.0,9.0,13.0,29.0,7.5,5.5,9.0,19.0,10.0,8.0,11.0,23.0,19.0,15.0,23.0,56.0,101.0
viagHszB,11/03/2024,13:00,ALBANIA - SUPERLIGA,Skenderbeu,Vllaznia,ROUND 27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6w1oJ35b,11/03/2024,13:00,ALBANIA - SUPERLIGA,Dinamo Tirana,Teuta,ROUND 27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fqoMiE44,11/03/2024,14:00,POLAND - DIVISION 1,Wisla Plock,Leczna,ROUND 23,1.8,3.75,4.0,1.4,2.72,1.05,11.0,1.29,3.5,1.98,1.88,3.4,1.3,6.5,1.11,1.83,1.83,1.83,2.03,1.25,3.8,11.0,11.0,21.0,41.0,7.0,7.0,13.0,34.0,8.5,8.5,17.0,41.0,15.0,15.0,26.0,51.0,301.0
YqHse802,11/03/2024,14:00,CYPRUS - CYTA CHAMPIONSHIP,Apollon,Achnas,RELEGATION GROUP ,1.65,3.65,4.7,1.34,3.1,10.5,1.03,1.23,3.35,1.7,1.91,2.62,1.37,5.05,1.12,1.7,1.93,,,,,11.5,14.0,29.0,80.0,7.5,7.2,15.0,45.0,8.25,8.0,14.5,45.0,13.0,12.5,23.0,60.0,450.0
v9YJPF9B,11/03/2024,14:00,GEORGIA - CRYSTALBET EROVNULI LIGA,Dinamo Batumi,Samgurali,ROUND 3,1.55,4.05,4.55,1.28,3.34,1.02,13.4,1.16,4.35,1.55,2.15,2.42,1.47,4.25,1.17,1.64,2.2,,,,,14.5,13.0,23.0,55.0,7.4,7.2,12.5,32.0,7.2,7.0,12.5,30.0,10.0,9.75,17.0,45.0,250.0
0ELlIarG,11/03/2024,14:30,TURKEY - 1. LIG,Manisa FK,Umraniyespor,ROUND 26,1.85,3.4,4.0,1.42,2.65,1.05,11.0,1.29,3.5,1.95,1.85,3.4,1.3,6.5,1.11,1.8,1.91,1.88,1.93,1.25,3.8,10.0,12.0,21.0,41.0,7.0,6.5,13.0,34.0,9.0,8.5,15.0,41.0,15.0,15.0,26.0,51.0,251.0
6koCAOu3,11/03/2024,14:30,FRANCE - NATIONAL,Dijon,Niort,ROUND 24,2.18,3.4,3.05,1.4,2.72,1.06,7.5,1.28,3.35,1.85,1.88,3.0,1.34,5.2,1.13,1.7,2.05,2.15,1.65,,,7.5,10.25,17.0,40.0,8.0,6.5,10.75,25.0,10.75,8.75,13.0,30.0,21.0,17.5,26.0,55.0,400.0
MqpXkJAs,11/03/2024,14:30,TURKEY - SUPER LIG,Gaziantep,Besiktas,ROUND 29,3.75,3.6,1.95,1.42,2.9,1.05,11.0,1.29,3.5,1.93,1.93,3.25,1.33,6.5,1.11,1.73,2.0,3.55,1.28,1.88,1.98,11.0,8.0,9.5,17.0,12.0,6.5,8.5,15.0,19.0,13.0,15.0,26.0,41.0,29.0,34.0,41.0,201.0
CzGofSF8,11/03/2024,14:30,CYPRUS - CYTA CHAMPIONSHIP,Nea Salamis,AEL Limassol,RELEGATION GROUP ,2.45,3.05,2.82,1.4,2.52,1.01,9.4,1.27,3.1,1.85,1.85,2.8,1.33,5.7,1.09,1.6,2.07,,,,,9.75,9.25,15.0,35.0,9.0,6.0,10.0,24.0,13.5,9.0,12.0,29.0,28.0,19.0,25.0,50.0,350.0
M7GJImZS,11/03/2024,15:00,PORTUGAL - LIGA PORTUGAL 2,Os Belenenses,Leixoes,ROUND 25,3.1,2.9,2.3,1.55,2.4,1.08,8.0,1.4,2.75,2.25,1.62,4.0,1.22,10.0,1.06,1.91,1.8,3.1,1.35,1.6,2.3,7.5,7.0,11.0,23.0,8.5,6.0,10.0,21.0,15.0,12.0,15.0,34.0,34.0,29.0,41.0,51.0,351.0
bkBUCnvE,11/03/2024,15:00,ISRAEL - LIGAT HA'AL,Hapoel Haifa,H. Beer Sheva,ROUND 25,4.75,3.5,1.75,1.45,2.55,1.06,9.5,1.3,3.4,2.05,1.8,3.5,1.29,7.0,1.1,1.83,1.83,4.4,1.2,2.05,1.75,9.5,6.5,8.0,13.0,12.0,6.5,8.5,15.0,23.0,15.0,17.0,29.0,51.0,41.0,41.0,51.0,301.0
zomBpyBK,11/03/2024,15:00,POLAND - EKSTRAKLASA,Warta Poznan,LKS Lodz,ROUND 24,1.91,3.3,4.2,1.53,2.47,1.07,9.0,1.4,2.75,2.25,1.62,4.33,1.2,10.0,1.06,2.0,1.75,1.98,1.88,1.25,3.8,8.0,10.0,21.0,41.0,6.0,6.5,15.0,41.0,8.0,9.0,17.0,41.0,15.0,17.0,34.0,67.0,451.0
Kfh0Rjls,11/03/2024,15:00,ROMANIA - LIGA 1,Otelul,Poli Iasi,ROUND 30,2.2,3.0,3.4,1.55,2.45,1.08,8.0,1.44,2.63,2.4,1.53,4.5,1.18,11.0,1.05,2.0,1.73,2.2,1.65,1.33,3.3,7.0,8.5,17.0,41.0,6.5,6.0,13.0,34.0,9.5,9.5,17.0,41.0,21.0,21.0,34.0,51.0,1000.0
hW0HPwTH,11/03/2024,15:00,DENMARK - SUPERLIGA,Randers FC,Midtjylland,ROUND 21,3.75,3.6,1.95,1.39,2.95,1.04,13.0,1.22,4.0,1.75,2.05,2.75,1.4,5.5,1.14,1.67,2.1,3.55,1.28,1.95,1.95,13.0,8.5,10.0,17.0,12.0,7.0,8.5,15.0,21.0,12.0,13.0,23.0,41.0,29.0,34.0,41.0,151.0
