Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
Mskjki5p,22/10/2023,00:10,MEXICO - LIGA MX,U.A.N.L.- Tigres,Cruz Azul,APERTURA ,1.65,4.0,5.25,1.29,3.5,1.03,15.0,1.18,4.5,1.62,2.25,2.5,1.5,4.5,1.18,1.67,2.1,1.63,2.25,1.19,4.5,15.0,17.0,29.0,51.0,9.0,8.0,17.0,34.0,9.0,8.5,13.0,34.0,13.0,12.0,21.0,41.0,151.0
YF7v9yKi,22/10/2023,00:30,JAPAN - J2 LEAGUE,Renofa Yamaguchi,Okayama,ROUND 39,3.0,3.3,2.38,1.44,2.63,1.06,10.0,1.33,3.25,2.05,1.75,3.75,1.25,8.0,1.08,1.8,1.91,3.0,1.38,1.63,2.25,9.5,8.0,11.0,21.0,9.0,6.5,9.5,19.0,15.0,11.0,15.0,29.0,34.0,26.0,34.0,51.0,251.0
juIcb8G8,22/10/2023,01:00,AUSTRALIA - A-LEAGUE,WS Wanderers,Wellington Phoenix,ROUND 1,1.7,4.0,4.5,1.29,3.5,1.03,15.0,1.17,5.0,1.57,2.35,2.5,1.53,4.33,1.22,1.57,2.25,1.7,2.1,1.23,4.1,17.0,15.0,23.0,41.0,9.5,8.0,15.0,29.0,10.0,8.5,13.0,29.0,15.0,13.0,21.0,41.0,126.0
2FeGAZpa,22/10/2023,01:00,MONGOLIA - PREMIER LEAGUE,Khoromkhon,Falcons,ROUND 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vDAn7Fl4,22/10/2023,01:00,JAPAN - J2 LEAGUE,Kumamoto,Machida,ROUND 39,3.5,3.5,2.1,1.4,2.75,1.05,11.0,1.29,3.5,1.98,1.88,3.4,1.3,6.5,1.11,1.8,1.91,3.45,1.3,1.8,2.05,10.0,7.5,10.0,19.0,11.0,6.5,9.0,17.0,17.0,12.0,15.0,26.0,41.0,29.0,34.0,51.0,251.0
x8xxxQMG,22/10/2023,01:30,SOUTH KOREA - K LEAGUE 2,Gimpo FC,Jeonnam,ROUND 36,2.25,3.3,2.9,1.44,2.63,1.06,10.0,1.36,3.0,2.1,1.7,3.75,1.25,8.0,1.08,1.83,1.83,2.25,1.63,1.38,3.0,9.0,8.5,15.0,34.0,7.5,6.5,11.0,26.0,11.0,9.5,17.0,34.0,21.0,21.0,34.0,51.0,301.0
U3tZompp,22/10/2023,02:00,SOUTH KOREA - K LEAGUE 1,Seoul,Gangwon,RELEGATION GROUP ,1.83,3.4,4.0,1.44,2.63,1.06,10.0,1.3,3.4,2.05,1.75,3.5,1.29,8.0,1.08,1.83,1.83,1.83,2.03,1.22,4.15,9.0,11.0,21.0,41.0,6.5,6.5,15.0,34.0,8.5,8.5,17.0,41.0,15.0,15.0,29.0,51.0,301.0
nuyvo7aj,22/10/2023,02:00,SOUTH KOREA - K LEAGUE 1,Jeju Utd,Suwon Bluewings,RELEGATION GROUP ,1.91,3.5,3.6,1.4,2.75,1.05,11.0,1.29,3.5,1.95,1.9,3.4,1.3,6.5,1.11,1.8,1.91,1.98,1.88,1.28,3.55,11.0,11.0,19.0,41.0,7.5,7.0,13.0,29.0,9.5,8.5,15.0,34.0,17.0,15.0,26.0,51.0,251.0
GbwQkEJT,22/10/2023,02:00,JAPAN - J2 LEAGUE,Verdy,Chiba,ROUND 39,2.55,3.3,2.75,1.44,2.63,1.06,10.0,1.33,3.25,2.1,1.7,3.75,1.25,8.0,1.08,1.83,1.83,2.5,1.5,1.48,2.6,8.5,8.0,13.0,29.0,8.0,6.0,11.0,23.0,12.0,10.0,15.0,34.0,26.0,21.0,34.0,51.0,301.0
MyvMjf4N,22/10/2023,02:00,JAPAN - J2 LEAGUE,Tochigi SC,Oita Trinita,ROUND 39,2.8,3.3,2.5,1.5,2.5,1.08,8.0,1.44,2.63,2.35,1.57,4.5,1.18,11.0,1.05,2.0,1.73,2.68,1.45,1.53,2.43,8.0,7.0,11.0,23.0,7.5,6.5,10.0,23.0,13.0,11.0,17.0,34.0,29.0,26.0,41.0,67.0,1250.0
8YZHizkH,22/10/2023,02:00,JAPAN - J2 LEAGUE,Mito,Kusatsu,ROUND 39,2.0,3.4,3.8,1.44,2.63,1.07,9.0,1.36,3.0,2.15,1.67,4.0,1.22,9.0,1.07,1.91,1.8,2.0,1.85,1.26,3.7,8.5,9.5,19.0,41.0,6.5,6.5,13.0,34.0,9.0,9.0,17.0,41.0,17.0,17.0,29.0,51.0,351.0
Sx7r8eZc,22/10/2023,02:00,JAPAN - J2 LEAGUE,Tokushima,Iwata,ROUND 39,4.75,3.6,1.75,1.36,3.0,1.05,11.0,1.25,3.75,1.9,1.95,3.25,1.33,6.0,1.13,1.8,1.91,4.4,1.2,2.08,1.73,11.0,7.0,8.0,13.0,13.0,7.0,8.5,15.0,23.0,15.0,15.0,26.0,51.0,41.0,41.0,51.0,251.0
I7PioYRp,22/10/2023,02:00,JAPAN - J2 LEAGUE,Kanazawa,Montedio Yamagata,ROUND 39,2.8,3.6,2.38,1.33,3.25,1.04,13.0,1.22,4.0,1.8,2.0,2.75,1.4,5.5,1.14,1.62,2.2,2.75,1.43,1.6,2.3,13.0,9.5,12.0,23.0,11.0,7.0,9.5,17.0,15.0,11.0,13.0,23.0,29.0,21.0,26.0,41.0,151.0
fP8zAH4o,22/10/2023,02:00,JAPAN - J2 LEAGUE,Fujieda MYFC,Omiya Ardija,ROUND 39,2.3,3.5,3.0,1.33,3.25,1.04,13.0,1.22,4.0,1.73,2.08,2.75,1.4,5.5,1.14,1.57,2.25,2.3,1.6,1.43,2.75,13.0,12.0,17.0,29.0,10.0,6.5,11.0,21.0,12.0,9.5,12.0,26.0,21.0,17.0,23.0,41.0,151.0
Q9pDhGZA,22/10/2023,02:00,JAPAN - J2 LEAGUE,Blaublitz,Vegalta Sendai,ROUND 39,2.55,3.1,3.0,1.53,2.38,1.08,8.0,1.44,2.63,2.4,1.53,4.5,1.18,11.0,1.05,2.0,1.73,2.43,1.53,1.4,2.85,7.0,7.5,13.0,29.0,7.0,6.0,12.0,29.0,11.0,10.0,17.0,41.0,23.0,23.0,41.0,67.0,351.0
