Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
zLsCBnb4,11/10/2023,11:15,ITALY - SERIE C,Spal,Lucchese,GROUP B ,2.02,3.4,3.45,1.45,2.57,1.07,6.9,1.34,3.0,2.05,1.72,3.4,1.27,5.9,1.1,1.85,1.85,1.98,1.78,,,7.5,8.5,15.0,41.0,6.0,5.5,10.0,26.0,7.5,7.0,12.0,36.0,14.0,13.0,23.0,61.0,201.0
tCVs3rE3,11/10/2023,12:00,GHANA - PREMIER LEAGUE,Dreams,Nsoatreman,ROUND 3,1.5,3.3,7.3,1.62,2.07,,,1.55,2.15,2.75,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
hGYdz4jd,11/10/2023,14:30,SPAIN - COPA DEL REY,Pradejon,Atletico de Lugones,1/128-FINALS,1.8,3.6,3.6,,,,,1.24,3.5,1.8,2.0,2.82,1.34,5.1,1.12,,,,,,,12.0,12.0,21.0,41.0,8.0,7.5,13.0,29.0,9.0,8.5,15.0,34.0,15.0,15.0,23.0,51.0,201.0
6VjnxPzU,11/10/2023,14:30,FRANCE - NATIONAL,Avranches,Martigues,ROUND 10,2.82,3.2,2.42,1.42,2.65,1.06,7.2,1.29,3.25,1.88,1.85,3.05,1.33,5.3,1.12,1.65,2.1,,,1.55,2.35,8.5,7.5,10.0,19.0,7.5,5.5,7.5,15.0,12.0,8.5,10.0,21.0,23.0,19.0,23.0,46.0,201.0
GtbZvRjB,11/10/2023,14:30,FRANCE - NATIONAL,Le Mans,Rouen,ROUND 10,2.18,3.15,3.3,1.5,2.47,1.08,6.4,1.38,2.8,2.15,1.65,3.65,1.24,6.3,1.08,1.87,1.83,2.15,1.65,,,7.0,7.5,13.0,31.0,6.0,5.0,9.5,23.0,8.5,7.5,12.0,31.0,17.0,15.0,26.0,61.0,201.0
EPZhypyj,11/10/2023,15:00,SPAIN - COPA DEL REY,Mijas Las Lagunas,Chiclana,1/128-FINALS,2.38,3.1,2.7,1.42,2.5,,,,,2.0,1.8,,,,,,,,,,,9.5,9.0,15.0,29.0,8.5,6.0,11.0,23.0,12.0,10.0,13.0,34.0,23.0,21.0,29.0,51.0,251.0
b1sPc9FS,11/10/2023,15:45,ITALY - SERIE C,ACR Messina,Casertana,GROUP C ,2.62,3.05,2.7,1.5,2.47,1.08,6.4,1.38,2.82,2.15,1.65,3.6,1.25,6.3,1.09,1.82,1.88,2.4,1.53,,,7.0,7.0,11.0,23.0,6.5,5.0,8.0,19.0,10.0,8.0,11.0,26.0,21.0,17.0,26.0,56.0,201.0
nonIk5yo,11/10/2023,15:45,ITALY - SERIE C,Pineto,Pescara,GROUP B ,3.6,3.7,1.88,1.33,3.05,1.04,8.5,1.2,4.0,1.62,2.2,2.5,1.47,4.15,1.19,1.57,2.25,,,1.88,1.85,10.0,7.5,9.0,14.0,10.0,5.5,7.0,11.0,15.0,9.5,9.5,15.0,34.0,21.0,23.0,36.0,201.0
n16Ir9in,11/10/2023,16:00,FRANCE - NATIONAL,Nancy,Red Star,ROUND 10,3.0,3.05,2.4,1.52,2.42,1.09,6.2,1.4,2.72,2.2,1.62,3.75,1.23,6.6,1.08,1.88,1.83,,,1.57,2.32,6.0,6.0,9.0,20.0,7.0,5.0,8.0,17.0,11.0,9.0,12.0,26.0,31.0,21.0,36.0,76.0,201.0
zmCm4kd0,11/10/2023,16:00,SPAIN - PRIMERA RFEF,UD Ibiza,Murcia,GROUP 2 ,1.73,3.2,4.75,1.5,2.5,1.08,7.0,1.4,2.75,2.3,1.6,4.33,1.2,8.0,1.06,2.1,1.67,1.78,2.03,1.19,4.5,7.0,11.0,23.0,51.0,5.5,6.5,17.0,41.0,7.5,9.5,19.0,51.0,13.0,17.0,34.0,67.0,67.0
xjaVu7y5,11/10/2023,16:00,FRANCE - NATIONAL,Villefranche,GOAL FC,ROUND 10,1.87,3.25,4.25,1.52,2.42,1.09,6.2,1.4,2.7,2.22,1.62,3.8,1.22,6.6,1.08,2.0,1.72,1.83,1.91,,,6.0,8.0,15.0,46.0,5.0,5.0,11.0,34.0,7.0,7.5,13.0,46.0,14.0,15.0,26.0,91.0,201.0
