Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
fL0KnCH3,05/12/2023,05:30,INDIA - I-LEAGUE,Namdhari,Delhi FC,ROUND 9,2.85,3.35,2.27,1.4,2.52,1.01,9.9,1.25,3.2,1.78,1.88,2.75,1.34,4.95,1.12,1.62,2.02,,,,,11.0,8.5,11.5,23.0,10.25,6.6,9.0,18.0,16.0,10.25,13.0,26.0,35.0,23.0,29.0,55.0,350.0
h2Pb1GXQ,05/12/2023,06:00,UZBEKISTAN - SUPER LEAGUE,Kokand 1912,Qizilqum,RELEGATION ,2.75,3.25,2.4,1.45,2.4,1.04,7.9,1.35,2.7,2.02,1.62,3.4,1.23,7.3,1.05,1.82,1.78,,,,,8.5,7.3,11.0,24.0,7.8,6.3,9.5,21.0,13.0,10.5,15.5,35.0,32.0,25.0,37.0,80.0,700.0
M9uIEQx1,05/12/2023,08:30,IRAQ - SUPER LEAGUE,Karbala,Al Naft,ROUND 7,2.07,2.95,3.45,1.5,2.18,1.06,7.3,1.41,2.6,2.2,1.53,4.25,1.17,8.1,1.04,1.98,1.79,,,,,7.0,7.1,14.0,40.0,5.3,5.1,10.25,29.0,7.7,7.5,13.0,37.0,15.5,15.0,26.0,65.0,500.0
vozNDph7,05/12/2023,08:30,IRAQ - SUPER LEAGUE,Naft Al-Basra,Al Zawraa,ROUND 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ldsAGn8l,05/12/2023,08:30,IRAQ - SUPER LEAGUE,Baghdad,Al Shorta,ROUND 7,6.0,3.65,1.5,1.45,2.27,1.05,7.7,1.38,2.71,2.12,1.57,4.05,1.18,7.7,1.05,2.3,1.59,,,,,7.6,4.4,5.0,8.0,10.25,6.5,7.4,11.75,27.0,17.0,19.5,30.0,100.0,65.0,75.0,110.0,
xO4tXEvj,05/12/2023,09:00,INDONESIA - LIGA 1,Persis Solo,Madura United,ROUND 21,2.7,3.3,2.4,1.31,3.15,1.01,10.4,1.22,3.45,1.65,1.98,2.52,1.4,4.8,1.13,1.53,2.2,,,,,12.0,9.75,13.5,26.0,10.75,6.6,9.25,18.5,16.0,9.75,11.75,24.0,32.0,20.0,24.0,45.0,250.0
WdEc8B3o,05/12/2023,09:00,ARMENIA - PREMIER LEAGUE,Ararat Yerevan,Ararat-Armenia,ROUND 19,7.4,4.3,1.35,1.34,2.99,1.01,9.9,1.22,3.64,1.7,1.91,2.79,1.36,5.05,1.12,2.17,1.66,,,,,10.75,5.6,5.3,7.1,15.0,7.5,7.2,9.5,37.0,19.5,17.5,23.0,150.0,70.0,65.0,80.0,600.0
OjR7Rurk,05/12/2023,10:00,UGANDA - PREMIER LEAGUE,Arua Hill,Wakiso Giants,ROUND 10,2.45,2.95,2.77,1.52,2.12,1.07,6.3,1.47,2.32,2.5,1.44,4.85,1.13,9.1,1.03,2.07,1.72,,,,,6.6,5.8,10.25,25.0,5.5,5.2,9.25,23.0,8.75,8.5,14.5,35.0,20.0,19.0,32.0,80.0,
UTR3SLSr,05/12/2023,10:00,UGANDA - PREMIER LEAGUE,Express,BUL,ROUND 10,2.72,2.77,2.62,1.6,1.98,1.1,5.5,1.57,2.1,2.84,1.35,5.75,1.09,10.0,1.02,2.25,1.61,,,,,5.6,5.0,9.25,23.0,5.3,5.0,9.25,24.0,9.75,9.25,16.0,40.0,25.0,24.0,40.0,100.0,
b9JKOwS7,05/12/2023,10:00,UGANDA - PREMIER LEAGUE,Bright Stars,Villa,ROUND 10,2.5,3.0,2.65,1.47,2.2,,,1.41,2.6,2.2,1.53,4.25,1.17,7.85,1.05,1.93,1.83,,,,,7.2,6.1,10.0,23.0,5.8,5.2,8.75,20.0,9.25,8.25,13.0,32.0,21.0,19.0,30.0,65.0,600.0
bcTC835e,05/12/2023,10:00,TUNISIA - LIGUE PROFESSIONNELLE 1,AS Marsa,Esperance Tunis,ROUND 8,7.4,3.75,1.47,1.55,2.35,1.1,5.9,1.47,2.52,2.35,1.53,4.2,1.19,7.3,1.06,2.57,1.45,,,2.3,1.57,5.9,4.6,5.4,9.0,13.0,7.9,9.25,15.5,45.0,27.0,30.0,50.0,200.0,120.0,150.0,250.0,201.0
hWrml8IT,05/12/2023,11:00,ARMENIA - PREMIER LEAGUE,Shirak Gyumri,West Armenia,ROUND 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t89nwmyJ,05/12/2023,11:00,EGYPT - PREMIER LEAGUE,Baladiyat El Mahalla,El Gaish,ROUND 8,2.9,2.95,2.47,1.55,2.15,1.07,6.35,1.47,2.32,2.37,1.45,4.05,1.16,9.6,1.01,2.0,1.65,,,,,6.6,6.2,10.75,27.0,7.1,5.8,10.25,26.0,13.5,11.0,17.5,45.0,35.0,30.0,45.0,110.0,201.0
S6WZzxZq,05/12/2023,12:15,ITALY - SERIE C,Atalanta U23,Triestina,GROUP A ,3.35,3.0,2.22,1.57,2.32,1.1,5.8,1.45,2.55,2.32,1.53,4.15,1.19,7.2,1.06,2.0,1.72,,,1.65,2.15,5.8,6.0,9.5,21.0,8.25,5.9,9.25,21.0,16.5,11.75,16.5,40.0,45.0,35.0,45.0,100.0,900.0
