Date,Time,League,Home,Away,Round,HT_Odd_H,HT_Odd_D,HT_Odd_A,HT_Odd_H_Open,HT_Odd_D_Open,HT_Odd_A_Open,HT_Odd_Over05,HT_Odd_Under05,HT_Odd_Over05_Open,HT_Odd_Under05_Open,HT_Odd_Over1,HT_Odd_Under1,HT_Odd_Over1_Open,HT_Odd_Under1_Open,HT_Odd_Over15,HT_Odd_Under15,HT_Odd_Over15_Open,HT_Odd_Under15_Open,HT_Odd_Over2,HT_Odd_Under2,HT_Odd_Over2_Open,HT_Odd_Under2_Open,HT_Odd_Over25,HT_Odd_Under25,HT_Odd_Over25_Open,HT_Odd_Under25_Open,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_H_Open,FT_Odd_D_Open,FT_Odd_A_Open,FT_Odd_DC_1X,FT_Odd_DC_12,FT_Odd_DC_X2,FT_Odd_DC_1X_Open,FT_Odd_DC_12_Open,FT_Odd_DC_X2_Open,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_BTTS_Yes_Open,FT_Odd_BTTS_No_Open,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over05_Open,FT_Odd_Under05_Open,FT_Odd_Over1,FT_Odd_Under1,FT_Odd_Over1_Open,FT_Odd_Under1_Open,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over15_Open,FT_Odd_Under15_Open,FT_Odd_Over2,FT_Odd_Under2,FT_Odd_Over2_Open,FT_Odd_Under2_Open,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over25_Open,FT_Odd_Under25_Open,FT_Odd_Over3,FT_Odd_Under3,FT_Odd_Over3_Open,FT_Odd_Under3_Open,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over35_Open,FT_Odd_Under35_Open,FT_Odd_Over4,FT_Odd_Under4,FT_Odd_Over4_Open,FT_Odd_Under4_Open,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_Over45_Open,FT_Odd_Under45_Open,FT_Odd_Over5,FT_Odd_Under5,FT_Odd_Over5_Open,FT_Odd_Under5_Open,FT_Odd_Over55,FT_Odd_Under55,FT_Odd_Over55_Open,FT_Odd_Under55_Open,FT_Odd_Over6,FT_Odd_Under6,FT_Odd_Over6_Open,FT_Odd_Under6_Open,FT_Odd_Over65,FT_Odd_Under65,FT_Odd_Over65_Open,FT_Odd_Under65_Open,FT_Odd_Over7,FT_Odd_Under7,FT_Odd_Over7_Open,FT_Odd_Under7_Open,FT_Odd_Over75,FT_Odd_Under75,FT_Odd_Over75_Open,FT_Odd_Under75_Open,FT_Odd_Over85,FT_Odd_Under85,FT_Odd_Over85_Open,FT_Odd_Under85_Open,FT_Odd_HA_DNB_H,FT_Odd_HA_DNB_A,FT_Odd_HA_Neg025_H,FT_Odd_HA_Pos025_A,FT_Odd_HA_Pos025_H,FT_Odd_HA_Neg025_A,FT_Odd_HA_Neg075_H,FT_Odd_HA_Pos075_A,FT_Odd_HA_Pos075_H,FT_Odd_HA_Neg075_A,FT_Odd_HA_Neg125_H,FT_Odd_HA_Pos125_A,FT_Odd_HA_Pos125_H,FT_Odd_HA_Neg125_A,FT_Odd_HA_Neg175_H,FT_Odd_HA_Pos175_A,FT_Odd_HA_Pos175_H,FT_Odd_HA_Neg175_A,FT_Odd_HA_Neg225_H,FT_Odd_HA_Pos225_A,FT_Odd_HA_Pos225_H,FT_Odd_HA_Neg225_A,FT_Odd_HA_Neg275_H,FT_Odd_HA_Pos275_A,FT_Odd_HA_Pos275_H,FT_Odd_HA_Neg275_A,FT_Odd_CS_0x0,FT_Odd_CS_0x1,FT_Odd_CS_0x2,FT_Odd_CS_0x3,FT_Odd_CS_1x0,FT_Odd_CS_1x1,FT_Odd_CS_1x2,FT_Odd_CS_1x3,FT_Odd_CS_2x0,FT_Odd_CS_2x1,FT_Odd_CS_2x2,FT_Odd_CS_2x3,FT_Odd_CS_3x0,FT_Odd_CS_3x1,FT_Odd_CS_3x2,FT_Odd_CS_3x3,FT_Odd_CS_0x4,FT_Odd_CS_1x4,FT_Odd_CS_2x4,FT_Odd_CS_3x4,FT_Odd_CS_4x0,FT_Odd_CS_4x1,FT_Odd_CS_4x2,FT_Odd_CS_4x3,FT_Odd_CS_4x4
08/06/2023,08:35,CHINA - SUPER LEAGUE,Changchun Yatai,Shenzhen,ROUND 12,1.67,2.6,9.5,1.95,2.4,7.0,1.3,3.4,1.33,3.25,1.73,2.08,1.73,2.08,2.5,1.5,2.63,1.44,4.6,1.18,5.00,1.15,6.0,1.13,6.50,1.11,1.22,5.0,11.0,1.4,4.33,6.0,1.04,1.14,3.75,1.11,1.18,2.63,2.2,1.62,2.0,1.75,1.04,12.0,1.04,12.0,,,,,1.2,4.33,1.22,4.00,1.29,3.32,1.30,3.15,1.67,2.15,1.77,2.10,2.07,1.69,2.15,1.62,2.63,1.44,2.75,1.40,3.88,1.2,4.04,1.2,5.0,1.17,5.50,1.14,7.8,1.04,8.50,1.05,10.0,1.06,11.00,1.05,,,,,21.0,1.02,23.00,1.01,,,,,41.0,41.0,51.00,41.0,,,,,1.11,6.6,1.15,5.5,1.12,6.25,1.3,3.45,1.02,10.5,1.55,2.38,,,2.0,1.85,,,2.6,1.48,,,3.45,1.3,,,12.0,26.0,51.0,151.0,7.0,10.0,34.0,81.0,6.0,9.5,26.0,81.0,7.5,12.0,34.0,81.0,501.0,401.0,351.0,401.0,12.0,19.0,41.0,126.0,501.0
08/06/2023,08:35,CHINA - SUPER LEAGUE,Chengdu Rongcheng,Tianjin Jinmen Tiger,ROUND 12,2.38,2.2,5.0,2.3,2.2,5.0,1.4,2.75,1.4,2.75,2.0,1.8,1.88,1.93,3.0,1.36,2.75,1.40,6.5,1.09,6.15,1.10,8.0,1.08,8.0,1.08,1.7,3.6,4.5,1.62,3.6,4.75,1.18,1.29,2.1,1.17,1.25,2.1,1.95,1.8,1.91,1.91,1.05,11.0,1.05,11.0,1.05,7.1,1.07,7.20,1.3,3.4,1.29,3.50,1.53,2.36,1.50,2.48,2.05,1.8,1.95,1.90,2.89,1.37,2.70,1.42,3.5,1.29,3.40,1.30,6.05,1.08,5.50,1.13,7.0,1.1,6.50,1.11,11.5,1.02,11.00,1.02,17.0,1.02,15.00,1.03,,,,,34.0,34.0,29.00,29.00,,,,,,,,,,,,,1.32,3.3,1.55,2.38,1.26,3.7,2.02,1.82,1.14,5.75,2.75,1.43,,,3.9,1.24,,,6.25,1.12,,,8.8,1.04,,,10.0,12.0,23.0,51.0,6.5,7.0,15.0,41.0,8.0,8.5,17.0,41.0,13.0,15.0,29.0,51.0,126.0,101.0,101.0,151.0,29.0,29.0,51.0,101.0,351.0
08/06/2023,08:35,CHINA - SUPER LEAGUE,Qingdao Hainiu,Shanghai Shenhua,ROUND 12,4.33,2.1,2.63,4.5,2.05,2.75,1.44,2.63,1.44,2.63,2.05,1.75,2.05,1.75,3.25,1.33,3.40,1.30,7.0,1.08,5.90,1.11,9.0,1.07,10.00,1.06,3.6,3.2,1.91,3.75,3.1,1.91,1.73,1.33,1.25,1.73,1.33,1.22,1.91,1.91,1.95,1.8,1.07,9.0,1.08,8.00,1.08,6.15,1.05,7.10,1.33,3.25,1.36,3.00,1.61,2.2,1.50,2.44,2.08,1.73,2.20,1.65,3.08,1.33,2.72,1.41,3.75,1.25,4.00,1.22,6.55,1.06,5.60,1.09,8.0,1.08,9.00,1.07,12.5,1.01,12.5,1.01,17.0,1.02,19.00,1.02,,,,,34.0,34.0,41.00,34.0,,,,,,,,,,,,,2.81,1.45,3.26,1.35,2.08,1.68,4.88,1.15,1.58,2.26,8.7,1.04,1.3,3.28,11.5,1.01,1.15,4.8,,,1.05,8.0,,,,,9.0,7.0,9.0,17.0,10.0,6.5,9.0,17.0,19.0,13.0,15.0,29.0,41.0,34.0,41.0,51.0,41.0,41.0,51.0,101.0,101.0,67.0,81.0,151.0,301.0
08/06/2023,12:00,AUSTRIA - BUNDESLIGA,A. Lustenau,Austria Vienna,CONFERENCE LEAGUE ,4.0,2.3,2.5,3.6,2.25,2.75,1.33,3.25,1.33,3.25,1.68,2.12,1.69,2.10,2.5,1.5,2.63,1.44,4.9,1.16,4.94,1.16,6.5,1.11,7.00,1.10,3.6,3.75,1.95,3.1,3.6,2.1,1.8,1.25,1.29,1.7,1.29,1.36,1.62,2.2,1.67,2.1,1.04,13.0,1.04,13.0,1.01,9.5,1.01,9.40,1.22,4.0,1.22,4.0,1.32,3.14,1.33,3.08,1.7,2.1,1.75,2.05,2.18,1.62,2.20,1.61,2.75,1.4,2.75,1.4,4.2,1.17,4.24,1.17,5.0,1.17,5.50,1.14,8.4,1.03,8.60,1.03,11.0,1.05,11.0,1.05,,,,,21.0,1.02,23.00,1.01,,,,,51.0,51.0,51.0,51.0,,,,,2.65,1.49,3.05,1.39,2.07,1.69,4.28,1.19,1.61,2.2,7.0,1.07,1.34,3.06,10.5,1.02,1.18,4.32,,,,,,,,,13.0,9.0,10.0,17.0,13.0,7.0,8.5,15.0,19.0,12.0,13.0,21.0,41.0,26.0,29.0,41.0,34.0,29.0,41.0,67.0,81.0,51.0,67.0,81.0,151.0
08/06/2023,12:15,FINLAND - VEIKKAUSLIIGA,SJK,VPS,-,2.1,2.25,6.0,2.0,2.3,6.5,1.4,2.75,1.36,3.00,1.88,1.93,1.80,2.00,2.75,1.4,2.63,1.44,5.7,1.12,5.20,1.14,8.0,1.08,7.00,1.10,1.5,3.75,6.0,1.44,4.0,7.0,1.11,1.22,2.38,1.1,1.22,2.63,1.95,1.8,2.0,1.75,1.05,11.0,1.05,11.0,1.03,8.2,1.05,8.70,1.29,3.5,1.25,3.75,1.43,2.65,1.38,2.90,1.95,1.9,1.85,2.00,2.53,1.47,2.32,1.57,3.25,1.33,3.00,1.36,5.1,1.11,4.50,1.18,6.5,1.11,6.00,1.13,,,,,15.0,1.03,13.00,1.04,,,,,29.0,1.01,26.00,1.01,,,,,51.0,51.0,51.0,51.0,,,,,1.19,4.5,1.35,3.1,1.16,5.25,1.68,2.15,1.05,7.8,2.2,1.65,,,3.0,1.38,,,4.4,1.2,,,6.4,1.11,,,10.0,15.0,29.0,67.0,6.5,7.5,19.0,41.0,7.0,8.5,19.0,51.0,11.0,13.0,29.0,51.0,201.0,126.0,151.0,201.0,21.0,26.0,41.0,101.0,351.0
08/06/2023,13:00,EGYPT - PREMIER LEAGUE,El Ismaily,El Gaish,ROUND 31,3.54,1.78,3.84,3.4,1.83,3.6,1.64,2.18,1.57,2.25,2.54,1.48,2.35,1.55,3.72,1.25,3.74,1.22,9.0,1.04,9.0,1.04,10.5,1.03,10.00,1.03,2.76,2.79,2.94,2.62,2.7,3.04,1.39,1.43,1.44,1.33,1.4,1.44,2.08,1.71,2.1,1.65,1.1,5.55,1.08,6.50,1.16,4.54,1.18,4.50,1.54,2.48,1.45,2.55,1.9,1.8,1.98,1.77,2.51,1.44,2.60,1.44,4.0,1.18,4.0,1.22,4.74,1.13,5.50,1.11,8.8,1.02,8.00,1.06,9.5,1.01,11.00,1.01,13.0,1.01,13.0,1.01,16.0,1.01,16.0,1.01,,,,,,,,,,,,,,,,,,,,,1.84,1.96,2.27,1.64,1.53,2.35,3.24,1.29,1.25,3.54,5.25,1.12,1.1,5.85,8.0,1.05,1.03,8.9,,,,,,,,,6.0,7.0,12.0,31.0,6.5,5.5,10.0,26.0,12.0,10.0,17.0,41.0,26.0,26.0,46.0,101.0,91.0,91.0,151.0,201.0,101.0,91.0,176.0,201.0,201.0
08/06/2023,14:00,TURKEY - 1. LIG,Pendikspor,Bodrumspor,PLAY OFFS ,3.0,2.1,3.75,3.1,2.1,3.6,1.4,2.75,1.4,2.75,2.0,1.8,2.0,1.8,3.0,1.36,3.0,1.36,6.5,1.09,6.30,1.10,9.0,1.07,9.0,1.07,2.2,3.1,3.0,2.25,3.1,2.9,1.33,1.33,1.57,1.36,1.33,1.53,1.8,1.91,1.8,1.91,1.07,9.0,1.06,9.50,1.05,6.95,1.06,7.20,1.3,3.4,1.3,3.4,1.53,2.32,1.45,2.55,2.02,1.77,2.05,1.75,2.88,1.36,2.55,1.45,3.5,1.29,3.5,1.29,6.15,1.08,5.00,1.14,7.0,1.1,7.0,1.1,10.5,1.01,9.70,1.02,15.0,1.03,15.0,1.03,,,,,29.0,1.01,29.0,1.01,,,,,,,,,,,,,1.63,2.25,1.95,1.85,1.45,2.67,2.67,1.45,1.24,3.9,4.0,1.23,1.11,6.4,5.9,1.13,1.03,8.9,,,,,,,,,9.0,10.0,15.0,34.0,8.0,6.0,12.0,26.0,11.0,9.5,13.0,34.0,21.0,19.0,29.0,51.0,67.0,51.0,67.0,126.0,41.0,41.0,51.0,101.0,251.0
08/06/2023,15:00,NETHERLANDS - EREDIVISIE,Sparta Rotterdam,Twente,CONFERENCE LEAGUE ,4.33,2.3,2.5,4.0,2.25,2.63,1.33,3.25,1.36,3.00,1.7,2.1,1.7,2.1,2.63,1.44,2.63,1.44,5.0,1.16,4.54,1.16,6.5,1.11,7.00,1.10,4.0,3.8,1.85,3.5,3.6,2.0,1.91,1.25,1.22,1.8,1.29,1.29,1.67,2.1,1.67,2.1,1.04,13.0,1.04,12.00,1.01,9.4,1.04,11.00,1.22,4.0,1.22,4.0,1.33,3.08,1.32,3.40,1.73,2.08,1.75,2.05,2.2,1.61,2.16,1.69,2.75,1.4,2.75,1.4,4.3,1.17,4.20,1.23,5.5,1.14,5.5,1.14,8.6,1.03,8.40,1.07,11.0,1.05,11.0,1.05,,,,,23.0,1.01,23.0,1.01,,,,,51.0,51.0,51.0,51.0,,,,,2.75,1.43,3.3,1.32,2.2,1.65,4.5,1.19,1.7,2.1,6.8,1.1,1.4,2.85,11.5,1.01,1.23,4.0,,,1.11,6.4,,,,,13.0,8.5,10.0,17.0,13.0,7.5,8.5,15.0,21.0,13.0,13.0,23.0,41.0,29.0,34.0,41.0,34.0,29.0,41.0,67.0,81.0,51.0,67.0,101.0,151.0
08/06/2023,15:30,EGYPT - PREMIER LEAGUE,Aswan SC,Arab Contractors,ROUND 31,4.76,1.86,2.88,3.88,1.91,3.12,1.57,2.31,1.50,2.50,2.36,1.55,2.14,1.66,3.48,1.28,3.24,1.29,8.3,1.06,8.00,1.06,9.6,1.04,9.50,1.04,3.68,3.02,2.2,3.34,2.8,2.22,1.67,1.38,1.27,1.53,1.33,1.25,2.04,1.74,1.91,1.8,1.08,6.15,1.06,7.50,1.12,5.0,1.14,5.20,1.44,2.51,1.36,2.88,1.8,1.9,1.78,1.97,2.45,1.55,2.25,1.57,3.72,1.23,3.50,1.27,4.4,1.16,4.50,1.17,8.0,1.03,6.80,1.08,8.7,1.02,9.00,1.03,11.5,1.02,11.5,1.02,14.5,1.02,14.5,1.02,,,,,,,,,,,,,,,,,,,,,2.55,1.51,3.09,1.37,1.91,1.79,4.6,1.16,1.47,2.49,8.1,1.04,1.23,3.68,10.5,1.01,1.11,5.45,,,,,,,,,7.0,6.5,9.5,20.0,8.0,5.5,9.0,19.0,15.0,11.0,15.0,36.0,41.0,31.0,46.0,91.0,67.0,71.0,126.0,201.0,176.0,101.0,176.0,201.0,201.0
08/06/2023,15:30,ITALY - SERIE B,Cagliari,Bari,PLAY OFFS ,2.5,2.05,5.0,2.5,2.1,5.0,1.5,2.5,1.44,2.63,2.2,1.7,2.15,1.73,3.4,1.3,3.25,1.33,7.2,1.08,7.2,1.08,10.0,1.06,10.0,1.06,1.8,3.3,4.75,1.83,3.5,4.33,1.18,1.33,1.95,1.2,1.29,1.91,2.0,1.75,2.0,1.75,1.08,8.0,1.07,8.50,1.07,6.35,1.07,7.30,1.4,2.75,1.36,3.00,1.63,2.16,1.56,2.34,2.25,1.62,2.15,1.67,3.2,1.31,3.00,1.36,4.0,1.22,4.0,1.22,6.85,1.06,6.10,1.10,9.0,1.07,9.0,1.07,12.5,1.01,12.00,1.01,21.0,1.02,19.00,1.02,,,,,41.0,41.0,41.0,41.0,,,,,,,,,,,,,1.32,3.3,1.57,2.35,1.26,3.7,2.08,1.73,1.13,5.9,3.0,1.38,,,4.25,1.21,,,7.0,1.1,,,10.0,1.02,,,8.0,10.0,21.0,51.0,6.0,6.5,15.0,41.0,8.0,9.0,17.0,41.0,15.0,17.0,34.0,67.0,126.0,101.0,126.0,201.0,34.0,34.0,51.0,126.0,451.0
