Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
MsuGVIDh,14/12/2023,08:30,IRAQ - SUPER LEAGUE,Al-Qassim,Al Karkh,ROUND 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lvbVI07s,14/12/2023,08:30,IRAN - PERSIAN GULF PRO LEAGUE,Sepahan,Foolad,ROUND 5,1.4,4.25,7.7,1.45,2.57,1.07,6.9,1.35,2.95,2.05,1.72,3.45,1.27,6.0,1.09,2.37,1.52,,,,,6.9,15.5,45.0,200.0,5.3,8.5,26.0,110.0,5.5,9.0,27.0,120.0,8.25,13.5,40.0,175.0,201.0
SKuCWbbn,14/12/2023,08:30,IRAQ - SUPER LEAGUE,Al Minaa,Erbil,ROUND 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lUt8Xvqt,14/12/2023,08:30,IRAQ - SUPER LEAGUE,Baghdad,Al Najaf,ROUND 9,2.2,2.87,3.25,1.52,2.12,1.07,6.7,1.43,2.54,2.25,1.5,4.3,1.16,8.5,1.04,1.98,1.79,,,,,6.7,6.7,13.0,35.0,5.4,5.0,10.0,27.0,8.25,7.6,13.0,37.0,17.0,16.0,27.0,65.0,500.0
vHW2zd3l,14/12/2023,08:30,AZERBAIJAN - PREMIER LEAGUE,Kapaz,Sumqayit,ROUND 17,2.55,3.1,2.67,1.52,2.22,1.06,6.55,1.45,2.37,2.32,1.47,3.95,1.17,9.2,1.02,2.0,1.65,,,,,7.0,6.7,11.75,30.0,6.5,6.1,10.75,27.0,11.0,10.5,18.5,45.0,27.0,26.0,45.0,110.0,1250.0
C0mu0GRr,14/12/2023,09:00,SERBIA - PRVA LIGA,Mladost GAT,Smederevo,ROUND 17,1.9,3.25,3.65,1.42,2.35,1.06,7.4,1.55,2.15,2.02,1.62,3.65,1.22,7.0,1.08,1.87,1.89,1.83,1.78,,,8.5,8.0,15.5,40.0,5.5,5.6,10.75,28.0,7.2,7.2,13.0,35.0,13.0,13.0,24.0,60.0,450.0
vTjrGbi0,14/12/2023,09:45,IRAN - PERSIAN GULF PRO LEAGUE,Persepolis,Esteghlal F.C.,ROUND 5,2.65,2.75,2.95,1.7,2.07,1.15,4.8,1.62,2.2,2.8,1.38,5.2,1.13,8.75,1.04,2.22,1.6,2.47,1.5,,,4.8,6.2,13.0,40.0,5.9,5.6,11.75,35.0,11.25,10.75,19.5,60.0,32.0,30.0,55.0,150.0,201.0
jiWBE9cP,14/12/2023,11:00,EGYPT - PREMIER LEAGUE,National Bank Egypt,El Gouna,ROUND 9,2.57,2.8,2.9,1.55,2.15,1.06,6.65,1.44,2.4,2.27,1.5,3.8,1.18,9.0,1.02,1.88,1.72,,,,,6.7,7.6,14.5,37.0,6.5,5.5,10.5,28.0,11.5,10.0,15.5,40.0,30.0,27.0,40.0,90.0,800.0
x0UC0JiD,14/12/2023,11:00,IRAN - PERSIAN GULF PRO LEAGUE,Shams Azar Qazvin,Nassaji Mazandaran,ROUND 5,2.15,2.9,3.7,1.6,2.25,1.11,5.5,1.47,2.5,2.4,1.5,4.25,1.18,7.4,1.06,2.02,1.7,2.07,1.7,,,5.5,8.25,18.5,55.0,5.8,5.7,13.0,40.0,9.25,9.0,17.0,55.0,21.0,21.0,37.0,100.0,900.0
vHGo87zg,14/12/2023,11:00,EGYPT - PREMIER LEAGUE,Al Ahly,Al Ittihad,ROUND 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
