League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
Turkey Süper Lig,2024-01-07,07:30:00,19,Kayserispor,Sivasspor,2.6,2.2,4.0,2.16,3.99,2.53,1.36,3.0,1.03,10.65,1.27,3.61,1.8,1.93,1.73,2.0,1.3,1.33,1.9,1.8,1.6,1.44,1.26,2.7,1.53,8.0,2.88,1.33,2.9,1.62,2.1,2.1,1.61,2.85,1.34,4.1,1.22
Portugal LigaPro,2024-01-07,08:00:00,16,AVS,Leixões,2.3,2.1,6.0,1.64,3.2,5.34,1.5,2.5,1.07,7.5,1.4,2.8,2.25,1.6,2.2,1.62,1.11,1.22,2.15,1.78,1.22,1.62,1.36,2.98,1.46,9.9,3.13,0.0,0.0,1.23,3.56,1.43,2.54,1.85,1.95,2.12,1.72
Italy Serie A,2024-01-07,08:30:00,19,Empoli,AC Milan,5.0,2.3,2.2,4.89,4.08,1.71,1.33,3.25,1.05,14.0,1.25,4.0,1.73,2.0,1.75,2.0,2.15,1.24,1.18,0.5,1.8,1.34,1.42,2.76,2.9,8.0,1.55,1.29,3.0,1.55,2.23,1.92,1.76,2.45,1.45,3.25,1.25
Greece Super League,2024-01-07,10:00:00,17,Volos NFC,Atromitos,3.1,2.1,3.4,3.11,2.25,2.93,1.4,2.75,1.05,11.0,1.3,3.4,2.2,1.62,1.7,2.05,1.45,1.28,1.55,0.89,0.89,1.2,1.08,2.28,1.98,8.1,2.1,1.46,2.45,1.9,1.9,2.45,1.46,3.5,1.25,4.0,1.2
Greece Super League,2024-01-07,10:00:00,17,Panserraikos,Kifisia,2.75,2.1,4.0,1.92,3.03,3.89,1.4,2.75,1.05,11.0,1.3,3.5,1.95,1.78,1.75,2.0,1.3,1.25,1.75,1.71,0.25,1.28,0.86,2.14,1.68,8.2,2.64,1.46,2.45,1.85,1.95,2.45,1.46,3.5,1.25,4.4,1.19
Turkey Süper Lig,2024-01-07,10:00:00,19,İstanbulspor,Fenerbahçe,9.0,2.75,1.62,11.94,6.58,1.23,1.25,3.75,1.02,21.0,1.13,5.61,1.42,2.74,1.91,1.8,4.33,1.15,1.05,0.7,2.78,1.08,1.93,3.01,6.0,11.0,1.17,1.2,3.9,1.39,2.65,1.7,1.95,2.2,1.55,3.0,1.32
Italy Serie A,2024-01-07,11:00:00,19,Torino,Napoli,3.6,2.05,3.2,3.07,3.32,2.45,1.44,2.63,1.1,10.0,1.4,3.0,2.2,1.62,1.95,1.8,1.55,1.33,1.38,1.9,1.7,1.36,1.52,2.88,2.1,7.0,1.98,1.35,2.75,1.65,2.07,2.07,1.65,2.7,1.37,3.65,1.21
Italy Serie A,2024-01-07,11:00:00,19,Udinese,Lazio,4.0,2.0,3.0,3.41,3.16,2.35,1.5,2.5,1.09,9.2,1.42,2.9,2.2,1.62,1.95,1.8,1.65,1.33,1.3,0.9,1.3,1.45,1.28,2.73,2.3,7.5,1.81,1.23,3.4,1.45,2.45,1.77,1.91,2.2,1.56,2.85,1.33
Portugal LigaPro,2024-01-07,11:00:00,16,Paços de Ferreira,Porto II,3.2,2.2,3.2,2.5,3.4,2.6,1.36,3.0,1.05,9.0,1.25,3.75,1.8,1.93,1.67,2.1,1.52,1.25,1.47,1.89,1.25,1.63,1.63,3.26,2.0,9.3,2.01,1.13,4.8,1.28,3.2,1.59,2.32,1.9,1.9,2.41,1.55
Greece Super League,2024-01-07,12:00:00,17,Panathinaikos,Panaitolikos,1.57,2.75,12.0,1.17,6.5,15.0,1.29,3.5,1.02,10.0,1.16,5.0,1.5,2.37,2.25,1.57,1.01,1.08,4.5,2.29,0.25,1.87,1.12,2.99,1.11,12.0,8.25,1.62,2.1,2.1,1.6,2.95,1.33,4.0,1.2,4.0,1.21
Portugal LigaPro,2024-01-07,12:30:00,16,CD Feirense,Torreense,3.4,2.0,3.4,2.55,3.1,2.55,1.5,2.5,1.08,7.0,1.36,3.0,2.1,1.6,1.91,1.8,1.47,1.25,1.5,1.71,1.5,1.22,1.12,2.34,2.05,9.1,1.97,1.16,4.4,1.32,2.98,1.68,2.19,1.98,1.83,2.54,1.43
Greece Super League,2024-01-07,12:30:00,17,PAS Giannina,Asteras Tripolis,3.25,2.05,3.5,2.45,3.1,2.8,1.44,2.63,1.08,8.5,1.42,2.9,2.11,1.63,1.91,1.91,1.47,1.3,1.5,0.71,1.86,1.07,1.2,2.27,1.97,7.9,2.12,1.55,2.2,1.95,1.85,2.7,1.37,4.0,1.2,4.33,1.18
Turkey Süper Lig,2024-01-07,13:00:00,19,Galatasaray,Konyaspor,1.73,2.63,8.0,1.25,5.5,9.5,1.29,3.5,1.03,19.0,1.15,5.17,1.45,2.5,2.0,1.73,1.07,1.17,3.75,3.0,0.88,2.17,1.17,3.34,1.22,11.0,5.0,1.2,3.9,1.39,2.65,1.7,1.95,2.2,1.55,3.0,1.32
Italy Serie A,2024-01-07,14:00:00,19,Salernitana,Juventus,7.0,2.25,2.05,6.5,4.1,1.47,1.4,2.75,1.07,12.0,1.3,3.6,1.78,1.89,2.05,1.7,2.5,1.22,1.11,0.78,2.22,1.32,1.27,2.59,3.3,8.0,1.46,1.33,2.85,1.6,2.14,2.0,1.7,2.55,1.41,3.4,1.23
Greece Super League,2024-01-07,14:30:00,17,Aris,PAOK,4.5,2.1,2.6,3.85,3.38,1.87,1.44,2.63,1.05,10.0,1.33,3.25,2.0,1.72,1.91,1.91,1.83,1.25,1.25,2.22,1.86,1.89,1.34,3.23,2.44,8.6,1.73,1.34,2.9,1.62,2.1,2.1,1.61,2.85,1.34,3.74,1.21
Portugal Liga NOS,2024-01-07,15:00:00,16,Rio Ave FC,Portimonense,0.0,0.0,0.0,1.91,3.4,3.9,0.0,0.0,0.0,0.0,0.0,0.0,1.84,1.83,0.0,0.0,0.0,0.0,0.0,1.13,0.88,1.17,1.0,2.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greece Super League,2024-01-07,16:00:00,17,Olympiakos Piraeus,AEK Athens,3.1,2.1,3.5,2.4,3.1,2.88,1.44,2.63,1.06,10.0,1.35,3.2,1.93,1.75,1.8,1.95,1.42,1.28,1.55,2.25,1.88,1.84,1.87,3.71,2.04,8.0,2.04,1.46,2.45,1.85,1.95,2.45,1.46,3.5,1.25,3.8,1.22
Italy Serie A,2024-01-07,16:45:00,19,Roma,Atalanta,3.1,2.05,3.75,2.3,3.1,3.0,1.44,2.63,1.09,9.4,1.4,3.0,1.71,1.98,1.91,1.91,1.38,1.32,1.55,2.22,1.11,1.38,1.39,2.77,1.82,7.5,2.32,1.35,2.75,1.64,2.07,2.07,1.65,2.65,1.38,3.65,1.21
Portugal Liga NOS,2024-01-07,17:30:00,16,Famalicão,GD Chaves,0.0,0.0,0.0,1.8,3.6,4.2,0.0,0.0,0.0,0.0,0.0,0.0,1.84,1.83,0.0,0.0,0.0,0.0,0.0,1.57,0.38,1.24,1.32,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
