League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
Serbia SuperLiga,2024-04-15,11:00:00,30,Novi Pazar,Radnički Niš,2.88,2.05,3.6,2.07,3.0,3.1,1.44,2.63,1.06,8.0,1.33,3.1,2.05,1.7,1.8,1.91,1.33,1.25,1.65,1.6,0.8,1.53,1.29,2.82,1.95,8.0,2.1,1.26,3.34,1.48,2.4,1.9,1.9,2.38,1.49,3.2,1.28
Bulgaria First League,2024-04-15,11:30:00,29,CSKA 1948 Sofia,Lokomotiv Sofia 1929,2.11,2.2,7.04,1.51,3.62,6.5,1.45,2.68,1.07,7.0,1.38,2.8,2.2,1.6,2.3,1.55,1.11,1.25,2.5,1.53,1.07,1.49,1.08,2.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Slovenia PrvaLiga,2024-04-15,12:30:00,31,Aluminij,Radomlje,4.03,2.22,2.72,3.3,3.1,1.98,1.38,2.97,1.03,8.5,1.28,3.18,1.91,1.8,1.7,1.95,1.58,1.28,1.28,0.75,1.06,1.3,1.4,2.7,2.65,7.4,1.65,1.25,3.6,1.42,2.62,1.72,2.08,2.14,1.68,2.71,1.38
Serbia SuperLiga,2024-04-15,13:00:00,30,Spartak Subotica,Javor Ivanjica,2.75,2.05,3.75,2.32,3.0,2.7,1.44,2.63,1.06,8.0,1.33,3.1,2.05,1.67,1.83,1.83,1.3,1.25,1.67,1.2,0.53,1.21,1.05,2.26,1.82,8.0,2.33,1.29,3.3,1.51,2.4,1.95,1.85,2.33,1.53,3.0,1.33
Serbia SuperLiga,2024-04-15,13:00:00,30,Mladost Lučani,IMT Novi Beograd,0.0,0.0,0.0,2.0,3.1,3.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.7,0.0,0.0,0.0,0.0,0.0,1.67,1.07,1.2,1.32,2.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy Serie A,2024-04-15,13:30:00,32,Fiorentina,Genoa,2.5,2.1,4.75,1.9,3.25,4.4,1.44,2.63,1.07,10.25,1.32,3.35,2.0,1.73,1.95,1.8,1.22,1.32,1.98,1.8,1.06,1.59,1.04,2.63,1.5,8.0,3.1,1.34,2.8,1.62,2.1,2.02,1.68,2.6,1.4,3.5,1.22
Poland Ekstraklasa,2024-04-15,14:00:00,28,Piast Gliwice,Zagłębie Lubin,2.75,2.05,4.0,2.14,3.0,3.3,1.53,2.41,1.06,6.7,1.41,2.6,2.25,1.57,2.0,1.72,1.3,1.35,1.7,1.38,1.15,1.47,1.61,3.08,1.69,8.0,2.62,1.29,3.3,1.5,2.4,2.0,1.8,2.25,1.57,2.9,1.36
Turkey Süper Lig,2024-04-15,14:00:00,32,Alanyaspor,Galatasaray,5.3,2.6,1.83,5.5,4.5,1.44,1.25,3.6,1.01,12.0,1.13,5.0,1.4,2.82,1.61,2.29,2.6,1.22,1.17,1.6,2.4,1.41,1.7,3.11,3.62,10.25,1.39,1.22,3.8,1.38,2.8,1.7,2.05,2.0,1.73,2.5,1.48
Bulgaria First League,2024-04-15,14:00:00,29,Ludogorets,Arda,1.61,2.73,10.64,1.22,5.0,8.4,1.32,3.15,1.03,16.0,1.22,3.9,1.67,2.05,2.4,1.5,1.04,1.1,4.1,2.5,1.14,2.36,1.3,3.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sweden Allsvenskan,2024-04-15,14:00:00,3,Häcken,Brommapojkarna,2.3,2.5,4.0,1.7,3.8,3.7,1.25,3.75,1.04,11.0,1.17,5.25,1.5,2.48,1.5,2.5,1.22,1.2,2.0,0.0,3.0,1.85,1.93,3.78,1.69,8.5,2.53,1.12,5.6,1.18,4.05,1.36,2.79,1.85,1.95,2.04,1.76
