League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
Poland Ekstraklasa,2024-04-01,07:30:00,26,Puszcza Niepołomice,Radomiak Radom,3.4,2.1,3.25,2.55,3.3,2.46,1.44,2.63,1.05,8.5,1.33,3.1,2.07,1.72,1.8,1.95,1.47,1.28,1.45,1.5,1.42,1.29,1.36,2.65,2.2,8.0,1.91,1.24,3.4,1.46,2.4,1.88,1.92,2.32,1.5,3.1,1.29
Italy Serie A,2024-04-01,07:30:00,30,Bologna,Salernitana,1.8,2.5,9.0,1.33,5.01,8.66,1.33,3.25,1.03,13.0,1.25,4.0,1.84,2.04,2.2,1.62,1.02,1.12,3.6,2.33,0.5,1.41,0.92,2.33,1.19,12.5,6.1,1.3,3.2,1.5,2.4,1.8,1.91,2.25,1.57,2.9,1.36
Italy Serie B,2024-04-01,07:30:00,31,Modena,Bari 1908,2.75,2.0,4.75,2.0,3.24,4.29,1.53,2.38,1.09,6.0,1.45,2.65,2.41,1.5,2.1,1.67,1.22,1.28,1.8,1.27,0.8,1.42,1.2,2.62,1.73,8.4,2.52,1.27,3.55,1.5,2.48,1.85,1.95,2.45,1.5,3.4,1.29
England Championship,2024-04-01,08:30:00,40,Leicester City,Norwich City,2.3,2.3,4.75,1.61,4.34,5.11,1.33,3.25,1.04,13.0,1.25,4.0,1.58,2.29,1.73,2.0,1.18,1.22,2.25,2.22,1.05,1.75,1.2,2.95,1.45,10.0,3.36,1.16,4.3,1.33,2.93,1.61,2.17,2.02,1.74,2.62,1.43
Belgium Pro League,2024-04-01,08:30:00,1,Cercle Brugge,Club Brugge,4.0,2.3,2.5,3.15,3.65,2.05,1.33,3.25,1.03,13.0,1.22,4.2,1.68,2.2,1.62,2.2,1.85,1.22,1.3,1.73,1.4,1.72,1.6,3.32,2.28,7.0,1.87,1.18,4.05,1.42,2.65,1.73,2.0,2.2,1.61,2.76,1.39
England EFL League Two,2024-04-01,09:00:00,42,Grimsby Town,Bradford City,3.25,2.2,3.2,2.46,3.35,2.41,1.4,2.75,1.04,12.0,1.28,3.6,1.92,1.88,1.67,2.1,1.52,1.25,1.5,1.25,1.26,1.32,1.38,2.7,1.91,7.0,2.1,1.22,3.8,1.27,3.28,1.58,2.31,1.98,1.82,2.45,1.52
Denmark Superliga,2024-04-01,09:00:00,1,København,Brøndby,2.5,2.2,4.33,1.93,3.6,3.55,1.36,3.0,1.03,11.5,1.29,3.55,1.91,1.95,1.75,2.0,1.26,1.24,1.92,2.0,2.18,2.06,1.32,3.38,1.64,8.0,2.67,1.23,3.6,1.55,2.33,1.8,2.0,2.4,1.52,2.95,1.33
Switzerland Super League,2024-04-01,09:15:00,29,Yverdon Sport,Young Boys,4.75,2.5,2.1,4.45,4.35,1.6,1.25,3.75,1.01,11.0,1.15,4.75,1.47,2.46,1.57,2.25,2.3,1.16,1.12,1.93,1.36,1.48,1.51,2.99,2.96,9.1,1.55,1.14,4.6,1.3,3.08,1.47,2.5,1.75,1.97,2.2,1.6
Switzerland Challenge League,2024-04-01,09:15:00,27,Vaduz,Thun,3.75,2.38,2.38,3.8,4.0,1.85,1.28,3.46,1.02,10.0,1.17,4.5,1.53,2.38,1.53,2.38,1.72,1.25,1.28,1.23,1.62,1.6,1.39,2.99,2.56,7.6,1.68,0.0,0.0,1.28,3.2,1.58,2.33,1.93,1.86,2.41,1.54
Netherlands Eerste Divisie,2024-04-01,09:30:00,22,Emmen,Groningen,3.75,2.2,2.8,3.2,3.6,2.15,1.33,3.1,1.03,13.0,1.25,3.75,1.8,2.0,1.68,2.15,1.72,1.25,1.36,1.73,1.73,1.79,1.63,3.42,2.5,9.0,1.71,1.19,4.1,1.34,2.88,1.68,2.2,2.05,1.78,2.6,1.41
Italy Serie B,2024-04-01,10:00:00,31,Cosenza,Brescia,2.75,2.0,4.75,2.32,3.1,3.49,1.53,2.38,1.09,6.0,1.45,2.6,2.41,1.5,2.1,1.67,1.25,1.28,1.75,1.13,1.2,1.41,1.26,2.67,1.64,8.3,2.75,1.29,3.4,1.53,2.4,1.92,1.82,2.55,1.48,3.5,1.27
Italy Serie B,2024-04-01,10:00:00,31,Venezia,Reggiana,2.2,2.2,6.0,1.62,3.93,5.81,1.4,2.75,1.04,8.5,1.3,3.3,2.04,1.8,2.0,1.75,1.09,1.2,2.35,2.2,1.4,1.45,1.06,2.51,1.48,8.9,3.28,1.29,3.4,1.53,2.4,2.0,1.8,2.55,1.48,3.5,1.27
Italy Serie B,2024-04-01,10:00:00,31,Parma,Catanzaro,2.3,2.25,5.0,1.79,3.9,4.37,1.36,3.0,1.03,9.0,1.25,3.75,1.86,1.98,1.8,1.95,1.15,1.22,2.05,2.2,1.47,1.68,1.2,2.88,1.39,9.0,3.8,1.32,3.2,1.58,2.28,2.02,1.74,2.7,1.43,3.8,1.24
Italy Serie B,2024-04-01,10:00:00,31,Lecco,Cittadella,3.5,2.05,3.25,2.81,3.17,2.71,1.44,2.63,1.06,7.5,1.36,3.0,2.07,1.67,1.91,1.91,1.53,1.28,1.42,0.71,1.0,1.51,1.43,2.94,2.14,7.4,2.04,1.29,3.4,1.53,2.4,1.98,1.82,2.55,1.48,3.5,1.27
Italy Serie B,2024-04-01,10:00:00,31,Pisa,Palermo,3.1,2.1,3.5,2.43,3.36,3.02,1.4,2.75,1.04,8.5,1.3,3.3,1.96,1.89,1.75,2.0,1.42,1.25,1.55,1.2,1.6,1.35,1.35,2.7,1.72,7.4,2.65,1.27,3.55,1.5,2.48,1.85,1.95,2.45,1.5,3.4,1.29
Italy Serie A,2024-04-01,10:00:00,30,Sassuolo,Udinese,3.4,2.1,3.2,2.52,3.28,2.79,1.4,2.75,1.07,10.0,1.33,3.3,1.87,1.93,1.75,2.0,1.55,1.3,1.45,1.07,1.07,1.39,1.11,2.5,1.73,8.0,2.4,1.17,4.1,1.32,2.9,1.56,2.2,1.92,1.77,2.4,1.47
Italy Serie A,2024-04-01,10:00:00,30,Cagliari,Hellas Verona,2.88,2.05,4.0,2.14,3.29,3.42,1.44,2.63,1.07,9.0,1.38,3.1,2.16,1.65,1.91,1.91,1.32,1.3,1.68,1.36,0.6,1.47,1.16,2.63,1.69,9.2,2.58,1.3,3.2,1.5,2.4,1.78,2.02,2.23,1.63,2.9,1.36
Poland Ekstraklasa,2024-04-01,10:00:00,26,Stal Mielec,Lech Poznań,5.0,2.1,2.5,3.85,3.35,1.84,1.44,2.63,1.06,8.0,1.36,2.95,2.15,1.67,2.0,1.75,1.9,1.25,1.17,2.0,1.42,1.45,1.23,2.68,3.07,8.5,1.51,1.25,3.3,1.48,2.38,1.9,1.9,2.35,1.49,3.15,1.28
Italy Serie B,2024-04-01,10:00:00,31,Spezia,Ascoli,3.0,1.95,4.33,2.18,3.2,3.88,1.53,2.38,1.09,6.0,1.47,2.55,2.41,1.5,2.1,1.67,1.25,1.28,1.7,1.07,0.87,1.49,1.15,2.64,1.7,8.3,2.6,1.27,3.55,1.5,2.48,1.85,1.95,2.45,1.5,3.4,1.29
Italy Serie B,2024-04-01,10:00:00,31,Como,Südtirol,2.5,1.95,6.0,1.81,3.4,5.08,1.57,2.25,1.09,7.0,1.5,2.5,2.41,1.5,2.25,1.57,1.12,1.25,2.05,2.07,1.13,1.38,1.05,2.43,1.41,8.8,3.7,1.36,3.0,1.66,2.15,2.12,1.66,2.88,1.38,4.1,1.22
England EFL League Two,2024-04-01,11:00:00,42,Crewe Alexandra,Forest Green Rovers,2.3,2.3,4.75,1.76,3.5,3.75,1.33,3.25,1.03,13.0,1.22,4.0,1.85,1.95,1.67,2.1,1.22,1.22,2.05,1.9,0.89,1.26,1.15,2.41,1.46,9.8,3.14,1.2,4.0,1.28,3.2,1.54,2.41,1.89,1.91,2.36,1.56
England EFL League Two,2024-04-01,11:00:00,42,Harrogate Town,Gillingham,3.75,2.1,3.0,3.05,3.15,2.09,1.44,2.63,1.06,10.0,1.36,3.1,2.1,1.7,1.83,1.83,1.65,1.25,1.36,1.21,1.4,1.3,1.21,2.51,2.3,7.0,1.85,1.22,3.8,1.4,2.7,1.67,2.18,2.06,1.75,2.5,1.48
