League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
Egypt Egyptian Premier League,2024-04-22,11:00:00,19,Masr,El Gounah,2.63,2.0,4.33,1.95,3.0,4.0,1.48,2.5,1.08,7.0,1.4,2.8,2.3,1.6,2.0,1.73,1.25,1.28,1.73,1.43,1.86,1.91,1.43,3.34,1.44,9.2,3.18,1.23,3.56,1.44,2.51,1.77,1.9,2.27,1.53,3.04,1.31
Serbia SuperLiga,2024-04-22,11:00:00,1,IMT Novi Beograd,Železničar Pančevo,2.92,2.21,3.49,2.2,3.3,2.9,1.34,3.0,1.01,10.0,1.22,3.64,1.75,1.95,1.61,2.25,1.42,1.25,1.53,1.07,0.6,1.49,1.29,2.78,1.79,8.15,2.5,1.32,3.11,1.51,2.37,1.98,1.82,2.5,1.47,3.18,1.3
Croatia Prva HNL,2024-04-22,12:00:00,31,Rudeš,Varaždin,4.7,2.15,2.3,4.38,3.59,1.72,1.38,2.8,1.04,12.0,1.27,3.4,1.9,1.9,1.8,1.9,2.0,1.23,1.19,0.4,1.0,1.35,1.26,2.61,2.53,9.0,1.67,1.23,3.56,1.5,2.5,1.83,1.96,2.29,1.6,3.08,1.3
Romania Liga I,2024-04-22,13:00:00,5,Petrolul 52,UTA Arad,3.0,2.0,3.5,2.1,2.95,3.45,1.44,2.62,1.08,7.0,1.36,3.0,2.25,1.57,1.85,1.85,1.3,1.35,1.6,1.41,0.94,1.54,1.27,2.81,1.7,8.8,2.48,1.28,3.18,1.59,2.32,1.98,1.82,2.53,1.5,3.42,1.25
Serbia SuperLiga,2024-04-22,13:00:00,1,Mladost Lučani,Napredak,0.0,0.0,0.0,2.1,3.05,3.4,0.0,0.0,0.0,0.0,0.0,0.0,2.25,1.57,0.0,0.0,0.0,0.0,0.0,1.67,1.4,1.18,1.25,2.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy Serie A,2024-04-22,13:30:00,33,Roma,Bologna,3.2,1.95,3.75,2.25,3.15,3.3,1.53,2.38,1.11,8.2,1.4,2.75,2.3,1.6,2.0,1.75,1.36,1.38,1.57,2.25,1.33,1.31,1.3,2.61,1.83,8.3,2.38,1.49,2.51,1.87,1.92,2.36,1.56,3.2,1.3,4.33,1.18
Sweden Allsvenskan,2024-04-22,14:00:00,4,Elfsborg,Kalmar,2.1,2.38,5.5,1.53,4.1,5.5,1.33,3.25,1.04,15.0,1.23,4.2,1.65,2.1,1.75,2.0,1.13,1.22,2.4,1.0,0.0,1.96,1.35,3.31,1.37,9.5,3.69,1.22,4.0,1.42,2.75,1.74,2.02,1.9,1.9,3.0,1.35
Portugal LigaPro,2024-04-22,14:00:00,30,CD Nacional,Benfica II,2.3,2.3,4.33,1.7,3.5,4.0,1.33,3.0,1.05,9.0,1.25,3.75,1.75,1.95,1.73,2.0,1.19,1.22,1.78,2.36,1.29,1.76,1.48,3.24,1.6,9.8,2.64,1.13,5.0,1.25,3.6,1.34,3.0,1.61,2.17,2.03,1.7
Turkey Süper Lig,2024-04-22,14:00:00,33,Sivasspor,Fenerbahçe,6.5,2.6,1.83,6.25,4.75,1.4,1.29,3.5,1.03,18.0,1.19,4.8,1.6,2.2,1.83,1.83,2.95,1.19,1.11,1.47,2.88,1.48,1.94,3.42,8.0,11.0,1.13,1.35,2.88,1.7,2.05,1.95,1.77,2.75,1.38,3.8,1.21
Poland Ekstraklasa,2024-04-22,14:00:00,29,Warta Poznań,Stal Mielec,2.85,1.85,4.6,2.1,2.85,3.5,1.6,2.2,1.12,6.8,1.53,2.4,2.6,1.44,2.25,1.58,1.28,1.38,1.7,1.0,0.86,1.18,1.06,2.24,1.64,8.0,2.77,1.34,2.85,1.62,2.08,1.92,1.8,2.7,1.37,3.75,1.2
Egypt Egyptian Premier League,2024-04-22,14:00:00,19,El Daklyeh FC,Coca-Cola,5.0,1.91,2.63,4.5,3.0,1.85,1.6,2.2,1.11,6.0,1.55,2.3,2.63,1.44,2.38,1.53,1.83,1.3,1.2,0.88,1.83,0.89,1.44,2.33,2.91,8.6,1.52,1.34,2.88,1.63,2.09,2.07,1.64,2.78,1.36,3.68,1.24
Egypt Egyptian Premier League,2024-04-22,14:00:00,19,Al Ittihad,Ismaily SC,3.25,1.95,3.4,2.7,2.8,2.8,1.5,2.4,1.08,7.0,1.42,2.75,2.3,1.6,1.91,1.8,1.38,1.3,1.5,1.75,0.5,1.4,1.55,2.95,1.86,8.4,2.17,1.28,3.2,1.53,2.28,1.91,1.76,2.51,1.44,3.42,1.25
Denmark Superliga,2024-04-22,14:00:00,4,Nordsjælland,AGF,2.25,2.25,5.5,1.75,3.75,4.0,1.36,3.0,1.01,9.3,1.26,3.34,1.7,2.0,1.91,1.91,1.17,1.26,2.22,2.08,1.58,1.75,1.18,2.93,1.45,9.0,3.32,1.22,3.75,1.78,2.02,1.78,2.02,2.18,1.6,2.88,1.35
Sweden Superettan,2024-04-22,14:00:00,4,Örebro,Varberg,3.2,2.1,3.5,2.35,3.15,2.65,1.39,2.75,1.07,10.25,1.35,3.25,2.0,1.7,1.8,1.95,1.44,1.25,1.55,0.0,0.0,1.56,1.04,2.6,1.75,8.0,2.42,1.22,4.0,1.42,2.75,1.74,2.02,2.23,1.61,3.0,1.35
Netherlands Eerste Divisie,2024-04-22,15:00:00,35,AZ II,VVV,2.75,2.38,3.5,2.05,3.6,3.0,1.3,3.4,1.02,17.0,1.18,4.3,1.62,2.25,1.53,2.38,1.38,1.22,1.7,2.06,0.88,1.67,1.36,3.03,1.66,9.0,2.55,1.18,4.5,1.35,2.84,1.69,2.14,2.12,1.71,2.67,1.39
Netherlands Eerste Divisie,2024-04-22,15:00:00,35,PSV II,Utrecht II,2.25,2.6,4.0,1.8,4.2,3.7,1.25,3.7,1.01,23.0,1.13,5.25,1.45,2.6,1.48,2.5,1.25,1.18,1.95,0.94,0.35,1.52,1.39,2.91,1.61,9.3,2.65,1.18,4.5,1.33,2.93,1.66,2.18,2.05,1.74,2.57,1.42
Switzerland Challenge League,2024-04-22,15:15:00,31,Thun,Sion,3.1,2.1,3.1,2.5,3.2,2.5,1.38,2.8,1.05,11.5,1.16,3.5,1.75,1.95,1.67,2.1,1.06,1.21,1.25,2.6,2.33,1.52,1.6,3.12,1.83,8.6,2.2,1.24,3.48,1.45,2.48,2.38,1.88,2.3,1.52,3.08,1.3
Spain Segunda División,2024-04-22,15:30:00,36,FC Cartagena,Real Oviedo,4.0,1.91,3.25,2.95,2.75,2.35,1.57,2.25,1.07,6.45,1.5,2.4,2.55,1.45,2.1,1.67,1.55,1.3,1.33,1.12,1.06,1.32,1.16,2.48,2.1,8.0,1.91,1.27,3.6,1.46,2.55,1.78,1.97,2.2,1.62,2.85,1.38
Republic of Ireland Premier Division,2024-04-22,15:45:00,24,Derry City,St Patrick's Athl.,2.2,2.2,6.5,1.5,3.75,5.5,1.44,2.63,1.06,8.5,1.35,3.1,2.1,1.7,2.1,1.67,1.18,1.22,2.0,2.0,1.0,1.4,1.05,2.45,1.3,8.7,4.86,1.24,3.48,1.46,2.52,2.38,1.92,2.32,1.54,3.04,1.31
Italy Serie A,2024-04-22,15:45:00,33,AC Milan,Inter Milan,4.0,2.3,2.6,3.2,3.4,2.15,1.33,3.25,1.06,15.5,1.22,4.0,1.8,2.0,1.62,2.2,1.77,1.22,1.28,2.33,2.73,1.52,1.47,2.99,2.23,8.9,1.9,1.33,3.0,1.57,2.35,1.93,1.85,2.45,1.53,3.2,1.3
Republic of Ireland Premier Division,2024-04-22,15:45:00,24,Shelbourne,Shamrock Rovers,4.5,1.95,2.88,3.4,3.1,2.0,1.5,2.5,1.08,7.5,1.42,2.8,2.4,1.53,2.05,1.7,1.44,1.3,1.48,2.0,1.67,1.0,1.56,2.56,2.81,7.8,1.65,1.23,3.56,1.46,2.52,2.38,1.94,2.29,1.55,3.04,1.31
Spain La Liga,2024-04-22,16:00:00,32,Sevilla FC,RCD Mallorca,2.75,1.95,5.0,1.83,3.25,4.75,1.57,2.25,1.13,7.6,1.55,2.4,2.35,1.57,2.2,1.62,1.23,1.35,1.8,1.13,0.6,1.7,1.16,2.86,1.48,9.2,3.3,1.4,2.7,1.68,2.13,2.11,1.69,2.62,1.42,3.6,1.25
England Championship,2024-04-22,16:00:00,44,Middlesbrough,Leeds United,4.5,2.3,2.4,3.9,3.65,1.8,1.33,3.25,1.04,13.0,1.26,4.0,1.9,1.8,1.67,2.1,2.01,1.26,1.23,1.48,1.62,1.53,1.41,2.94,2.56,7.5,1.8,1.16,4.51,1.34,3.0,1.64,2.26,2.01,1.8,2.58,1.5
Portugal Liga NOS,2024-04-22,16:15:00,30,Farense,Benfica,0.0,0.0,0.0,6.5,5.0,1.36,0.0,0.0,0.0,0.0,0.0,0.0,1.53,2.35,0.0,0.0,0.0,0.0,0.0,1.36,2.07,1.27,1.39,2.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brazil Serie B,2024-04-22,21:00:00,1,Vila Nova,Guarani,2.75,1.95,4.75,2.0,3.25,4.2,1.52,2.39,1.1,6.5,1.5,2.4,2.5,1.5,2.2,1.62,1.2,1.21,1.66,0.0,0.0,0.0,0.0,0.0,1.62,8.1,2.86,1.25,3.42,1.47,2.42,2.38,1.87,2.32,1.51,3.18,1.28
