League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
Turkey Süper Lig,2024-01-15,14:00:00,20,Galatasaray,Kayserispor,1.68,2.7,6.75,1.29,5.02,6.96,1.23,3.8,1.02,23.0,1.11,6.09,1.37,2.94,1.77,1.93,1.06,1.13,3.5,3.0,1.1,2.24,1.07,3.31,1.17,13.0,6.05,1.14,4.6,1.29,3.14,1.59,2.32,1.95,1.85,2.46,1.53
Portugal LigaPro,2024-01-15,15:45:00,17,CD Mafra,CD Nacional,3.2,2.2,3.25,2.55,3.35,2.6,1.36,3.0,1.05,9.0,1.29,3.5,1.82,1.92,1.67,2.1,1.44,1.3,1.5,1.75,1.75,1.37,1.43,2.8,1.86,9.3,2.17,1.1,5.4,1.23,3.56,1.42,2.57,1.74,1.98,2.15,1.59
Netherlands Eerste Divisie,2024-01-15,16:00:00,21,Utrecht II,VVV,3.25,2.2,2.8,2.96,3.55,2.19,1.33,3.14,1.05,9.0,1.22,4.0,1.7,2.05,1.57,2.2,1.6,1.22,1.42,1.7,1.3,1.17,1.42,2.59,2.06,9.0,2.01,1.19,4.4,1.36,2.79,1.72,2.1,2.1,1.72,2.5,1.52
Netherlands Eerste Divisie,2024-01-15,16:00:00,21,PSV II,Den Bosch,2.7,2.3,3.2,2.17,3.92,3.04,1.29,3.5,1.03,11.0,1.17,4.5,1.6,2.2,1.5,2.35,1.42,1.2,1.62,0.82,0.5,1.44,1.03,2.47,1.72,9.2,2.53,1.19,4.4,1.35,2.84,1.63,2.14,2.06,1.71,2.69,1.41
Spain Segunda División,2024-01-15,16:30:00,22,CD Eldense,Real Zaragoza,3.4,1.91,3.75,2.37,2.91,2.86,1.57,2.25,1.11,6.5,1.5,2.37,2.15,1.62,2.1,1.67,1.38,1.33,1.5,1.27,1.27,1.28,1.11,2.39,1.79,8.8,2.42,1.28,3.2,1.55,2.29,1.95,1.8,2.52,1.46,3.42,1.25
France Ligue 2,2024-01-15,16:45:00,20,Auxerre,Bordeaux,2.3,2.3,4.75,1.76,3.53,3.78,1.33,3.25,1.01,13.4,1.23,4.14,1.76,1.95,1.73,2.0,1.17,1.2,2.0,2.0,1.0,1.71,1.58,3.29,1.48,9.5,3.2,1.32,3.2,1.58,2.28,2.02,1.74,2.7,1.43,3.8,1.24
Italy Serie A,2024-01-15,16:45:00,20,Atalanta,Frosinone,1.91,2.5,6.5,1.46,4.44,6.4,1.3,3.4,1.04,18.0,1.2,4.33,1.62,2.15,1.8,1.95,1.13,1.18,2.75,2.2,0.2,1.71,1.19,2.9,1.35,10.5,3.98,1.25,3.6,1.44,2.6,1.73,2.05,2.17,1.65,2.63,1.43
England EFL League One,2024-01-15,17:00:00,28,Derby County,Burton Albion,1.8,2.4,8.5,1.32,4.23,8.27,1.33,3.25,1.03,13.0,1.25,4.0,1.8,1.9,2.2,1.62,1.06,1.15,3.4,1.85,0.64,1.49,0.9,2.39,1.14,12.0,7.01,1.2,3.9,1.36,2.9,1.63,2.13,2.1,1.65,2.75,1.4
Portugal Liga NOS,2024-01-15,17:15:00,17,Vitória Guimarães,FC Arouca,0.0,0.0,0.0,1.93,3.4,3.8,0.0,0.0,0.0,0.0,0.0,0.0,1.83,1.83,0.0,0.0,0.0,0.0,0.0,2.33,1.0,1.33,1.19,2.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Portugal LigaPro,2024-01-15,17:45:00,17,Torreense,FC Penafiel,2.63,2.05,4.5,2.0,3.15,3.7,1.5,2.5,1.08,7.0,1.36,3.0,2.25,1.6,2.0,1.73,1.25,1.35,1.78,1.88,0.22,1.26,1.23,2.49,1.58,9.4,2.73,1.15,4.5,1.31,3.04,1.63,2.25,2.0,1.81,2.52,1.52
