League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
Portugal LigaPro,2024-04-06,07:00:00,28,FC Penafiel,CF Os Belenenses,2.75,2.05,4.33,1.95,3.4,3.75,1.47,2.5,1.07,6.8,1.35,2.9,2.1,1.68,1.83,1.85,1.25,1.28,1.7,1.64,0.5,1.47,1.22,2.69,1.58,9.3,2.74,1.18,4.15,1.36,2.79,1.63,2.09,2.06,1.68,2.67,1.39
Germany 2. Bundesliga,2024-04-06,08:00:00,28,Hamburger SV,Kaiserslautern,2.0,2.55,4.6,1.65,4.2,4.5,1.2,4.0,1.01,11.0,1.09,6.2,1.32,2.83,1.45,2.5,1.17,1.22,2.2,2.14,0.71,1.92,1.65,3.57,1.55,8.5,2.91,1.15,5.4,1.31,3.48,1.65,2.1,2.0,1.73,2.5,1.47
Germany 2. Bundesliga,2024-04-06,08:00:00,28,Nürnberg,Holstein Kiel,3.4,2.25,2.7,3.2,3.6,2.1,1.3,3.25,1.01,12.0,1.16,4.6,1.57,2.3,1.5,2.5,1.68,1.22,1.38,1.36,2.14,1.19,1.32,2.51,1.91,8.5,2.1,1.15,5.3,1.27,3.55,1.46,2.55,1.73,2.0,2.16,1.7
Germany 2. Bundesliga,2024-04-06,08:00:00,28,Elversberg,Magdeburg,2.8,2.4,3.0,2.35,3.6,2.7,1.27,3.4,1.03,13.0,1.14,5.0,1.56,2.43,1.45,2.5,1.37,1.3,1.6,1.29,0.79,1.29,1.31,2.6,1.75,8.5,2.43,1.17,4.3,1.33,2.95,1.65,2.1,2.0,1.73,2.5,1.47
England Championship,2024-04-06,08:30:00,41,Norwich City,Ipswich Town,3.3,2.25,3.0,2.71,3.69,2.42,1.33,3.3,1.03,15.0,1.22,4.33,1.63,2.3,1.57,2.35,1.57,1.25,1.48,2.24,1.81,1.57,1.34,2.91,1.82,8.0,2.33,1.18,4.5,1.36,3.0,1.63,2.25,2.0,1.73,2.5,1.5
England Premier League,2024-04-06,08:30:00,32,Crystal Palace,Manchester City,7.5,2.5,1.8,11.0,5.7,1.31,1.3,3.4,1.03,15.0,1.21,4.7,1.69,2.23,1.95,1.8,3.3,1.16,1.05,1.07,2.13,1.37,2.06,3.43,3.9,9.5,1.36,1.24,3.35,1.45,2.45,1.78,1.91,2.2,1.56,2.85,1.33
Italy Serie B,2024-04-06,09:00:00,32,Ternana,Modena,3.4,2.1,3.0,2.75,3.25,2.5,1.44,2.6,1.05,8.0,1.36,3.0,2.1,1.67,1.83,1.9,1.5,1.35,1.44,1.12,1.19,1.25,1.38,2.63,2.2,8.0,1.91,1.24,3.48,1.47,2.49,1.85,1.95,2.33,1.53,3.08,1.3
Italy Serie B,2024-04-06,09:00:00,32,Südtirol,Parma,4.5,1.97,2.5,4.33,3.3,1.87,1.5,2.4,1.08,6.5,1.44,2.6,2.3,1.57,2.1,1.67,1.88,1.3,1.25,1.38,2.06,1.11,1.4,2.51,3.02,8.0,1.55,1.34,2.88,1.65,2.13,2.11,1.68,2.8,1.38,3.86,1.2
Italy Serie B,2024-04-06,09:00:00,32,Spezia,Lecco,2.25,2.2,4.4,1.68,3.75,4.75,1.37,2.8,1.02,9.5,1.25,3.5,1.9,1.85,1.75,1.93,1.15,1.23,1.97,1.19,0.71,1.48,1.31,2.79,1.64,8.5,2.66,1.19,3.98,1.39,2.76,1.65,2.13,2.11,1.65,2.75,1.37
Italy Serie B,2024-04-06,09:00:00,32,Brescia,Pisa,3.4,1.83,3.5,2.65,3.0,2.7,1.52,2.35,1.1,5.8,1.45,2.5,2.25,1.57,1.93,1.75,1.38,1.32,1.41,1.5,1.19,1.22,1.26,2.48,2.05,7.5,2.05,1.34,2.88,1.64,2.12,2.05,1.7,2.8,1.38,3.86,1.2
