League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
Serbia SuperLiga,2024-03-13,10:00:00,25,Radnički Kragujevac,Železničar Pančevo,2.4,2.1,4.33,1.9,3.3,4.0,1.4,2.75,1.06,8.0,1.3,3.35,1.82,1.78,1.73,1.93,1.18,1.25,1.85,1.92,0.62,1.4,1.3,2.7,1.68,7.9,2.6,1.48,2.47,2.0,1.8,2.52,1.46,3.48,1.24,4.6,1.16
Slovenia PrvaLiga,2024-03-13,10:45:00,26,Mura,Bravo,3.2,2.05,3.25,2.6,3.0,2.55,1.44,2.63,1.04,7.8,1.33,2.93,1.98,1.65,1.83,1.83,1.46,1.31,1.39,1.08,1.31,1.16,1.36,2.52,1.98,8.7,2.01,1.21,3.9,1.4,2.7,1.7,2.12,2.11,1.71,2.71,1.38
Slovenia PrvaLiga,2024-03-13,12:45:00,26,Aluminij,Rogaška,2.85,2.23,3.72,2.8,3.25,2.17,1.36,3.04,1.06,8.0,1.28,3.4,1.85,1.87,1.73,2.0,1.41,1.29,1.47,0.85,0.77,1.32,1.19,2.51,1.87,8.8,2.13,1.22,3.8,1.38,2.8,1.65,2.1,2.0,1.73,2.5,1.48
Serbia SuperLiga,2024-03-13,12:55:00,25,Partizan,Napredak,1.62,2.7,7.5,1.22,5.0,8.5,1.25,3.6,1.02,13.0,1.14,5.25,1.65,2.12,1.95,1.7,1.02,1.11,4.0,2.58,1.42,2.09,1.28,3.37,1.18,11.0,6.16,1.35,2.95,1.67,2.07,2.12,1.64,2.85,1.37,3.8,1.22
Poland Ekstraklasa,2024-03-13,14:30:00,2,Korona Kielce,Raków Częstochowa,4.2,2.1,2.5,4.0,3.4,1.91,1.41,2.7,1.06,8.0,1.3,3.3,1.98,1.81,1.78,1.95,1.95,1.3,1.22,1.36,0.91,1.59,1.59,3.18,2.49,8.9,1.69,1.22,3.64,1.49,2.56,1.81,1.99,2.26,1.62,2.98,1.32
Slovenia PrvaLiga,2024-03-13,14:45:00,26,Radomlje,Domžale,3.2,2.1,3.1,2.08,3.1,3.1,1.42,2.73,1.02,8.5,1.28,3.2,1.95,1.79,1.7,1.98,1.4,1.3,1.48,0.46,1.0,1.56,1.44,3.0,1.86,8.7,2.15,1.29,3.4,1.48,2.5,1.76,2.04,2.2,1.65,2.7,1.4
Serbia SuperLiga,2024-03-13,15:00:00,25,Radnički Niš,Red Star Belgrade,7.0,2.75,1.62,11.0,5.6,1.15,1.22,3.75,1.01,11.0,1.13,5.25,1.45,2.56,1.83,1.8,4.4,1.11,1.01,1.25,2.25,1.63,2.06,3.69,5.75,12.5,1.18,1.14,4.9,1.26,3.34,1.44,2.6,1.8,2.0,2.3,1.55
Spain Segunda División,2024-03-13,15:00:00,28,Levante UD,FC Andorra,2.65,1.95,4.5,1.92,3.05,4.0,1.51,2.4,1.06,7.0,1.42,2.7,2.17,1.61,2.05,1.72,1.22,1.28,1.8,1.86,0.47,1.55,1.31,2.86,1.75,8.0,2.52,1.37,2.95,1.68,2.1,2.1,1.67,2.95,1.36,4.2,1.21
England Premier League,2024-03-13,16:30:00,17,AFC Bournemouth,Luton Town,2.05,2.4,5.5,1.57,4.5,5.4,1.3,3.4,1.03,15.0,1.23,4.45,1.45,2.63,1.8,1.95,1.13,1.2,2.55,1.08,0.77,1.47,1.04,2.51,1.4,9.0,3.55,1.16,4.25,1.3,2.95,1.59,2.27,1.99,1.81,2.46,1.51
Scotland Premiership,2024-03-13,16:45:00,19,Dundee,Aberdeen,3.4,2.1,3.4,2.25,3.5,2.75,1.44,2.63,1.06,10.0,1.35,3.2,1.66,2.15,1.8,1.95,1.46,1.32,1.46,1.46,0.86,1.35,1.12,2.47,1.75,8.5,2.35,1.15,5.4,1.22,3.75,1.4,2.6,1.7,1.95,2.15,1.57
Scotland Premiership,2024-03-13,16:45:00,19,Ross County,Hibernian,3.4,2.1,3.25,2.9,3.4,2.2,1.44,2.63,1.06,10.0,1.35,3.2,1.87,1.87,1.8,1.95,1.5,1.31,1.44,1.15,1.15,1.23,1.1,2.33,2.1,8.0,1.91,1.18,4.5,1.31,3.0,1.57,2.2,1.95,1.7,2.6,1.41
England EFL League One,2024-03-13,17:00:00,38,Peterborough United,Stevenage,2.5,2.2,4.33,1.83,3.6,4.1,1.36,3.0,1.05,9.5,1.25,3.7,1.81,1.91,1.75,2.0,1.25,1.22,1.85,2.0,1.67,1.67,1.24,2.91,1.69,9.2,2.61,1.24,3.48,1.47,2.49,1.83,1.91,2.33,1.53,3.08,1.3
