IDMercado,League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_Goleada_H,CS_Goleada_A
1.216611965,Mexican Ascenso MX,2023-08-07,00:05:00,Club Atletico La Paz,Tapatio,2.36,3.55,3.1,1.81,2.14,1.68,2.26,17.5,16.0,25.0,55.0,13.0,8.8,15.0,36.0,17.5,13.0,18.0,46.0,36.0,27.0,40.0,90.0,18.5,29.0
1.216599246,South Korean K League 2,2023-08-07,07:30:00,Ansan Greeners FC,Cheongju FC,3.35,3.4,2.24,1.98,1.91,1.8,2.02,13.5,10.5,15.0,32.0,13.5,8.4,12.0,27.0,25.0,15.5,20.0,44.0,70.0,44.0,60.0,120.0,44.0,21.0
1.216617242,Irish Division 1,2023-08-07,11:00:00,Bray Wanderers,Longford,1.64,4.4,5.2,1.71,2.16,1.79,2.06,34.0,21.0,44.0,1.01,990.0,990.0,21.0,80.0,990.0,990.0,22.0,80.0,990.0,990.0,34.0,110.0,8.8,70.0
1.216605057,Finnish Veikkausliiga,2023-08-07,12:00:00,KTP,FC Inter,3.45,3.6,2.22,1.9,2.04,1.74,2.2,15.5,11.0,15.0,32.0,15.5,8.8,11.5,26.0,27.0,15.5,19.5,40.0,70.0,42.0,55.0,110.0,38.0,18.0
1.216446878,Finnish Veikkausliiga,2023-08-07,12:00:00,Lahti,Honka,4.4,3.65,1.95,2.14,1.79,1.96,1.91,12.5,8.6,12.0,24.0,15.0,8.4,11.0,24.0,32.0,19.0,23.0,46.0,95.0,65.0,80.0,150.0,80.0,17.5
1.216573990,Romanian Liga I,2023-08-07,12:30:00,ACS Sepsi OSK,Otelul Galati,1.53,4.1,8.0,2.3,1.7,2.32,1.68,11.5,22.0,70.0,400.0,6.4,9.6,36.0,220.0,8.0,10.5,34.0,200.0,13.5,990.0,60.0,280.0,12.0,360.0
1.216617152,Irish Division 1,2023-08-07,13:00:00,Galway Utd,Treaty United,1.15,9.6,21.0,1.43,2.96,2.34,1.64,36.0,75.0,1.01,1.01,990.0,23.0,85.0,1.01,8.4,990.0,60.0,1.01,990.0,990.0,60.0,1.01,3.25,1.01
1.216527757,Icelandic Urvalsdeild,2023-08-07,13:00:00,Valur,KA Akureyri,2.46,3.25,3.1,1.01,1.05,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
1.216689095,Serbian Super League,2023-08-07,13:00:00,Radnik Surdulica,FK Spartak,2.22,3.05,3.15,2.24,1.63,1.86,1.75,990.0,990.0,28.0,1.01,990.0,990.0,990.0,60.0,990.0,990.0,25.0,85.0,36.0,34.0,65.0,1.01,30.0,75.0
1.216538565,Polish I Liga,2023-08-07,13:00:00,Arka Gdynia,Polonia Warszawa,1.49,4.5,6.4,1.68,2.22,1.83,1.98,48.0,26.0,60.0,1.01,990.0,990.0,27.0,100.0,990.0,990.0,24.0,90.0,990.0,990.0,34.0,1.01,990.0,110.0
1.216506077,Bulgarian A League,2023-08-07,13:00:00,CSKA 1948 Sofia,Hebar,1.33,5.3,9.8,1.84,1.93,2.28,1.6,18.5,30.0,110.0,1.01,8.0,14.5,44.0,1.01,7.8,12.0,44.0,1.01,11.5,18.0,55.0,1.01,7.4,1.01
1.216683119,Lithuanian A Lyga,2023-08-07,13:00:00,Panevezys,Hegelmann Litauen,1.67,3.45,4.3,1.89,1.9,1.92,1.9,15.0,19.0,44.0,150.0,9.4,10.0,24.0,85.0,12.0,12.0,26.0,95.0,22.0,24.0,48.0,1.01,15.0,100.0
1.216626967,Irish Division 1,2023-08-07,14:00:00,Wexford F.C,Waterford,6.6,4.9,1.39,1.41,2.58,1.67,2.1,34.0,990.0,990.0,990.0,42.0,990.0,990.0,990.0,1.01,36.0,27.0,32.0,1.01,1.01,1.01,1.01,1.01,990.0
1.216467882,Swedish Allsvenskan,2023-08-07,14:00:00,Norrkoping,IFK Goteborg,2.22,3.55,3.55,2.0,1.88,1.83,2.08,13.0,14.0,25.0,65.0,10.0,7.8,15.5,44.0,14.0,11.5,18.5,55.0,28.0,25.0,46.0,110.0,19.0,44.0
1.216611734,Danish Superliga,2023-08-07,14:00:00,OB,Viborg,2.3,3.7,3.35,1.75,2.2,1.66,2.42,17.5,15.5,24.0,55.0,12.5,9.0,14.5,34.0,16.0,11.0,16.0,42.0,29.0,22.0,32.0,75.0,14.5,27.0
1.216466707,Swedish Superettan,2023-08-07,14:00:00,Trelleborgs,Orebro,2.38,3.45,3.1,1.95,1.89,1.73,2.06,14.5,14.0,24.0,55.0,11.0,8.2,15.5,40.0,17.0,12.0,19.0,55.0,34.0,29.0,44.0,110.0,22.0,38.0
1.216584588,Polish Ekstraklasa,2023-08-07,14:00:00,Puszcza Niepolomice,Stal Mielec,2.44,3.2,2.96,2.04,1.83,1.83,2.08,14.0,14.0,24.0,60.0,12.0,8.6,16.5,46.0,18.5,14.0,21.0,65.0,40.0,34.0,55.0,130.0,29.0,44.0
1.216467666,Swedish Allsvenskan,2023-08-07,14:00:00,Malmo FF,Halmstads,1.28,6.4,13.0,1.58,2.5,2.12,1.82,29.0,48.0,150.0,570.0,9.8,16.5,55.0,240.0,8.2,11.0,42.0,200.0,10.0,14.0,48.0,220.0,5.1,320.0
1.216467558,Swedish Allsvenskan,2023-08-07,14:00:00,Varbergs BoIS,Mjallby,3.05,3.25,2.66,2.28,1.71,1.99,1.94,10.0,9.6,16.5,42.0,10.5,7.4,12.5,36.0,19.0,14.0,21.0,55.0,55.0,40.0,60.0,140.0,42.0,34.0
1.216806852,Canadian Premier League,2023-08-07,15:00:00,HFX Wanderers,Pacific,2.82,3.0,2.52,2.1,1.73,1.83,1.94,990.0,990.0,990.0,44.0,990.0,990.0,990.0,36.0,22.0,990.0,22.0,1.01,1.01,42.0,1.01,1.01,42.0,32.0
1.216604936,Hungarian NB I,2023-08-07,15:00:00,Kecskemeti,Kisvarda,2.46,3.25,3.1,2.0,1.87,1.76,2.08,13.0,13.5,22.0,55.0,11.0,7.8,14.5,38.0,16.0,12.0,18.0,55.0,60.0,42.0,42.0,100.0,24.0,38.0
1.216691750,Peruvian Primera Division,2023-08-07,15:00:00,AD Cantolao,Sport Huancayo,4.4,3.25,1.85,2.06,1.83,1.86,1.86,990.0,990.0,990.0,25.0,990.0,990.0,990.0,26.0,40.0,22.0,24.0,42.0,1.01,75.0,90.0,1.01,95.0,990.0
1.216538655,Polish I Liga,2023-08-07,15:00:00,Resovia Rzeszow,Podbeskidzie B-B,3.2,3.4,2.24,1.9,1.91,1.71,2.02,15.0,11.5,990.0,34.0,14.5,9.0,12.5,28.0,26.0,990.0,990.0,44.0,65.0,44.0,55.0,110.0,40.0,990.0
1.216504829,Bulgarian A League,2023-08-07,15:15:00,Beroe Stara Za,Levski Krumovgrad,2.56,3.4,3.0,2.2,1.7,1.9,1.93,11.0,11.0,19.5,75.0,14.0,7.6,14.0,40.0,23.0,13.0,22.0,95.0,40.0,34.0,55.0,130.0,36.0,46.0
1.216574123,Romanian Liga I,2023-08-07,15:30:00,FC Voluntari,Rapid Bucharest,3.65,3.2,2.2,2.28,1.65,2.02,1.87,11.0,9.0,14.5,34.0,13.0,8.2,13.0,32.0,28.0,18.0,24.0,60.0,90.0,60.0,80.0,170.0,75.0,27.0
1.216661068,Argentinian Primera B Nacional,2023-08-07,15:30:00,Agropecuario,CA Temperley,2.04,3.05,5.0,2.92,1.48,2.3,1.64,8.2,990.0,36.0,1.01,6.4,7.6,23.0,1.01,990.0,990.0,32.0,150.0,29.0,36.0,80.0,1.01,34.0,1.01
1.216656834,Argentinian Primera B Nacional,2023-08-07,15:30:00,Flandria,Estudiantes Rio Cuarto,3.1,2.9,2.82,2.94,1.44,2.18,1.73,8.0,8.4,990.0,55.0,9.4,7.2,990.0,55.0,23.0,990.0,30.0,100.0,70.0,65.0,110.0,1.01,95.0,70.0
1.216662776,Irish Division 1,2023-08-07,15:45:00,Kerry FC,Cobh Ramblers,6.8,4.8,1.41,1.6,2.28,1.81,1.97,990.0,11.5,10.5,990.0,32.0,14.0,11.5,990.0,70.0,32.0,27.0,36.0,1.01,110.0,95.0,130.0,120.0,6.4
1.216014982,French Ligue 2,2023-08-07,15:45:00,Pau,Bordeaux,4.2,3.5,1.94,2.08,1.81,1.91,1.96,13.0,8.8,12.5,23.0,15.5,8.4,11.0,24.0,32.0,19.0,22.0,44.0,95.0,65.0,75.0,140.0,75.0,16.5
1.216627057,Irish Division 1,2023-08-07,15:45:00,Athlone Town,Finn Harps,1.74,4.1,4.3,1.59,2.34,1.64,2.32,23.0,23.0,40.0,95.0,990.0,990.0,990.0,55.0,990.0,990.0,990.0,55.0,21.0,990.0,29.0,75.0,990.0,42.0
1.216644849,Colombian Primera B,2023-08-07,17:00:00,Atletico FC Cali,Bogota,3.0,2.82,2.68,2.62,1.47,2.08,1.67,8.4,8.8,18.0,50.0,9.8,7.6,15.5,46.0,22.0,17.0,27.0,85.0,70.0,60.0,95.0,1.01,75.0,55.0
1.216691948,Peruvian Primera Division,2023-08-07,17:15:00,Deportivo Garcilaso,Deportivo Municipal,1.32,5.3,10.0,1.66,2.34,2.0,1.75,23.0,36.0,1.01,1.01,9.6,14.5,42.0,1.01,8.8,11.5,34.0,1.01,12.0,16.0,42.0,1.01,6.0,1.01
1.216672318,Brazilian Serie B,2023-08-07,18:00:00,Juventude,Vila Nova,2.44,3.0,3.7,3.1,1.47,2.3,1.68,7.6,9.4,24.0,90.0,7.0,7.0,27.0,70.0,14.0,13.0,29.0,110.0,38.0,60.0,85.0,290.0,46.0,120.0
1.216657702,Argentinian Primera B Nacional,2023-08-07,18:00:00,Aldosivi,Estudiantes de Caseros,2.46,2.96,3.2,2.6,1.56,2.0,1.83,9.6,11.0,22.0,65.0,8.8,7.2,16.0,55.0,16.0,13.0,23.0,80.0,40.0,38.0,65.0,1.01,38.0,65.0
1.216689983,Colombian Primera A,2023-08-07,19:15:00,Atletico Bucaramanga,Jaguares de Cordoba,2.0,3.15,4.0,2.28,1.63,1.99,1.78,11.5,14.5,34.0,1.01,8.2,8.2,20.0,1.01,13.0,12.0,25.0,1.01,26.0,28.0,1.01,1.01,22.0,1.01
1.216673879,Brazilian Serie C,2023-08-07,20:00:00,Confianca,Floresta EC,2.02,3.05,4.2,2.5,1.54,2.1,1.74,9.4,12.5,32.0,1.01,7.2,7.6,20.0,80.0,12.0,12.0,27.0,1.01,27.0,30.0,65.0,1.01,27.0,1.01
