IDMercado,League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_Goleada_H,CS_Goleada_A
1.216894311,Finnish Ykkonen,2023-08-10,12:30:00,TPS,JJK,1.24,7.4,12.5,1.45,2.92,1.99,1.89,38.0,55.0,150.0,1.01,13.5,19.5,55.0,200.0,10.0,12.5,36.0,140.0,11.0,15.5,36.0,160.0,3.85,210.0
1.216901485,Finnish Kakkonen,2023-08-10,13:00:00,NJS,Tips,1.17,7.8,13.0,1.32,3.2,1.83,1.88,1.01,1.01,1.01,1.01,16.0,22.0,1.01,1.01,11.0,13.5,40.0,1.01,11.5,14.5,36.0,1.01,3.2,1.01
1.216909150,Brazilian U20,2023-08-10,15:00:00,CA Juventus U20,Tanabi EC (Res),2.86,3.4,2.24,1.63,2.24,1.55,2.26,22.0,16.5,21.0,36.0,17.5,11.0,14.5,29.0,25.0,15.5,18.5,38.0,50.0,34.0,42.0,1.01,24.0,17.5
1.216909258,Brazilian U20,2023-08-10,15:00:00,Agua Santa U20,Oeste U20,1.7,3.65,4.6,1.78,2.02,1.73,2.02,18.5,22.0,46.0,1.01,14.5,10.5,23.0,1.01,12.0,13.0,23.0,1.01,20.0,19.0,42.0,1.01,11.0,1.01
1.216903298,Icelandic 1 Deild,2023-08-10,15:30:00,Afturelding,Grindavik,1.38,1.01,5.9,1.37,3.2,1.59,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,4.6,1.01
1.216856744,Ecuadorian Serie B,2023-08-10,17:00:00,Independiente Juniors,Imbabura Sporting Club,2.24,3.05,3.35,2.12,1.78,1.86,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
1.216888579,Romanian Liga I,2023-08-10,18:00:00,Hermannstadt,FCSB,1.04,1.03,1.2,1.01,1.06,1.98,1.72,34.0,65.0,1.01,1.01,990.0,990.0,65.0,1.01,990.0,990.0,990.0,1.01,990.0,990.0,990.0,1.01,4.6,1.01
1.216888579,Romanian Liga I,2023-08-10,18:00:00,CFR Cluj,ACS Sepsi OSK,1.04,1.01,1.04,1.01,1.06,1.98,1.72,34.0,65.0,1.01,1.01,990.0,990.0,65.0,1.01,990.0,990.0,990.0,1.01,990.0,990.0,990.0,1.01,4.6,1.01
1.216888579,Romanian Liga I,2023-08-10,18:00:00,Farul Constanta,UTA Arad,1.15,1.15,1.04,1.01,1.06,1.98,1.72,34.0,65.0,1.01,1.01,990.0,990.0,65.0,1.01,990.0,990.0,990.0,1.01,990.0,990.0,990.0,1.01,4.6,1.01
1.216745530,CONMEBOL Copa Sudamericana,2023-08-10,19:00:00,Sao Paulo,San Lorenzo,1.64,3.8,6.8,2.44,1.65,2.26,1.68,10.5,18.0,60.0,270.0,6.2,8.8,30.0,150.0,8.0,10.5,32.0,170.0,16.0,22.0,60.0,280.0,14.0,260.0
1.216840792,Colombian Primera A,2023-08-10,20:00:00,Alianza Petrolera,Envigado,1.76,3.25,4.9,2.24,1.68,2.12,1.78,11.5,17.0,46.0,1.01,7.8,9.0,25.0,1.01,10.5,12.0,28.0,1.01,22.0,25.0,1.01,1.01,17.5,1.01
1.216746747,CONMEBOL Copa Sudamericana,2023-08-10,21:00:00,Bragantino SP,America MG,1.52,4.4,6.4,1.75,2.14,1.86,1.95,19.0,26.0,60.0,180.0,9.2,11.5,27.0,95.0,10.5,10.5,24.0,90.0,14.5,17.0,36.0,130.0,7.8,110.0
1.216764495,CONMEBOL Copa Libertadores,2023-08-10,21:00:00,Racing Club,Atletico Nacional Medellin,1.58,4.1,6.0,2.04,1.88,2.0,1.68,15.5,24.0,65.0,260.0,7.6,11.0,34.0,140.0,10.5,11.5,34.0,150.0,17.0,23.0,55.0,240.0,12.5,220.0
1.216764711,CONMEBOL Copa Libertadores,2023-08-10,21:00:00,Olimpia,Flamengo,3.8,3.5,1.99,2.0,1.89,1.8,2.06,16.0,11.5,15.0,29.0,17.5,9.6,12.5,26.0,34.0,19.0,22.0,44.0,95.0,60.0,70.0,120.0,60.0,17.5
1.216745422,CONMEBOL Copa Sudamericana,2023-08-10,21:00:00,LDU,Nublense,1.36,5.4,9.4,1.74,2.22,2.02,1.8,20.0,36.0,110.0,520.0,9.0,12.5,40.0,220.0,9.6,10.5,30.0,190.0,11.5,15.0,40.0,220.0,6.0,240.0
1.216856852,Ecuadorian Serie B,2023-08-10,21:00:00,CD America de Quito,Guayaquil SC,2.34,3.3,2.84,2.22,1.71,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
1.216835340,Mexican Ascenso MX,2023-08-10,22:05:00,Tapatio,Celaya,2.22,3.05,3.15,2.04,1.82,1.82,1.9,13.0,13.5,25.0,1.01,10.5,8.2,16.5,1.01,16.0,13.0,21.0,1.01,34.0,1.01,1.01,1.01,25.0,1.01
