IDMercado,League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_Goleada_H,CS_Goleada_A
1.217066930,Mexican Women's Matches,2023-08-15,00:06:00,FC Atlas (W),CF America (W),11.0,7.0,1.27,1.42,3.1,1.88,1.92,44.0,990.0,990.0,990.0,50.0,990.0,990.0,990.0,1.01,44.0,34.0,34.0,1.01,1.01,120.0,1.01,1.01,3.6
1.216975498,FIFA Women's World Cup,2023-08-15,05:00:00,Spain (W),Sweden (W),2.22,3.3,3.95,2.6,1.62,2.16,1.83,8.8,11.5,25.0,85.0,7.4,7.6,16.5,60.0,12.0,11.5,24.0,85.0,27.0,28.0,55.0,150.0,26.0,90.0
1.217127521,Cambodian C-League,2023-08-15,05:30:00,Kampot,Kep Province,1.69,4.1,3.9,1.3,2.42,1.02,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
1.217119825,Austrian Landesliga,2023-08-15,05:30:00,KAC 1909,SAK Klagenfurt,2.58,3.6,2.48,1.4,1.57,1.51,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
1.217119951,Austrian Landesliga,2023-08-15,05:30:00,Asco Atsv Wolfsberg,SK Austria Klagenfurt Amateu,2.0,3.9,1.96,1.42,2.88,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
1.217127431,Cambodian C-League,2023-08-15,05:30:00,Preah Sihanouk,Phnom Penh Galaxy,5.3,4.3,1.51,1.3,2.66,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
1.217091395,Portuguese U23,2023-08-15,07:00:00,Gil Vicente U23,Famalicao U23,3.1,3.75,2.1,1.62,2.2,1.6,2.22,1000.0,15.0,990.0,34.0,990.0,11.0,13.0,25.0,30.0,990.0,990.0,36.0,65.0,40.0,46.0,85.0,29.0,990.0
1.216887893,South Korean K League 2,2023-08-15,07:00:00,Gimcheon Sangmu,Seoul E-Land FC,1.63,4.3,5.7,1.79,2.12,1.79,2.06,1000.0,23.0,50.0,150.0,10.0,10.5,24.0,80.0,11.0,10.5,22.0,75.0,990.0,17.0,34.0,120.0,8.6,100.0
1.217091527,German Oberliga,2023-08-15,07:00:00,Ingolstadt II,Wurzburger FV,1.74,4.2,3.85,1.46,2.44,1.53,2.36,1000.0,26.0,40.0,85.0,990.0,990.0,21.0,50.0,990.0,990.0,990.0,48.0,23.0,21.0,29.0,70.0,990.0,36.0
1.216671417,Portuguese Segunda Liga,2023-08-15,07:00:00,Oliveirense,Feirense,2.34,3.35,3.2,2.02,1.92,1.81,2.1,14.5,14.5,25.0,60.0,11.5,8.2,16.0,42.0,17.0,13.0,19.5,60.0,34.0,29.0,44.0,110.0,22.0,40.0
