IDMercado,League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_Goleada_H,CS_Goleada_A
1.215903324,Mexican Liga MX,2023-07-15,00:10:00,Tijuana,Cruz Azul,2.12,3.65,3.7,1.93,2.02,1.79,2.18,14.5,16.0,29.0,75.0,10.5,8.6,16.5,50.0,14.0,11.5,19.0,60.0,26.0,23.0,40.0,110.0,16.5,48.0
1.215809175,Japanese J League,2023-07-15,01:00:00,Sapporo,Albirex Niigata,1.92,4.2,3.85,1.58,2.62,1.59,2.6,25.0,22.0,34.0,80.0,14.5,11.0,17.0,40.0,15.0,11.5,16.0,40.0,22.0,18.5,27.0,60.0,8.6,28.0
1.215823964,Japanese J League 2,2023-07-15,06:00:00,Tokyo-V,Tokushima,1.75,3.5,5.7,2.2,1.7,2.1,1.72,12.0,18.0,46.0,170.0,7.0,9.0,26.0,110.0,11.0,11.5,28.0,130.0,21.0,25.0,55.0,210.0,17.0,160.0
1.215908140,South Korean K League 2,2023-07-15,07:00:00,Cheonan City,Cheongju FC,3.1,3.15,2.52,2.26,1.66,1.95,1.92,11.0,9.6,16.5,38.0,11.0,7.4,13.0,36.0,22.0,15.0,22.0,60.0,60.0,46.0,70.0,160.0,55.0,34.0
1.215822974,Japanese J League 2,2023-07-15,07:00:00,Renofa Yamaguchi,Iwaki SC,2.6,3.2,2.92,2.12,1.72,1.85,1.95,12.5,12.5,23.0,60.0,11.5,8.8,16.0,44.0,19.5,15.0,23.0,65.0,46.0,38.0,60.0,150.0,36.0,44.0
1.215809355,Japanese J League,2023-07-15,07:00:00,Yokohama FM,Kawasaki,2.2,4.1,3.15,1.5,2.76,1.47,2.9,29.0,23.0,29.0,55.0,17.5,10.5,15.0,30.0,19.5,12.0,15.5,34.0,32.0,21.0,26.0,55.0,10.0,17.5
1.215969217,South Korean K League 1,2023-07-15,07:00:00,Suwon Bluewings,Ulsan Hyundai Horang-i,4.7,3.8,1.84,1.97,1.92,1.9,2.06,13.5,9.2,11.0,22.0,18.5,9.2,11.5,22.0,42.0,20.0,23.0,42.0,130.0,75.0,85.0,150.0,90.0,15.0
1.215927788,South Korean K League 2,2023-07-15,07:30:00,Ansan Greeners FC,Bucheon FC 1995,3.45,3.5,2.16,1.95,1.89,1.8,2.06,14.5,10.5,15.0,32.0,15.0,9.0,12.0,27.0,28.0,17.0,22.0,44.0,75.0,48.0,60.0,120.0,48.0,20.0
1.215959393,South Korean K League 2,2023-07-15,07:30:00,Gimpo Citizen,Gimcheon Sangmu,4.2,3.3,2.0,2.18,1.69,1.9,1.81,12.0,8.2,13.0,27.0,15.0,8.0,12.0,28.0,34.0,20.0,25.0,55.0,110.0,70.0,90.0,170.0,90.0,22.0
1.215969307,South Korean K League 1,2023-07-15,07:30:00,Gangwon,FC Seoul,3.6,3.45,2.22,2.28,1.71,1.96,1.98,11.5,8.8,13.5,30.0,12.5,8.0,12.0,28.0,25.0,16.5,22.0,50.0,75.0,55.0,70.0,150.0,60.0,23.0
