ID_Evento,IDMercado,League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_Goleada_H,CS_Goleada_A
32575361,1.217395437,Mexican Liga MX,2023-08-31,00:00:00,Tigres,Santos Laguna,1.79,4.0,4.6,1.72,2.22,1.76,2.2,20.0,22.0,40.0,110.0,12.0,11.0,21.0,60.0,13.5,11.5,21.0,65.0,21.0,20.0,34.0,95.0,10.5,55.0
32582952,1.217500600,Mexican Ascenso MX,2023-08-31,00:05:00,Club Atletico La Paz,Cimarrones De Sonora,2.24,3.6,3.05,1.77,2.2,1.66,2.24,18.0,16.5,25.0,55.0,13.5,9.8,15.5,38.0,17.5,13.0,18.5,46.0,32.0,26.0,38.0,85.0,17.0,30.0
32597382,1.217739630,Polish Women's Matches,2023-08-31,08:00:00,GKS Katowice (W),Gornik Leczna (W),2.26,3.3,2.62,1.71,2.1,1.62,2.16,990.0,990.0,990.0,1.01,990.0,990.0,990.0,34.0,990.0,990.0,990.0,1.01,40.0,28.0,38.0,1.01,1.01,990.0
32597213,1.217739810,Chinese Cup,2023-08-31,08:35:00,Nantong Zhiyun F.C,Qingdao Jonoon,2.14,3.45,3.1,1.93,1.92,1.79,2.06,990.0,990.0,27.0,65.0,990.0,9.8,990.0,44.0,990.0,990.0,990.0,55.0,32.0,28.0,44.0,110.0,990.0,40.0
32597214,1.217739720,Chinese Cup,2023-08-31,08:35:00,Beijing Guoan,Shandong Taishan,3.4,3.35,1.99,1.91,1.92,1.81,2.02,990.0,990.0,990.0,29.0,990.0,990.0,990.0,27.0,30.0,990.0,990.0,42.0,75.0,48.0,60.0,110.0,46.0,990.0
32597895,1.217743142,Omani Professional League,2023-08-31,10:50:00,Al Nahdha,Ibri,1.49,1.03,8.2,1.01,1.02,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32597254,1.217738694,Omani Professional League,2023-08-31,10:55:00,Al-nasr,Al Shabab,2.1,1.03,4.2,1.01,1.02,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32597208,1.217739203,UAE League Cup,2023-08-31,11:00:00,Al Wasl,Hatta,1.45,1.03,2.82,1.01,1.02,1.59,2.16,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,4.5,1.01
32584572,1.217532175,Romanian Cup,2023-08-31,11:00:00,Ceahlaul,Universitatea Cluj,3.95,3.15,1.96,1.38,1.69,1.94,1.85,990.0,990.0,990.0,26.0,990.0,990.0,990.0,26.0,32.0,990.0,24.0,50.0,1.01,1.01,85.0,1.01,80.0,990.0
32598772,1.217762869,Croatian Cup,2023-08-31,11:30:00,NK Tomislav Drnje,Jadran Luka Ploce,1.04,1.01,1.04,1.15,1.05,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32598428,1.217749746,Israeli Cup,2023-08-31,11:30:00,Hapoel Kfar Shelem,Hapoel Bikat Hayarden,1.74,1.01,1.04,1.78,2.0,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32584564,1.217532394,Romanian Cup,2023-08-31,11:30:00,Unirea Slobozia,Hermannstadt,2.44,1.76,1.5,2.14,1.69,1.96,1.81,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
