IDMercado,League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_Goleada_H,CS_Goleada_A
1.214103201,Japanese J League 2,2023-05-17,01:30:00,Yamagata,Oita,2.84,3.45,2.52,1.93,1.92,1.67,2.18,16.0,13.0,19.0,42.0,14.0,9.0,13.5,30.0,22.0,14.5,19.5,44.0,50.0,36.0,48.0,100.0,30.0,24.0
1.214101594,Japanese J League 2,2023-05-17,07:00:00,Kumamoto,Sendai,2.78,3.5,2.44,1.89,1.97,1.67,2.08,16.5,13.5,19.0,38.0,14.5,9.2,13.5,30.0,22.0,14.5,18.5,42.0,48.0,36.0,46.0,95.0,29.0,23.0
1.214101504,Japanese J League 2,2023-05-17,07:00:00,FC Machida,Renofa Yamaguchi,1.61,3.8,6.2,2.2,1.7,2.16,1.67,12.5,21.0,60.0,250.0,7.0,9.8,32.0,150.0,9.6,11.0,34.0,160.0,17.5,23.0,60.0,260.0,14.5,250.0
1.214101324,Japanese J League 2,2023-05-17,07:00:00,Nagasaki,Okayama,2.6,3.05,2.84,2.22,1.68,1.9,1.91,10.5,11.0,21.0,55.0,10.0,7.8,15.0,44.0,18.5,13.0,22.0,65.0,44.0,38.0,65.0,150.0,38.0,46.0
1.214101414,Japanese J League 2,2023-05-17,07:00:00,Tochigi SC,Tokyo-V,3.9,2.86,2.14,2.66,1.5,2.24,1.65,8.6,7.4,12.5,34.0,11.5,7.4,13.5,36.0,32.0,21.0,29.0,75.0,120.0,85.0,120.0,250.0,130.0,36.0
1.214101954,Japanese J League 2,2023-05-17,07:00:00,Jef Utd Chiba,Shimizu,3.95,3.6,1.94,1.95,1.96,1.78,2.06,16.0,10.5,13.5,25.0,17.5,9.4,11.5,23.0,34.0,19.0,21.0,40.0,95.0,60.0,65.0,120.0,60.0,15.0
1.214102062,Japanese J League 2,2023-05-17,07:00:00,Blaublitz Akita,Kofu,2.8,2.9,2.78,2.64,1.5,2.18,1.69,8.6,9.6,20.0,60.0,9.4,7.8,16.0,55.0,19.0,15.5,27.0,85.0,60.0,50.0,85.0,230.0,60.0,65.0
1.214101684,Japanese J League 2,2023-05-17,07:00:00,Fujieda Myfc,Iwata,3.5,3.9,2.0,1.67,2.24,1.64,2.28,22.0,12.5,14.5,27.0,19.5,9.8,12.0,20.0,32.0,17.0,19.0,34.0,75.0,42.0,48.0,85.0,34.0,12.5
1.214101864,Japanese J League 2,2023-05-17,07:00:00,Thespakusatsu Gunma,Mito,2.34,3.25,3.05,2.14,1.74,1.8,1.91,13.5,13.0,24.0,60.0,10.5,8.4,16.0,46.0,16.5,13.0,22.0,65.0,36.0,32.0,55.0,140.0,27.0,46.0
1.214101234,Japanese J League 2,2023-05-17,07:00:00,Tokushima,Kanazawa,2.2,3.4,3.25,1.94,1.92,1.71,2.1,14.5,14.0,26.0,65.0,11.0,8.6,16.0,42.0,15.5,12.5,19.5,55.0,34.0,27.0,42.0,110.0,19.5,38.0
