ID_Evento,IDMercado,League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_Goleada_H,CS_Goleada_A
32910294,1.223277870,Japanese Women's Matches,2024-01-08,02:00:00,NTV Beleza (W),INAC Leonessa Kobe (W),2.12,3.05,3.5,2.14,1.59,1.87,1.74,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,1.01,980.0,980.0
32921968,1.223305192,Indian Super Cup,2024-01-08,05:30:00,Inter Kashi,Rajasthan FC,1.06,1.05,1.06,1.04,1.27,1.04,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32906473,1.223089586,Australian A-League Men,2024-01-08,05:45:00,Adelaide United,Macarthur FC,1.85,4.6,4.0,1.4,2.94,1.5,2.76,32.0,29.0,40.0,80.0,17.5,12.5,18.5,40.0,16.5,11.0,15.0,36.0,22.0,17.0,22.0,50.0,6.4,23.0
32921384,1.223299312,Israeli Liga Alef,2024-01-08,07:45:00,Hapoel Bnei Zalafa,Hapoel Kfar Kana,2.38,3.55,2.94,1.92,1.89,1.76,2.08,14.5,13.5,23.0,1.01,11.5,8.6,14.0,1.01,1.01,12.5,18.5,1.01,1.01,1.01,1.01,1.01,21.0,34.0
32905383,1.223044378,Greek Super League 2,2024-01-08,09:00:00,Panathinaikos B,Panachaiki,1.98,3.05,4.0,2.38,1.52,2.02,1.71,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,1.01,980.0,980.0,980.0,1.01,980.0,1.01
32923528,1.223319864,Friendly Matches,2024-01-08,09:00:00,Saarbrucken,FC Zurich,1.04,1.24,1.24,1.01,1.08,1.04,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32911541,1.223145370,Saudi 1st Division,2024-01-08,09:10:00,Al-Adalh,Al-Kholood Club,2.08,3.2,3.65,2.14,1.72,1.7,1.93,980.0,980.0,980.0,1.01,980.0,980.0,980.0,1.01,980.0,980.0,980.0,1.01,980.0,980.0,980.0,1.01,980.0,980.0
32911548,1.223145326,Saudi 1st Division,2024-01-08,09:10:00,Al Taraji,Ohod (KSA),1.01,1.03,1.01,1.01,1.02,1.7,1.93,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32921511,1.223298861,Egyptian 2nd Division,2024-01-08,09:30:00,Nasr Taaden,Telecom Egypt SC,3.3,1.03,2.08,1.35,1.69,1.81,1.89,13.0,1.01,1.01,1.01,1.01,8.4,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32921509,1.223298952,Egyptian 2nd Division,2024-01-08,09:30:00,Raya Sporting FC,Asyut Petroleum,2.44,2.38,2.78,2.36,1.46,1.9,1.7,10.0,11.0,1.01,1.01,10.0,7.8,1.01,1.01,1.01,15.5,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
