IDMercado,League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_Goleada_H,CS_Goleada_A
1.214096282,Chinese Super League,2023-05-15,08:35:00,Beijing Guoan,Nantong Zhiyun F.C,1.46,4.3,7.4,2.0,1.83,2.12,1.64,15.0,25.0,80.0,1.01,7.8,11.5,36.0,170.0,8.6,11.0,34.0,170.0,14.5,18.5,55.0,240.0,10.0,270.0
1.214161846,Bulgarian A League,2023-05-15,12:00:00,CSKA Sofia,Cherno More,1.5,3.85,7.2,2.26,1.64,2.26,1.58,12.0,22.0,75.0,1.01,6.8,10.5,36.0,1.01,8.6,12.0,36.0,1.01,16.0,23.0,65.0,1.01,13.5,1.01
1.214223046,Serbian Super League,2023-05-15,13:00:00,Radnicki Nis,FK Javor Ivanjica,1.56,3.75,5.8,2.04,1.74,2.02,1.71,13.5,20.0,55.0,1.01,7.6,9.8,29.0,1.01,10.0,11.0,30.0,1.01,17.5,23.0,55.0,1.01,13.5,1.01
1.214222956,Serbian Super League,2023-05-15,13:00:00,FK Spartak,Mladost Lucani,1.79,3.35,4.4,2.08,1.72,1.99,1.78,13.0,16.5,40.0,1.01,8.2,8.8,23.0,85.0,12.0,11.5,26.0,1.01,23.0,1.01,55.0,1.01,18.0,1.01
1.214223137,Serbian Super League,2023-05-15,13:00:00,Radnik Surdulica,FK Mladost Novi Sad,2.02,3.15,3.55,2.24,1.65,1.92,1.8,11.5,13.5,29.0,1.01,8.6,8.2,18.5,65.0,14.0,12.5,25.0,1.01,30.0,30.0,60.0,1.01,26.0,85.0
1.214046898,Egyptian Premier,2023-05-15,13:00:00,Al-Masry,El Daklyeh,1.79,3.35,4.9,2.3,1.61,2.18,1.68,11.0,16.5,46.0,1.01,7.6,9.0,26.0,1.01,11.0,12.0,29.0,1.01,22.0,26.0,1.01,1.01,19.0,1.01
1.214087858,German 3 Liga,2023-05-15,14:00:00,Erzgebirge,Dortmund II,2.84,3.6,2.28,1.7,2.16,1.65,2.26,19.5,14.5,18.0,32.0,16.5,11.0,13.5,27.0,23.0,15.5,18.0,36.0,46.0,34.0,42.0,75.0,24.0,16.5
1.214067706,Portuguese Segunda Liga,2023-05-15,14:00:00,Oliveirense,Torreense,2.38,3.3,2.96,2.02,1.83,1.73,2.0,14.5,13.5,23.0,60.0,11.5,8.8,15.0,40.0,17.5,13.0,20.0,55.0,38.0,30.0,46.0,120.0,25.0,36.0
1.214001379,Polish Ekstraklasa,2023-05-15,14:00:00,Warta Poznan,Radomiak Radom,2.36,3.15,2.94,2.3,1.64,1.88,1.89,12.0,12.5,23.0,60.0,10.5,8.0,16.0,46.0,17.5,13.5,22.0,70.0,1.01,36.0,60.0,150.0,32.0,50.0
1.213999106,Swedish Superettan,2023-05-15,14:00:00,Sundsvall,Helsingborgs,2.62,3.25,2.64,1.93,1.91,1.7,2.14,15.0,13.5,20.0,44.0,13.0,8.8,14.0,34.0,20.0,14.0,19.0,48.0,44.0,34.0,48.0,110.0,28.0,28.0
1.213999196,Swedish Superettan,2023-05-15,14:00:00,Trelleborgs,Ostersunds FK,2.58,3.4,2.6,1.91,1.94,1.68,2.08,16.0,13.5,20.0,42.0,13.5,9.0,14.0,34.0,20.0,14.0,18.5,46.0,42.0,34.0,46.0,100.0,26.0,26.0
1.213949542,Danish Superliga,2023-05-15,14:00:00,Randers,Viborg,2.8,3.4,2.56,1.97,1.91,1.78,2.08,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
1.213947261,Swedish Allsvenskan,2023-05-15,14:10:00,AIK,IFK Goteborg,2.02,3.45,4.2,2.16,1.78,1.94,1.93,13.0,15.0,34.0,110.0,9.2,8.8,19.5,65.0,13.0,12.0,24.0,80.0,27.0,26.0,50.0,150.0,19.5,80.0
1.214161936,Bulgarian A League,2023-05-15,14:15:00,Ludogorets,Lokomotiv Plovdiv,1.19,6.0,16.5,1.66,2.14,1.01,1.01,1.01,1.01,1.01,1.01,8.2,1.01,1.01,1.01,7.8,12.5,1.01,1.01,9.4,1.01,1.01,1.01,5.1,1.01
1.214047911,Egyptian Premier,2023-05-15,15:30:00,ENPPI,Al Ittihad (EGY),2.8,3.0,2.78,2.36,1.56,1.91,1.81,10.5,10.5,19.5,50.0,10.5,7.6,15.0,44.0,21.0,15.0,23.0,70.0,55.0,46.0,75.0,180.0,50.0,46.0
1.214004353,Argentinian Primera Division,2023-05-15,15:30:00,Union Santa Fe,Sarmiento de Junin,2.1,3.1,3.65,2.42,1.6,1.96,1.76,11.0,13.0,30.0,95.0,8.4,8.0,19.5,70.0,1.01,12.5,26.0,95.0,32.0,32.0,65.0,200.0,28.0,95.0
1.214004263,Argentinian Primera Division,2023-05-15,15:30:00,Barracas Central,Central Cordoba (SdE),2.46,3.05,3.05,2.26,1.63,1.93,1.88,11.0,11.5,22.0,60.0,9.8,7.8,15.5,46.0,17.0,13.5,23.0,70.0,40.0,36.0,65.0,160.0,34.0,55.0
1.213999466,French Ligue 2,2023-05-15,15:45:00,Annecy,Le Havre,3.75,3.1,2.16,2.46,1.56,2.02,1.71,9.6,8.2,13.5,32.0,13.0,8.2,13.0,34.0,32.0,20.0,27.0,65.0,110.0,75.0,100.0,210.0,100.0,30.0
1.214169520,Irish Premier Division,2023-05-15,15:45:00,Derry City,Dundalk,1.59,3.55,5.3,2.1,1.78,1.97,1.75,14.5,20.0,55.0,1.01,8.0,9.8,27.0,110.0,10.5,11.0,28.0,120.0,18.0,22.0,48.0,1.01,13.0,1.01
1.213781137,Italian Serie A,2023-05-15,15:45:00,Sampdoria,Empoli,3.5,3.55,2.3,2.04,1.94,1.81,2.14,13.5,10.0,14.0,30.0,13.0,7.8,11.0,25.0,24.0,14.0,17.5,40.0,60.0,40.0,55.0,100.0,38.0,19.0
1.214000531,Spanish Segunda Division,2023-05-15,16:00:00,Levante,Ibiza Eivissa,1.38,5.1,10.0,1.85,2.08,2.24,1.72,17.5,34.0,100.0,480.0,7.6,12.0,42.0,210.0,8.0,10.0,34.0,190.0,11.5,16.5,44.0,220.0,6.8,300.0
1.214169250,Irish Premier Division,2023-05-15,16:00:00,Shamrock Rovers,St Patricks,1.55,3.75,6.2,1.84,1.97,1.88,1.83,16.5,23.0,55.0,1.01,9.0,10.5,27.0,100.0,10.5,11.5,26.0,110.0,17.5,19.5,42.0,1.01,11.0,1.01
1.213617025,Spanish La Liga,2023-05-15,16:00:00,Betis,Rayo Vallecano,1.98,3.65,4.4,2.12,1.84,1.93,1.95,12.0,15.0,32.0,95.0,8.2,8.0,18.0,60.0,11.0,10.5,20.0,70.0,23.0,22.0,42.0,130.0,15.5,75.0
1.214136665,Bolivian Liga de Futbol Profesional,2023-05-15,16:00:00,Always Ready,Guabira,1.36,4.9,7.2,1.51,2.78,1.78,1.94,28.0,36.0,80.0,1.01,12.0,14.5,34.0,1.01,11.0,11.5,27.0,1.01,13.5,16.0,34.0,1.01,5.6,1.01
1.213949632,Portuguese Primeira Liga,2023-05-15,16:15:00,Estoril Praia,Arouca,2.56,3.25,2.94,2.3,1.69,1.86,1.89,12.5,11.5,21.0,55.0,10.5,8.2,15.0,44.0,17.5,13.5,23.0,65.0,42.0,36.0,60.0,160.0,34.0,46.0
1.214076188,Peruvian Primera Division,2023-05-15,17:30:00,Melgar,Deportivo Garcilaso,1.49,3.6,6.2,1.85,1.91,1.92,1.78,17.5,1.01,1.01,1.01,8.6,11.0,1.01,1.01,10.0,11.0,1.01,1.01,15.5,1.01,1.01,1.01,9.6,1.01
1.214001829,Argentinian Primera Division,2023-05-15,18:00:00,Gimnasia La Plata,Lanus,2.96,3.05,2.48,2.34,1.6,2.0,1.82,10.5,9.8,17.5,46.0,11.0,8.0,14.5,40.0,22.0,16.0,24.0,65.0,60.0,48.0,75.0,170.0,55.0,40.0
1.214081574,Chilean Primera Division,2023-05-15,19:00:00,Universidad de Chile,Cobresal,2.08,3.35,3.65,1.98,1.8,1.77,1.99,14.5,15.5,30.0,85.0,10.5,9.0,17.5,1.01,14.5,12.0,21.0,65.0,29.0,26.0,44.0,120.0,18.5,55.0
