IDMercado,League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_Goleada_H,CS_Goleada_A
1.216355332,Mexican Ascenso MX,2023-07-29,00:05:00,Correcaminos UAT,Mineros de Zacatecas,1.88,3.9,4.4,1.86,2.08,1.79,2.1,17.5,19.0,38.0,110.0,11.0,9.8,20.0,60.0,13.0,11.5,21.0,65.0,23.0,21.0,38.0,110.0,13.0,60.0
1.216470190,Chinese League 2,2023-07-29,05:00:00,Beijing Tech FC,Weifang Juexiaoya,1.97,3.35,4.4,2.56,1.53,2.06,1.64,11.0,17.0,50.0,1.01,7.6,9.0,28.0,1.01,12.0,13.0,30.0,1.01,27.0,30.0,1.01,1.01,24.0,1.01
1.216470100,Chinese League 2,2023-07-29,05:00:00,Haimen Codion,Wuhan Jiangcheng,1.49,4.1,7.6,2.14,1.72,1.01,1.58,1.01,1.01,1.01,1.01,7.0,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
1.216470010,Chinese League 2,2023-07-29,05:00:00,Hubei Chufeng Heli,Taian Tiankuang,5.2,3.6,1.8,2.16,1.7,2.0,1.75,12.5,8.0,11.5,22.0,15.5,9.2,11.5,25.0,1.01,23.0,27.0,1.01,1.01,1.01,1.01,1.01,1.01,18.0
1.216209241,Japanese J League 2,2023-07-29,06:00:00,Tochigi SC,Kofu,3.2,3.05,2.58,2.56,1.53,2.06,1.79,9.6,9.6,18.0,48.0,11.0,7.8,15.5,44.0,24.0,17.5,27.0,80.0,75.0,60.0,90.0,220.0,75.0,48.0
1.216209151,Japanese J League 2,2023-07-29,06:00:00,Tokyo-V,Mito,1.92,3.65,4.5,1.98,1.87,1.89,1.96,14.0,16.5,36.0,110.0,9.6,8.8,20.0,65.0,12.5,12.0,23.0,75.0,25.0,24.0,44.0,140.0,16.5,75.0
1.216208153,Japanese J League 2,2023-07-29,06:00:00,Iwaki SC,Iwata,4.0,3.75,1.96,1.81,2.06,1.73,2.18,16.5,11.0,13.5,23.0,17.5,9.4,11.5,22.0,30.0,17.5,18.5,34.0,75.0,46.0,55.0,90.0,42.0,13.0
1.216209331,Japanese J League 2,2023-07-29,06:00:00,Shimizu,Okayama,1.62,4.2,6.2,1.86,2.04,1.96,1.87,17.5,24.0,55.0,190.0,8.8,9.8,28.0,100.0,10.5,10.5,26.0,110.0,16.5,19.5,42.0,160.0,10.0,130.0
1.216207865,Japanese J League 2,2023-07-29,06:00:00,Blaublitz Akita,Thespakusatsu Gunma,2.28,3.05,3.9,2.74,1.47,2.28,1.68,8.2,11.5,29.0,110.0,7.6,8.0,21.0,80.0,14.0,14.0,32.0,120.0,38.0,40.0,80.0,280.0,40.0,120.0
1.216207955,Japanese J League 2,2023-07-29,06:00:00,FC Machida,Tokushima,1.75,3.65,5.9,2.26,1.64,2.2,1.66,12.0,17.0,48.0,1.01,7.0,9.2,27.0,120.0,10.5,11.5,32.0,140.0,20.0,26.0,60.0,1.01,17.5,210.0
1.216209601,Japanese J League 2,2023-07-29,07:00:00,Nagasaki,Kumamoto,2.72,3.55,2.62,1.91,1.94,1.7,2.16,15.5,13.5,20.0,44.0,13.5,9.0,13.5,32.0,21.0,14.0,19.0,44.0,46.0,34.0,46.0,100.0,27.0,25.0
1.216358096,South Korean K League 2,2023-07-29,07:00:00,Gyeongnam,Gimpo Citizen,2.14,3.5,3.5,2.04,1.96,1.79,2.04,15.5,16.0,29.0,75.0,11.0,9.4,18.0,55.0,16.0,13.0,22.0,70.0,32.0,29.0,48.0,130.0,22.0,55.0
1.216209421,Japanese J League 2,2023-07-29,07:00:00,Oita,Yamagata,2.36,3.5,3.05,1.85,2.02,1.66,2.24,17.5,16.0,26.0,65.0,13.0,8.8,16.0,40.0,18.5,13.5,21.0,55.0,38.0,29.0,44.0,110.0,21.0,36.0
1.216209511,Japanese J League 2,2023-07-29,07:00:00,Sendai,Fujieda Myfc,2.28,4.1,2.94,1.55,2.58,1.54,2.76,25.0,19.5,25.0,44.0,17.0,11.5,14.5,29.0,19.5,13.0,16.0,32.0,34.0,23.0,27.0,55.0,11.5,16.5
1.216209691,Japanese J League 2,2023-07-29,07:00:00,Jef Utd Chiba,Renofa Yamaguchi,1.96,3.25,4.6,2.36,1.67,2.08,1.78,10.0,14.5,36.0,130.0,7.4,8.0,21.0,80.0,11.5,11.5,26.0,110.0,24.0,27.0,55.0,200.0,21.0,120.0
