Id,Date,Time,League,Home,Away,Round,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
xWjYX22m,09/09/2024,13:30,SERBIA - PRVA LIGA,Macva,Graficar Beograd,ROUND 6,2.37,3.15,2.7,1.87,1.78,1.69,2.11
ja0bLPIs,09/09/2024,13:30,SERBIA - PRVA LIGA,Sloboda,FK Indjija,ROUND 6,2.07,3.05,3.3,2.1,1.57,1.88,1.88
G8Q9dhzq,09/09/2024,16:00,SPAIN - LALIGA2,Albacete,Eibar,ROUND 4,2.3,3.2,3.2,2.1,1.7,1.83,1.83
MR4h79l1,09/09/2024,16:00,SPAIN - LALIGA2,Castellon,Cadiz CF,ROUND 4,2.15,3.3,3.3,2.03,1.83,1.73,2.0
08vMc9O6,09/09/2024,20:00,BRAZIL - SERIE B,Botafogo SP,Goias,ROUND 25,2.8,3.0,2.7,2.5,1.5,2.0,1.73
MHuIbk90,09/09/2024,21:30,BRAZIL - SERIE B,Ponte Preta,Chapecoense-SC,ROUND 25,1.95,3.0,4.5,2.6,1.48,2.2,1.62
