Id,Date,Time,League,Home,Away,Round,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
0GrhSNCK,15/04/2024,09:30,UKRAINE - PREMIER LEAGUE,LNZ Cherkasy,Veres-Rivne,ROUND 24,2.18,3.2,3.15,1.98,1.65,1.75,1.85
2cQznHJj,15/04/2024,11:00,EGYPT - PREMIER LEAGUE,Arab Contractors,Pyramids,ROUND 10,5.9,3.55,1.57,2.07,1.6,2.1,1.57
ljOXYrPO,15/04/2024,11:00,TURKEY - 1. LIG,Erzurumspor,Sakaryaspor,ROUND 30,2.5,3.0,2.75,2.15,1.67,1.83,1.83
M91C5iMB,15/04/2024,11:00,SERBIA - PRVA LIGA,Vrsac,Tekstilac Odzaci,ROUND 30,1.53,3.6,5.7,1.98,1.65,1.9,1.86
KCuvnVem,15/04/2024,11:00,SERBIA - SUPER LIGA,Novi Pazar,Radnicki Nis,ROUND 30,2.05,3.15,3.65,2.05,1.72,1.8,1.9
IJidgvZ2,15/04/2024,11:30,BULGARIA - PARVA LIGA,CSKA 1948 Sofia,Lok. Sofia,ROUND 29,1.53,3.5,6.5,2.15,1.67,2.25,1.57
dEjtICKk,15/04/2024,11:30,ROMANIA - LIGA 2,Mioveni,Selimbar,CHAMPIONSHIP GROUP ,2.55,3.05,2.77,2.5,1.47,2.12,1.65
rZxSLLkl,15/04/2024,12:00,UKRAINE - PREMIER LEAGUE,Metalist 1925,Dnipro-1,ROUND 24,4.3,3.35,1.8,2.15,1.55,2.02,1.62
2aVIq0wS,15/04/2024,12:30,SLOVENIA - PRVA LIGA,Aluminij,Radomlje,ROUND 31,3.5,3.45,2.0,1.93,1.8,1.78,1.93
A1YjqTu6,15/04/2024,13:00,SERBIA - SUPER LIGA,Mladost,IMT Novi Beograd,ROUND 30,2.12,3.25,3.3,2.05,1.72,1.82,1.88
hQwnp9Qa,15/04/2024,13:00,SERBIA - SUPER LIGA,Sp. Subotica,Javor,ROUND 30,2.4,3.05,2.95,2.07,1.7,1.78,1.93
d4NFtpRM,15/04/2024,13:30,FRANCE - NATIONAL,Nancy,Martigues,ROUND 29,2.77,3.35,2.37,1.93,1.82,1.72,2.0
C0axRHLE,15/04/2024,13:30,ITALY - SERIE A,Fiorentina,Genoa,ROUND 32,1.85,3.5,4.33,2.1,1.73,1.95,1.8
fTrv52h4,15/04/2024,14:00,POLAND - EKSTRAKLASA,Piast Gliwice,Zaglebie,ROUND 28,2.15,3.2,3.5,2.35,1.57,2.0,1.75
vgdGyYbJ,15/04/2024,14:00,NORWAY - OBOS-LIGAEN,Asane,Sogndal,ROUND 3,2.2,3.6,2.8,1.6,2.3,1.53,2.38
hxf4vzF0,15/04/2024,14:00,NORWAY - OBOS-LIGAEN,Sandnes,Raufoss,ROUND 3,2.25,3.4,2.88,1.7,2.1,1.57,2.25
4G1isxVs,15/04/2024,14:00,NORWAY - OBOS-LIGAEN,Kongsvinger,Egersund,ROUND 3,1.67,3.75,4.33,1.62,2.25,1.62,2.2
02cCxEqD,15/04/2024,14:00,NORWAY - OBOS-LIGAEN,Aalesund,Lyn,ROUND 3,1.62,4.0,4.5,1.62,2.25,1.67,2.1
WSh8wfU6,15/04/2024,14:00,NORWAY - OBOS-LIGAEN,Bryne,Levanger,ROUND 3,1.91,3.6,3.5,1.62,2.25,1.57,2.25
IPAZ6IeG,15/04/2024,14:00,EGYPT - PREMIER LEAGUE,Zamalek,Al Ahly,ROUND 10,3.6,3.1,2.05,1.87,1.83,1.65,2.0
bw1etdpl,15/04/2024,14:00,NORWAY - OBOS-LIGAEN,Mjondalen,Start,ROUND 3,2.3,3.5,2.75,1.65,2.2,1.57,2.25
dKHlt4rg,15/04/2024,14:00,SWEDEN - ALLSVENSKAN,Varnamo,Malmo FF,ROUND 3,11.0,5.5,1.29,1.57,2.35,1.95,1.8
l0oRE2PH,15/04/2024,14:00,DENMARK - SUPERLIGA,Silkeborg,Nordsjaelland,CHAMPIONSHIP GROUP ,3.75,3.75,1.95,1.7,2.1,1.62,2.2
v3aVolKI,15/04/2024,14:00,SWEDEN - SUPERETTAN,Gefle,Degerfors,ROUND 3,4.2,3.8,1.75,1.7,2.1,1.7,2.05
AZ55kdYR,15/04/2024,14:00,BULGARIA - PARVA LIGA,Ludogorets,Arda,ROUND 29,1.22,6.0,9.0,1.67,2.15,2.38,1.53
lE6Iljz0,15/04/2024,14:00,SWEDEN - SUPERETTAN,Orgryte,Brage,ROUND 3,2.8,3.5,2.38,1.8,2.0,1.67,2.1
tnYGABhO,15/04/2024,14:00,TURKEY - SUPER LIG,Alanyaspor,Galatasaray,ROUND 32,5.5,4.75,1.5,1.44,2.7,1.57,2.25
vF3sgnAt,15/04/2024,14:00,TURKEY - 1. LIG,Adanaspor AS,Bodrumspor,ROUND 30,4.75,3.6,1.73,1.98,1.83,1.83,1.83
lESEn65P,15/04/2024,14:00,SWEDEN - ALLSVENSKAN,Hacken,Brommapojkarna,ROUND 3,1.75,4.0,4.33,1.5,2.5,1.5,2.5
AD4auGaf,15/04/2024,14:00,NORWAY - OBOS-LIGAEN,Moss,Ranheim,ROUND 3,2.4,3.75,2.45,1.62,2.25,1.53,2.38
Y5pSO2DI,15/04/2024,14:10,SWEDEN - ALLSVENSKAN,Hammarby,Elfsborg,ROUND 3,2.55,3.5,2.63,1.8,2.0,1.62,2.2
bTNVFP8P,15/04/2024,14:30,ISRAEL - LIGAT HA'AL,H. Beer Sheva,Maccabi Tel Aviv,CHAMPIONSHIP GROUP ,3.4,3.25,2.05,2.0,1.85,1.8,1.91
rJjWAjWg,15/04/2024,14:30,ROMANIA - LIGA 1,FC Rapid Bucuresti,Sepsi Sf. Gheorghe,CHAMPIONSHIP GROUP ,1.8,3.3,4.2,1.95,1.9,1.8,1.91
6DD56fFo,15/04/2024,14:30,SOUTH AFRICA - PREMIER LEAGUE,Swallows,Mamelodi Sundowns,ROUND 25,9.5,4.0,1.38,2.27,1.6,2.67,1.42
EZvrokBg,15/04/2024,15:00,SERBIA - SUPER LIGA,Vozdovac,Radnicki 1923,ROUND 30,3.0,3.3,2.25,1.91,1.83,1.72,2.02
4GeP72Pm,15/04/2024,15:00,NETHERLANDS - EERSTE DIVISIE,Jong Utrecht,Den Bosch,ROUND 34,2.38,3.6,2.63,1.75,2.05,1.67,2.1
AgdL8rAs,15/04/2024,15:00,NETHERLANDS - EERSTE DIVISIE,Jong Ajax,Cambuur,ROUND 34,2.8,3.4,2.3,1.48,2.6,1.4,2.75
A7NWdhhQ,15/04/2024,15:30,ITALY - SERIE C,Juve Stabia,Crotone,GROUP C ,2.07,2.95,3.45,2.25,1.6,1.93,1.78
EsVk11JT,15/04/2024,15:30,SPAIN - LALIGA2,Alcorcon,Villarreal B,ROUND 35,2.2,3.1,3.6,2.25,1.62,1.91,1.8
GpOScYxK,15/04/2024,15:45,ITALY - SERIE C,Avellino,Benevento,GROUP C ,2.07,3.05,3.35,2.32,1.53,2.05,1.7
QDAv2OIo,15/04/2024,15:45,ITALY - SERIE C,Cesena,Recanatese,GROUP B ,1.32,4.4,8.0,1.78,1.98,2.18,1.62
zDeTdFfb,15/04/2024,15:45,IRELAND - PREMIER DIVISION,Bohemians,Dundalk,ROUND 3,1.91,3.4,4.0,1.98,1.88,1.8,1.95
pIcbtFML,15/04/2024,15:45,FRANCE - LIGUE 2,Grenoble,Angers,ROUND 32,2.8,3.0,2.55,2.2,1.65,1.83,1.83
K6Cj3ET7,15/04/2024,15:45,ITALY - SERIE A,Atalanta,Verona,ROUND 32,1.45,4.5,7.0,1.73,2.1,1.91,1.91
fg2ebtIA,15/04/2024,15:45,ITALY - SERIE C,Arezzo,Torres,GROUP B ,2.42,3.0,2.75,2.27,1.6,1.93,1.78
KYplrD28,15/04/2024,16:00,ENGLAND - PREMIER LEAGUE,Chelsea,Everton,ROUND 33,1.73,4.2,4.33,1.53,2.5,1.53,2.38
KQO7ykRn,15/04/2024,16:00,SPAIN - LALIGA,Osasuna,Valencia,ROUND 31,2.2,3.1,3.6,2.6,1.48,2.2,1.62
pQ3ssX2f,15/04/2024,16:15,ICELAND - BESTA DEILD KARLA,Fram,Vikingur Reykjavik,ROUND 2,4.55,4.45,1.57,1.44,2.6,1.53,2.35
z7bAoCG0,15/04/2024,16:15,PORTUGAL - LIGA PORTUGAL,Vizela,Chaves,ROUND 29,2.0,3.5,3.75,1.98,1.88,1.75,2.0
fy9Yu1W4,15/04/2024,17:00,PERU - LIGA 1,Cajamarca,Los Chankas,APERTURA ,1.7,3.75,4.5,1.88,1.98,1.8,1.91
IigMAF2E,15/04/2024,18:00,URUGUAY - PRIMERA DIVISION,Wanderers,Liverpool M.,APERTURA ,3.4,3.3,2.1,2.1,1.7,1.83,1.83
jwqrzboh,15/04/2024,19:00,CHILE - PRIMERA DIVISION,Cobresal,Copiapo,ROUND 8,1.83,3.75,4.33,1.75,2.05,1.67,2.1
jVjHezFa,15/04/2024,20:00,BOLIVIA - DIVISION PROFESIONAL,Independiente,Aurora,APERTURA ,2.3,3.3,2.63,1.95,1.85,1.7,1.93
OQ9wVHgG,15/04/2024,20:00,ARGENTINA - COPA DE LA LIGA PROFESIONAL,Instituto,River Plate,ROUND 14,4.75,3.5,1.8,2.15,1.67,2.0,1.73
dEIMYafi,15/04/2024,20:00,ARGENTINA - COPA DE LA LIGA PROFESIONAL,Independiente,Talleres Cordoba,ROUND 14,2.3,3.4,3.0,2.4,1.53,2.0,1.73
8bPvAGHj,15/04/2024,20:00,ARGENTINA - COPA DE LA LIGA PROFESIONAL,Ind. Rivadavia,Velez Sarsfield,ROUND 14,3.6,3.3,2.1,2.3,1.6,2.0,1.73
2H8sUy9M,15/04/2024,20:00,ARGENTINA - COPA DE LA LIGA PROFESIONAL,Argentinos Jrs,Barracas Central,ROUND 14,2.15,2.8,4.2,2.25,1.62,1.83,1.83
0ChW15Y6,15/04/2024,20:00,VENEZUELA - LIGA FUTVE,Puerto Cabello,Metropolitanos,APERTURA ,1.78,3.4,4.25,2.0,1.65,1.9,1.72
QHdU8gXQ,15/04/2024,20:30,URUGUAY - PRIMERA DIVISION,Miramar,Nacional,APERTURA ,5.75,3.5,1.62,2.25,1.62,2.2,1.62
OQ5OfCmb,15/04/2024,21:00,ECUADOR - LIGA PRO,LDU Quito,Delfin,FIRST STAGE ,1.29,4.75,9.0,1.67,2.15,2.1,1.67
21Ctvu1H,15/04/2024,21:30,PERU - LIGA 1,Deportivo Garcilaso,Sporting Cristal,APERTURA ,3.3,3.5,2.05,1.83,2.03,1.67,2.1
dGqvyvWo,15/04/2024,21:30,CHILE - PRIMERA DIVISION,Colo Colo,Cobreloa,ROUND 8,1.36,4.75,7.5,1.67,2.15,2.0,1.73
