Id,Date,Time,League,Home,Away,Round,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
8UqhBXn2,21/06/2024,13:00,EGYPT - PREMIER LEAGUE,Al Ahly,El Daklyeh,ROUND 12,1.2,5.7,13.0,1.53,2.2,2.18,1.53
IaRrYffF,21/06/2024,13:00,EGYPT - PREMIER LEAGUE,Zamalek,Pharco,ROUND 12,1.7,3.35,5.0,1.98,1.65,1.88,1.72
