Id,Date,Time,League,Home,Away,Round,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
pMXBvzps,11/04/2024,09:00,ARMENIA - PREMIER LEAGUE,Van,Noah,ROUND 28,5.6,4.2,1.45,1.62,2.02,1.86,1.9
pfeCg8La,11/04/2024,11:00,EGYPT - PREMIER LEAGUE,Al Masry,Future FC,ROUND 8,2.75,2.9,2.62,2.22,1.52,1.87,1.75
nBVER0Hq,11/04/2024,11:45,SLOVENIA - PRVA LIGA,Koper,Aluminij,ROUND 30,1.7,3.7,4.5,1.8,1.95,1.78,1.93
Q1KOyVGk,11/04/2024,12:00,FINLAND - VEIKKAUSLIIGA,HJK,Lahti,-,1.44,4.2,5.5,1.7,2.1,1.8,1.95
zqjqZfcd,11/04/2024,12:45,BULGARIA - PARVA LIGA,CSKA 1948 Sofia,Ludogorets,ROUND 8,7.5,4.33,1.44,1.8,2.0,2.0,1.73
bTXxJh5q,11/04/2024,13:00,ROMANIA - LIGA 2,Gloria Buzau,Selimbar,CHAMPIONSHIP GROUP ,1.98,3.25,3.7,2.2,1.62,1.98,1.75
0b1oRigO,11/04/2024,13:45,EUROPE - EUROPA CONFERENCE LEAGUE,Olympiacos Piraeus,Fenerbahce,PLAY OFFS ,2.5,3.5,2.75,1.8,2.0,1.62,2.2
vPWeoevt,11/04/2024,13:45,EUROPE - EUROPA CONFERENCE LEAGUE,Plzen,Fiorentina,PLAY OFFS ,4.0,3.4,1.95,2.05,1.8,1.83,1.83
Ctc4eUjm,11/04/2024,14:00,EGYPT - PREMIER LEAGUE,ZED,Al Ahly,ROUND 8,6.3,3.7,1.52,1.93,1.7,2.0,1.65
2VkHhSz6,11/04/2024,14:00,EGYPT - PREMIER LEAGUE,Zamalek,Al Ittihad,ROUND 8,1.9,3.3,3.85,1.93,1.78,1.75,1.87
xOYzP7R8,11/04/2024,16:00,EUROPE - EUROPA LEAGUE,AC Milan,AS Roma,PLAY OFFS ,1.8,3.6,4.5,2.15,1.67,2.0,1.75
Sp3wTDOB,11/04/2024,16:00,EUROPE - EUROPA CONFERENCE LEAGUE,Club Brugge KV,PAOK,PLAY OFFS ,1.73,3.8,4.75,1.85,2.0,1.73,2.0
QuV3qZ8h,11/04/2024,16:00,EUROPE - EUROPA CONFERENCE LEAGUE,Aston Villa,Lille,PLAY OFFS ,1.7,3.8,5.0,1.75,2.05,1.73,2.0
pUok14Z1,11/04/2024,16:00,EUROPE - EUROPA LEAGUE,Liverpool,Atalanta,PLAY OFFS ,1.3,5.75,9.0,1.4,2.88,1.7,2.05
WOj96aBs,11/04/2024,16:00,EUROPE - EUROPA LEAGUE,Benfica,Marseille,PLAY OFFS ,1.83,3.6,4.5,1.75,2.05,1.67,2.1
xMgH4wtf,11/04/2024,16:00,EUROPE - EUROPA LEAGUE,Bayer Leverkusen,West Ham,PLAY OFFS ,1.4,4.5,7.5,1.6,2.3,1.8,1.95
O2k9mIMR,11/04/2024,19:00,SOUTH AMERICA - COPA LIBERTADORES,Bolivar (Bol),Millonarios (Col),GROUP STAGE ,1.53,4.4,5.9,1.7,2.2,1.78,1.95
rgLGc5Sq,11/04/2024,19:00,SOUTH AMERICA - COPA SUDAMERICANA,Lanus (Arg),Deportivo Garcilaso (Per),GROUP STAGE ,1.22,6.5,11.0,1.73,2.08,2.63,1.44
p0YEyLAl,11/04/2024,19:00,SOUTH AMERICA - COPA SUDAMERICANA,Metropolitanos (Ven),Cuiaba (Bra),GROUP STAGE ,4.0,3.4,1.91,2.15,1.67,1.91,1.8
Yw2D4GdQ,11/04/2024,19:00,SOUTH AMERICA - COPA LIBERTADORES,LDU Quito (Ecu),Botafogo RJ (Bra),GROUP STAGE ,1.65,3.75,5.7,1.82,2.05,1.75,2.0
ruMj9SMf,11/04/2024,20:00,BOLIVIA - DIVISION PROFESIONAL,Santa Cruz,The Strongest,APERTURA ,6.0,5.0,1.33,1.5,2.5,1.7,1.93
I5d5NU25,11/04/2024,21:00,SOUTH AMERICA - COPA LIBERTADORES,Palmeiras (Bra),Liverpool M. (Uru),GROUP STAGE ,1.18,6.7,19.0,1.78,2.1,3.0,1.35
GKbcArCk,11/04/2024,21:00,SOUTH AMERICA - COPA SUDAMERICANA,Coquimbo (Chi),Sp. Luqueno (Par),GROUP STAGE ,2.0,3.5,3.75,2.2,1.65,2.0,1.73
GveWqq38,11/04/2024,21:00,SOUTH AMERICA - COPA SUDAMERICANA,Cruzeiro (Bra),Alianza (Col),GROUP STAGE ,1.3,5.5,10.0,2.05,1.75,2.75,1.4
rDBumfcR,11/04/2024,23:00,SOUTH AMERICA - COPA SUDAMERICANA,Delfin (Ecu),Belgrano (Arg),GROUP STAGE ,2.9,3.2,2.55,2.5,1.5,2.1,1.67
