Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
80bE79t2,26/10/2023,00:05,MEXICO - LIGA DE EXPANSION MX,Dorados de Sinaloa,Celaya,APERTURA ,3.85,3.75,1.82,1.33,3.05,1.04,8.5,1.21,3.95,1.65,2.15,2.52,1.47,4.2,1.19,1.6,2.2,,,1.95,1.78,8.5,9.0,10.0,15.5,13.5,7.4,8.25,13.0,23.0,12.5,13.0,21.0,55.0,32.0,32.0,50.0,300.0
jyGNcOim,26/10/2023,00:06,MEXICO - LIGA MX,Juarez,Atl. San Luis,APERTURA ,2.1,3.5,3.4,1.33,3.25,1.04,13.0,1.22,4.0,1.73,2.08,2.75,1.4,5.5,1.14,1.62,2.2,2.08,1.73,1.33,3.3,13.0,12.0,17.0,34.0,9.5,6.5,12.0,23.0,12.0,9.0,12.0,29.0,21.0,17.0,23.0,41.0,151.0
6anmS122,26/10/2023,06:30,BULGARIA - PARVA LIGA,Botev Plovdiv,Lok. Sofia,ROUND 15,1.57,4.33,5.5,1.4,2.75,1.05,11.0,1.3,3.4,2.0,1.85,3.4,1.3,7.0,1.1,2.1,1.67,1.55,2.38,1.16,5.25,10.0,12.0,26.0,51.0,6.0,8.0,17.0,41.0,7.0,8.5,21.0,51.0,11.0,13.0,29.0,67.0,351.0
460awvZT,26/10/2023,08:00,UZBEKISTAN - SUPER LEAGUE,Olympic,Qizilqum,ROUND 23,2.18,3.15,3.2,1.45,2.37,1.03,8.0,1.34,2.75,2.0,1.65,3.3,1.24,7.1,1.05,1.78,1.82,1.9,1.8,,,8.5,8.75,16.0,40.0,7.1,6.1,11.25,30.0,10.25,9.0,15.0,40.0,21.0,18.5,30.0,75.0,600.0
Moczruyc,26/10/2023,08:30,IRAQ - SUPER LEAGUE,Baghdad,Al-Qassim,ROUND 1,2.52,2.8,2.8,1.62,2.07,,,1.55,2.15,2.75,1.4,,,,,,,,,,,5.8,5.4,10.0,26.0,5.1,5.0,9.5,25.0,9.0,8.75,15.5,40.0,22.0,21.0,37.0,90.0,
nqT45vek,26/10/2023,09:00,BULGARIA - PARVA LIGA,Cherno More,Pirin Blagoevgrad,ROUND 15,1.22,6.5,13.0,1.36,3.0,1.04,13.0,1.29,3.5,1.88,1.98,3.25,1.33,6.0,1.13,2.75,1.4,1.22,4.15,1.11,6.8,11.0,21.0,51.0,201.0,5.5,13.0,34.0,101.0,5.0,11.0,41.0,101.0,6.5,13.0,41.0,151.0,201.0
Aq1evKJN,26/10/2023,10:15,UZBEKISTAN - SUPER LEAGUE,Turon,Sogdiana,ROUND 23,2.95,3.2,2.27,1.44,2.42,1.03,8.2,1.33,2.8,1.98,1.65,3.25,1.25,6.9,1.05,1.75,1.85,,,,,8.75,7.2,10.75,23.0,8.75,6.2,9.25,19.5,15.0,10.75,14.5,32.0,37.0,26.0,35.0,70.0,600.0
zkos8OeJ,26/10/2023,11:00,ROMANIA - LIGA 2,Steaua Bucuresti,Ceahlaul,ROUND 11,1.75,3.5,4.55,1.42,2.65,1.06,7.1,1.31,3.2,1.91,1.82,3.1,1.32,5.4,1.12,1.82,1.88,1.72,2.05,,,7.1,11.75,25.0,80.0,6.8,6.8,15.0,45.0,8.25,8.0,15.5,50.0,14.0,13.5,26.0,75.0,600.0
hdb53IP1,26/10/2023,11:30,BULGARIA - PARVA LIGA,CSKA 1948 Sofia,Lok. Plovdiv,ROUND 15,1.67,4.0,5.0,1.44,2.63,1.06,10.0,1.36,3.0,2.15,1.67,4.0,1.22,9.0,1.07,2.1,1.67,1.65,2.2,1.19,4.5,9.0,11.0,23.0,51.0,6.0,7.5,17.0,41.0,7.0,9.0,21.0,51.0,12.0,15.0,34.0,81.0,301.0
zJzOOWoA,26/10/2023,11:30,INDIA - ISL,North East Utd,Jamshedpur,-,2.7,3.4,2.38,1.3,3.4,1.03,15.0,1.18,4.5,1.65,2.2,2.5,1.5,4.5,1.18,1.53,2.38,2.68,1.45,1.55,2.38,15.0,11.0,13.0,23.0,12.0,7.0,10.0,17.0,15.0,11.0,11.0,23.0,29.0,21.0,23.0,34.0,126.0
