Date,Time,League,Home,Away,Round,HT_Odd_H,HT_Odd_D,HT_Odd_A,HT_Odd_H_Open,HT_Odd_D_Open,HT_Odd_A_Open,HT_Odd_Over05,HT_Odd_Under05,HT_Odd_Over05_Open,HT_Odd_Under05_Open,HT_Odd_Over1,HT_Odd_Under1,HT_Odd_Over1_Open,HT_Odd_Under1_Open,HT_Odd_Over15,HT_Odd_Under15,HT_Odd_Over15_Open,HT_Odd_Under15_Open,HT_Odd_Over2,HT_Odd_Under2,HT_Odd_Over2_Open,HT_Odd_Under2_Open,HT_Odd_Over25,HT_Odd_Under25,HT_Odd_Over25_Open,HT_Odd_Under25_Open,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_H_Open,FT_Odd_D_Open,FT_Odd_A_Open,FT_Odd_DC_1X,FT_Odd_DC_12,FT_Odd_DC_X2,FT_Odd_DC_1X_Open,FT_Odd_DC_12_Open,FT_Odd_DC_X2_Open,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_BTTS_Yes_Open,FT_Odd_BTTS_No_Open,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over05_Open,FT_Odd_Under05_Open,FT_Odd_Over1,FT_Odd_Under1,FT_Odd_Over1_Open,FT_Odd_Under1_Open,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over15_Open,FT_Odd_Under15_Open,FT_Odd_Over2,FT_Odd_Under2,FT_Odd_Over2_Open,FT_Odd_Under2_Open,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over25_Open,FT_Odd_Under25_Open,FT_Odd_Over3,FT_Odd_Under3,FT_Odd_Over3_Open,FT_Odd_Under3_Open,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over35_Open,FT_Odd_Under35_Open,FT_Odd_Over4,FT_Odd_Under4,FT_Odd_Over4_Open,FT_Odd_Under4_Open,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_Over45_Open,FT_Odd_Under45_Open,FT_Odd_Over5,FT_Odd_Under5,FT_Odd_Over5_Open,FT_Odd_Under5_Open,FT_Odd_Over55,FT_Odd_Under55,FT_Odd_Over55_Open,FT_Odd_Under55_Open,FT_Odd_Over6,FT_Odd_Under6,FT_Odd_Over6_Open,FT_Odd_Under6_Open,FT_Odd_Over65,FT_Odd_Under65,FT_Odd_Over65_Open,FT_Odd_Under65_Open,FT_Odd_Over7,FT_Odd_Under7,FT_Odd_Over7_Open,FT_Odd_Under7_Open,FT_Odd_Over75,FT_Odd_Under75,FT_Odd_Over75_Open,FT_Odd_Under75_Open,FT_Odd_Over85,FT_Odd_Under85,FT_Odd_Over85_Open,FT_Odd_Under85_Open,FT_Odd_HA_DNB_H,FT_Odd_HA_DNB_A,FT_Odd_HA_Neg025_H,FT_Odd_HA_Pos025_A,FT_Odd_HA_Pos025_H,FT_Odd_HA_Neg025_A,FT_Odd_HA_Neg075_H,FT_Odd_HA_Pos075_A,FT_Odd_HA_Pos075_H,FT_Odd_HA_Neg075_A,FT_Odd_HA_Neg125_H,FT_Odd_HA_Pos125_A,FT_Odd_HA_Pos125_H,FT_Odd_HA_Neg125_A,FT_Odd_HA_Neg175_H,FT_Odd_HA_Pos175_A,FT_Odd_HA_Pos175_H,FT_Odd_HA_Neg175_A,FT_Odd_HA_Neg225_H,FT_Odd_HA_Pos225_A,FT_Odd_HA_Pos225_H,FT_Odd_HA_Neg225_A,FT_Odd_HA_Neg275_H,FT_Odd_HA_Pos275_A,FT_Odd_HA_Pos275_H,FT_Odd_HA_Neg275_A,FT_Odd_CS_0x0,FT_Odd_CS_0x1,FT_Odd_CS_0x2,FT_Odd_CS_0x3,FT_Odd_CS_1x0,FT_Odd_CS_1x1,FT_Odd_CS_1x2,FT_Odd_CS_1x3,FT_Odd_CS_2x0,FT_Odd_CS_2x1,FT_Odd_CS_2x2,FT_Odd_CS_2x3,FT_Odd_CS_3x0,FT_Odd_CS_3x1,FT_Odd_CS_3x2,FT_Odd_CS_3x3,FT_Odd_CS_0x4,FT_Odd_CS_1x4,FT_Odd_CS_2x4,FT_Odd_CS_3x4,FT_Odd_CS_4x0,FT_Odd_CS_4x1,FT_Odd_CS_4x2,FT_Odd_CS_4x3,FT_Odd_CS_4x4
14/06/2023,07:00,UKRAINE - PREMIER LEAGUE,Veres-Rivne,MFC Metalurh,RELEGATION ,1.85,2.6,7.21,1.94,2.39,7.55,1.31,3.3,1.38,2.90,1.64,2.26,1.86,1.94,2.41,1.52,2.80,1.41,4.5,1.18,5.60,1.12,5.5,1.12,6.80,1.09,1.35,5.3,8.3,1.39,4.8,8.3,1.07,1.16,3.25,1.07,1.18,3.05,2.0,1.77,2.26,1.59,1.01,12.5,1.01,12.00,1.02,10.5,1.06,8.20,1.14,5.34,1.29,3.40,1.28,3.45,1.46,2.70,1.52,2.56,1.92,1.88,1.95,1.86,2.65,1.48,2.39,1.59,3.25,1.32,3.9,1.23,5.40,1.13,4.5,1.18,6.10,1.10,7.8,1.06,11.00,1.02,8.4,1.05,7.00,1.08,14.5,1.01,13.50,1.01,9.75,1.03,11.00,1.01,,,,,,,,,,,,,1.1,6.2,1.21,4.1,1.09,6.67,1.39,2.85,1.03,9.6,1.73,2.11,,,2.18,1.64,,,2.94,1.37,,,4.0,1.22,,,12.0,19.0,41.0,67.0,6.0,8.0,21.0,67.0,5.5,7.0,15.0,67.0,8.0,9.5,21.0,67.0,67.0,67.0,67.0,67.0,15.0,15.0,41.0,67.0,67.0
14/06/2023,09:00,UKRAINE - PREMIER LEAGUE,LNZ Cherkasy,Inhulets,RELEGATION ,3.22,2.03,3.79,3.15,2.15,3.5,1.5,2.48,1.42,2.75,2.26,1.64,1.98,1.83,3.35,1.3,2.95,1.37,7.6,1.07,6.20,1.10,8.7,1.05,7.30,1.07,2.52,3.0,3.1,2.45,3.45,2.8,1.37,1.39,1.53,1.44,1.31,1.55,1.96,1.8,1.82,1.93,1.06,8.1,1.03,10.50,1.11,5.9,1.07,7.40,1.39,2.85,1.33,3.15,1.66,2.14,1.55,2.46,2.25,1.65,2.05,1.77,3.2,1.32,2.95,1.40,4.0,1.22,3.55,1.27,6.9,1.08,6.10,1.10,8.6,1.05,6.80,1.08,13.5,1.01,12.50,1.01,15.0,1.03,13.00,1.04,,,,,11.25,1.01,11.00,1.01,,,,,,,,,,,,,1.71,2.14,2.06,1.77,1.51,2.45,2.85,1.39,1.27,3.55,4.39,1.19,1.11,5.82,6.51,1.09,1.05,8.4,10.4,1.03,1.01,12.5,12.5,1.01,,,6.5,7.5,11.0,29.0,6.5,5.5,9.5,21.0,10.0,9.0,13.0,36.0,21.0,19.0,34.0,67.0,67.0,67.0,67.0,67.0,67.0,61.0,67.0,67.0,67.0
14/06/2023,20:00,USA - USL CHAMPIONSHIP,Hartford Athletic,Detroit,-,2.75,2.16,3.58,2.82,2.15,3.38,1.33,3.04,1.36,3.00,1.72,2.01,1.72,2.00,2.58,1.44,2.63,1.45,5.05,1.13,5.20,1.13,6.15,1.09,6.00,1.11,2.24,3.45,2.91,2.27,3.4,2.75,1.36,1.26,1.58,1.4,1.3,1.57,1.61,2.25,1.6,2.27,1.01,10.2,1.05,9.00,1.02,9.0,1.06,7.50,1.22,3.65,1.29,3.50,1.35,2.88,1.37,2.85,1.79,2.0,1.80,1.91,2.26,1.55,2.30,1.55,2.84,1.35,3.00,1.36,4.5,1.15,4.40,1.17,5.2,1.11,5.50,1.13,9.1,1.02,7.10,1.06,10.0,1.04,10.0,1.04,,,,,12.0,1.02,12.0,1.02,,,,,17.0,1.01,17.0,1.01,,,,,1.67,2.17,1.94,1.84,1.47,2.44,2.53,1.44,1.25,3.45,3.67,1.23,1.11,5.37,5.32,1.11,1.04,7.65,,,,,,,,,9.0,8.5,12.0,23.0,7.5,5.5,8.0,18.0,10.0,7.5,9.5,21.0,19.0,14.0,21.0,41.0,71.0,51.0,67.0,126.0,51.0,36.0,56.0,126.0,201.0
14/06/2023,22:00,USA - USL CHAMPIONSHIP,El Paso,Las Vegas Lights,-,1.86,2.45,6.25,1.77,2.5,6.8,1.28,3.34,1.29,3.50,1.56,2.28,1.56,2.27,2.32,1.54,2.25,1.60,4.2,1.19,4.33,1.18,5.3,1.12,4.74,1.16,1.39,4.65,6.88,1.3,5.0,8.2,1.07,1.15,2.78,1.05,1.16,3.2,1.77,2.0,1.85,1.91,1.03,12.4,1.03,11.00,1.03,9.3,1.03,9.3,1.16,4.35,1.20,4.32,1.24,3.48,1.27,3.40,1.56,2.21,1.62,2.20,1.93,1.76,2.00,1.72,2.49,1.52,2.50,1.50,3.55,1.24,3.80,1.23,4.2,1.17,4.32,1.20,7.1,1.05,7.30,1.05,7.7,1.04,7.50,1.07,,,,,11.0,1.02,11.0,1.02,,,,,17.0,1.01,17.0,1.01,,,,,1.11,5.15,1.24,3.48,1.09,5.64,1.46,2.45,,,1.83,1.83,,,2.38,1.49,,,3.2,1.28,,,4.45,1.15,,,13.0,18.0,36.0,101.0,6.0,7.5,15.0,51.0,6.0,6.0,13.0,46.0,8.0,9.0,15.0,56.0,201.0,176.0,151.0,201.0,14.0,15.0,34.0,101.0,201.0
14/06/2023,23:00,USA - USL CHAMPIONSHIP,San Diego Loyal,San Antonio,-,2.85,2.16,3.43,2.62,2.15,3.74,1.34,2.99,1.36,3.00,1.72,2.01,1.72,2.00,2.59,1.44,2.63,1.45,5.1,1.13,5.20,1.13,6.25,1.09,6.00,1.11,2.34,3.44,2.77,2.02,3.5,3.16,1.39,1.26,1.53,1.33,1.29,1.7,1.61,2.25,1.62,2.24,1.01,10.0,1.05,9.00,1.02,8.9,1.05,7.70,1.22,3.65,1.29,3.50,1.35,2.88,1.40,2.75,1.8,1.99,1.8,1.91,2.28,1.54,2.38,1.51,2.84,1.35,3.00,1.36,4.55,1.14,4.60,1.16,5.25,1.11,5.50,1.13,9.2,1.02,9.50,1.01,9.0,1.05,10.00,1.04,,,,,12.0,1.02,12.0,1.02,,,,,,,,,,,,,1.75,2.05,2.03,1.77,1.52,2.32,2.67,1.4,1.28,3.24,4.02,1.19,1.12,5.02,5.67,1.1,1.05,7.13,6.36,1.07,,,,,,,9.5,9.0,12.0,23.0,7.5,5.5,8.0,17.0,10.0,7.5,9.5,21.0,19.0,14.0,20.0,36.0,71.0,51.0,61.0,101.0,51.0,36.0,56.0,101.0,201.0
14/06/2023,23:30,USA - MLS,Los Angeles FC,Houston Dynamo,-,2.0,2.4,6.0,1.91,2.5,6.5,1.3,3.4,1.29,3.50,1.56,2.34,1.60,2.26,2.5,1.5,2.38,1.53,4.15,1.21,4.44,1.19,6.0,1.13,5.50,1.14,1.5,4.5,5.75,1.4,4.75,7.0,1.14,1.18,2.5,1.1,1.18,2.75,1.8,1.95,1.8,1.95,1.03,15.0,1.03,15.0,1.03,10.5,1.03,10.5,1.18,4.5,1.18,4.5,1.23,3.56,1.27,3.46,1.62,2.25,1.60,2.30,2.05,1.8,2.02,1.82,2.5,1.5,2.5,1.5,3.54,1.26,3.64,1.22,4.5,1.18,4.33,1.20,6.8,1.06,7.40,1.05,10.0,1.06,9.00,1.07,,,,,19.0,1.02,19.0,1.02,,,,,41.0,41.0,34.00,34.00,,,,,1.19,4.5,1.32,3.3,1.16,5.25,1.57,2.35,,,2.05,1.8,,,2.6,1.48,,,3.7,1.26,,,5.25,1.16,,,15.0,17.0,34.0,67.0,8.0,8.5,17.0,41.0,7.5,8.5,17.0,41.0,11.0,12.0,23.0,51.0,201.0,101.0,101.0,126.0,19.0,21.0,41.0,81.0,201.0
