Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
ImuyJSOl,19/09/2023,00:00,MEXICO - LIGA MX,Pachuca,Santos Laguna,APERTURA ,2.1,3.75,3.2,1.3,3.4,1.03,15.0,1.18,4.5,1.6,2.3,2.5,1.5,4.33,1.2,1.53,2.38,2.1,1.7,1.38,3.0,15.0,13.0,19.0,34.0,10.0,7.5,11.0,23.0,12.0,9.0,12.0,26.0,21.0,15.0,21.0,34.0,126.0
r9wsAGX6,19/09/2023,07:00,SOUTH KOREA - K LEAGUE 2,Busan,Ansan Greeners,ROUND 32,1.5,4.0,5.5,1.36,3.0,1.04,13.0,1.25,3.75,1.83,1.98,3.0,1.36,6.0,1.13,2.0,1.73,1.48,2.6,1.13,5.9,11.0,15.0,29.0,67.0,6.5,8.0,19.0,41.0,7.0,8.5,19.0,51.0,10.0,13.0,29.0,67.0,351.0
Maxo9zmD,19/09/2023,07:30,SOUTH KOREA - K LEAGUE 2,Seongnam,Gimcheon Sangmu,ROUND 32,3.6,3.4,1.91,1.36,3.0,1.04,13.0,1.25,3.75,1.8,2.0,3.0,1.36,5.5,1.14,1.73,2.0,3.55,1.28,1.88,1.93,11.0,8.0,9.5,17.0,12.0,6.5,8.5,15.0,19.0,13.0,15.0,26.0,41.0,29.0,34.0,41.0,201.0
AFVSXJPD,19/09/2023,07:30,SOUTH KOREA - K LEAGUE 2,Cheongju,Seoul E-Land,ROUND 32,2.15,3.2,3.0,1.44,2.63,1.07,9.0,1.36,3.0,2.15,1.67,4.0,1.22,9.0,1.07,1.91,1.8,2.15,1.68,1.35,3.1,8.5,8.5,15.0,34.0,7.0,6.5,12.0,29.0,10.0,9.5,17.0,41.0,21.0,21.0,34.0,51.0,351.0
YmVUXkGc,19/09/2023,09:00,ARMENIA - PREMIER LEAGUE,Urartu,Van,ROUND 8,1.31,4.7,7.5,1.29,3.28,12.6,1.01,1.18,4.15,1.6,2.07,2.54,1.43,4.5,1.15,2.0,1.77,,,,,14.0,23.0,51.0,176.0,5.5,9.0,23.0,91.0,5.0,6.5,17.0,76.0,6.5,8.5,19.0,91.0,201.0
pCKS5vDi,19/09/2023,10:00,ALBANIA - SUPERLIGA,Teuta,Skenderbeu,ROUND 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nqX5ZvXH,19/09/2023,10:00,EGYPT - PREMIER LEAGUE,ZED,El Ismaily,ROUND 1,2.8,2.67,2.8,1.65,1.98,1.14,4.25,1.6,2.05,2.7,1.35,5.9,1.08,11.5,1.02,2.15,1.55,,,,,5.0,6.5,12.0,36.0,6.0,5.5,12.0,34.0,11.0,11.0,20.0,67.0,31.0,34.0,61.0,176.0,201.0
QR3G28oU,19/09/2023,11:00,ALBANIA - SUPERLIGA,Laci,Vllaznia,ROUND 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zgygPMVH,19/09/2023,11:00,ROMANIA - LIGA 2,Ceahlaul,Chindia Targoviste,ROUND 6,2.75,3.1,2.52,1.55,2.35,1.1,5.8,1.47,2.5,2.37,1.52,4.25,1.18,7.4,1.06,2.02,1.7,,,,,6.5,7.0,11.0,23.0,7.0,5.5,9.0,21.0,11.0,9.0,13.0,34.0,26.0,21.0,36.0,76.0,101.0
lvYtVm0G,19/09/2023,12:00,ARMENIA - PREMIER LEAGUE,Shirak Gyumri,Ararat-Armenia,ROUND 8,6.5,4.35,1.38,1.31,3.15,1.01,10.9,1.2,3.9,1.65,1.98,2.67,1.39,4.8,1.13,1.94,1.82,,,,,11.0,5.5,5.5,7.5,17.0,7.5,6.0,9.0,36.0,18.0,15.0,20.0,126.0,61.0,61.0,76.0,201.0
