Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
UDDoMe68,15/12/2023,00:00,MEXICO - LIGA MX,U.A.N.L.- Tigres,Club America,APERTURA ,2.6,3.25,2.75,1.5,2.5,1.07,8.5,1.4,2.75,2.2,1.65,4.0,1.22,9.0,1.07,1.95,1.8,2.43,1.53,1.48,2.6,8.5,7.5,12.0,26.0,7.0,6.5,10.0,23.0,12.0,10.0,17.0,34.0,26.0,23.0,34.0,51.0,401.0
hUX7VCsb,15/12/2023,04:00,AUSTRALIA - A-LEAGUE,Western United,Brisbane Roar,ROUND 8,2.88,3.75,2.3,1.29,3.5,1.03,15.0,1.17,5.0,1.53,2.4,2.3,1.62,4.0,1.25,1.5,2.5,2.75,1.43,1.63,2.25,17.0,12.0,13.0,23.0,13.0,7.5,9.5,17.0,17.0,11.0,11.0,21.0,29.0,21.0,23.0,34.0,101.0
25S9cTVL,15/12/2023,05:30,INDIA - I-LEAGUE,Inter Kashi,Delhi FC,ROUND 11,2.65,3.5,2.32,1.29,3.44,1.02,12.8,1.19,3.75,1.55,2.15,2.32,1.47,3.65,1.2,1.47,2.32,,,,,14.5,10.75,13.5,25.0,12.5,7.2,9.25,17.0,16.5,10.0,11.5,21.0,32.0,19.5,22.0,37.0,200.0
b7Y3WhSi,15/12/2023,05:45,AUSTRALIA - A-LEAGUE,WS Wanderers,Adelaide United,ROUND 8,1.85,4.33,3.5,1.22,4.0,1.02,19.0,1.13,6.0,1.44,2.7,2.1,1.73,3.5,1.3,1.44,2.63,1.91,1.99,1.33,3.3,21.0,19.0,23.0,41.0,13.0,8.5,13.0,23.0,13.0,9.0,11.0,23.0,19.0,13.0,17.0,29.0,81.0
0QXbyxlr,15/12/2023,06:00,AZERBAIJAN - PREMIER LEAGUE,Sabail,Gabala,ROUND 17,3.15,3.25,2.15,1.4,2.52,1.02,9.0,1.28,3.05,1.88,1.82,2.92,1.3,6.05,1.08,1.65,1.98,,,,,9.75,8.0,10.75,21.0,9.5,6.4,8.75,16.5,16.5,11.25,13.5,26.0,40.0,28.0,35.0,60.0,450.0
fqeWuIuR,15/12/2023,08:00,AZERBAIJAN - PREMIER LEAGUE,Araz,Sabah Baku,ROUND 17,3.85,3.15,1.95,1.52,2.22,1.06,6.75,1.44,2.42,2.25,1.5,3.85,1.18,8.9,1.02,2.02,1.62,,,1.8,1.91,7.1,5.6,8.0,16.5,8.75,6.3,9.0,19.0,19.0,13.5,19.0,40.0,60.0,45.0,60.0,120.0,800.0
QZyXRzDH,15/12/2023,08:30,IRAQ - SUPER LEAGUE,Naft Al-Basra,Newroz,ROUND 9,2.35,2.87,2.95,1.55,2.07,1.08,6.1,1.5,2.25,2.54,1.43,5.05,1.12,9.7,1.02,2.12,1.69,,,,,6.2,5.8,11.0,29.0,5.2,5.1,9.75,26.0,8.5,8.25,15.0,40.0,19.0,18.5,32.0,80.0,
I9YOTdr5,15/12/2023,08:30,IRAQ - SUPER LEAGUE,Duhok,Al Naft,ROUND 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d0XSSGcB,15/12/2023,08:30,IRAQ - SUPER LEAGUE,Al-Hudod,Al Shorta,ROUND 9,4.8,3.35,1.65,1.34,2.99,1.01,11.0,1.23,3.56,1.7,1.91,2.88,1.34,4.8,1.14,1.75,2.03,,,1.82,1.78,10.5,6.5,7.3,11.25,11.75,5.9,6.7,10.5,24.0,12.5,11.25,17.5,70.0,37.0,35.0,40.0,250.0
lQrbFD93,15/12/2023,09:00,THAILAND - THAI LEAGUE 1,Prachuap,Chonburi,ROUND 14,2.3,3.4,2.85,1.35,2.92,1.04,8.25,1.22,3.8,1.7,2.07,2.57,1.45,4.3,1.18,1.55,2.3,2.25,1.6,,,8.25,10.75,16.0,35.0,10.25,6.7,10.25,22.0,13.5,9.0,11.5,26.0,25.0,16.5,21.0,40.0,250.0
