Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
rLRrV4ze,06/11/2023,05:30,INDIA - I-LEAGUE,Namdhari,Inter Kashi,ROUND 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IkO6MHYH,06/11/2023,08:00,RUSSIA - PREMIER LEAGUE,Orenburg,FK Rostov,ROUND 14,2.39,3.77,3.02,1.32,3.22,1.01,15.5,1.19,3.98,1.77,2.23,2.6,1.41,4.7,1.14,1.58,2.31,,,,,,,,,,,,,,,,,,,,,
K2jiRLH8,06/11/2023,08:00,BULGARIA - PARVA LIGA,Botev Vratsa,Lok. Sofia,ROUND 16,2.2,3.1,3.4,1.5,2.5,1.07,9.0,1.36,3.0,2.2,1.65,4.0,1.22,9.0,1.07,1.91,1.8,2.1,1.7,1.3,3.45,8.0,9.0,17.0,34.0,7.0,6.0,12.0,29.0,10.0,9.5,15.0,41.0,21.0,19.0,34.0,51.0,351.0
vZmmzlVO,06/11/2023,08:30,THAILAND - THAI LEAGUE 1,Trat FC,Muang Thong Utd,ROUND 10,3.25,3.75,1.98,1.3,3.2,1.03,9.0,1.18,4.3,1.55,2.3,2.32,1.55,3.8,1.23,1.5,2.4,,,1.8,1.95,9.0,10.75,12.0,19.0,13.5,7.6,8.5,14.0,20.0,11.5,11.75,19.0,45.0,25.0,26.0,40.0,200.0
CtiO77Ti,06/11/2023,09:00,SERBIA - PRVA LIGA,Radnicki S. Mitrovica,Smederevo,ROUND 15,2.0,3.0,3.6,1.52,2.27,1.06,7.5,1.41,2.6,2.2,1.53,4.25,1.17,9.0,1.03,2.0,1.77,,,,,7.0,7.1,14.5,40.0,5.2,5.2,10.75,30.0,7.3,7.4,13.5,40.0,14.5,14.5,27.0,70.0,101.0
02N5kQDN,06/11/2023,09:00,SERBIA - PRVA LIGA,RFK Novi Sad,Metalac,ROUND 15,1.8,3.15,4.25,1.5,2.3,1.05,7.2,1.42,2.7,2.18,1.53,4.2,1.17,9.0,1.03,2.05,1.73,,,,,7.2,8.0,17.5,55.0,4.85,5.5,12.0,37.0,6.4,7.2,14.5,45.0,11.75,13.5,27.0,80.0,101.0
SzAbinqB,06/11/2023,09:00,SERBIA - PRVA LIGA,Radnicki Beograd,FK Indjija,ROUND 15,2.4,3.0,2.77,1.5,2.32,1.05,8.0,1.37,2.75,2.12,1.57,3.98,1.19,8.0,1.05,1.87,1.89,,,,,7.6,6.5,10.75,25.0,6.0,5.2,8.75,21.0,9.25,8.0,12.5,30.0,20.0,17.0,27.0,60.0,450.0
Mqj1DJXb,06/11/2023,10:00,ROMANIA - LIGA 2,Unirea Slobozia,Gloria Buzau,ROUND 12,2.7,3.0,2.65,1.52,2.42,1.09,6.2,1.39,2.77,2.15,1.65,3.65,1.24,6.4,1.08,1.83,1.87,2.37,1.55,,,6.2,7.3,12.5,30.0,7.9,5.8,10.0,25.0,13.5,9.75,14.0,37.0,32.0,23.0,35.0,75.0,600.0
M5VuIOWM,06/11/2023,10:00,UKRAINE - PREMIER LEAGUE,Zhytomyr,Kryvbas,ROUND 13,2.35,3.1,2.95,1.47,2.32,1.04,8.9,1.38,2.6,2.1,1.57,3.5,1.21,8.1,1.06,1.83,1.78,,,,,7.8,8.0,14.5,37.0,6.8,6.0,10.75,27.0,10.5,9.5,15.5,40.0,24.0,22.0,35.0,80.0,800.0
AHIcmEr6,06/11/2023,10:00,BELARUS - VYSSHAYA LIGA,Dynamo Brest,Din. Minsk,ROUND 27,9.2,4.7,1.34,1.36,2.99,1.02,14.2,1.15,4.4,1.52,2.3,2.27,1.61,3.56,1.23,1.95,1.81,,,,,,,,,,,,,,,,,,,,,
