Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,AH_Neg05_H,AH_Pos05_A,AH_Pos05_H,AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
WhEoPbzD,30/07/2023,00:00,FIJI - PREMIER LEAGUE,Ba,Nadi,ROUND 14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lUOtQvL6,30/07/2023,00:00,FIJI - PREMIER LEAGUE,Rewa,Nadroga,ROUND 14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t4LYR0jf,30/07/2023,00:00,FIJI - PREMIER LEAGUE,Suva,Navua,ROUND 14,1.66,3.98,4.44,,,1.16,4.3,1.63,2.25,2.45,1.46,4.3,1.16,1.61,2.25,,,,,,,,,,,,,,,,,,,,,
tvOgLNBC,30/07/2023,05:00,INDONESIA - LIGA 1,Persis Solo,Arema FC,ROUND 5,1.64,3.92,4.68,1.01,11.1,1.19,3.92,1.71,2.11,2.64,1.4,4.8,1.13,1.69,2.11,,,,,12.0,13.0,26.0,61.0,7.0,6.5,13.0,36.0,7.0,6.5,12.0,36.0,11.0,10.0,17.0,51.0,67.0
pCUpNqs0,30/07/2023,05:00,INDONESIA - LIGA 1,RANS Nusantara,PSS Sleman,ROUND 5,2.51,3.45,2.51,1.01,11.0,1.21,3.74,1.74,2.07,2.71,1.38,4.9,1.12,1.57,2.34,,,,,11.0,9.0,12.0,21.0,9.0,6.0,8.5,15.0,12.0,8.5,10.0,21.0,23.0,15.0,21.0,41.0,67.0
hCGCStzi,30/07/2023,05:30,AUSTRIA - 2. LIGA,Sturm Graz (Am),St. Polten,ROUND 1,4.43,4.05,1.71,11.5,1.04,1.17,4.15,1.66,2.22,2.51,1.44,4.45,1.15,1.63,2.22,,,,,11.0,7.0,7.5,11.0,12.0,6.0,6.5,10.0,21.0,11.0,10.0,17.0,56.0,31.0,26.0,41.0,201.0
zytczggc,30/07/2023,05:30,AUSTRIA - 2. LIGA,Floridsdorfer AC,Ried,ROUND 1,2.96,3.5,2.31,1.01,9.6,1.24,3.48,1.86,1.94,2.98,1.32,5.55,1.1,1.67,2.15,,,,,8.5,6.5,8.5,15.0,8.5,5.5,7.0,14.0,14.0,9.0,10.0,21.0,26.0,21.0,26.0,51.0,201.0
bLDLcRQn,30/07/2023,07:00,SOUTH KOREA - K LEAGUE 2,Bucheon FC 1995,Busan,ROUND 24,2.75,3.2,2.4,1.06,10.0,1.33,3.25,2.1,1.7,3.75,1.25,8.0,1.08,1.83,1.83,2.75,1.43,1.55,2.38,9.0,7.5,12.0,23.0,8.5,6.5,10.0,21.0,13.0,11.0,15.0,34.0,29.0,23.0,34.0,51.0,301.0
xCCPdotg,30/07/2023,07:30,SOUTH KOREA - K LEAGUE 2,Ansan Greeners,Cheonan City,ROUND 24,2.05,3.4,3.2,1.05,11.0,1.29,3.5,1.93,1.88,3.25,1.33,6.5,1.11,1.73,2.0,2.15,1.68,1.35,3.1,11.0,10.0,17.0,34.0,8.0,6.5,12.0,26.0,10.0,9.0,15.0,34.0,19.0,17.0,26.0,51.0,201.0
EZtuT0iN,30/07/2023,07:40,POLAND - DIVISION 1,Polonia Warszawa,Wisla,ROUND 2,4.33,3.8,1.65,1.04,13.0,1.25,3.75,1.83,2.03,3.0,1.36,6.0,1.13,1.8,1.91,4.15,1.22,2.1,1.7,12.0,7.5,8.0,13.0,13.0,7.5,8.5,13.0,23.0,15.0,17.0,26.0,51.0,34.0,41.0,51.0,251.0
QFsdOqag,30/07/2023,08:00,SWEDEN - SUPERETTAN,Trelleborg,Landskrona,ROUND 16,2.1,3.4,3.1,1.04,13.0,1.22,4.0,1.75,2.05,2.75,1.4,5.5,1.14,1.62,2.2,2.08,1.73,1.33,3.3,13.0,12.0,17.0,34.0,9.5,6.5,11.0,23.0,12.0,9.0,12.0,29.0,21.0,17.0,23.0,41.0,151.0
CSwbgOoJ,30/07/2023,08:30,BELGIUM - JUPILER PRO LEAGUE,Antwerp,Cercle Brugge KSV,ROUND 1,1.75,3.5,4.33,1.04,13.0,1.25,3.75,1.83,2.03,3.0,1.36,6.0,1.13,1.75,2.0,1.75,2.05,1.21,4.25,11.0,13.0,23.0,51.0,8.0,7.0,15.0,34.0,9.0,8.5,15.0,41.0,15.0,13.0,23.0,41.0,201.0
xEm8OMDT,30/07/2023,08:35,CHINA - SUPER LEAGUE,Wuhan Three Towns,Qingdao Hainiu,ROUND 19,1.3,5.75,9.0,1.03,17.0,1.17,5.0,1.57,2.35,2.38,1.53,4.0,1.22,1.91,1.91,1.3,3.45,1.12,6.4,15.0,23.0,41.0,101.0,8.0,10.0,26.0,51.0,7.0,8.5,21.0,51.0,8.5,11.0,23.0,51.0,301.0
OAq4P2bN,30/07/2023,08:35,CHINA - SUPER LEAGUE,Shandong Taishan,Beijing Guoan,ROUND 19,1.8,3.6,4.5,1.05,11.0,1.25,3.75,1.85,2.0,3.0,1.36,6.0,1.13,1.75,2.0,1.8,2.05,1.23,4.0,11.0,13.0,23.0,41.0,7.5,7.0,15.0,34.0,9.0,8.5,15.0,41.0,15.0,15.0,23.0,51.0,201.0
2mPkM3d6,30/07/2023,09:00,INDONESIA - LIGA 1,Persija Jakarta,Persebaya,ROUND 5,1.58,4.05,5.01,1.01,11.5,1.2,3.88,1.72,2.1,2.67,1.39,4.85,1.13,1.73,2.06,,,,,12.0,13.0,26.0,61.0,7.0,6.5,13.0,36.0,7.0,7.0,13.0,36.0,10.0,10.0,17.0,56.0,67.0
vTMB11v2,30/07/2023,09:00,RUSSIA - PREMIER LEAGUE,Rubin Kazan,Orenburg,ROUND 2,2.3,3.77,3.17,1.01,15.0,1.2,3.94,1.79,2.2,2.68,1.4,4.8,1.13,1.6,2.27,,,,,,,,,,,,,,,,,,,,,
z1NcKsRI,30/07/2023,09:00,INDONESIA - LIGA 1,Barito Putera,Madura United,ROUND 5,2.06,3.52,3.22,1.01,11.5,1.2,3.84,1.73,2.08,2.71,1.38,4.9,1.13,1.59,2.29,,,,,11.0,11.0,15.0,31.0,8.0,6.0,9.5,17.0,10.0,7.5,10.0,23.0,17.0,13.0,19.0,41.0,67.0
jJx7r2WM,30/07/2023,09:00,FINLAND - VEIKKAUSLIIGA,Haka,Lahti,-,1.85,3.4,4.0,1.04,12.0,1.22,4.0,1.75,2.05,2.75,1.4,5.5,1.14,1.67,2.1,1.93,1.93,1.25,3.8,12.0,13.0,21.0,41.0,8.5,6.5,13.0,29.0,10.0,8.5,13.0,34.0,17.0,15.0,23.0,41.0,151.0
Q7N0BZh9,30/07/2023,09:15,SWITZERLAND - SUPER LEAGUE,Luzern,Lausanne Ouchy,ROUND 2,1.62,4.0,5.25,1.03,15.0,1.18,4.5,1.65,2.2,2.5,1.5,4.5,1.18,1.73,2.0,1.58,2.35,1.16,5.25,13.0,17.0,29.0,51.0,8.0,7.5,17.0,41.0,8.0,8.5,15.0,41.0,12.0,12.0,23.0,41.0,201.0
4hoIsDie,30/07/2023,09:15,SWITZERLAND - CHALLENGE LEAGUE,Baden,Bellinzona,ROUND 2,2.23,3.7,2.96,1.02,12.8,1.17,4.25,1.59,2.16,2.59,1.5,4.33,1.16,1.53,2.43,,,,,13.0,11.0,15.0,26.0,9.5,6.5,9.0,15.0,11.0,8.0,9.5,19.0,17.0,13.0,15.0,31.0,101.0
tY06Se4s,30/07/2023,09:15,SWITZERLAND - CHALLENGE LEAGUE,Wil,Vaduz,ROUND 2,2.02,3.82,3.33,1.02,13.8,1.15,4.5,1.54,2.25,2.45,1.55,4.1,1.18,1.51,2.48,,,,,13.0,13.0,19.0,36.0,9.0,6.5,10.0,19.0,9.5,7.0,10.0,21.0,15.0,12.0,15.0,31.0,101.0
K0eXOY73,30/07/2023,10:00,POLAND - EKSTRAKLASA,Stal Mielec,Piast Gliwice,ROUND 2,3.8,3.2,2.1,1.08,8.0,1.44,2.63,2.35,1.57,4.5,1.18,11.0,1.05,2.05,1.7,3.7,1.26,1.8,2.05,7.0,6.0,8.5,19.0,9.0,6.0,9.5,19.0,17.0,13.0,17.0,34.0,41.0,34.0,41.0,67.0,501.0
StDMLMpm,30/07/2023,10:00,SWEDEN - ALLSVENSKAN,Mjallby,Djurgarden,ROUND 17,3.4,3.3,2.15,1.07,9.0,1.36,3.0,2.15,1.67,4.0,1.22,9.0,1.07,1.95,1.8,3.3,1.33,1.7,2.1,8.5,7.0,10.0,21.0,9.0,6.5,9.0,19.0,17.0,12.0,15.0,29.0,41.0,29.0,41.0,51.0,351.0
M3je5106,30/07/2023,10:00,SWEDEN - ALLSVENSKAN,Hammarby,Norrkoping,ROUND 17,1.85,3.8,3.8,1.04,13.0,1.22,4.0,1.7,2.1,2.63,1.44,5.0,1.17,1.67,2.1,1.88,2.02,1.26,3.7,13.0,13.0,21.0,41.0,8.5,7.0,13.0,29.0,9.5,8.5,13.0,34.0,17.0,15.0,23.0,41.0,151.0
zP7X9Lpo,30/07/2023,10:00,POLAND - DIVISION 1,Odra Opole,R. Rzeszow,ROUND 2,2.05,3.4,3.3,1.05,11.0,1.29,3.5,1.93,1.93,3.25,1.33,6.5,1.11,1.73,2.0,2.05,1.75,1.3,3.45,11.0,11.0,19.0,41.0,8.0,6.5,12.0,29.0,10.0,9.0,13.0,34.0,19.0,17.0,26.0,41.0,201.0
M1Txwtfp,30/07/2023,10:00,FINLAND - VEIKKAUSLIIGA,KuPS,KTP,-,1.44,4.2,6.0,1.05,11.0,1.29,3.5,1.93,1.93,3.25,1.33,6.5,1.11,2.1,1.67,1.45,2.68,1.13,6.0,10.0,15.0,34.0,81.0,6.0,8.5,21.0,51.0,6.5,8.5,21.0,51.0,9.5,13.0,29.0,67.0,501.0
U9yBsMoT,30/07/2023,10:00,FINLAND - VEIKKAUSLIIGA,Honka,AC Oulu,-,1.91,3.25,3.8,1.06,10.0,1.33,3.25,2.05,1.75,3.75,1.25,8.0,1.08,1.95,1.8,2.0,1.85,1.28,3.55,9.0,10.0,19.0,41.0,6.5,6.5,13.0,34.0,9.0,9.0,15.0,41.0,17.0,17.0,29.0,51.0,301.0
Ey2LUoMP,30/07/2023,10:00,SWEDEN - SUPERETTAN,Vasteras SK,Gefle,ROUND 16,1.25,5.25,9.5,1.03,17.0,1.14,5.5,1.53,2.4,2.25,1.57,4.0,1.22,1.95,1.8,1.28,3.55,,,17.0,23.0,41.0,126.0,8.5,11.0,26.0,67.0,7.0,9.0,21.0,51.0,8.0,11.0,26.0,51.0,301.0
EXHtI7OJ,30/07/2023,11:00,BELGIUM - JUPILER PRO LEAGUE,Gent,Kortrijk,ROUND 1,1.3,5.0,8.5,1.03,17.0,1.17,5.0,1.57,2.35,2.38,1.53,4.33,1.2,1.95,1.8,1.33,3.3,1.1,7.0,15.0,23.0,41.0,101.0,8.0,10.0,23.0,51.0,7.0,8.5,21.0,51.0,8.5,11.0,26.0,51.0,301.0
lM2d157M,30/07/2023,11:00,BRAZIL - SERIE B,Tombense,Criciuma,ROUND 20,2.3,3.14,3.34,1.06,6.5,1.47,2.45,2.54,1.53,4.7,1.14,9.3,1.01,2.09,1.71,,,,,6.5,8.5,15.0,41.0,6.5,5.5,12.0,31.0,9.5,9.0,15.0,51.0,20.0,21.0,36.0,101.0,201.0
2oG9MM4G,30/07/2023,11:00,BRAZIL - SERIE A,Sao Paulo,Bahia,ROUND 17,1.6,3.75,6.5,1.06,9.5,1.3,3.5,2.03,1.83,3.5,1.3,6.5,1.11,2.0,1.75,1.55,2.38,1.13,5.9,9.5,15.0,29.0,67.0,6.5,7.0,19.0,51.0,7.0,8.5,19.0,51.0,11.0,13.0,29.0,51.0,401.0
Qqg7isCf,30/07/2023,11:00,ARMENIA - PREMIER LEAGUE,BKMA,Urartu,ROUND 1,6.63,4.35,1.43,10.5,1.03,1.21,3.74,1.75,2.05,2.75,1.37,5.0,1.12,1.87,1.89,,,,,11.0,5.5,5.5,8.0,15.0,7.0,6.0,9.0,31.0,15.0,14.0,19.0,101.0,51.0,56.0,67.0,201.0
xrR4Ag8F,30/07/2023,11:30,SWITZERLAND - SUPER LEAGUE,Basel,Winterthur,ROUND 2,1.83,3.75,4.2,1.04,13.0,1.2,4.33,1.67,2.15,2.63,1.44,5.0,1.17,1.62,2.2,1.83,2.03,1.24,3.9,13.0,15.0,23.0,41.0,8.5,7.0,13.0,29.0,9.5,8.5,13.0,34.0,15.0,13.0,21.0,41.0,151.0
hWAgQpH2,30/07/2023,11:30,RUSSIA - PREMIER LEAGUE,Fakel Voronezh,Lokomotiv Moscow,ROUND 2,3.01,3.62,2.46,1.01,9.4,1.26,3.4,1.96,1.98,3.02,1.32,5.7,1.09,1.7,2.1,,,,,,,,,,,,,,,,,,,,,
W4Q89DNL,30/07/2023,11:30,SWITZERLAND - SUPER LEAGUE,Yverdon,Young Boys,ROUND 2,6.5,5.25,1.4,1.02,21.0,1.13,6.0,1.44,2.7,2.0,1.73,3.5,1.29,1.62,2.2,6.25,1.12,3.0,1.38,21.0,10.0,8.5,11.0,23.0,11.0,8.5,11.0,41.0,19.0,17.0,21.0,67.0,41.0,41.0,41.0,151.0
j7dIDvhg,30/07/2023,12:00,UZBEKISTAN - SUPER LEAGUE,Bunyodkor,Sogdiana,ROUND 14,2.37,3.19,3.0,1.04,7.4,1.38,2.71,2.23,1.61,4.0,1.19,7.9,1.04,1.88,1.88,,,,,,,,,,,,,,,,,,,,,
nR732trR,30/07/2023,12:00,FINLAND - YKKONEN,Mikkeli,Gnistan,-,2.55,3.4,2.45,1.04,13.0,1.22,4.0,1.73,2.08,2.75,1.4,5.5,1.14,1.57,2.25,2.6,1.48,1.53,2.43,13.0,10.0,13.0,23.0,11.0,7.0,10.0,19.0,15.0,10.0,12.0,23.0,26.0,21.0,26.0,41.0,151.0
Ui89F0Nt,30/07/2023,12:00,UZBEKISTAN - SUPER LEAGUE,Qizilqum,Navbahor Namangan,ROUND 14,7.2,3.84,1.49,1.05,6.95,1.42,2.57,2.35,1.55,4.33,1.16,8.6,1.02,2.45,1.52,,,,,,,,,,,,,,,,,,,,,
SbrQNXd0,30/07/2023,12:00,BOSNIA AND HERZEGOVINA - PREMIJER LIGA BIH,GOSK Gabela,Tuzla City,ROUND 1,2.46,3.2,2.72,1.04,8.3,1.33,2.93,2.11,1.71,3.65,1.22,7.5,1.05,1.81,1.95,,,,,7.5,7.0,10.0,23.0,7.0,5.0,8.0,18.0,10.0,8.0,10.0,26.0,21.0,17.0,26.0,51.0,201.0
CfSEUBWl,30/07/2023,12:00,AUSTRIA - BUNDESLIGA,Austria Vienna,Sturm Graz,ROUND 1,3.4,3.75,2.0,1.03,15.0,1.2,4.33,1.65,2.2,2.63,1.44,4.5,1.18,1.62,2.2,3.3,1.33,1.83,2.03,15.0,9.5,11.0,19.0,13.0,7.5,9.0,15.0,19.0,12.0,13.0,21.0,41.0,23.0,29.0,41.0,151.0
pS4jI2Zj,30/07/2023,12:30,POLAND - EKSTRAKLASA,Lech Poznan,Radomiak Radom,ROUND 2,1.75,3.6,5.0,1.06,10.0,1.33,3.25,2.05,1.75,3.5,1.29,8.0,1.08,2.0,1.75,1.75,2.05,1.2,4.4,8.5,11.0,23.0,51.0,6.0,7.0,15.0,41.0,7.5,8.5,17.0,41.0,13.0,15.0,29.0,67.0,401.0
W6BXfkwM,30/07/2023,12:30,ROMANIA - LIGA 1,Farul Constanta,Poli Iasi,ROUND 3,1.53,4.0,5.75,1.06,10.0,1.33,3.25,2.08,1.73,3.75,1.25,8.0,1.08,2.2,1.62,1.53,2.43,1.14,5.75,9.0,12.0,29.0,67.0,5.5,8.0,19.0,51.0,6.5,9.0,23.0,51.0,10.0,15.0,34.0,81.0,201.0
2HzwLVtJ,30/07/2023,12:30,BOSNIA AND HERZEGOVINA - PREMIJER LIGA BIH,Zeljeznicar,Igman K.,ROUND 1,1.62,3.5,5.0,1.05,8.5,1.3,3.2,2.05,1.75,3.5,1.25,7.0,1.07,2.0,1.73,,,,,7.5,11.0,23.0,67.0,5.0,6.0,14.0,41.0,6.0,6.5,14.0,56.0,10.0,11.0,23.0,76.0,201.0
fJisgXyU,30/07/2023,12:30,SLOVENIA - PRVA LIGA,Domzale,Bravo,ROUND 2,2.17,3.32,3.39,1.04,7.7,1.36,2.79,2.2,1.67,3.74,1.21,7.5,1.04,1.89,1.87,,,,,7.0,7.5,13.0,26.0,6.0,5.0,9.0,23.0,8.5,7.5,11.0,31.0,17.0,15.0,26.0,61.0,201.0
0hStx09j,30/07/2023,12:30,FINLAND - VEIKKAUSLIIGA,Mariehamn,Inter Turku,-,2.8,3.25,2.3,1.05,11.0,1.29,3.5,1.93,1.93,3.25,1.33,6.5,1.11,1.75,2.0,2.85,1.4,1.6,2.3,11.0,8.5,12.0,23.0,9.5,6.5,9.5,19.0,15.0,11.0,13.0,26.0,29.0,23.0,29.0,41.0,201.0
4Su04LFC,30/07/2023,12:30,SWEDEN - ALLSVENSKAN,Goteborg,Kalmar,ROUND 17,2.25,3.25,3.3,1.07,9.0,1.36,3.0,2.15,1.67,4.0,1.22,9.0,1.07,1.91,1.91,2.25,1.68,,,8.5,9.5,17.0,41.0,7.0,6.0,12.0,29.0,10.0,9.0,15.0,41.0,21.0,19.0,29.0,51.0,301.0
dSw9lipo,30/07/2023,12:30,SLOVENIA - PRVA LIGA,Maribor,Aluminij,ROUND 2,1.36,5.0,8.25,13.5,1.04,1.18,4.1,1.68,2.19,2.54,1.43,4.55,1.15,1.95,1.81,,,,,12.0,18.0,41.0,126.0,5.5,7.5,20.0,61.0,5.5,6.5,14.0,61.0,7.5,9.0,19.0,67.0,201.0
tKNKPgOD,30/07/2023,13:00,BULGARIA - PARVA LIGA,Arda,CSKA 1948 Sofia,ROUND 3,3.31,3.48,2.15,1.02,9.1,1.28,3.26,1.94,1.88,3.2,1.29,6.0,1.08,1.75,2.03,,,,,8.5,6.5,8.5,15.0,8.5,5.5,7.0,14.0,14.0,9.0,10.0,21.0,26.0,21.0,26.0,51.0,201.0
dGFxKZ80,30/07/2023,13:00,SLOVAKIA - NIKE LIGA,Zilina,Ruzomberok,ROUND 1,2.38,3.54,2.83,10.5,1.05,1.2,3.88,1.73,2.11,2.64,1.4,4.8,1.13,1.57,2.34,,,,,9.5,9.0,12.0,23.0,8.0,5.5,8.0,15.0,10.0,7.5,9.5,21.0,19.0,13.0,20.0,36.0,201.0
rXHlHXhJ,30/07/2023,13:00,SLOVAKIA - NIKE LIGA,Trnava,Trencin,ROUND 1,1.56,4.3,5.45,12.9,1.04,1.18,4.1,1.68,2.19,2.54,1.43,4.5,1.15,1.73,2.06,,,,,11.0,15.0,26.0,71.0,6.5,6.5,14.0,36.0,6.5,6.0,11.0,36.0,9.0,9.0,15.0,51.0,201.0
hQuqSK6T,30/07/2023,13:00,POLAND - DIVISION 1,S. Rzeszow,Tychy,ROUND 2,2.15,3.5,3.0,1.04,12.0,1.25,3.75,1.85,2.0,3.0,1.36,6.0,1.13,1.67,2.1,2.15,1.68,1.38,3.0,12.0,10.0,15.0,34.0,8.5,7.0,11.0,23.0,11.0,9.0,13.0,29.0,21.0,17.0,26.0,41.0,201.0
E5Z1DOYD,30/07/2023,13:00,ARMENIA - PREMIER LEAGUE,Ararat Yerevan,Ararat-Armenia,ROUND 1,5.46,3.8,1.58,1.02,8.6,1.3,3.08,2.01,1.78,3.34,1.26,6.45,1.07,1.98,1.79,,,,,8.5,5.5,6.0,9.5,12.0,6.0,6.5,10.0,26.0,14.0,14.0,23.0,81.0,41.0,51.0,76.0,201.0
SCqRsup1,30/07/2023,13:00,ICELAND - BESTA DEILD KARLA,KA Akureyri,Kopavogur,ROUND 17,1.69,4.3,4.37,1.01,15.5,1.12,5.0,1.47,2.45,2.26,1.65,3.64,1.23,1.53,2.43,,,,,15.0,15.0,23.0,56.0,8.0,6.5,11.0,23.0,8.0,6.5,10.0,26.0,11.0,9.0,13.0,26.0,151.0
hOGpHRwQ,30/07/2023,13:30,BELGIUM - JUPILER PRO LEAGUE,Club Brugge KV,KV Mechelen,ROUND 1,1.4,5.0,6.0,1.02,19.0,1.17,5.0,1.53,2.4,2.25,1.57,4.0,1.22,1.75,2.0,1.4,2.85,1.14,5.75,19.0,19.0,34.0,67.0,9.0,10.0,17.0,41.0,8.0,8.5,19.0,41.0,10.0,11.0,21.0,51.0,201.0
bZ4kf7uQ,30/07/2023,13:30,CHILE - PRIMERA DIVISION,Magallanes,U. De Chile,ROUND 19,2.88,3.2,2.55,1.07,9.0,1.36,3.0,2.15,1.67,4.0,1.22,9.0,1.07,1.83,1.83,2.75,1.43,1.53,2.43,8.0,7.5,12.0,23.0,8.0,6.0,10.0,21.0,13.0,11.0,15.0,34.0,29.0,23.0,34.0,51.0,351.0
lIQfyLPh,30/07/2023,13:45,CROATIA - HNL,Rudes,Osijek,ROUND 2,3.75,3.4,1.85,1.07,9.0,1.36,3.0,2.1,1.7,3.75,1.25,8.0,1.08,1.91,1.8,3.7,1.26,1.93,1.93,9.0,6.5,8.5,15.0,10.0,7.0,9.0,17.0,19.0,13.0,17.0,29.0,41.0,34.0,41.0,51.0,351.0
6savvMTp,30/07/2023,13:55,SERBIA - SUPER LIGA,Napredak,Zeleznicar Pancevo,ROUND 1,1.92,3.34,4.0,1.04,7.5,1.37,2.75,2.25,1.64,3.96,1.19,7.8,1.04,1.95,1.81,,,,,8.0,10.0,18.0,51.0,6.0,6.0,13.0,34.0,8.5,8.5,15.0,46.0,17.0,15.0,31.0,81.0,201.0
f3uZa3j4,30/07/2023,13:55,SERBIA - SUPER LIGA,Novi Pazar,Radnicki 1923,ROUND 1,2.23,3.16,3.27,1.05,6.95,1.41,2.6,2.38,1.58,4.3,1.16,8.5,1.03,1.97,1.79,,,,,7.5,8.5,15.0,36.0,6.5,5.5,11.0,31.0,10.0,9.0,15.0,41.0,21.0,19.0,34.0,91.0,201.0
