Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,AH_Neg05_H,AH_Pos05_A,AH_Pos05_H,AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
0xO72sPe,30/07/2023,14:00,RUSSIA - PREMIER LEAGUE,Akhmat Grozny,CSKA Moscow,ROUND 2,3.44,3.54,2.26,1.02,9.1,1.25,3.48,1.95,1.99,2.97,1.33,5.55,1.1,1.7,2.1,,,,,,,,,,,,,,,,,,,,,
4AUb43fq,30/07/2023,14:00,RUSSIA - PREMIER LEAGUE,Krasnodar,Sochi,ROUND 2,1.76,4.15,4.85,1.01,14.5,1.21,3.82,1.81,2.16,2.71,1.39,4.95,1.12,1.73,2.06,,,,,,,,,,,,,,,,,,,,,
AyZVtaa7,30/07/2023,14:00,ICELAND - BESTA DEILD KARLA,Vikingur Reykjavik,Vestmannaeyjar,ROUND 17,1.57,4.5,5.11,1.02,15.5,1.13,4.85,1.49,2.4,2.32,1.62,3.72,1.22,1.6,2.27,,,,,15.0,19.0,31.0,71.0,8.0,7.5,13.0,34.0,7.5,6.0,10.0,26.0,9.5,8.5,13.0,34.0,201.0
rJdFfeZj,30/07/2023,14:00,SENEGAL - LIGUE 1,Diambars,Guediawaye,ROUND 26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
niNe3mwi,30/07/2023,14:00,SENEGAL - LIGUE 1,Dakar SC,US Goree,ROUND 26,2.42,2.68,3.42,1.15,4.55,1.85,1.93,3.42,1.25,7.4,1.04,11.0,1.01,2.6,1.47,,,,,,,,,,,,,,,,,,,,,
Y7P70oN9,30/07/2023,14:00,SENEGAL - LIGUE 1,Jaraaf,Mbour,ROUND 26,4.69,2.81,1.96,1.15,4.55,1.85,1.93,3.42,1.25,7.4,1.04,11.0,1.01,2.79,1.42,,,,,,,,,,,,,,,,,,,,,
S6IGbPiM,30/07/2023,14:00,SENEGAL - LIGUE 1,Linguere,Generation F.,ROUND 26,2.17,2.94,3.58,1.09,5.7,1.61,2.28,2.71,1.38,5.55,1.1,11.0,1.01,2.27,1.6,,,,,,,,,,,,,,,,,,,,,
GWECa5xG,30/07/2023,14:00,SENEGAL - LIGUE 1,Pikine,Excellence,ROUND 26,1.42,4.4,6.73,1.08,6.5,1.21,3.74,1.74,2.07,2.71,1.38,5.2,1.13,1.87,1.89,,,,,,,,,,,,,,,,,,,,,
QsMa27hc,30/07/2023,14:00,SENEGAL - LIGUE 1,Teungueth,Sonacos,ROUND 26,1.64,3.28,6.12,1.09,5.6,1.64,2.23,2.79,1.36,5.7,1.09,10.0,1.02,2.67,1.45,,,,,,,,,,,,,,,,,,,,,
fHQ31R73,30/07/2023,14:00,SENEGAL - LIGUE 1,Casa,Douanes,ROUND 26,2.97,3.1,2.38,1.09,5.75,1.75,2.05,3.14,1.29,6.95,1.05,,,2.48,1.51,,,,,,,,,,,,,,,,,,,,,
AHIBCons,30/07/2023,14:15,BELGIUM - JUPILER PRO LEAGUE,St. Truiden,St. Liege,ROUND 1,2.7,3.2,2.7,1.07,9.0,1.33,3.25,2.1,1.7,3.75,1.25,8.0,1.08,1.8,1.95,2.6,1.48,1.48,2.6,8.5,8.0,13.0,26.0,8.0,6.0,10.0,23.0,13.0,10.0,15.0,34.0,26.0,23.0,34.0,51.0,251.0
SIG0YBRm,30/07/2023,15:00,SERBIA - SUPER LIGA,Crvena zvezda,Vojvodina,ROUND 1,1.11,8.3,20.0,1.02,16.0,1.09,5.7,1.37,2.75,2.03,1.78,3.08,1.3,2.23,1.62,,,,,21.0,46.0,126.0,201.0,7.5,15.0,51.0,201.0,5.5,9.0,26.0,151.0,6.0,9.5,26.0,126.0,201.0
8nLv7KfJ,30/07/2023,15:00,ARGENTINA - PRIMERA NACIONAL,Brown Adrogue,CA Estudiantes,ROUND 24,2.1,3.1,4.0,1.11,6.5,1.5,2.5,2.6,1.48,5.0,1.17,13.0,1.04,2.2,1.62,2.1,1.7,1.28,3.55,6.5,8.0,17.0,41.0,6.0,6.0,15.0,41.0,9.0,10.0,19.0,51.0,19.0,21.0,41.0,81.0,201.0
YyBOMCPp,30/07/2023,15:00,ARGENTINA - LIGA PROFESIONAL,Lanus,Barracas Central,ROUND 27,1.75,3.4,5.25,1.1,7.0,1.44,2.63,2.35,1.57,4.5,1.18,11.0,1.05,2.1,1.67,1.75,2.05,1.18,4.8,7.0,11.0,23.0,51.0,5.5,6.5,17.0,41.0,7.0,9.0,19.0,51.0,13.0,17.0,34.0,67.0,201.0
