Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,AH_Neg05_H,AH_Pos05_A,AH_Pos05_H,AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
WhEoPbzD,29/07/2023,00:00,FIJI - PREMIER LEAGUE,Ba,Nadi,ROUND 14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AmFvPegn,29/07/2023,00:05,MEXICO - LIGA DE EXPANSION MX,Correcaminos,Zacatecas Mineros,APERTURA ,1.82,3.72,3.97,1.01,10.2,1.22,3.65,1.79,2.02,2.79,1.36,5.15,1.11,1.67,2.15,,,,,10.0,12.0,20.0,41.0,6.5,6.0,10.0,26.0,7.5,6.5,10.0,31.0,12.0,11.0,17.0,41.0,201.0
CbWxP5Cm,29/07/2023,05:00,INDONESIA - LIGA 1,Bali United,Dewa United,ROUND 5,1.73,3.94,4.05,1.02,13.4,1.14,4.6,1.52,2.3,2.39,1.56,3.96,1.19,1.53,2.43,,,,,13.0,15.0,29.0,67.0,7.5,7.5,13.0,36.0,8.0,6.5,12.0,31.0,11.0,9.5,15.0,41.0,67.0
CW9V8bSJ,29/07/2023,07:00,VIETNAM - V.LEAGUE 1,Khanh Hoa,Ho Chi Minh,RELEGATION GROUP ,2.19,3.2,3.23,1.04,7.5,1.37,2.75,2.23,1.64,3.94,1.19,7.8,1.04,1.88,1.88,,,,,7.0,7.5,13.0,26.0,6.0,5.0,9.0,23.0,8.5,7.5,11.0,31.0,17.0,15.0,26.0,61.0,201.0
bTLmpFkJ,29/07/2023,07:00,VIETNAM - V.LEAGUE 1,Gia Lai,Da Nang,RELEGATION GROUP ,2.35,3.14,2.98,1.04,7.4,1.38,2.71,2.25,1.63,4.0,1.19,7.9,1.04,1.88,1.88,,,,,6.5,7.5,13.0,31.0,6.0,5.0,9.5,26.0,8.5,7.5,12.0,34.0,17.0,15.0,26.0,76.0,201.0
SxNk3m3P,29/07/2023,07:00,SOUTH KOREA - K LEAGUE 2,Gyeongnam,Gimpo FC,ROUND 24,2.0,3.5,3.1,1.05,11.0,1.29,3.5,1.95,1.85,3.4,1.3,6.5,1.11,1.8,1.91,2.1,1.7,1.38,3.0,11.0,10.0,17.0,41.0,7.5,7.0,12.0,29.0,9.5,9.0,15.0,34.0,17.0,17.0,26.0,51.0,251.0
xjPQvNeA,29/07/2023,07:00,SINGAPORE - PREMIER LEAGUE,Young Lions,Hougang,-,6.0,4.75,1.4,1.01,34.0,1.06,10.0,1.25,4.0,1.62,2.2,2.5,1.5,1.36,3.0,5.75,1.14,2.75,1.43,34.0,17.0,12.0,13.0,34.0,12.0,9.5,11.0,41.0,21.0,13.0,15.0,67.0,41.0,29.0,29.0,67.0
Uo9Hb7Bt,29/07/2023,07:30,SOUTH KOREA - K LEAGUE 2,Seongnam,Jeonnam,ROUND 24,2.55,3.3,2.5,1.05,11.0,1.25,3.75,1.85,1.95,3.25,1.33,6.0,1.13,1.67,2.1,2.6,1.48,1.53,2.43,11.0,9.5,13.0,26.0,9.5,6.5,10.0,21.0,13.0,10.0,13.0,29.0,26.0,21.0,29.0,41.0,151.0
0YZ8LsqC,29/07/2023,08:00,SWEDEN - SUPERETTAN,Ostersund,Sundsvall,ROUND 16,1.75,3.5,4.2,1.04,13.0,1.2,4.33,1.7,2.1,2.63,1.44,5.0,1.17,1.67,2.1,1.75,2.05,1.21,4.25,13.0,15.0,23.0,41.0,8.5,7.0,15.0,34.0,9.0,8.5,13.0,34.0,15.0,13.0,23.0,41.0,151.0
jN8Z7IsQ,29/07/2023,08:00,VIETNAM - V.LEAGUE 1,Song Lam Nghe An,Binh Duong,RELEGATION GROUP ,1.91,3.44,3.77,1.03,8.5,1.3,3.08,2.01,1.78,3.42,1.25,6.5,1.06,1.81,1.95,,,,,7.5,8.5,15.0,36.0,6.0,5.5,10.0,26.0,7.5,7.0,11.0,31.0,14.0,13.0,23.0,61.0,201.0
ELquV6Uo,29/07/2023,08:35,CHINA - SUPER LEAGUE,Nantong Zhiyun,Cangzhou,ROUND 19,2.55,3.25,2.8,1.07,9.0,1.36,3.0,2.15,1.67,3.75,1.25,9.0,1.07,1.91,1.91,2.5,1.5,1.45,2.68,8.5,8.0,13.0,29.0,7.5,6.0,11.0,23.0,12.0,10.0,15.0,34.0,26.0,21.0,34.0,51.0,301.0
tnfaQrqH,29/07/2023,08:35,CHINA - SUPER LEAGUE,Shanghai Shenhua,Shanghai Port,ROUND 19,4.0,3.3,2.0,1.06,10.0,1.33,3.25,2.05,1.75,3.75,1.25,8.0,1.08,1.91,1.91,3.7,1.26,1.85,2.0,9.0,7.0,9.0,17.0,10.0,6.5,9.0,17.0,19.0,13.0,15.0,29.0,41.0,34.0,41.0,51.0,301.0
YLjiS4E4,29/07/2023,08:35,CHINA - SUPER LEAGUE,Chengdu Rongcheng,Zhejiang Professional,ROUND 19,1.67,4.2,4.75,1.04,13.0,1.25,3.75,1.85,2.0,3.0,1.36,6.0,1.13,1.8,1.95,1.65,2.2,1.2,4.4,12.0,13.0,26.0,51.0,7.0,7.5,15.0,41.0,8.0,8.5,17.0,41.0,13.0,13.0,26.0,51.0,251.0
2eeeROTA,29/07/2023,08:35,CHINA - SUPER LEAGUE,Meizhou Hakka,Dalian Pro,ROUND 19,1.67,3.8,5.0,1.04,13.0,1.25,3.75,1.85,2.0,3.25,1.33,6.0,1.13,1.8,1.95,1.68,2.15,1.2,4.4,12.0,13.0,23.0,51.0,7.5,7.5,15.0,41.0,8.0,8.5,17.0,41.0,13.0,13.0,26.0,51.0,251.0
fVimTpab,29/07/2023,08:35,CHINA - SUPER LEAGUE,Tianjin Jinmen Tiger,Changchun Yatai,ROUND 19,2.15,3.5,3.3,1.05,11.0,1.25,3.75,1.85,2.0,3.0,1.36,6.0,1.13,1.67,2.1,2.08,1.73,1.33,3.3,11.0,12.0,19.0,34.0,9.0,6.0,12.0,26.0,11.0,9.0,12.0,34.0,21.0,17.0,23.0,41.0,151.0
r1T23N9k,29/07/2023,09:00,RUSSIA - PREMIER LEAGUE,Krylya Sovetov,Dynamo Moscow,ROUND 2,2.51,3.77,2.84,1.01,15.0,1.2,3.98,1.77,2.22,2.64,1.41,4.75,1.13,1.58,2.31,,,,,,,,,,,,,,,,,,,,,
6LVtOPRg,29/07/2023,09:00,INDONESIA - LIGA 1,FC Bhayangkara,PSM Makassar,ROUND 5,2.56,3.46,2.46,10.5,1.01,1.21,3.74,1.75,2.05,2.75,1.37,5.0,1.12,1.58,2.31,,,,,11.0,9.0,12.0,19.0,9.5,6.0,8.0,15.0,13.0,8.5,10.0,19.0,23.0,15.0,21.0,36.0,67.0
pQHqoezD,29/07/2023,09:15,VIETNAM - V.LEAGUE 1,Cong An,Hai Phong,CHAMPIONSHIP GROUP ,1.48,4.2,6.03,10.5,1.04,1.21,3.74,1.76,2.04,2.78,1.36,5.05,1.12,1.83,1.93,,,,,10.0,15.0,31.0,91.0,5.5,6.5,15.0,46.0,6.0,6.5,13.0,51.0,8.5,9.5,19.0,61.0,201.0
