Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
2sYprumi,27/11/2023,05:00,INDONESIA - LIGA 1,Arema FC,Persik Kediri,ROUND 20,2.45,3.6,2.47,1.32,3.1,1.01,11.5,1.21,3.55,1.62,2.02,2.47,1.42,4.9,1.13,1.55,2.15,,,,,13.5,10.5,14.0,27.0,10.25,7.2,9.5,18.5,13.5,9.5,12.5,24.0,26.0,18.5,24.0,45.0,300.0
OxAvnuRh,27/11/2023,05:30,INDIA - I-LEAGUE,Delhi FC,Neroca FC,ROUND 7,1.45,4.55,5.6,1.22,3.75,1.01,12.5,1.2,3.65,1.5,2.27,2.18,1.53,3.4,1.22,1.65,1.98,1.85,1.85,,,16.0,19.5,37.0,110.0,9.0,9.25,18.0,50.0,8.0,8.25,16.0,45.0,10.5,10.75,21.0,60.0,400.0
tKNKPgOD,27/11/2023,07:30,BULGARIA - PARVA LIGA,Arda,CSKA 1948 Sofia,ROUND 3,3.3,3.4,2.12,1.42,2.72,1.06,7.7,1.31,3.3,1.91,1.83,3.15,1.33,5.6,1.12,1.72,2.0,,,,,8.5,6.5,8.5,15.0,8.5,5.5,7.0,14.0,14.0,9.0,10.0,21.0,26.0,21.0,26.0,51.0,201.0
UHRAr4AR,27/11/2023,08:00,MOLDOVA - SUPER LIGA,Dacia Buiucani,Floresti,ROUND 13,2.6,3.6,2.25,1.31,3.15,1.01,10.3,1.19,3.9,1.62,2.05,2.18,1.53,4.3,1.18,1.56,2.36,,,,,13.5,8.5,10.5,18.5,9.25,6.3,7.8,13.5,12.5,8.5,10.5,18.5,23.0,16.0,20.0,35.0,200.0
ETNPm7aO,27/11/2023,08:30,THAILAND - THAI LEAGUE 1,Trat FC,Khonkaen Utd.,ROUND 11,1.9,3.7,3.5,1.31,3.05,1.04,8.75,1.19,4.2,1.57,2.25,2.37,1.52,3.9,1.21,1.53,2.35,1.87,1.87,,,8.75,13.5,21.0,50.0,10.0,7.5,12.0,28.0,11.25,8.5,12.0,29.0,18.0,13.5,19.5,40.0,250.0
Gpxksa2c,27/11/2023,09:00,INDONESIA - LIGA 1,FC Bhayangkara,Persija Jakarta,ROUND 20,2.62,3.3,2.47,1.33,3.04,1.01,10.2,1.23,3.35,1.7,1.91,2.62,1.37,5.2,1.11,1.57,2.12,,,,,11.5,9.75,13.5,28.0,9.75,6.5,9.25,19.0,14.5,9.75,12.0,25.0,30.0,21.0,26.0,45.0,300.0
lvp3JeAj,27/11/2023,09:00,INDONESIA - LIGA 1,Borneo,Persis Solo,ROUND 20,1.42,4.5,6.1,1.25,3.56,1.02,13.9,1.13,4.75,1.5,2.27,2.15,1.55,3.4,1.23,1.65,1.98,,,,,15.5,20.0,40.0,120.0,9.0,9.25,19.5,60.0,8.0,8.25,16.5,50.0,10.25,10.5,21.0,60.0,400.0
jBMnJeYK,27/11/2023,09:00,SERBIA - PRVA LIGA,RFK Novi Sad,Dubocica,ROUND 18,2.77,2.95,2.45,1.52,2.12,1.07,6.8,1.46,2.45,2.32,1.47,4.65,1.14,10.0,1.02,2.02,1.75,,,,,6.7,5.5,9.0,20.0,5.9,5.1,8.5,19.0,10.5,9.0,14.0,32.0,25.0,22.0,35.0,75.0,101.0
2kthcEB1,27/11/2023,09:00,SERBIA - PRVA LIGA,Radnicki S. Mitrovica,Macva,ROUND 18,2.07,2.82,3.65,1.57,2.02,1.09,5.8,1.53,2.18,2.67,1.39,5.35,1.1,11.0,1.01,2.23,1.62,,,,,5.9,6.3,14.0,40.0,4.65,5.1,11.25,35.0,7.2,7.8,15.5,50.0,15.5,16.5,32.0,90.0,101.0
G6gwDeLA,27/11/2023,09:30,MONTENEGRO - PRVA CRNOGORSKA LIGA,Jezero,Rudar,ROUND 17,1.91,2.95,4.35,1.6,2.07,1.1,5.9,1.53,2.2,2.5,1.4,4.3,1.14,9.1,1.03,2.18,1.53,1.88,1.83,,,5.9,8.5,22.0,80.0,5.1,6.1,16.0,60.0,7.6,9.25,21.0,80.0,16.5,19.5,45.0,150.0,101.0
