Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
fPKoR88b,01/10/2023,01:30,SOUTH KOREA - K LEAGUE 2,Cheongju,Bucheon FC 1995,ROUND 34,2.4,3.1,2.8,1.5,2.5,1.08,8.0,1.44,2.63,2.4,1.53,4.5,1.18,11.0,1.05,2.0,1.73,2.38,1.55,1.43,2.75,7.5,7.5,13.0,29.0,7.0,6.0,11.0,26.0,11.0,10.0,17.0,41.0,23.0,23.0,34.0,67.0,351.0
GbN1gy37,01/10/2023,02:00,JAPAN - J2 LEAGUE,Okayama,Chiba,ROUND 37,3.0,3.4,2.38,1.44,2.63,1.06,10.0,1.33,3.25,2.05,1.75,3.75,1.25,8.0,1.08,1.83,1.83,2.85,1.4,1.6,2.3,9.0,7.5,11.0,21.0,8.5,6.5,9.5,21.0,15.0,11.0,15.0,34.0,29.0,26.0,34.0,51.0,301.0
Or9hcJ3r,01/10/2023,02:00,JAPAN - J2 LEAGUE,Tochigi SC,Blaublitz,ROUND 37,2.45,2.9,3.4,1.67,2.1,1.14,5.5,1.67,2.1,3.4,1.33,7.0,1.1,17.0,1.03,2.5,1.5,2.38,1.55,1.33,3.3,5.0,6.5,15.0,41.0,5.5,6.0,13.0,41.0,9.5,11.0,21.0,51.0,23.0,26.0,41.0,101.0,201.0
MyOcfHm1,01/10/2023,02:00,JAPAN - J2 LEAGUE,Iwata,V-Varen Nagasaki,ROUND 37,1.57,4.33,5.25,1.29,3.5,1.03,17.0,1.18,4.5,1.6,2.3,2.5,1.5,4.33,1.2,1.67,2.1,1.58,2.35,1.18,4.8,15.0,17.0,29.0,51.0,8.5,8.0,17.0,41.0,8.5,8.5,15.0,41.0,12.0,12.0,21.0,41.0,151.0
63MQ1aeR,01/10/2023,02:00,JAPAN - J2 LEAGUE,Montedio Yamagata,Tokushima,ROUND 37,1.95,3.6,3.8,1.36,3.0,1.04,13.0,1.25,3.75,1.83,2.03,3.0,1.36,5.5,1.14,1.73,2.0,1.95,1.9,1.26,3.7,11.0,12.0,19.0,41.0,8.0,6.5,13.0,29.0,9.5,8.5,15.0,34.0,17.0,15.0,26.0,41.0,201.0
roPgecYf,01/10/2023,02:00,JAPAN - J2 LEAGUE,Machida,Iwaki,ROUND 37,1.91,3.75,4.0,1.44,2.63,1.05,11.0,1.33,3.25,2.05,1.75,3.5,1.29,8.0,1.08,1.83,1.83,1.93,1.93,1.28,3.55,10.0,10.0,19.0,41.0,7.0,7.0,13.0,34.0,8.5,9.0,17.0,41.0,15.0,17.0,29.0,51.0,301.0
U1R5heID,01/10/2023,02:00,JAPAN - J2 LEAGUE,Renofa Yamaguchi,Kanazawa,ROUND 37,2.25,3.5,3.1,1.4,2.75,1.05,11.0,1.3,3.4,2.0,1.85,3.4,1.3,7.0,1.1,1.8,1.91,2.15,1.68,1.38,3.0,10.0,9.5,15.0,34.0,8.0,6.5,11.0,23.0,11.0,9.5,15.0,34.0,21.0,19.0,29.0,51.0,251.0
dUQ0Ro9U,01/10/2023,02:00,SOUTH KOREA - K LEAGUE 1,Gangwon,Daejeon,ROUND 32,2.38,3.3,2.88,1.36,3.0,1.05,11.0,1.25,3.75,1.9,1.95,3.25,1.33,6.0,1.13,1.67,2.1,2.35,1.58,1.43,2.75,11.0,10.0,15.0,29.0,9.0,6.5,11.0,21.0,12.0,9.5,13.0,29.0,23.0,19.0,26.0,41.0,151.0
na5UKMp3,01/10/2023,03:00,JAPAN - J1 LEAGUE,FC Tokyo,Gamba Osaka,ROUND 29,2.2,3.6,3.1,1.33,3.25,1.04,13.0,1.22,4.0,1.75,2.05,2.75,1.4,5.5,1.14,1.67,2.1,2.1,1.7,1.38,3.0,13.0,11.0,17.0,34.0,9.0,7.0,11.0,23.0,11.0,9.0,13.0,29.0,21.0,17.0,23.0,41.0,151.0
xlAjQSN4,01/10/2023,04:00,SOUTH KOREA - K LEAGUE 2,Cheonan City,Gimcheon Sangmu,ROUND 34,5.5,4.0,1.53,1.33,3.25,1.04,13.0,1.22,4.0,1.75,2.05,2.75,1.4,5.5,1.14,1.83,1.83,5.25,1.16,2.38,1.55,12.0,7.0,7.5,11.0,15.0,8.0,8.5,13.0,29.0,17.0,17.0,26.0,51.0,41.0,41.0,51.0,251.0
Y3H5nVvt,01/10/2023,04:30,SOUTH KOREA - K LEAGUE 1,Jeju Utd,Gwangju FC,ROUND 32,2.6,3.2,2.7,1.44,2.63,1.06,10.0,1.33,3.25,2.05,1.75,3.75,1.25,8.0,1.08,1.8,1.91,2.6,1.48,1.48,2.6,9.0,8.5,13.0,29.0,8.0,6.0,10.0,23.0,12.0,10.0,15.0,34.0,26.0,21.0,34.0,51.0,251.0
2Z7ddwJl,01/10/2023,05:00,JAPAN - J2 LEAGUE,Kusatsu,Verdy,ROUND 37,5.0,3.6,1.7,1.44,2.63,1.06,10.0,1.33,3.25,2.1,1.7,3.75,1.25,8.0,1.08,2.1,1.67,4.5,1.19,2.1,1.7,8.5,6.0,7.5,13.0,11.0,7.0,9.0,15.0,23.0,17.0,19.0,34.0,51.0,41.0,51.0,67.0,201.0
Msw3wDjS,01/10/2023,05:00,ROMANIA - LIGA 2,Unirea Slobozia,Alexandria,ROUND 8,1.47,4.05,6.4,1.42,2.67,1.06,7.4,1.3,3.2,1.91,1.83,3.15,1.31,5.4,1.12,2.05,1.7,1.62,2.22,,,9.5,15.0,36.0,81.0,5.5,7.5,19.0,67.0,5.5,7.0,15.0,76.0,8.5,11.0,23.0,81.0,101.0
