Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
EHVS70Sd,15/03/2024,00:05,MEXICO - LIGA DE EXPANSION MX,Leones Negros,Celaya,CLAUSURA ,2.9,3.05,2.45,1.52,2.45,1.09,6.3,1.39,2.77,2.15,1.65,3.7,1.24,6.5,1.08,1.85,1.85,2.35,1.55,1.55,2.37,6.3,7.2,11.5,26.0,7.8,5.9,9.5,21.0,14.0,10.5,15.0,35.0,35.0,27.0,40.0,80.0,700.0
xj1q9vmH,15/03/2024,05:45,AUSTRALIA - A-LEAGUE,Newcastle Jets,Adelaide United,ROUND 21,2.2,4.0,2.9,1.22,4.0,1.02,21.0,1.11,6.5,1.36,3.1,1.91,1.91,3.2,1.36,1.36,3.0,2.15,1.68,1.43,2.75,26.0,17.0,21.0,34.0,15.0,9.0,11.0,19.0,17.0,10.0,11.0,19.0,23.0,15.0,17.0,26.0,67.0
6FOEAeV0,15/03/2024,10:00,ARMENIA - PREMIER LEAGUE,Ararat Yerevan,Shirak Gyumri,ROUND 25,2.05,3.4,3.05,1.37,2.5,1.02,8.8,1.28,3.2,1.87,1.78,3.28,1.27,6.25,1.07,1.75,2.03,1.83,1.78,,,10.0,8.25,13.0,30.0,6.5,5.8,9.25,21.0,8.25,7.5,12.0,27.0,15.0,13.5,22.0,50.0,350.0
EFAkOsA2,15/03/2024,11:00,FRANCE - NATIONAL,Niort,Nimes,ROUND 25,1.95,3.2,3.9,1.5,2.5,1.08,6.5,1.37,2.87,2.07,1.7,3.55,1.25,6.2,1.09,1.88,1.83,1.93,1.82,,,6.5,10.0,20.0,60.0,6.4,6.2,13.0,37.0,8.75,8.5,15.5,45.0,17.0,17.0,30.0,80.0,700.0
hxrtQKmJ,15/03/2024,11:15,BULGARIA - PARVA LIGA,Beroe,Botev Vratsa,ROUND 25,1.91,3.4,4.33,1.44,2.63,1.07,9.0,1.36,3.0,2.2,1.65,4.0,1.22,9.0,1.07,2.0,1.73,1.93,1.93,1.24,3.9,8.0,10.0,21.0,41.0,6.5,6.5,15.0,41.0,8.0,9.0,17.0,41.0,15.0,17.0,34.0,51.0,1250.0
lvEJ9Fp7,15/03/2024,12:00,ARMENIA - PREMIER LEAGUE,Ararat-Armenia,Noah,ROUND 25,2.02,3.55,3.0,1.33,3.04,10.2,1.03,1.22,3.65,1.7,1.93,2.79,1.36,5.1,1.11,1.61,2.25,,,,,12.0,9.25,13.5,29.0,7.3,6.1,9.25,19.5,8.75,7.4,11.25,24.0,15.0,12.5,19.0,40.0,250.0
lO54lMjs,15/03/2024,12:30,ROMANIA - LIGA 1,U. Cluj,FC Botosani,RELEGATION GROUP ,1.7,3.1,5.5,1.44,2.63,1.08,8.0,1.36,3.0,2.2,1.65,4.0,1.22,9.0,1.07,2.1,1.67,1.73,2.08,1.16,5.25,7.5,13.0,29.0,51.0,6.0,6.5,19.0,51.0,7.0,9.0,17.0,51.0,12.0,15.0,34.0,67.0,1250.0
h4rPWQth,15/03/2024,13:00,UKRAINE - PREMIER LEAGUE,Oleksandriya,Vorskla Poltava,ROUND 21,2.35,3.0,3.0,1.53,2.18,1.08,7.1,1.47,2.35,2.32,1.47,4.0,1.16,9.3,1.05,2.0,1.65,,,,,6.8,7.1,14.0,40.0,6.2,6.0,11.75,32.0,10.0,9.75,18.0,50.0,24.0,23.0,40.0,110.0,700.0
4QY2a1WH,15/03/2024,13:00,CROATIA - HNL,Osijek,Varazdin,ROUND 27,1.62,3.6,5.0,1.4,2.75,1.05,11.0,1.29,3.5,1.98,1.88,3.4,1.3,6.5,1.11,1.91,1.8,1.65,2.2,1.18,4.65,10.0,13.0,26.0,51.0,6.5,7.0,17.0,41.0,7.5,8.5,17.0,41.0,12.0,13.0,29.0,51.0,301.0
6PN1NiGQ,15/03/2024,13:30,SLOVAKIA - NIKE LIGA,Michalovce,Kosice,RELEGATION GROUP ,2.1,3.25,3.5,1.47,2.62,1.07,7.2,1.35,3.05,2.05,1.75,3.45,1.28,6.2,1.1,1.8,1.9,2.05,1.75,,,7.2,9.75,20.0,55.0,6.8,6.6,12.5,35.0,10.25,9.25,15.5,40.0,21.0,19.0,32.0,80.0,700.0
