Id,Date,Time,League,Home,Away,Round,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
Iimfa7vi,04/06/2024,15:00,ARGENTINA - LIGA PROFESIONAL,Barracas Central,Huracan,ROUND 4,3.4,3.3,2.2,2.4,1.53,2.05,1.7
AmRHN2pp,04/06/2024,15:00,URUGUAY - PRIMERA DIVISION,Progreso,Cerro Largo,APERTURA ,2.3,3.2,3.2,2.1,1.7,1.83,1.83
Y7Nqn36B,04/06/2024,19:00,BRAZIL - SERIE B,Mirassol,Guarani,ROUND 8,1.67,3.75,5.0,2.15,1.67,2.1,1.67
4YjC2dTP,04/06/2024,19:00,PARAGUAY - PRIMERA DIVISION,Guarani,2 de Mayo,APERTURA ,2.15,3.3,3.2,1.95,1.85,1.73,2.0
2TlgTqvK,04/06/2024,19:00,URUGUAY - PRIMERA DIVISION,Boston River,Nacional,APERTURA ,4.1,3.6,1.8,1.95,1.9,1.8,1.91
zTN9ieLp,04/06/2024,20:00,ARGENTINA - LIGA PROFESIONAL,Banfield,Newells Old Boys,ROUND 4,2.55,3.0,3.0,2.88,1.4,2.25,1.57
WfibbRgc,04/06/2024,20:00,ARGENTINA - LIGA PROFESIONAL,Ind. Rivadavia,Union de Santa Fe,ROUND 4,3.3,3.25,2.25,2.6,1.48,2.2,1.62
vLIApe5f,04/06/2024,21:00,SOUTH AMERICA - COPA LIBERTADORES,Huachipato (Chi),Gremio (Bra),GROUP STAGE ,4.0,3.4,1.95,2.15,1.67,1.95,1.8
E1LCkxD3,04/06/2024,21:30,BRAZIL - SERIE B,Paysandu PA,America MG,ROUND 8,2.9,3.0,2.6,2.4,1.53,2.0,1.73
4peOvW47,04/06/2024,21:30,SOUTH AMERICA - COPA SUDAMERICANA,Tomayapo (Bol),Internacional (Bra),GROUP STAGE ,17.0,6.0,1.2,1.57,2.35,2.25,1.57
