Id,Date,Time,League,Home,Away,Round,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
8Ig2Cr9D,13/06/2024,12:30,FINLAND - YKKONEN,Jazz Pori,Vaajakoski,-,1.14,7.0,12.0,1.22,4.2,1.62,2.2
URfbDOg7,13/06/2024,12:30,FINLAND - YKKONEN,EPS,KPV Kokkola,-,3.4,3.7,1.8,1.53,2.4,1.5,2.5
MZdqySoE,13/06/2024,13:00,FINLAND - YKKONEN,JJK Jyvaskyla,Keski-Uusimaa,-,1.5,4.33,4.75,1.44,2.7,1.53,2.38
E78dMce3,13/06/2024,13:00,EGYPT - PREMIER LEAGUE,Pyramids,Smouha,ROUND 11,1.5,3.75,6.4,1.93,1.78,1.98,1.65
MXB4KyQF,13/06/2024,13:00,EGYPT - PREMIER LEAGUE,Future FC,El Gouna,ROUND 11,1.98,2.92,4.1,2.27,1.5,1.98,1.65
4OwUBpOd,13/06/2024,15:00,ARGENTINA - LIGA PROFESIONAL,Dep. Riestra,River Plate,ROUND 5,6.5,4.5,1.48,2.05,1.75,2.25,1.57
fg2CWXbq,13/06/2024,15:45,IRELAND - PREMIER DIVISION,St. Patricks,Shamrock Rovers,ROUND 21,4.0,3.5,1.9,1.93,1.93,1.8,1.95
Eelrl0UG,13/06/2024,15:45,IRELAND - PREMIER DIVISION,Galway,Drogheda,ROUND 21,1.67,3.75,4.75,1.98,1.88,1.91,1.91
0hpvktFA,13/06/2024,15:45,IRELAND - PREMIER DIVISION,Dundalk,Sligo Rovers,ROUND 21,1.9,3.4,4.1,2.15,1.67,1.95,1.8
bqE8zdI7,13/06/2024,15:45,IRELAND - PREMIER DIVISION,Bohemians,Derry City,ROUND 21,4.2,3.4,1.9,2.15,1.67,1.95,1.8
Yq1GViEk,13/06/2024,15:45,IRELAND - PREMIER DIVISION,Waterford,Shelbourne,ROUND 21,3.3,3.1,2.35,2.3,1.6,1.95,1.8
6VKSvcjS,13/06/2024,16:00,SPAIN - LALIGA2,Espanyol,Gijon,PROMOTION ,1.9,3.4,4.5,2.2,1.65,2.0,1.73
6cHguLnc,13/06/2024,19:00,BRAZIL - SERIE A,Cruzeiro,Cuiaba,ROUND 8,1.6,3.9,6.0,2.5,1.5,2.63,1.44
G8pnm1od,13/06/2024,19:00,ARGENTINA - LIGA PROFESIONAL,Tigre,Belgrano,ROUND 5,2.8,2.9,2.8,2.7,1.44,2.1,1.67
xEVt9r8F,13/06/2024,19:00,ARGENTINA - LIGA PROFESIONAL,Sarmiento Junin,Estudiantes L.P.,ROUND 5,4.33,3.2,1.95,2.7,1.44,2.38,1.53
UuYAGyAd,13/06/2024,20:00,BRAZIL - SERIE A,Internacional,Sao Paulo,ROUND 8,2.8,3.0,2.7,3.1,1.36,2.38,1.53
vBF1waH9,13/06/2024,20:00,BRAZIL - SERIE A,Flamengo RJ,Gremio,ROUND 8,1.5,4.2,6.25,1.88,2.02,2.0,1.75
j3EuWG9q,13/06/2024,20:00,BRAZIL - SERIE A,Athletico-PR,Criciuma,ROUND 8,1.45,4.2,7.5,2.05,1.75,2.2,1.62
M1uUEhtF,13/06/2024,21:00,BRAZIL - SERIE B,Amazonas,Chapecoense-SC,ROUND 10,1.95,3.2,4.2,2.5,1.5,2.2,1.62
4SoNlEM0,13/06/2024,21:15,ARGENTINA - LIGA PROFESIONAL,Newells Old Boys,Instituto,ROUND 5,2.1,3.0,4.0,2.88,1.4,2.25,1.57
rFxYA4w3,13/06/2024,21:15,ARGENTINA - LIGA PROFESIONAL,Lanus,Racing Club,ROUND 5,3.4,3.2,2.25,2.2,1.65,1.95,1.8
plGcvu23,13/06/2024,21:30,BRAZIL - SERIE A,Bahia,Fortaleza,ROUND 8,1.95,3.6,3.8,2.15,1.67,2.0,1.75
KKN9ywnM,13/06/2024,21:30,BRAZIL - SERIE A,Palmeiras,Vasco,ROUND 8,1.4,4.5,9.0,1.95,1.95,2.2,1.62
