Id,Date,Time,League,Home,Away,Round,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
65BJiW3D,10/10/2024,20:30,COLOMBIA - PRIMERA A,Ind. Medellin,Alianza,CLAUSURA ,1.65,3.8,5.25,2.2,1.65,2.2,1.62
8UHmSCuQ,10/10/2024,22:30,COLOMBIA - PRIMERA A,Santa Fe,Chico,CLAUSURA ,1.45,4.1,7.5,2.2,1.65,2.5,1.5
