Id,Date,Time,League,Home,Away,Round,FT_Odd_H,FT_Odd_D,FT_Odd_A,HT_Odd_Over05,HT_Odd_Under05,FT_Odd_Over05,FT_Odd_Under05,FT_Odd_Over15,FT_Odd_Under15,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_Over35,FT_Odd_Under35,FT_Odd_Over45,FT_Odd_Under45,Odd_BTTS_Yes,Odd_BTTS_No,Odd_AH_Neg05_H,Odd_AH_Pos05_A,Odd_AH_Pos05_H,Odd_AH_Neg05_A,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_4x4
fe9T2AZq,29/10/2023,00:10,MEXICO - LIGA MX,Monterrey,Club America,APERTURA ,2.55,3.3,2.75,1.33,3.25,1.04,13.0,1.2,4.33,1.7,2.1,2.63,1.44,5.0,1.17,1.57,2.25,2.43,1.53,1.45,2.68,12.0,11.0,15.0,29.0,10.0,6.5,10.0,21.0,13.0,10.0,12.0,26.0,26.0,19.0,23.0,41.0,151.0
Qq1MJhY9,29/10/2023,01:00,JAPAN - J2 LEAGUE,Oita Trinita,Blaublitz,ROUND 40,2.0,3.3,4.0,1.53,2.38,1.08,8.0,1.44,2.63,2.35,1.57,4.5,1.18,11.0,1.05,2.1,1.67,2.05,1.8,1.28,3.55,7.0,8.5,19.0,41.0,6.0,6.5,15.0,41.0,8.5,9.5,19.0,41.0,17.0,19.0,34.0,67.0,1250.0
Aony6BaU,29/10/2023,01:00,MONGOLIA - PREMIER LEAGUE,Bavarians,Falcons,ROUND 9,27.0,14.0,1.03,,,,,,,1.07,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
j3MF4qwr,29/10/2023,01:00,AUSTRALIA - A-LEAGUE,Central Coast Mariners,Macarthur FC,ROUND 2,1.6,4.5,5.0,1.25,3.75,1.02,19.0,1.14,5.5,1.44,2.7,2.1,1.73,3.5,1.3,1.53,2.38,1.58,2.35,1.19,4.5,21.0,21.0,29.0,51.0,11.0,9.0,17.0,34.0,10.0,8.5,13.0,34.0,13.0,11.0,19.0,34.0,101.0
8lMeho7c,29/10/2023,01:30,SOUTH KOREA - K LEAGUE 2,Jeonnam,Cheongju,ROUND 37,2.05,3.4,3.3,1.4,2.75,1.05,11.0,1.29,3.5,1.95,1.85,3.4,1.3,6.5,1.11,1.73,2.0,2.03,1.78,1.3,3.45,10.0,11.0,17.0,41.0,7.5,6.5,12.0,29.0,10.0,9.0,15.0,34.0,19.0,17.0,26.0,51.0,201.0
EZvWbidp,29/10/2023,02:00,JAPAN - J2 LEAGUE,Montedio Yamagata,Kusatsu,ROUND 40,1.8,3.5,4.75,1.4,2.75,1.05,11.0,1.29,3.5,1.98,1.88,3.4,1.3,6.5,1.11,1.83,1.83,1.83,2.03,1.22,4.15,10.0,13.0,23.0,51.0,7.0,6.5,15.0,34.0,8.5,8.5,15.0,41.0,15.0,15.0,26.0,51.0,251.0
ttXHMfli,29/10/2023,02:00,JAPAN - J2 LEAGUE,Chiba,Iwaki,ROUND 40,1.91,3.5,4.2,1.36,3.0,1.04,13.0,1.25,3.75,1.8,2.0,3.0,1.36,5.5,1.14,1.67,2.1,1.95,1.9,1.26,3.7,12.0,13.0,21.0,41.0,8.5,6.5,13.0,29.0,10.0,8.5,13.0,34.0,17.0,15.0,23.0,41.0,151.0
KWVLLE3c,29/10/2023,02:00,JAPAN - J2 LEAGUE,Machida,Kanazawa,ROUND 40,1.5,4.75,5.75,1.29,3.5,1.03,17.0,1.18,4.5,1.57,2.35,2.5,1.5,4.33,1.2,1.73,2.0,1.48,2.6,1.16,5.25,17.0,17.0,29.0,51.0,8.5,9.5,17.0,41.0,8.0,8.5,19.0,41.0,11.0,12.0,23.0,51.0,201.0
ng2IKYI3,29/10/2023,02:00,JAPAN - J2 LEAGUE,Okayama,Tochigi SC,ROUND 40,2.1,3.3,3.6,1.5,2.5,1.07,9.0,1.4,2.75,2.25,1.62,4.0,1.22,9.0,1.07,2.0,1.73,2.05,1.75,1.3,3.45,8.0,9.0,17.0,41.0,6.5,6.5,13.0,34.0,9.0,9.5,17.0,41.0,19.0,19.0,34.0,51.0,251.0
SxqzbBBj,29/10/2023,02:00,JAPAN - J2 LEAGUE,Omiya Ardija,Kofu,ROUND 40,2.7,3.3,2.63,1.36,3.0,1.05,11.0,1.25,3.75,1.85,2.0,3.0,1.36,6.0,1.13,1.62,2.2,2.6,1.48,1.5,2.5,11.0,10.0,13.0,26.0,10.0,6.5,10.0,21.0,13.0,10.0,12.0,26.0,26.0,21.0,26.0,41.0,151.0
