Id,Date,Time,League,Home,Away,Round,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
0jwdvbcU,30/05/2024,12:00,FINLAND - YKKONEN,KuPS Akatemia,Vaajakoski,-,2.05,4.2,2.5,1.67,2.15,1.67,2.1
0tWhNxwR,30/05/2024,12:30,POLAND - DIVISION 1,Motor Lublin,Leczna,PROMOTION ,2.1,3.1,3.5,2.1,1.7,1.83,1.83
4Km33mQr,30/05/2024,13:00,FINLAND - YKKONEN,JJK Jyvaskyla,OLS Oulu,-,2.8,4.33,1.91,1.53,2.4,1.53,2.38
ANBjxEUI,30/05/2024,13:00,SERBIA - SUPER LIGA,FK Indjija,Zeleznicar Pancevo,RELEGATION ,3.7,3.35,1.95,1.85,1.88,1.7,2.05
hGK3RyHU,30/05/2024,13:00,CZECH REPUBLIC - FORTUNA:LIGA,Vyskov,Karvina,RELEGATION ,3.25,3.5,2.0,1.73,2.08,1.62,2.2
OzTnVJH5,30/05/2024,13:00,CZECH REPUBLIC - FORTUNA:LIGA,Ceske Budejovice,Taborsko,RELEGATION ,1.55,4.0,5.25,1.8,2.0,1.83,1.83
EVpgX4bD,30/05/2024,13:00,BULGARIA - PARVA LIGA,Botev Vratsa,Marek,RELEGATION ,1.23,5.6,10.25,1.5,2.25,1.98,1.65
QgGSNHsT,30/05/2024,14:00,TURKEY - 1. LIG,Sakaryaspor,Bodrumspor,PLAY OFFS ,2.55,3.1,2.7,2.05,1.75,1.8,1.91
lYMBcDlR,30/05/2024,15:00,ICELAND - BESTA DEILD KARLA,Valur,Stjarnan,ROUND 14,1.87,3.95,3.45,1.5,2.4,1.5,2.42
827tKNqo,30/05/2024,15:30,ITALY - SERIE B,Cremonese,Venezia,PLAY OFFS ,2.1,3.4,3.4,1.98,1.88,1.75,2.0
KQCPHG0l,30/05/2024,15:30,POLAND - DIVISION 1,Arka Gdynia,Odra Opole,PROMOTION ,1.62,3.75,5.0,1.98,1.88,1.83,1.83
6exBKToJ,30/05/2024,15:30,FRANCE - LIGUE 1,St Etienne,Metz,RELEGATION ,2.1,3.25,3.6,2.15,1.67,1.83,1.83
UkXVQnAO,30/05/2024,16:00,BOLIVIA - DIVISION PROFESIONAL,Santa Cruz,GV San Jose,CLAUSURA ,2.1,3.4,3.4,2.1,1.7,1.83,1.83
6D9wgXdr,30/05/2024,17:15,ICELAND - BESTA DEILD KARLA,Breidablik,Vikingur Reykjavik,ROUND 14,2.45,3.7,2.47,1.44,2.62,1.39,2.77
KYIzwA2h,30/05/2024,19:00,SOUTH AMERICA - COPA LIBERTADORES,Palmeiras (Bra),San Lorenzo (Arg),GROUP STAGE ,1.53,4.1,6.5,2.2,1.65,2.25,1.57
IJyvxUHb,30/05/2024,19:00,SOUTH AMERICA - COPA LIBERTADORES,Ind. del Valle (Ecu),Liverpool M. (Uru),GROUP STAGE ,1.25,6.25,11.0,1.62,2.25,2.2,1.62
4rQe6xFn,30/05/2024,19:00,SOUTH AMERICA - COPA SUDAMERICANA,Athletico-PR (Bra),Ameliano (Par),GROUP STAGE ,1.2,6.5,15.0,1.7,2.1,2.5,1.5
rZOa5dUh,30/05/2024,19:00,SOUTH AMERICA - COPA SUDAMERICANA,Danubio (Uru),Rayo Zuliano (Ven),GROUP STAGE ,1.13,8.5,23.0,1.44,2.7,2.63,1.44
Mwghi0N2,30/05/2024,21:00,SOUTH AMERICA - COPA LIBERTADORES,River Plate (Arg),Dep. Tachira (Ven),GROUP STAGE ,1.1,12.0,17.0,1.36,3.1,2.63,1.44
YDddjKx9,30/05/2024,21:00,SOUTH AMERICA - COPA LIBERTADORES,Libertad Asuncion (Par),Nacional (Uru),GROUP STAGE ,2.25,3.25,3.4,2.1,1.7,1.91,1.91
OC4TkdD8,30/05/2024,21:00,SOUTH AMERICA - COPA SUDAMERICANA,Union La Calera (Chi),Alianza (Col),GROUP STAGE ,1.8,3.4,5.0,2.25,1.62,2.0,1.73
A9GoRCz8,30/05/2024,21:00,SOUTH AMERICA - COPA SUDAMERICANA,Cruzeiro (Bra),U. Catolica (Ecu),GROUP STAGE ,1.5,4.33,6.25,1.85,2.0,1.91,1.8
